gene	male-young_child-fine-3
1	-0.010550066607085287
10	0
100	0.033017493981006785
1000	0
10000	0
100009676	0
10001	0.012438745107541468
10002	0
10003	0.005459832815996972
10004	0.02680937487014383
100048912	-0.0077335530115636856
10005	0
10006	0
10007	-0.007920431381470647
10008	0.012942335715856939
10009	0
100093630	-0.005521156278996009
100093698	0
1001	0.05226585685717248
10010	0
100101467	0
100101938	0
10011	0
100113407	-0.00848131249733614
100124700	0
100125288	-0.008221872275432055
100126791	0
100126793	0.01884279477480597
100127888	0
100127983	-0.016936958309295556
100128025	0
100128071	-0.0158031493294065
100128098	0
100128124	0
100128126	0
100128139	0
100128164	0.004342960303872745
100128191	-0.012249725715050336
100128239	0
100128325	0.0028937796241706283
100128554	0
100128590	-0.018993304558704023
100128640	0.003122476810157943
100128731	-0.04057488452422893
100128750	0
100128782	0.002618302600416491
100128788	-3.4922649230809e-4
100128881	0
100128893	0.014516718851796532
100128927	-0.01631247500120421
100128946	0
100129128	0
100129175	0
100129195	0
100129196	-0.017244851592206095
100129250	0.02820828676652021
100129271	0
100129361	0.0050766232391555146
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0
100129597	0
100129620	0
100129654	0
100129662	0.0015718616271484136
100129716	0
100129722	7.997544222206045e-4
100129726	0
100129792	-0.020333994799519278
100129794	0
100129827	0.029192508891062934
100129845	0
100129858	0.006934445419158918
100129917	0.009408231651229695
100129935	0
10013	0
100130155	0
100130249	0
100130264	0
100130331	0
100130357	-0.0072894925224045014
100130449	0
100130476	0
100130519	0
100130522	0.018691073653983793
100130548	0
100130613	0
100130691	-0.036494057156787545
100130705	-0.0060314392293935905
100130717	0
100130733	0.041182360663237605
100130776	0
100130894	0
100130933	0
100130950	-0.020509190161449416
100130958	0.04972203482592477
100130967	0
100131017	0
100131067	0.06586469514235936
100131117	0.029660043922667644
100131138	0
100131187	0
100131211	-0.029017175935423883
100131213	0
100131303	0
100131347	0
100131366	0
100131434	-0.053658406962754444
100131496	0
100131655	0.0017600153910090027
100131691	0.008309656387547016
100131755	0
100131801	0
100131814	-0.00238979565562738
100131816	0
100132074	0.0018595203452859293
100132078	0
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	-0.03741686434558818
100133205	0
100133311	0
100133461	0
100133612	-0.00706606433006509
100133941	-0.014987184260194046
100133985	-0.0014890532408914409
100134229	-0.01638256293394816
100134259	0.0051773833990596575
100134368	0
100134713	-1.608001133376904e-4
100137047	-0.010275686130774354
10014	0.001987289149314166
100141515	0
100144597	0
100144602	0
100144603	-0.018005135276022686
100144748	0
10015	-0.005386158446840079
10016	0
100169752	0
100169989	0
10017	0
100170229	-0.00103250521496957
100170765	0
100170841	1.5227332191647053e-4
10018	0
100188893	-0.01640366345212542
100188953	0
100189589	0
10019	0
100190938	0
100192379	0
100192386	0
1002	0
10020	-4.932704221511556e-6
10021	0
10022	0
10023	0
10024	-0.0527621816024194
10025	-0.005717068136994006
10026	0
100268168	0.002724386267594563
100270679	0
100272147	0
100286844	0.0080426783827121
100287015	0.011409110235620747
100287114	0
100287177	-0.0022567374837374502
100287366	0
100287482	0.0022454828563466746
100287569	0
100287616	0.007856771121132193
100287814	-0.019460557538126654
100287896	0.010606270017893746
100287902	0
100287932	0
100288079	0
100288122	0
100288198	0
100288413	0.009251769022273393
100288637	-0.013996854508012371
100288797	0
100289092	0.026049846576337438
100289097	0
100289098	0
100289187	-0.00928994106405571
100289274	0
100289341	0
100289373	0
100289495	0
100289635	0.008902061409339265
100289678	0
100292680	0
100293516	0.012877812539498799
100294362	-0.02762310098837641
100294720	0.004505331777065347
1003	0.016690785860916022
100302691	0
100303728	0
100303755	0
100306951	0.032149666516699614
100316904	0.023157801224741304
100329135	0
100359394	0
10036	0.020198032719987265
100379174	0.0068960373754011544
10038	-0.00614943590428077
100381270	0.02280956401845396
10039	-0.013803159651957294
1004	0
10040	0.01738598773398139
10042	0
100422737	-0.028285466380697056
10043	0
10044	0
10045	-0.017289827432470296
10046	0
10047	0
10048	0
10049	0
100499171	-0.01544708316579239
1005	0.001702043006447285
10050	0
