gene	female-middle_adult-fine-2
1	-0.0060400416510117605
10	0.009010446977603118
100	0.012125674008560395
1000	0.07736193359972379
10000	0.05178648296931562
100009676	0.0034463001961712305
10001	0.030114015281528204
10002	0
10003	-0.023857961763379773
10004	0.05367496115266269
100048912	0.04866906056480021
10005	0
10006	0.016924249689540864
10007	-0.0017619379334905718
10008	0.008710881857920728
10009	-0.02407044730420634
100093630	-0.0244313501351767
100093698	0
1001	-0.0013452146921825233
10010	-0.03458148924447597
100101467	0
100101938	0.019430898701980674
10011	0
100113407	0.045347979411842015
100124700	-0.004346772719775376
100125288	0
100126791	6.405115590422127e-4
100126793	-0.003759398585242012
100127888	0.037695220375870496
100127983	-0.04077900514637696
100128025	0
100128071	-0.052726823969701304
100128098	0
100128124	-0.052356249117352545
100128126	0.016407320700631375
100128139	-0.008414472638358242
100128164	0.010405749598360242
100128191	0
100128239	-0.01736669509698859
100128325	-0.024828861095007936
100128554	0
100128590	0.014673370850282759
100128640	0
100128731	0
100128750	-0.002048088141416996
100128782	-0.01588501181689093
100128788	0
100128881	0
100128893	9.858390029513762e-4
100128927	-0.01754007650371439
100128946	0.00285114023374845
100129128	0
100129175	0
100129195	0.0022227892129862534
100129196	-0.06454429790314119
100129250	-0.05694452424286692
100129271	-0.02031079789603658
100129361	-0.023133274070918534
100129427	0
100129461	0.01065476135771351
100129482	0
100129503	0
100129550	0
100129597	0
100129620	0
100129654	-0.021531578499881944
100129662	-0.016305962774701293
100129716	-0.02175550566059441
100129722	0.004020078604327886
100129726	-0.006519547697093299
100129792	-0.03373964971380298
100129794	-0.00932010944931354
100129827	-0.02000055557533844
100129845	0
100129858	0.037099938207924
100129917	0
100129935	0
10013	-0.0056196075634254335
100130155	0
100130249	0
100130264	1.4266745920839377e-4
100130331	0
100130357	0.012472628154367128
100130449	-0.012056862902135273
100130476	0.022302539906420525
100130519	-0.013635983052576326
100130522	-0.0041871116222532544
100130548	0
100130613	0
100130691	0.012284714044240143
100130705	-0.009962629219551338
100130717	-0.013732560649794678
100130733	0
100130776	0.017128980844855344
100130894	0
100130933	-0.004117611827529252
100130950	0.0038469699094776555
100130958	0.010526017709678544
100130967	0
100131017	0.008913301230926804
100131067	-0.015329755616001106
100131117	0.03794840175471395
100131138	0
100131187	-0.05012271970050397
100131211	-0.03510725186202411
100131213	0.007083994462143709
100131303	0
100131347	0
100131366	-0.004051709611409252
100131434	0.03883164667496812
100131496	0
100131655	0
100131691	0.027551946745584373
100131755	0.05548248655841673
100131801	0
100131814	0.004575909628357865
100131816	0
100132074	0
100132078	-0.01055346458473211
100132341	0
100132386	-0.01415363974202622
100132464	0
100132476	-0.007991066356414849
100132596	0
100132677	0
100132891	0
100133205	0.0298435063899964
100133311	-0.01343040654953843
100133461	0
100133612	0.01867094058436581
100133941	0.0873423225788259
100133985	0
100134229	0
100134259	-0.05930640415757712
100134368	0
100134713	0
100137047	0.019896328453996914
10014	0.01650905084260506
100141515	-0.03683683724688411
100144597	0
100144602	0.026988012103833944
100144603	0.002374040455881486
100144748	-0.009168671000475517
10015	-0.031130203401732028
10016	0.03159795486784583
100169752	0
100169989	0
10017	0.007586882244790253
100170229	0
100170765	0
100170841	0
10018	0.04012865047083071
100188893	-0.011172541106573512
100188953	0.03591868719640842
100189589	0.029640095084679026
