gene	male-adolescent-coarse-3
10000	-0.017963624096239143
10001	-0.0024434342860452716
10002	0
10003	-0.007736404713360442
100048912	-0.0034579523603151287
10004	-0.008679207279580171
10005	3.36309250506565e-11
10006	0.007987460255296114
10007	-0.015033720116718665
10009	0
1000	0.003837557854627351
10010	-0.01760928438244057
100126791	-0.009840643629356726
100128124	-0.003818139705804867
100128640	0.004100572594215864
100129128	-0.006980855979598703
100129250	-0.01820562454296318
100129271	0.015034332271132178
100129361	-0.013924381773181307
100129482	0.022285772432987683
100130331	-3.839828059702732e-5
100130449	0.005653500916553652
100132341	-0.015429634141894164
100132476	-7.688598649522876e-4
100134713	0
100137047	0
10013	0.0030251117571843396
10014	-0.0037530493291239742
10015	0.0020029934018771663
10016	0.00925382868071613
10017	0
100188893	-0.01146374241670414
10018	-0.001581240133943052
10019	-0.01117685908195867
1001	0.01782340756000477
10020	0.004701261826506195
10021	-0.0033495591838754364
10022	0
10023	0.0015801893281900724
10024	0
10025	0.011690864853707687
10026	0
100272147	-4.6907345515304294e-4
100287932	0.004176022634627567
100288413	-0.03805100737458742
100289678	3.810384466979392e-9
100293516	-0.004304567436787714
1002	-0.004839363702975973
100316904	-0.005540341085777239
10036	0
10038	-0.010285670680827823
10039	0
1003	-0.0019059672328033174
10040	0.002182315667938349
10042	0
10043	0.007262644941995756
10045	0.005110742246935916
10046	0
10047	0.010920190891949637
10048	0.015383075773378723
10049	-4.874067247661079e-4
1004	0
100505741	-0.005244043141521812
100505761	0.013087114863932981
100505879	-0.0011333400667624999
100505933	0
100506144	0.0040667384833798885
100506469	0
100506504	0.00831723184758771
100506571	0
100506581	-0.019030894506991327
100506963	0
100507331	0
100507436	-0.05186356123030378
100507605	-0.002290117012358079
10050	-0.0014454491924160095
10051	-0.00992266258963302
10052	-0.0032963359233263035
10053	0.016594396619136885
10054	0.005147002017917728
10055	0
10057	0.02201094351968198
10058	0.021612708398053446
10059	0
1005	0.01049545355425681
10060	-0.006381286449881511
10061	-0.00508243448129606
10062	0.02546873663146055
10066	2.349322723663118e-11
10067	0
10069	0.017985979001130206
1006	0.001701930228885907
10072	0
10073	-0.009941786744224025
10075	-0.003933134648097432
10076	-0.008551111337047092
10077	0.014234185488847757
10078	-1.0431122529058446e-4
10079	-0.037334086306772304
1007	-0.021741853109083727
10083	0.0027033173686669904
10084	-0.014602923270662581
10085	-0.02132443355695775
10086	0.0020087977109389675
10087	0
10089	-5.901719498920881e-4
1008	0.0026237961133073148
10090	-0.03538435871631084
10092	0
10093	-0.009244139532723777
10095	-0.004092868397258208
10096	-0.002765666395710938
10097	0
10098	0.022511414344010917
10099	0.01064454037345316
1009	0
100	-0.06325955150265396
10100	-0.008817255282570656
10101	0.010710128844938209
10102	-0.004584989814272671
10103	0.006147646190069626
10105	-0.016738939713240374
10106	0.009382536528602521
10107	-0.005908539521011203
10109	-0.001844214859601063
1010	0.016522188702610366
10110	-0.011692437492117451
10111	-0.007306587312110667
10112	-0.019873522207944284
10113	-0.01465012061325184
10114	-0.004821152789412047
10116	-0.009719243165803212
10120	-0.023088299189823868
10121	-0.0031963333363532378
10123	0.013663721633334867
10125	0
10126	0.019570996550885556
10127	0
10128	-0.004486129689260756
10129	-0.005509843218649117
1012	0
10130	0.0031871047948789674
10131	0.0023978791646187057
10133	-1.3733643151773645e-11
10134	-0.013063322181376664
10135	0.02960869282749194
10136	0
10137	0.00444448806886374
10138	0.008029365679743387
10139	0
1013	0
10140	0.009463708455727584
10141	0.0013045892773648749
10142	-0.0017162238311013833
10144	-0.02135786953202852
10146	0.004877674448309452
10147	-0.018237751402460943
10148	-0.01153342230600941
10149	0.027701279290509428
1014	0.005032283265482235
10150	7.708443290595863e-4
10152	0
10153	0.002816615221210008
10154	0.017509527915251993
10155	0.008114807373057645
10157	-0.016562886671367665
10158	-0.042711690339275514
10159	0.0016803856086531766
1015	1.3544099934867895e-11
10160	0.007290559038606497
10161	-0.014562059625891884
10162	-0.001919682237485321
10163	0
10164	-0.011265203034005156
10165	-0.012019508346405614
10166	0.013267534462536259
10168	0.006827940913918457
1016	0.005731900585461908
10170	0.03130980687472408
10171	-8.811653336846565e-5
10174	0
10175	0
10178	-0.04123019399016725
10179	-0.025948197751232225
1017	0
10180	0.013277383568469693
10181	0
10184	0.026281316027685894
10186	0.022090018208216846
10188	-0.01816114604312394
10190	-0.006183590261004447
10193	-0.005069099834180087
10195	0.0011482115325967747
10196	0.006176306362518563
10197	0.009130526197290644
10198	0.005526979887992388
10199	-0.002166422538356436
1019	0
101	-5.081433795604671e-4
10200	0.0028059278679578126
10201	0
10202	0.0076079233390648785
10203	0.017747831171682465
10205	0.016956725574778567
10206	-0.009972860995713678
10207	2.5137790762177794e-10
10208	0
10209	-0.011447563152341723
1020	0
10210	-1.9314125752668232e-6
10211	-0.00778149710829151
10212	-0.001218414240292979
10213	-0.00304111858298279
10214	0
10215	0.009305790494645985
10216	0.0014790258133152896
10217	0.0032403587907739186
10218	0
10219	0
1021	0.01346410047159427
10220	0
10221	0.04053475037344785
10223	0.009072832151443489
10225	-0.005959242358030725
10226	0.0063279721152439995
10227	-0.018702778737388792
10228	-5.763774084984327e-4
10229	0.007770119752555139
1022	-0.008189086716099393
10230	2.2817443429673363e-4
10231	-0.03610725871210511
10232	0.012150978280656059
10233	0
10234	0
10235	0.010546555903065365
10236	0.009690591673693292
10237	0.019212407824439833
10238	-8.686265106594358e-4
10240	0.007408219586239883
10241	7.969622118517634e-4
10242	0
10243	-0.015285922873690521
10244	0
10245	0.024898504949230328
10246	0.0042213787489203455
10247	-0.06017834215211115
10248	-0.007647537154029024
10249	5.624308543571939e-4
10250	-0.01015618053515605
10252	0.009757303298746108
10253	-0.003994111849768729
10254	-0.00593222622769027
10255	-0.014749934941812728
10256	-0.009735735756228043
10257	0.014337150503326549
1025	0.010273360817361844
10260	-8.063731423923361e-4
10261	0.027150219244448055
10262	0.0017522700156100445
10263	0.01573123897852571
10265	0.013244590837957645
10266	0.024848598801445392
10267	-0.024471683276705368
10268	0.0039991836218652484
10269	-0.0024103575542248823
1026	0
10270	0.007145336567079432
10272	-0.0038653758113737337
10273	1.6746039632374793e-4
10274	0
10276	-0.00791447539365526
10277	-0.005878284969494356
10278	-0.0038961046826198335
10279	0.015931109544435475
1027	0.002357427507760775
10280	-4.005685470072022e-4
10281	0
10282	-0.0077127919123687865
10284	0
10285	0
10286	-0.015604462586778493
10287	0
10288	-0.025036159522162305
10289	-0.005263949401313376
1028	-0.06757076050392367
10290	0.0011196715192806968
10291	0.0031778296053038314
10293	-0.004744614470213864
10294	0
10295	-0.017085723091505498
10296	-0.006160828080712975
10297	-6.504848896987722e-4
10298	0
10299	0
1029	-0.02479633650872597
102	-0.004942648650029889
10300	-0.004956068551651383
10301	0.010379036067780914
10302	0.004661138681733306
10307	-4.1997510728010424e-4
10308	9.841363422028503e-4
10309	0.01484845465248286
1030	-0.03194962620157277
10311	0
10312	-0.023986708748376374
10313	0
10314	-0.008893615476922271
10316	0.006908123096049876
10317	0
10318	0
10319	0.014615749597258068
1031	0.026047037571067848
10320	-0.019448458989311627
10321	-0.004579629318220362
10322	0.0105785472015539
10324	8.862614916470453e-4
10325	0.02516371375371782
10327	0
10328	0
10329	0.016459631554084926
1032	0
10330	-5.669443899572828e-4
10331	4.1675639344149705e-4
10332	0
10333	-0.0032410985282318094
10336	0
1033	-0.011539178967049929
10342	0.010753944840020065
10343	0
10346	0.01598541040997428
10347	0.009927048435702347
10351	0.003217653581673254
10352	0.02635892599252029
10360	0.013324360788507073
10362	-0.009719230082954639
10363	-0.0028575221734910765
10365	0.014874684373570661
10367	0.01430037994888083
10368	-0.01063041318620743
10369	-0.001526650905432131
1036	-0.004971112766893525
10370	0.0361957290994663
10371	0
10376	-0.018503421300540723
10379	0
10381	0.03110291774083936
10382	-7.914895102681835e-4
10383	0.012860873893681277
10384	0.007823370971591722
10385	0.012979310936037566
10388	0.007867058793770473
10389	0.005553067645223268
1038	-0.014613446705404393
10390	4.70485514310084e-4
103910	-0.02601842637347012
10391	-0.013624315086770436
10392	0.0020293536850344712
10393	0
10394	-0.011550643514024801
10395	-0.004001722068504252
10396	-0.011283443476427598
10397	0.003431296586163396
