gene	female-older_adult-coarse-3
1	0.1008295617763857
10	0.018186204578314033
100	-0.12259366878700843
1000	0.016153342480641892
10000	0.058678852378905695
100009676	0.03062530404677655
10001	-0.016844811410251764
10002	-0.03270472179325534
10003	0
10004	-0.019560978523714318
100048912	0.023374966511040443
10005	0
10006	-0.006284528197535773
10007	0
10008	-0.07644768533202942
10009	0
100093630	-0.023563721670830005
100093698	0.007512107860330289
1001	0
10010	-0.015497685966986209
100101467	-0.05978502814759656
100101938	0.02798241188407451
10011	-0.002278757542885843
100113407	0.03888290908468157
100124700	0
100125288	0.04331656285932127
100126791	0
100126793	0.0314510593369797
100127888	-0.043117963786613984
100127983	0.060012771073145295
100128025	0
100128071	0
100128098	0.014074506867777338
100128124	0.0689954879034099
100128126	0
100128139	0
100128164	0
100128191	0.004802165252461639
100128239	0.03208316552999666
100128325	0
100128554	0
100128590	0.04669895951212245
100128640	-0.022109293114967336
100128731	-0.019358900303490672
100128750	-0.02113924604958988
100128782	0.022624066835371024
100128788	0
100128881	0.03772035902018473
100128893	-0.016887074471988808
100128927	-0.0014916357210109524
100128946	0.021998672994192094
100129128	0
100129175	0.0023847933555526646
100129195	-0.0263368766764861
100129196	-0.046989158892818364
100129250	-0.027245422164165235
100129271	0.011155121223512341
100129361	0.01351549555146126
100129427	0
100129461	0.045165152322142216
100129482	0
100129503	-0.013091087264406756
100129550	-0.003223929467483436
100129597	0.010374035144703404
100129620	0
100129654	0
100129662	0
100129716	0.015647413075368075
100129722	0.01735715819099871
100129726	0
100129792	0
100129794	0.01213133479707302
100129827	0
100129845	0
100129858	0
100129917	-0.006082142241816179
100129935	0
10013	0
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0.09640495176208073
100130449	0
100130476	-0.05603747809100604
100130519	0
100130522	0.022063932620902237
100130548	0
100130613	0
100130691	0.0028737915741645485
100130705	-0.025249353344003373
100130717	0.010089227676999341
100130733	0
100130776	0
100130894	0.0417731246923835
100130933	0.012324751824082806
100130950	0
100130958	0.03345764163164111
100130967	-0.0671361890823646
100131017	0.004646638877078614
100131067	0
100131117	0
100131138	0
100131187	0
100131211	-0.009414562510899576
