gene	male-old_adult-fine-1
1	0
10	0
100	-0.02069476832872826
1000	-0.015402445814151159
10000	9.738808474043262e-4
100009676	0
10001	0
10002	0
10003	0
10004	-0.02101350486793766
100048912	0.0013965367416701004
10005	0.0019098195185740193
10006	0
10007	-0.008521915776725163
10008	0
10009	0
100093630	0.061514389724559235
100093698	0
1001	0.004586435965992899
10010	-0.003893925530833194
100101467	0
100101938	-0.0338941674107551
10011	0.011799630838162418
100113407	-0.010031893827140047
100124700	0.020318523667984874
100125288	0
100126791	0.008778621269326294
100126793	0
100127888	0
100127983	0
100128025	0
100128071	0
100128098	0.0268232118788255
100128124	0.016169859642316563
100128126	0
100128139	0
100128164	0
100128191	0
100128239	-0.04885383428393975
100128325	-0.059102891563314316
100128554	0.0058311336087592215
100128590	-0.035644532998753
100128640	0
100128731	-0.0057369014485365135
100128750	0
100128782	0
100128788	0
100128881	0
100128893	-0.0014463041449808106
100128927	0
100128946	0
100129128	0.0561853019608373
100129175	0
100129195	-0.02158093636277308
100129196	-0.03196406127630737
100129250	0
100129271	0
100129361	0.007078132636782916
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0
100129597	-0.0012118350406220854
100129620	0
100129654	0.011530741423929422
100129662	0
100129716	0.02513803210029215
100129722	0
100129726	0
100129792	0
100129794	0.00171595648209105
100129827	0
100129845	0
100129858	0.0488646568079846
100129917	0.014732021280346655
100129935	0
10013	0
100130155	0.012899056919984877
100130249	0
100130264	0
100130331	0
100130357	-0.012383547446995954
100130449	0
100130476	0.006142509909429371
100130519	0
100130522	0.007431174929187761
100130548	0
100130613	0
100130691	0.0013302063200925384
100130705	0
100130717	-0.020935910286307303
100130733	0
100130776	-6.458413190417394e-4
100130894	0.01237033166384615
100130933	0.03652750895106446
100130950	-0.03965844340863011
100130958	-0.01936318080730696
100130967	0.04205962264596143
100131017	-0.015174675145043238
100131067	0
100131117	0
100131138	0
100131187	0
100131211	-0.008900095334698833
100131213	0.015161250099108277
100131303	0
100131347	0
100131366	0
100131434	0
100131496	0
100131655	-0.017423279030224625
100131691	0.008980813974196741
100131755	0.0012176176120246194
100131801	0
100131814	0
100131816	0
100132074	0.01023294342202694
100132078	0
100132341	0
100132386	-0.004125672092534684
100132464	0
100132476	-0.007102321422664256
100132596	0
100132677	0.011456769165849472
100132891	-3.579458916023747e-4
100133205	0
100133311	-0.026023321595650083
100133461	0
100133612	-0.011248022769104537
100133941	-0.02262666501207723
100133985	-0.004562514977454858
100134229	0
100134259	0
100134368	0
100134713	0
100137047	-0.035549746093605755
10014	0
100141515	0
100144597	0
100144602	-0.031024291875984444
100144603	-0.002831151830843708
100144748	0
10015	0
10016	0
100169752	0
100169989	0
10017	0.012623818830432385
100170229	0
100170765	0
100170841	-0.003336460641070728
10018	0
100188893	0.0220191903604025
100188953	0
100189589	-0.01530172600860847
10019	0.0025527573043846396
100190938	-0.0033359056476729206
100192379	0
100192386	0
1002	0
10020	0.01687987621953765
10021	0
10022	0
10023	0
10024	-0.01858328481627954
10025	0
10026	0
100268168	0
100270679	0
100272147	0.016604208699101133
100286844	-0.012526892762704571
100287015	0
