gene	male-adolescent-fine-2
10000	-0.009351676930249965
10001	0.0030207664717426352
10002	0
10003	-0.013192498261178635
100048912	0
10004	0.013472642009469316
10005	-1.353851805069902e-4
10006	-0.0046839724846169115
10007	-0.020597253110900816
10009	-0.00655643207443852
1000	-7.013922599510341e-4
10010	-0.012329657315434958
100126791	0
100128124	0
100128640	0.008978332557061222
100129128	-0.010029788182933895
100129250	0.00977786047860551
100129271	0.008972639585181706
100129361	0
100129482	0.017598159297580664
100130331	0.010788914764993074
100130449	0
100132341	0.00723651479798861
100132476	-0.00438016466575689
100134713	0.004428256551999668
100137047	-0.0037589741383411007
10013	0
10014	1.6579516753138034e-4
10015	0
10016	-0.005594385054607802
10017	0
100188893	-0.006175237823473721
10018	-0.01112403076393641
10019	0.01066543032116809
1001	-0.01924453894440222
10020	0.02408200471494352
10021	0
10022	0
10023	-0.026262602762780717
10024	-0.005891933071131384
10025	0
10026	0.003061620479028899
100272147	0
100287932	0.0016848179417190546
100288413	-0.014548330327953742
100289678	0
100293516	0.00460317308504239
1002	-0.008603013906278588
100316904	-0.002080856828771113
10036	0.0020515151996587937
10038	-0.007619966593432711
10039	-0.027957688949783666
1003	-0.025472147221428845
10040	-0.018257571465953575
10042	0
10043	-0.0025907273027191593
10045	0.0030563029225902935
10046	0.013431664917736718
10047	0
10048	-0.006536290458149563
10049	0
1004	0.0037750282364126383
100505741	-0.027966310437466252
100505761	0.013860099246890323
100505879	0
100505933	-0.011019757098364225
100506144	-0.027230934558028032
100506469	0
100506504	0.007207337494971299
100506571	0
100506581	0.0014940232386314895
100506963	0
100507331	0.012570910295083934
100507436	-0.030521686570475423
100507605	0
10050	-4.703928308198962e-4
10051	-0.012224142244870667
10052	-0.003483429178384664
10053	0.019176548882114494
10054	-0.0016364338408084232
10055	-2.114870658803811e-4
10057	6.54214654085837e-4
10058	0.006345534161045537
10059	-0.003389058400227548
1005	-0.0015342479211212065
10060	-0.010172528643904602
10061	-0.0034668317514122264
10062	0
10066	0
10067	0
10069	4.641880698845027e-4
1006	0.023747838982665276
10072	0.003006513964942022
10073	-0.015571389387621455
10075	0.009354235467934447
10076	-0.016484508241617603
10077	0
10078	-0.010973165669964723
10079	-0.00757717576329195
1007	-0.01915639269192413
10083	1.3927793394261247e-4
10084	0.0031726010716621685
10085	-0.001555942000902419
10086	0
10087	0
10089	-1.857019407823021e-10
1008	-0.015472599398032947
10090	-0.021082799759069546
10092	0.015779191830522572
10093	0.0035737253465122254
10095	-3.8611456259899914e-4
10096	-0.007835067339459418
10097	0
10098	0.006944376824096201
10099	0
1009	0
100	-0.034096814384458246
10100	-0.04367143082378268
10101	0.006796205949481103
10102	0.0015488059608689273
10103	0.02639372388808961
10105	-0.019419678822379063
10106	0.009086602713043263
10107	0
10109	5.308202346938058e-4
1010	0
10110	0.00255693479121973
10111	0
10112	-0.010013550628253343
10113	-0.005560138294931347
10114	0.005805744638662084
10116	0
10120	-0.010837853681996548
10121	-0.0054097217626829655
10123	0.04201034624613852
10125	0.018254896002920046
10126	0.03414627774483307
10127	0
10128	0
10129	0.010767127041117121
1012	-0.010030681902540481
10130	0.004043374656344995
10131	0.00907838716712006
10133	0.02041226194584389
10134	0.002406302582017302
10135	0.01618249639148643
10136	-4.89606922892016e-4
10137	0
10138	0.001165027649106205
10139	0.004884899121619506
1013	0.01361546884530367
10140	0.002815132127114039
10141	-1.9470385600691892e-4
10142	-0.006537826197871433
10144	0.0024816663846535126
10146	5.420217658873213e-4
10147	-0.008552684654471891
10148	-0.016534451444358583
10149	0.01615701100801399
1014	-6.492442778663919e-4
10150	-0.005991952019806444
10152	-0.002856297528729148
10153	0
10154	0.01104991839627556
10155	0.009803442415560673
10157	0
10158	-0.04513632083015679
10159	0.001854190160511009
1015	0.007730811379404142
10160	0.010170669089655283
10161	-0.056575833896979046
10162	-0.026669635000151765
10163	0.007397522310776912
10164	-0.010234823873406525
10165	0.004336258827270881
10166	-0.0028890531567998196
10168	0.006388660739152174
1016	0.0070676434772984085
10170	-0.03024606172541507
10171	-0.019878184334887142
10174	0.005207778267209215
10175	9.473459882607168e-4
10178	-0.001644381396445037
10179	-0.0057082727799678944
1017	0
10180	0.008151282256772018
10181	0
10184	0.017892631462006085
10186	0
10188	0.0019245106041890611
10190	0.007449456274195867
10193	0
10195	0
10196	-0.0044195077729267136
10197	0.005061114468060453
10198	0
10199	0
1019	-0.0064186588491261095
101	-0.00880830547188361
10200	0.004847863807531021
10201	0
10202	-0.010354950094415928
10203	-0.010496392701805256
10205	0.0068482657134040165
10206	-0.011669228615735308
10207	0.01401363709280445
10208	-5.196364570175335e-4
10209	0
1020	0
10210	-0.00778368371335348
10211	-0.0020818850407414904
10212	0.00246233402099109
10213	-0.011231259757802705
10214	-0.0018339327583031756
10215	0.008335802647993105
10216	-0.02610409214138536
10217	0
10218	-0.003073734454219434
10219	0.01341838662703724
1021	0.016680248181402076
10220	0.005195332840922613
10221	-0.010017683030330826
10223	0.01704358987116776
10225	-0.01913682326355431
10226	-0.01384574303061149
10227	-0.007142764073113018
10228	0
10229	0.011298182762301236
1022	0.006256274309486331
10230	0.0013105268058622567
10231	0.0034147300458165727
10232	0.004408036567554181
10233	4.986999983458268e-4
10234	0.026595415207535552
10235	0
10236	-1.107174778164668e-4
10237	0.027923909571719724
10238	0
10240	-0.014668964032532218
10241	0.012578731490938456
10242	0.0013587925743694291
10243	0
10244	-0.0021043042554412597
10245	0.0046913576134415234
10246	0
10247	-0.02171871360076049
10248	-0.007474659314981621
10249	0
10250	0.011059535496597262
10252	0.01638880948194137
10253	-0.014792509568771296
10254	0
10255	0
10256	0
10257	0.005127128874538755
1025	0.006160825820821172
10260	0.026186285961683813
10261	0.020443426662570898
10262	-6.873782519756039e-4
10263	0.012896731237902291
10265	0.015244602482560906
10266	-0.004702295704747085
10267	-0.03279102700248245
10268	0
10269	4.367327281060934e-4
1026	-6.461071312886821e-10
10270	-2.0326547558114775e-10
10272	-0.0032772744216596128
10273	-0.013216892311043673
10274	-0.012642778351199641
10276	-0.020258809292921284
10277	-0.0023188914806752566
10278	-0.012020760364696178
10279	0.02480636999834817
1027	-0.0015750200005186885
10280	-0.010647536725987998
10281	5.451933336258999e-4
10282	-0.0013779284953570222
10284	-0.01704457511457252
10285	0.0035130328496745817
10286	-0.005319107524843431
10287	7.417198251358159e-4
10288	-0.013164922402537296
10289	-0.0026300860661680704
1028	-0.04207006457886678
10290	0.008375913732987184
10291	0.014658778324394422
10293	-0.004566332409106937
10294	-5.9800906277383925e-11
10295	-0.012499074631648746
10296	-7.796406513375355e-4
10297	-1.1852074448521457e-10
10298	0
10299	0
1029	-0.03578925966054229
102	0.004667150638927746
10300	-0.010986041354645405
10301	-0.004535565778335086
10302	0.0015894021561637384
10307	-0.005910479604194199
10308	-0.006872843799823973
10309	0.014574845589364806
1030	0.0030793272739594066
10311	0
10312	-0.027124737006936548
10313	4.61147540460723e-5
10314	1.1020095299151277e-4
10316	0.0073524926986860755
10317	0
10318	-0.00726047553349858
10319	-0.0146800722602955
1031	0.007783599958257389
10320	-1.575462299623682e-4
10321	-0.03386660472275571
10322	0
10324	0
10325	0
10327	0.002702065801551008
10328	0
10329	0.006152123023495139
1032	0
10330	0.002737803355497943
10331	0.0018934265490879766
10332	-0.0011159238699123722
10333	-0.005055411121164166
10336	-0.005840799566313128
1033	0.0076827416196840565
10342	0
10343	-0.015646441321255148
10346	-0.023877243249314464
10347	-0.005403950439283329
10351	0.0632265112002608
10352	0.009250395714323206
10360	0
10362	-0.01556238891059955
10363	0
10365	-0.023542871058240832
10367	0
10368	-0.010183248426308453
10369	-0.0046475947834776175
1036	0
10370	0.021045350131368493
10371	0
10376	-0.008589577650264671
10379	0
10381	0
10382	-0.008741685511522393
10383	0.01727255574052308
10384	0.01449648949980446
10385	0.007690683904048921
10388	0.03894094161786315
10389	0.0018492931871339979
1038	-0.04494445730956709
10390	0.002193961619192605
103910	-0.045614751154670174
10391	0.009530450648430553
10392	9.758645676182547e-4
10393	0.004749923787892396
10394	-0.02222417668353175
10395	-0.009391741924013219
10396	-0.0025016276631072507
10397	-0.006580474268434049
10398	0.00512664303895895
10399	0.002367662112163373
1039	-0.0067908096061679276
103	2.6064999022093986e-4
10400	0.010485994498812849
10401	-0.002073980189590131
10402	0
10403	0.04852473510410273
10404	0.007304581626201359
10406	0.028004850132705622
10407	0.005440044226249973
10408	0
10409	-0.03484040486686577
1040	0.010962524108478448
10411	0
10413	-0.019168659429112337
10417	0.003413153805920615
10418	0.003270733192298917
10419	0.014948651271216765
1041	0
10420	0.01576420132026387
10421	8.676243743249279e-4
10422	-0.012077204376090011
10423	0
10424	0
10425	-0.005915453514998817
10426	0.008334245410167076
10427	-0.0029748601721048522
10428	0.017986718252070027
10430	0.012451310441761957
10432	0.003578373553512149
10434	0.01191014956009152
10435	-0.005817595422903833
10436	-0.005400458580001729
10437	0.030304378343185938
10438	0.006105122881687161
10439	-0.03902088151033056
1043	0.03348950437144897
10440	0.0035204831972593413
10443	-0.008219741015914606
10444	-0.012739433154136887
10445	0
10446	0.03554771818809894
10449	-2.468576857945247e-10
1044	-9.843460429452081e-11
10450	0.012326640527239493
10451	0.04015426877136775
10454	-9.996282967663916e-4
10455	0
10456	0.007540005269186447
10457	0.05401654966828087
10458	-8.170758398694376e-5
1045	0
10460	0.008453699298641587
10461	9.658265967194766e-4
10462	0.027205920280512934
10463	0.00453940539965157
10464	0.010307607429700156
10465	0.0038424333382722615
10466	-0.018031409428935705
10467	0
10468	-0.01746641701474171
10469	0
1046	-0.006085773548426646
10471	0.011175708418045337
10472	-0.01649823936872535
10473	-0.0012956480547015956
10474	0.010680102983101009
10475	-0.011805390547300244
10478	0
10479	0.002193683708407605
1047	-8.063668899799649e-4
10480	-0.011649249533333893
10481	0
10482	9.933196573553486e-4
10483	0.024453113121486264
10484	-0.015389969208894445
10485	0
10486	5.094489281817617e-4
10487	-0.007904297434819905
10488	-0.00242673077403009
10489	-0.00849633827036526
1048	-0.01535889115218097
10490	0.006866326022379465
10491	-4.3996025750529557e-10
10492	-0.005740258176269036
10493	-0.0018584405955036469
10494	0.002147792779804029
10495	-0.002105339448266757
10497	0.015304145023455763
10498	0.004432773748434295
10499	-0.012770435597560602
104	-0.008673935336053316
10500	0.003939574976735355
10501	0.008474805800962371
10505	-0.013604687210736769
10507	0.00427405127822781
1050	0.001414388264814829
10512	0.029006263782106946
10513	0
10514	0
10516	-0.02043555020271089
10518	-0.023844908952295876
10519	-0.011058309180719735
1051	-0.0016657323747099552
10520	0.018056029872529012
10521	-0.04564190051776363
10522	-0.01118746904526959
10523	0
10524	-0.0018608075815279672
10525	0.0075802915590277384
10526	-0.004264997507860643
10527	-0.028579527268633203
10528	-0.0052409549770868515
10529	-0.011662059384281085
1052	0
10531	0
10533	0.007449031543273666
10534	5.484282534029514e-4
10535	0
10536	0.010813241134612265
10537	0.003596086313467314
10538	0.005581773760226535
10539	0.0011937872582478905
1053	0.006373005040046746
10540	-8.336135492293225e-4
10541	-0.002162528570007206
10542	-0.010169580926266669
10544	0
10548	0
10549	0.013691334374374822
1054	-0.006539793696264271
10550	-0.03589986828073841
10551	-0.003159954523961001
10552	-0.006968625882907319
10553	-0.00626392275265167
10554	0.03367199292332193
10555	0
10556	-0.01095250772496453
10557	0.01754216600066902
10558	-0.00791736781079031
10559	-0.009841714067999427
10560	0.021113845565105364
10561	-0.04714968154714643
10562	-0.06003927209469298
10563	0.07128938920763064
10564	-0.0177357460793901
10565	-2.486731576493248e-10
10566	0
10567	0.0037463119132658445
10568	0.0038233475908401914
1056	-0.006273274035576527
10570	0
10572	0.0055401915692498095
10573	0
10574	-9.070115424396433e-11
10575	-2.6401566057148346e-10
10576	-0.007662061451297054
10577	0.017004254107805594
10578	0
10579	-0.029404645802364498
10580	-0.008626832914570684
10581	-0.0615336249286677
10584	0
10585	-0.0048802177938240595
10586	-0.012722071162161622
10587	0.00234081711635457
10589	0.005677836052708126
1058	-0.007013409981965727
10590	0
10591	-0.01869172729864144
10592	-0.005242841569992043
10594	-4.1380418455269235e-10
10595	0
10598	0
10599	0
1059	0.009622264456791582
105	0
10600	-0.0018082750977510002
10602	0
10603	-0.0018208789243115634
10606	-0.009299172331101635
10607	-0.021432009695823165
10608	0.003880134103454869
10609	-2.6171679649553944e-10
1060	0.010630080490648536
10610	0.007340581364716685
10611	0.011561557392261949
10612	0
10613	-3.1853085593192535e-4
10614	0
10615	0.0015120621736288977
10616	0.01488154593998845
10617	0.0067306542317622986
10618	0
10621	0
10622	0.007034151875141055
10623	0
10625	0.009388392660757666
10627	0
10628	-0.012752721996255736
10629	-0.003458957001931107
1062	0
10630	-0.017088112070100813
10631	0.025962895743937744
10632	0
10633	0.04149878690326557
10634	0.013919434003107025
10635	0.009415795493307517
10636	-7.399856685405614e-4
10637	-0.01189605339854544
1063	0
10640	-5.253565512375198e-4
10641	0.0010557654199806305
10643	-0.05795836921106466
10645	0
10647	0.03695647952225602
10648	0
10650	-0.023327607300145117
10651	-0.007337699838350173
10652	-0.0029662837552066846
10653	-0.0017131228895456002
10654	0.006088638817068661
10656	-0.007958464217861711
10657	-0.0013349186722447452
10658	-0.015088525477923654
10659	0.02301073320482652
10660	0
10661	0
10663	-0.004381538202364653
10664	0.0018758418675710517
10665	1.4183500524979107e-4
10666	0.0024306244005999895
10667	0
10668	-0.0026552262084664417
10669	-0.010320485675049222
10670	0
10671	-0.014408694815928111
10672	-2.0499743284062675e-10
10675	-0.010046438493391274
10677	0.014745837791601102
10678	-0.04238062740433593
10681	-0.003294860285652822
10682	0.009710340779160814
10683	0
10686	0
10687	-0.0223250688181837
1068	0
10690	9.975725955428882e-4
10691	-0.011707257422632707
10692	0
10693	-0.020091016702526852
10694	-0.016362081808439066
10695	0.017843736472825368
10699	0.013102256430602567
1069	0.006578031300784395
1070	-0.0010423549098066147
10712	-3.0549821333143333e-10
10713	0.0011511186879550603
10714	0.019824103344357982
10716	-6.78530421633113e-4
1071	-0.02694367374239134
10721	0.0010320572490196901
10723	-1.9484536121681857e-10
10724	-4.108299205934603e-4
10725	0.013985100972616765
10726	0.006359908632367614
10728	-7.461460204149152e-11
10730	-0.0013523643474810305
10732	-0.002797082987132266
10733	0
10734	0.01476761537806021
10735	-0.0041836297915297735
10736	7.88676001091173e-4
10737	0
10738	0.005446754389450778
10739	0.02325742020493236
10741	0
10742	0.01592282478171298
10744	0.012287527029185726
10745	-1.0128189188475277e-10
10746	-0.0033235841471535
10747	-0.003276784690445472
10749	-0.006106670523688514
10750	-0.0012155651285969849
10752	-0.01257397065324523
10753	-0.014115175038224901
10755	0
10758	-0.012026436120525319
1075	0.022274847064081685
10761	-2.8339800151600804e-10
10762	-0.0045361618249278425
10763	-0.005852143661414587
10765	0.0032748620436249135
10766	-4.2688578012154123e-11
10767	0.011457183194337143
10768	-1.051565523093398e-10
10769	-0.00622003311381489
10771	0.009706752054688206
10772	0.005870973430222216
10773	0.009366114468589176
10775	8.206298044954579e-4
10776	-1.668051344789196e-4
10777	-0.0019235173830361352
10778	0
10780	0
10781	0.010271790484883497
10782	2.609572781598094e-4
10785	0
10786	-0.009364172008693284
10787	-8.637577713446237e-4
10788	0
10791	-6.350119296926075e-11
10793	0.005462807868424508
10794	-8.719425083595781e-4
10795	-0.026336820259704814
10797	-0.006451093368550007
10798	0.013339290210662073
10799	-0.006933228807393031
107	0
10801	-0.008263350037838032
10802	0.006029788066323197
10803	-0.0551028671019748
10807	-0.020047909704195534
10808	0
1080	0.015040433777567567
10810	0.016353627675457706
10813	0
10814	-0.007848938633328702
10816	0
10817	0.017566280341467243
10818	0.005693518690115094
1081	0
10825	0
10826	-0.0024789618212907333
10827	0.013559544893319751
10840	-0.02330340943233438
10841	0
10842	0.0014932041004627314
10844	0
10845	-0.004216709428884412
10846	-9.42876652785349e-12
10847	0.006333576700046316
10848	0
10849	0.008573980041879141
1084	-0.0054682209893888835
10850	-0.0015601331669690955
10855	0
