gene	male-adolescent-coarse-2
1	0
10	0
100	-0.02878497845460519
1000	-0.04643078585173659
10000	0
100009676	0
10001	0
10002	0
10003	0
10004	-0.005459619904538401
100048912	-0.018720684475057887
10005	0.006599626848332743
10006	0
10007	0
10008	0
10009	0
100093630	0
100093698	0
1001	-0.0053524221071667806
10010	0
100101467	0
100101938	0.004509851935887161
10011	0
100113407	0
100124700	-0.022252245841284875
100125288	-0.03793581034461095
100126791	0
100126793	-2.729347937698145e-4
100127888	-0.04189312122563433
100127983	0
100128025	0
100128071	-0.022988235749263886
100128098	0
100128124	0
100128126	0.011380422767368231
100128139	0
100128164	0
100128191	-0.020862941472986448
100128239	0.011787190688260394
100128325	0.013281527668129848
100128554	0
100128590	0.005155995647255245
100128640	0
100128731	-0.01988644170690985
100128750	-0.005432737570559402
100128782	-0.01426624760891682
100128788	0
100128881	-0.032301267522141935
100128893	-0.06886845659700187
100128927	0
100128946	0
100129128	-0.006051991533642906
100129175	0
100129195	-0.019638062948823105
100129196	0.031949715995237896
100129250	0.024059247771971524
100129271	0
100129361	0
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0
100129597	-3.4043832237467387e-4
100129620	0
100129654	0
100129662	-0.002596341384725932
100129716	-0.024142541428261756
100129722	-0.014625645036247959
100129726	-0.00486797046806268
100129792	0.023541818000739824
100129794	0
100129827	0.043248756483325976
100129845	0
100129858	-0.04167849631059482
100129917	0
100129935	0
10013	0.013533487181872882
100130155	0
100130249	0
100130264	0
100130331	0
100130357	-0.0023032964316918145
100130449	0.03118754483111576
100130476	0
100130519	0
100130522	0.024815216906272926
100130548	0
100130613	0
100130691	0
100130705	0
100130717	0.04807049774564123
100130733	-0.01598437871462365
100130776	-0.029978869367956233
100130894	0
100130933	0
100130950	0
100130958	0
100130967	8.63002665322891e-4
100131017	-0.04022591002546439
100131067	-0.034820007586157525
100131117	-7.232237597489031e-4
100131138	-9.448983599730225e-4
100131187	-0.022820653002391254
100131211	0.062144593513346266
100131213	0.016936064317559653
100131303	0
100131347	0
100131366	0
100131434	-0.005000948420411326
100131496	0
100131655	-0.036990304450692346
100131691	0
100131755	0.10819257616867635
100131801	0
100131814	0.0029962114286640556
100131816	0
100132074	0.015252095172405632
100132078	-0.0022958653550999315
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	0.045613739059291065
100133205	0
100133311	0
100133461	0
100133612	0.03145956008878122
100133941	0
100133985	0
100134229	-0.0319678423977991
100134259	0
100134368	0
100134713	0.01979668441392261
100137047	0
10014	-0.004672548989160711
100141515	-0.07610916835411141
100144597	0
100144602	0.052161417959685964
100144603	0.01020848198318319
100144748	9.392181997224296e-4
10015	0.01643373186729812
10016	0
100169752	0
100169989	0
10017	0
100170229	0.0019995011890129
100170765	0
100170841	0.02693683280759446
10018	0
100188893	0
100188953	0
100189589	0.00894637338865209
10019	0.0010208398819877655
100190938	-3.020151114644564e-4
100192379	0
100192386	0.018441715647429517
1002	0
10020	0
10021	0
10022	0.0181169553388218
10023	0
10024	0.004231425546167424
10025	0
10026	0
100268168	-0.011756344468431745
100270679	0
