gene	male-adolescent-coarse-2
10000	-0.007738887010523617
10001	0
10002	0
10003	-0.02633607139790744
100048912	0.0022991126315408863
10004	0.006831291891691236
10005	0
10006	-0.00486972175825617
10007	-0.007088940527510835
10009	0
1000	0
10010	-0.002715201257781676
100126791	0
100128124	-0.0030192756483055938
100128640	0
100129128	-0.02007597238707882
100129250	0.003998154641657999
100129271	0.0020662799640608735
100129361	0
100129482	0.009179654334634848
100130331	0.005544334327616081
100130449	0
100132341	0.0062952686440217835
100132476	0
100134713	0
100137047	-0.002711432295462571
10013	0.0035026489169218728
10014	0
10015	0
10016	-0.0011461724339141355
10017	0
100188893	-0.0012591870866014317
10018	-0.016991266995030868
10019	0.002689324125923021
1001	-0.017568314812231055
10020	0.02381894484368808
10021	0
10022	0
10023	-0.019341036068756062
10024	-0.007358693887402286
10025	0.0015551043031345301
10026	0
100272147	0.0018928962566905295
100287932	0.003778760100860915
100288413	-0.012776033315348843
100289678	0.0022644092607063088
100293516	0.006748261532415728
1002	1.3594287050944253e-12
100316904	1.0183064622201372e-10
10036	0.00555372487953442
10038	0
10039	-0.028987175240942967
1003	-0.012308907111762524
10040	1.625694106308833e-4
10042	0
10043	-0.0037005101224812952
10045	0.007636734196653696
10046	0.02754502682037068
10047	0.003181540444792652
10048	-0.001564109384654908
10049	-1.7442819158343067e-4
1004	0.004959018902120892
100505741	-0.02157102736981985
100505761	0.03800311149862797
100505879	0
100505933	-0.008674367139732143
100506144	-0.01985118041617659
100506469	0.0010159516779933546
100506504	0.014228915730415714
100506571	0
100506581	4.924928266183994e-4
100506963	0
100507331	0.017382584645314267
100507436	-0.0381702619472068
100507605	-0.0017401853008378423
10050	1.974668995713861e-11
10051	-0.0047345171590221155
10052	-0.003214031604169444
10053	0.020282644783291795
10054	0.0010122845973264583
10055	0
10057	0.010643822653151709
10058	0
10059	-0.0034796501909280823
1005	0
10060	-0.012019459009502983
10061	-0.0034177277870062446
10062	0.007262242978850166
10066	0
10067	0.0017210282522711734
10069	0.0012308176998781278
1006	0.032043820004566965
10072	-0.005133666907701644
10073	-0.01181118357925529
10075	0.010152822323601656
10076	-0.01585352937667695
10077	-0.005098058913591069
10078	-9.720409563664167e-4
10079	-0.008279279899359296
1007	-0.026668965324806164
10083	0
10084	-0.0029309042421164946
10085	0.0020188914019461887
10086	0
10087	0
10089	-2.9440600014505344e-4
1008	-0.024184945857405892
10090	-0.006872523740396372
10092	0.01988647054328211
10093	0.009875737678497136
10095	0
10096	-0.009472826069910014
10097	0
10098	0.02204876371073955
10099	0.005250501217323536
1009	0
100	-0.03819753886606758
10100	-0.04432201713805268
10101	0.004893707914540152
10102	0.002021209026850722
10103	0.02258653357623621
10105	-0.027909302887300095
10106	0.014778898574378176
10107	0
10109	0
1010	0.02288879359190507
10110	0.0010277020917294729
10111	0.009759357761525514
10112	-0.011059093301763741
10113	-0.0010802374563840492
10114	0.016423736230325867
10116	-0.008949506571342079
10120	-0.013004235799193917
10121	0
10123	0.032770862589301085
10125	0.003552736234938002
10126	0.026114048510619724
10127	0
10128	-0.011485190215419279
10129	0
1012	-0.010837498470242212
10130	0.001989893963988287
10131	0.008825207361250951
10133	0.0024843492511177085
10134	0.012801997866063713
10135	0.010912572901117922
10136	0.006065012904029049
10137	-0.0024326530412461305
10138	0
10139	0
1013	0.00804017919934451
10140	5.184556802744623e-10
10141	-0.0026611907224502627
10142	-0.012100950614593518
10144	-1.9489271938284274e-4
10146	0.0047180971631375045
10147	-0.015106003626084896
10148	-0.012328189904391322
10149	0.020629538071403993
1014	-0.00909072824686104
10150	-5.545975686235324e-4
10152	0
10153	0.004841659316839903
10154	0.024530909296421988
10155	0.010896185004793807
10157	-0.00834571688395076
10158	0.009893729136319187
10159	0.0036937427003015735
1015	0
10160	0.004506684236040535
10161	-0.059491970926568875
10162	-0.035955872078634855
10163	0.004336072297105006
10164	-0.025467643211688082
10165	0
10166	-0.0027617298551763448
10168	0.01106311980046789
1016	0.02096640056016289
10170	-0.03343312602788293
10171	-0.015329784781504355
10174	0
10175	0
10178	-0.006825820868542353
10179	-0.0074081347885422855
1017	0
10180	0.007575609740126122
10181	0
10184	0.014048628458582263
10186	0.006922772889188173
10188	0
10190	0.004179423219636284
10193	0
10195	0
10196	-3.7618735689989917e-4
10197	0.013511693336800797
10198	0.0064603676480464705
10199	0.004173686814043403
1019	0
