gene	female-older_adult-coarse-2
10000	0.03469869924425768
10001	-0.027091787571819258
10002	-0.01675920105710181
10003	0.04466696490688073
100048912	-5.3902544938092334e-11
10004	0.02317028572002054
10005	-0.024098338965492336
10006	-0.03059125903156956
10007	0.030981018194035353
10009	-0.007275381705581433
1000	-0.03218822015263856
10010	-0.004463740501694921
100126791	-0.002767759420097478
100128124	0.025827888201336306
100128640	-0.013648843919241583
100129128	-0.022020480870439414
100129250	-0.02109970205392033
100129271	-0.00112463585138818
100129361	-0.014475503356844194
100129482	0.0012713443730391575
100130331	-0.021784179838399358
100130449	-0.009035523447451286
100132341	-0.044624859492482266
100132476	-0.008656977229228008
100134713	0.030280091663620456
100137047	0.01273464411171293
10013	0.008486122967587505
10014	-3.126466400010228e-11
10015	-0.023096667644174656
10016	0.030021532883868465
10017	0.009765099849447066
100188893	-0.016399370846624444
10018	0.014461749431555653
10019	-0.0448771753084354
1001	-0.025028550329655792
10020	-0.025569946463342996
10021	-8.28173218104104e-5
10022	0.02145161601581391
10023	-0.02808745001645367
10024	0.00906162303316813
10025	-0.011265661688645526
10026	0.034117141385125005
100272147	-0.014603126514576245
100287932	0.014987902100143159
100288413	-0.016906518905250287
100289678	0.010029060301741763
100293516	-0.007854359815448986
1002	-0.02032823349514061
100316904	6.715086679663852e-4
10036	-1.4693840714643876e-10
10038	-3.499088750678184e-9
10039	0.06342312318055937
1003	-5.048393693935384e-4
10040	-0.02170241942883456
10042	-2.8136620829506295e-9
10043	0.008590636622829112
10045	0.084635066682163
10046	-0.016097214016398357
10047	0.02808214276281762
10048	6.454439353677483e-4
10049	0.011685957897545469
1004	0.0312449295175759
100505741	-0.01521617263091581
100505761	0.021451161589174515
100505879	0.009147659882180567
100505933	2.657408339568979e-4
100506144	-0.02916270923521919
100506469	0.017378879951224585
100506504	-9.00162676905178e-11
100506571	-2.5677576377468287e-4
100506581	0.052650833136856534
100506963	-0.018678987457621945
100507331	0.019445990818371752
100507436	-0.004555188289936695
100507605	0
10050	-0.004322006218650443
10051	-0.0080873829383849
10052	-0.02015514970703472
10053	-0.04768629463617596
10054	0.006240098822395234
10055	0.008106417764071469
10057	0.050036605079171015
10058	-0.0041648964729389965
10059	-5.230142189060866e-10
1005	-5.038368450616308e-4
10060	-0.021178173228002112
10061	-3.2516328878485655e-10
10062	-0.03800121298934182
10066	-3.4210687486279804e-10
10067	4.3824476193096473e-4
10069	0.024594546507762542
1006	0.0074095708523927205
10072	0.026565015729645477
10073	0.02016273662781567
10075	0.005355045830730228
10076	3.794628987234406e-4
10077	0.00506261017010548
10078	0.03639981436019293
10079	-0.04255019511057607
1007	-0.06941128193867213
10083	-0.002984201789355848
10084	0.01715639736524582
10085	-0.01645540640772657
10086	-3.0031759491375923e-10
10087	0.017117020846383012
10089	0.04402298450279999
1008	-1.5392442758975947e-4
10090	-0.038002742861265634
10092	-0.005743912799945077
10093	-5.464587021699526e-10
10095	-0.012682102574228596
10096	-0.010601129840416688
10097	-0.00649111150272826
10098	-0.04631136220771916
10099	0.02306329692576244
1009	-0.030054115759799556
100	-1.0925910781815698e-10
10100	0.048170384733461816
10101	0.02639589321616722
10102	-1.450035326528659e-10
10103	-0.0024340362985852374
10105	-0.02270197553769464
10106	4.285524105456799e-4
10107	-1.599773609867611e-10
10109	0.009886764141425829
1010	-0.009377358165081317
10110	0.04751700621368342
10111	0.0033889608821031265
10112	-0.0014401990446940196
10113	0.024560577046315268
10114	-0.024002985422388524
10116	-5.170401604075096e-4
10120	-0.03132130225988499
10121	-0.0038569391997299806
10123	-0.07552635849982547
10125	-0.02247234727729785
10126	3.419822428387987e-4
10127	-0.035030234575695283
10128	-0.014965881268873545
10129	0.031786035515901194
1012	-0.12014739383236767
10130	-4.559536152895149e-10
10131	-0.013849140560218949
10133	0.0024231399571717515
10134	-6.966340809004102e-10
10135	-5.146549098513401e-4
10136	0.028590647866957503
10137	0.005705641169566505
10138	-2.1418736734695982e-10
10139	-0.02094651275965548
1013	-0.0026275198825906456
10140	-0.09573045136222705
10141	0.0034098025867014448
10142	-0.0129410875449438
10144	0.06225266682497247
10146	0.0028994320193410352
10147	0.003473701365341099
10148	-0.025099672839384107
10149	0.035939928422457544
1014	0.03648349693658896
10150	0.03438605042409568
10152	-0.04332402726000604
10153	0.0012252806992341357
10154	0.009880027300417302
10155	-0.031009800969307874
