gene	female-older_adult-fine-2
10000	-0.0013265477851822495
10001	-0.020995119329008268
10002	-0.006679642775142563
10003	0.015174144318277101
100048912	-0.012820623284341652
10004	0.002936257595626906
10005	6.419457341729118e-5
10006	-0.026734491627832084
10007	0.02118625481486521
10009	0.012166924585772284
1000	-0.083030607861149
10010	0
100126791	0.024504596101202057
100128124	-5.065641325837006e-10
100128640	0.005426016279516715
100129128	-0.0012100869646300325
100129250	-0.011134197182154497
100129271	0.009273129914283529
100129361	-0.01109628269114718
100129482	-0.014751982554063106
100130331	-0.012827076058266064
100130449	-0.07131967137445393
100132341	-0.001628942922792025
100132476	0.002592864599753712
100134713	0.03648817477376269
100137047	0.01303899837396579
10013	-0.0029760581079625024
10014	-0.023689669482495564
10015	-0.003268980492817103
10016	0.0014164875280647418
10017	-6.42125807404638e-4
100188893	-0.027090298824205085
10018	-0.0025909860577751787
10019	-0.026872517882274398
1001	0.017068998572604
10020	-0.0018850839424108322
10021	0.014273617997977045
10022	0.0028176004925727855
10023	-0.058563386428890564
10024	-0.0013006810006863355
10025	-0.02014446226804857
10026	0.004979827262335342
100272147	-0.007714128955660943
100287932	0.0111332108545528
100288413	-0.02699829950321873
100289678	0.01626163813664416
100293516	-0.03240433943598557
1002	0.03588776205209938
100316904	-1.467229367554511e-4
10036	0.002641410728863265
10038	0.029867239002203193
10039	0.03378921020364841
1003	0.01637750746216154
10040	-0.01749197165211245
10042	0.007767632860905375
10043	0
10045	0.03785460428546811
10046	-0.038951405106656345
10047	0.024673416735336243
10048	0.030960830412139585
10049	8.524233406689612e-11
1004	0.033149060378948
100505741	-0.026155781600551944
100505761	-1.1567539378228311e-4
100505879	0.006302031182164465
100505933	0.0015941081394916185
100506144	-0.00625819534104461
100506469	-0.0021495297862439353
100506504	-5.5313383407557796e-11
100506571	-0.011024714633778649
100506581	-0.01509937867675345
100506963	0.002101010897384773
100507331	0.009412478887231089
100507436	-0.0011713658018602659
100507605	0.01273633569036784
10050	-0.03595584615996595
10051	-0.052348116211836784
10052	0.01257526501534867
10053	-0.040770447818150736
10054	-5.642439065536821e-10
10055	0.01634735289812558
10057	0.01260227253837126
10058	0.03600991359121895
10059	-0.02415252311836297
1005	3.498161715661911e-4
10060	-9.487380742055735e-11
10061	0.004289322178964058
10062	0.02199658894389503
10066	0.004152596458615619
10067	0.04254701604909955
10069	0.0020313885018207853
1006	0.009941841715228748
10072	-0.020425942665317505
10073	0
10075	0
10076	0.011394853208587344
10077	-2.8664586125456666e-4
10078	0.011493944661535726
10079	-0.008127696813804331
1007	-0.06045525248047392
10083	6.71060834431941e-5
10084	-4.078881334752797e-11
10085	0.01739559650419053
10086	0.006982794457098323
10087	1.0972066088656501e-4
10089	-1.3302052764157485e-10
1008	0.014257947324567683
10090	-0.04338008540677936
10092	0.02302123623894827
10093	-1.7414208216962401e-10
10095	0.007758321827119563
10096	-4.003844739089195e-10
10097	0.0012127778229474855
10098	-0.030429202283963928
10099	0.015320664413171437
1009	-0.02151479348938969
100	9.532563765579992e-11
10100	-0.0014136820507715353
10101	0.0011158601210157165
10102	-2.810278331746793e-10
10103	-0.02439703541008317
10105	0.03175341757488745
10106	0.02111699118384242
10107	0.005212080068801881
10109	0.007740415679068786
1010	0
10110	0.04865960546042135
10111	-0.008042667193652295
10112	0.03588977701971452
10113	0.012508764898776243
10114	0.01772084496993806
10116	-0.023925130069986464
10120	-0.002029327398094436
10121	-0.03424244933963943
10123	0.012579938521129534
10125	-0.05585047883464422
10126	-0.029252300796160244
10127	-0.02377916051244746
10128	0.017547673052354724
10129	-4.0954369920698945e-10
