gene	male-middle_adult-fine-3
10000	-1.46372513761553e-4
10001	-0.0012437299462456945
10002	0.01953622718257197
10003	6.756772372050648e-10
100048912	0.0030807244873274405
10004	0.011102387791641336
10005	0.007557969135017888
10006	0.009209984766300939
10007	-0.030399331402768244
10009	-0.012252373279074002
1000	0.003638132206009217
10010	0.0034340177592369087
100126791	0.012663077859545745
100128124	-0.00564882908335583
100128640	-0.0016116179109767865
100129128	0.03366064549207723
100129250	-0.010037891347536205
100129271	0.027141919033557536
100129361	0.01882259680259521
100129482	0.01993522732888779
100130331	6.151474599273862e-10
100130449	5.494275168625602e-4
100132341	0.019453191196934373
100132476	-0.01446080015465872
100134713	4.0632632026279453e-10
100137047	-0.022710792253051722
10013	-0.005559619575982186
10014	0.017977858880193535
10015	-1.2858904404498304e-9
10016	-2.3810021361916993e-9
10017	0.004883340729964697
100188893	0.021432057718895916
10018	-0.02276563410547966
10019	-0.0047705997601083395
1001	-0.02085147749493379
10020	0.033025652307332815
10021	0.0020587771017384635
10022	-0.017141762108258216
10023	-0.016103315437786987
10024	8.600481651265166e-10
10025	-1.9326198304871095e-9
10026	0.01403280342851057
100272147	-0.009493218803821554
100287932	0.00624127022596161
100288413	-0.06136538664393144
100289678	7.973596720746755e-4
100293516	-1.2239164760956427e-4
1002	0.035139616501715105
100316904	0.015008809566834617
10036	-1.410078923027584e-9
10038	-0.002141274679898903
10039	0.019745160925592264
1003	-0.024356986717726684
10040	0.06685978764141931
10042	-0.017397428858953023
10043	0
10045	-0.02634193531612246
10046	-0.025299151867349476
10047	-0.00976962658221891
10048	-0.0067259433903914525
10049	-0.006838252160140948
1004	-0.03175850919092162
100505741	-0.03136913367179089
100505761	-0.009287878270415223
100505879	0.0024588876938651037
100505933	5.741080187712376e-10
100506144	-0.05327916344447355
100506469	0.0019994743359776053
100506504	0.007342888489303253
100506571	0.02142266956374746
100506581	-0.03392604143866775
100506963	0.002252472409628977
100507331	0.01118450615557339
100507436	0.016952317145230635
100507605	0.0014624074705803548
10050	0.022255949781852795
10051	-0.008682927011145395
10052	0.0030598720290864797
10053	0.027668544647040126
10054	-0.020735497197252588
10055	5.5350511527970627e-5
10057	0.007656681566233148
10058	-0.010822342892889806
10059	0.00524059185646464
1005	-0.0029745398042924642
10060	0.002608687916781227
10061	-5.832373599383178e-10
10062	0.03857080610754237
10066	-9.510229354172665e-10
10067	-4.3044085066298973e-10
10069	-0.022339250885611978
1006	-0.0013541198357315818
10072	-6.054179453367093e-11
10073	0.030905338635572516
10075	0.008499681216889135
10076	-1.7080707428320287e-10
10077	-0.020832240887252072
10078	-0.020818932198981708
10079	0.01902846745938228
1007	0.0032162552644042506
10083	0.029365879174748668
10084	0.013723987084511112
10085	0.09040103764977005
10086	-0.006515484880771986
10087	-0.056411126035800715
10089	0.040942421405375094
1008	-0.03340509164040908
