gene	male-middle_adult-fine-3
1	0
10	0.013862004421655073
100	0
1000	-0.02527728647931137
10000	-0.006237808005418474
100009676	-0.031951486909719405
10001	-0.012791825702080614
10002	0
10003	0.004919888623332658
10004	0.030522244750543423
100048912	-0.009907739251777244
10005	-0.009623382499031483
10006	0
10007	-0.008640873443146338
10008	-0.015458579796053546
10009	-0.013469586937981547
100093630	0
100093698	0
1001	-0.0410626669298473
10010	-1.523654689400619e-4
100101467	-0.03912074842901605
100101938	-0.03695389841027757
10011	0.002870475675264852
100113407	0.004597462552870012
100124700	0
100125288	0.04239057143856777
100126791	0.02389971320323432
100126793	0
100127888	0
100127983	0.038251179478465534
100128025	0.003127480625137146
100128071	-0.03211113143393257
100128098	0.09576188488700482
100128124	0.013188175021006849
100128126	0
100128139	0
100128164	0.011195119439108775
100128191	0.02555108926160087
100128239	0
100128325	0.03534642787564543
100128554	0
100128590	0.002264352923105345
100128640	0
100128731	0.006525288396937206
100128750	0.006503834569705284
100128782	0.0076129455833680165
100128788	0.01682192505004199
100128881	-0.046096791622316204
100128893	0.0015479454036918371
100128927	0.03973953707824965
100128946	0.004461958498019555
100129128	0
100129175	0
100129195	0.014924408637755512
100129196	-0.05695027827637584
100129250	0
100129271	0.017368290931570027
100129361	0
100129427	0
100129461	0.01196910817385102
100129482	0
100129503	0
100129550	-0.013030414534304422
100129597	0
100129620	0.00428571136371724
100129654	0.003844405964514266
100129662	0.04490722306819648
100129716	0.01782841902072331
100129722	0
100129726	-0.019981279450675446
100129792	-0.00843489820279154
100129794	0
100129827	-0.046323478231116814
100129845	0
100129858	0.019279916342704578
100129917	-0.055477621660746664
100129935	0
10013	-0.00968340644612152
100130155	0
100130249	-0.004157018680813699
100130264	0.02365171089403849
100130331	0
100130357	0.0018509395135569379
100130449	0.0012086565787618726
100130476	-0.023613853391290966
100130519	0
100130522	-0.06336319623844093
100130548	0
100130613	0
100130691	-0.01385721364651727
100130705	0.007950877893761536
100130717	0.06673577228459227
100130733	-7.548994349722106e-5
100130776	-5.631306900724786e-4
100130894	-0.005766600176173863
100130933	0.016929945506801436
100130950	0.08126344777832056
100130958	0.004001550777041631
100130967	-0.020604279950954405
100131017	0
100131067	-0.03598297025541945
100131117	0
100131138	0
100131187	0.005143163544135186
100131211	0.029452722209526744
100131213	0
100131303	-0.004004446755867904
100131347	0
100131366	-0.006603169139370048
100131434	0.04757821717117744
100131496	0
100131655	-8.552825240235691e-4
100131691	0.0077205517028647915
100131755	-0.0696317297565868
100131801	0
100131814	0.030688271176245792
100131816	0
100132074	0
100132078	-0.01394474308223532
100132341	0
100132386	-0.002368224128935896
100132464	-0.03144922830819346
100132476	-0.007230171396528805
100132596	0
100132677	0
100132891	0.051754146442837226
100133205	0.01420401259395253
100133311	-0.001444845318554443
100133461	0
100133612	0.008045648369065564
100133941	0.041323883181609136
100133985	0.0030089901927966727
100134229	0.05129343600935715
100134259	0.02410202669212352
100134368	0
100134713	0.020478781582332017
100137047	0.026827610482533848
10014	0.019312157458893302
100141515	0.02507079001378636
100144597	0
100144602	-0.06734978297637942
100144603	-0.005713353505430295
100144748	0
10015	0
10016	0
100169752	0.008783162461768787
100169989	0
10017	0.04062477440810709
100170229	0
100170765	0.034755619589163296
100170841	0.027032761777372665
10018	0
100188893	-0.03684014324958055
100188953	-0.004238706812251383
100189589	0.10424929440363463
10019	-9.096098361912201e-5
100190938	0
100192379	0
100192386	-0.021746040429252773
1002	-0.010812344965606367
10020	-0.008157570096764084
10021	-0.009020920460631441
10022	-0.01454695897104051
10023	-0.004153965410503041
10024	0.010832306771938412
10025	0.0023388526100692926
10026	-0.02384472535246539
100268168	-0.014145407907702605
100270679	0
100272147	-0.0259364308121568
100286844	3.978483864086312e-4
100287015	-0.040083580646700284
100287114	-0.013685345260067561
100287177	0.008461460428883485
100287366	0.015965089811749697
100287482	0.025399549031537495
100287569	0
100287616	0.003260677303904461
100287814	0
100287896	-0.013959972726872334
100287902	0
100287932	0
100288079	0
100288122	-5.470298762253869e-4
100288198	0
100288413	-0.04053586917540786
100288637	-0.10327505488727713
100288797	0
100289092	-0.006830433353747934
100289097	0
100289098	-0.049013682549548646
100289187	-0.028016327309601474
100289274	-0.015613902670288672
100289341	-0.01902558634966998
100289373	-0.009007074684066894
100289495	0
100289635	-0.08696780348256143
100289678	0.06088146512662309
100292680	-0.01824687278015995
100293516	0.007296050080483037
100294362	-0.012146283445180811
100294720	-0.0018715641211639305
1003	0
100302691	0
100303728	-0.021695837996329417
100303755	0.014137622831491708
100306951	-0.002039337220578194
100316904	-0.003360566735308768
100329135	0.002890434489389815
100359394	5.510885031605856e-4
10036	-0.010366040026569984
100379174	-0.006387360500366048
10038	0
100381270	0.009616100639509935
10039	0.06096481102467614
1004	-0.011007303459680444
10040	0.041355899416837746
10042	-0.003748550311440138
100422737	0
10043	-0.0012778089081300844
10044	0
10045	0.06949836262289051
10046	0.0013420917305067754
10047	-0.001179648981229388
10048	0
10049	-0.013371337813111887
100499171	0.035562221200253354
1005	0
10050	0
100500850	-0.025081808764166748
100505474	0.002464342586450859
100505478	0
100505495	-0.012894612434665779
100505501	0.0630648811939447
100505515	-9.18224800281161e-4
100505538	0
100505540	-0.029958649202565437
100505545	-0.01038195142144389
100505549	0.058892978844384276
100505573	0.0068315177438507645
100505583	0
100505609	0
100505616	0.022624981018416424
100505619	0
100505622	-0.017548015515253153
100505624	0.04427505086393852
100505641	0
100505658	0.02481450633739468
100505659	0.044268184924859864
100505664	0.048536590589083065
100505676	0.020726045014477314
100505681	0.03174742226017698
100505685	-0.018836053528516354
100505687	0
100505696	0.03720046973328978
100505715	0
100505718	0
100505738	0.06467746707212418
100505741	-0.05987625958533095
100505746	-0.004415536163448035
100505761	0
100505768	0
100505776	0.022934777110580847
100505782	-0.006789117279891658
100505783	-0.01441234392165132
100505797	0
100505811	0.020722663411266714
100505812	0
100505826	0.058438521192527446
100505839	-0.04700556069017298
100505841	0
100505851	0.010494490106730474
100505854	-0.009994821473339702
