gene	group
7857	pos_female-adolescent-coarse-1
78991	pos_female-adolescent-coarse-1
79022	pos_female-adolescent-coarse-1
79097	pos_female-adolescent-coarse-1
79413	pos_female-adolescent-coarse-1
79630	pos_female-adolescent-coarse-1
79666	pos_female-adolescent-coarse-1
79727	pos_female-adolescent-coarse-1
79733	pos_female-adolescent-coarse-1
79750	pos_female-adolescent-coarse-1
79783	pos_female-adolescent-coarse-1
79788	pos_female-adolescent-coarse-1
797	pos_female-adolescent-coarse-1
7980	pos_female-adolescent-coarse-1
79823	pos_female-adolescent-coarse-1
79891	pos_female-adolescent-coarse-1
79902	pos_female-adolescent-coarse-1
79908	pos_female-adolescent-coarse-1
79921	pos_female-adolescent-coarse-1
79971	pos_female-adolescent-coarse-1
79973	pos_female-adolescent-coarse-1
8061	pos_female-adolescent-coarse-1
80762	pos_female-adolescent-coarse-1
8092	pos_female-adolescent-coarse-1
8115	pos_female-adolescent-coarse-1
81553	pos_female-adolescent-coarse-1
81575	pos_female-adolescent-coarse-1
81931	pos_female-adolescent-coarse-1
8277	pos_female-adolescent-coarse-1
830	pos_female-adolescent-coarse-1
83468	pos_female-adolescent-coarse-1
8349	pos_female-adolescent-coarse-1
8365	pos_female-adolescent-coarse-1
836	pos_female-adolescent-coarse-1
8372	pos_female-adolescent-coarse-1
84525	pos_female-adolescent-coarse-1
8459	pos_female-adolescent-coarse-1
8506	pos_female-adolescent-coarse-1
8519	pos_female-adolescent-coarse-1
85352	pos_female-adolescent-coarse-1
8536	pos_female-adolescent-coarse-1
8644	pos_female-adolescent-coarse-1
8727	pos_female-adolescent-coarse-1
8801	pos_female-adolescent-coarse-1
8807	pos_female-adolescent-coarse-1
8870	pos_female-adolescent-coarse-1
8876	pos_female-adolescent-coarse-1
8895	pos_female-adolescent-coarse-1
8900	pos_female-adolescent-coarse-1
8905	pos_female-adolescent-coarse-1
8940	pos_female-adolescent-coarse-1
894	pos_female-adolescent-coarse-1
8971	pos_female-adolescent-coarse-1
89797	pos_female-adolescent-coarse-1
90333	pos_female-adolescent-coarse-1
90627	pos_female-adolescent-coarse-1
90	pos_female-adolescent-coarse-1
9150	pos_female-adolescent-coarse-1
91851	pos_female-adolescent-coarse-1
9236	pos_female-adolescent-coarse-1
924	pos_female-adolescent-coarse-1
926	pos_female-adolescent-coarse-1
928	pos_female-adolescent-coarse-1
9308	pos_female-adolescent-coarse-1
9355	pos_female-adolescent-coarse-1
9410	pos_female-adolescent-coarse-1
943	pos_female-adolescent-coarse-1
947	pos_female-adolescent-coarse-1
9547	pos_female-adolescent-coarse-1
9586	pos_female-adolescent-coarse-1
9745	pos_female-adolescent-coarse-1
9762	pos_female-adolescent-coarse-1
9823	pos_female-adolescent-coarse-1
9865	pos_female-adolescent-coarse-1
991	pos_female-adolescent-coarse-1
100128731	pos_female-adolescent-coarse-1
100133941	pos_female-adolescent-coarse-1
100287482	pos_female-adolescent-coarse-1
100505696	pos_female-adolescent-coarse-1
100505715	pos_female-adolescent-coarse-1
100505967	pos_female-adolescent-coarse-1
100506866	pos_female-adolescent-coarse-1
100507564	pos_female-adolescent-coarse-1
100820829	pos_female-adolescent-coarse-1
101928464	pos_female-adolescent-coarse-1
101929623	pos_female-adolescent-coarse-1
101930114	pos_female-adolescent-coarse-1
10933	pos_female-adolescent-coarse-1
112744	pos_female-adolescent-coarse-1
114769	pos_female-adolescent-coarse-1
114793	pos_female-adolescent-coarse-1
114898	pos_female-adolescent-coarse-1
115330	pos_female-adolescent-coarse-1
115350	pos_female-adolescent-coarse-1
115352	pos_female-adolescent-coarse-1
115948	pos_female-adolescent-coarse-1
116362	pos_female-adolescent-coarse-1
116447	pos_female-adolescent-coarse-1
117157	pos_female-adolescent-coarse-1
117247	pos_female-adolescent-coarse-1
117854	pos_female-adolescent-coarse-1
118426	pos_female-adolescent-coarse-1
118429	pos_female-adolescent-coarse-1
120892	pos_female-adolescent-coarse-1
121952	pos_female-adolescent-coarse-1
123041	pos_female-adolescent-coarse-1
124599	pos_female-adolescent-coarse-1
126259	pos_female-adolescent-coarse-1
131873	pos_female-adolescent-coarse-1
132884	pos_female-adolescent-coarse-1
137835	pos_female-adolescent-coarse-1
137970	pos_female-adolescent-coarse-1
140689	pos_female-adolescent-coarse-1
146225	pos_female-adolescent-coarse-1
146556	pos_female-adolescent-coarse-1
147081	pos_female-adolescent-coarse-1
147495	pos_female-adolescent-coarse-1
147727	pos_female-adolescent-coarse-1
151194	pos_female-adolescent-coarse-1
153572	pos_female-adolescent-coarse-1
153579	pos_female-adolescent-coarse-1
154215	pos_female-adolescent-coarse-1
154664	pos_female-adolescent-coarse-1
162466	pos_female-adolescent-coarse-1
162967	pos_female-adolescent-coarse-1
163778	pos_female-adolescent-coarse-1
163933	pos_female-adolescent-coarse-1
169693	pos_female-adolescent-coarse-1
193629	pos_female-adolescent-coarse-1
197370	pos_female-adolescent-coarse-1
201161	pos_female-adolescent-coarse-1
201255	pos_female-adolescent-coarse-1
205	pos_female-adolescent-coarse-1
220359	pos_female-adolescent-coarse-1
220965	pos_female-adolescent-coarse-1
221074	pos_female-adolescent-coarse-1
221938	pos_female-adolescent-coarse-1
22917	pos_female-adolescent-coarse-1
23087	pos_female-adolescent-coarse-1
253018	pos_female-adolescent-coarse-1
255252	pos_female-adolescent-coarse-1
258010	pos_female-adolescent-coarse-1
25845	pos_female-adolescent-coarse-1
25925	pos_female-adolescent-coarse-1
26230	pos_female-adolescent-coarse-1
2635	pos_female-adolescent-coarse-1
283248	pos_female-adolescent-coarse-1
283383	pos_female-adolescent-coarse-1
284307	pos_female-adolescent-coarse-1
284459	pos_female-adolescent-coarse-1
285382	pos_female-adolescent-coarse-1
286333	pos_female-adolescent-coarse-1
29941	pos_female-adolescent-coarse-1
338773	pos_female-adolescent-coarse-1
338785	pos_female-adolescent-coarse-1
339390	pos_female-adolescent-coarse-1
342035	pos_female-adolescent-coarse-1
342908	pos_female-adolescent-coarse-1
345462	pos_female-adolescent-coarse-1
374454	pos_female-adolescent-coarse-1
375341	pos_female-adolescent-coarse-1
378938	pos_female-adolescent-coarse-1
389203	pos_female-adolescent-coarse-1
400713	pos_female-adolescent-coarse-1
401494	pos_female-adolescent-coarse-1
401577	pos_female-adolescent-coarse-1
414332	pos_female-adolescent-coarse-1
4360	pos_female-adolescent-coarse-1
440515	pos_female-adolescent-coarse-1
440556	pos_female-adolescent-coarse-1
441046	pos_female-adolescent-coarse-1
494115	pos_female-adolescent-coarse-1
51175	pos_female-adolescent-coarse-1
51661	pos_female-adolescent-coarse-1
53938	pos_female-adolescent-coarse-1
54443	pos_female-adolescent-coarse-1
54856	pos_female-adolescent-coarse-1
54921	pos_female-adolescent-coarse-1
55170	pos_female-adolescent-coarse-1
55600	pos_female-adolescent-coarse-1
57381	pos_female-adolescent-coarse-1
57464	pos_female-adolescent-coarse-1
57491	pos_female-adolescent-coarse-1
57507	pos_female-adolescent-coarse-1
58484	pos_female-adolescent-coarse-1
60675	pos_female-adolescent-coarse-1
6341	pos_female-adolescent-coarse-1
644246	pos_female-adolescent-coarse-1
64599	pos_female-adolescent-coarse-1
64843	pos_female-adolescent-coarse-1
652968	pos_female-adolescent-coarse-1
80714	pos_female-adolescent-coarse-1
80726	pos_female-adolescent-coarse-1
80824	pos_female-adolescent-coarse-1
83593	pos_female-adolescent-coarse-1
83636	pos_female-adolescent-coarse-1
84072	pos_female-adolescent-coarse-1
84154	pos_female-adolescent-coarse-1
84281	pos_female-adolescent-coarse-1
84419	pos_female-adolescent-coarse-1
84450	pos_female-adolescent-coarse-1
84456	pos_female-adolescent-coarse-1
84466	pos_female-adolescent-coarse-1
84527	pos_female-adolescent-coarse-1
84624	pos_female-adolescent-coarse-1
84873	pos_female-adolescent-coarse-1
84879	pos_female-adolescent-coarse-1
84889	pos_female-adolescent-coarse-1
85460	pos_female-adolescent-coarse-1
90293	pos_female-adolescent-coarse-1
90990	pos_female-adolescent-coarse-1
91392	pos_female-adolescent-coarse-1
91522	pos_female-adolescent-coarse-1
91947	pos_female-adolescent-coarse-1
9241	pos_female-adolescent-coarse-1
93979	pos_female-adolescent-coarse-1
94235	pos_female-adolescent-coarse-1
10040	neg_female-adolescent-coarse-1
10158	neg_female-adolescent-coarse-1
10208	neg_female-adolescent-coarse-1
10216	neg_female-adolescent-coarse-1
10279	neg_female-adolescent-coarse-1
10288	neg_female-adolescent-coarse-1
1028	neg_female-adolescent-coarse-1
1036	neg_female-adolescent-coarse-1
10381	neg_female-adolescent-coarse-1
10383	neg_female-adolescent-coarse-1
10406	neg_female-adolescent-coarse-1
1040	neg_female-adolescent-coarse-1
1047	neg_female-adolescent-coarse-1
10516	neg_female-adolescent-coarse-1
10538	neg_female-adolescent-coarse-1
10567	neg_female-adolescent-coarse-1
10570	neg_female-adolescent-coarse-1
10606	neg_female-adolescent-coarse-1
10643	neg_female-adolescent-coarse-1
10656	neg_female-adolescent-coarse-1
1071	neg_female-adolescent-coarse-1
10810	neg_female-adolescent-coarse-1
10855	neg_female-adolescent-coarse-1
10911	neg_female-adolescent-coarse-1
11010	neg_female-adolescent-coarse-1
11067	neg_female-adolescent-coarse-1
11076	neg_female-adolescent-coarse-1
11117	neg_female-adolescent-coarse-1
11120	neg_female-adolescent-coarse-1
11167	neg_female-adolescent-coarse-1
11223	neg_female-adolescent-coarse-1
11313	neg_female-adolescent-coarse-1
11340	neg_female-adolescent-coarse-1
11342	neg_female-adolescent-coarse-1
113	neg_female-adolescent-coarse-1
116984	neg_female-adolescent-coarse-1
1191	neg_female-adolescent-coarse-1
1193	neg_female-adolescent-coarse-1
1234	neg_female-adolescent-coarse-1
1238	neg_female-adolescent-coarse-1
126231	neg_female-adolescent-coarse-1
127833	neg_female-adolescent-coarse-1
12	neg_female-adolescent-coarse-1
133	neg_female-adolescent-coarse-1
1378	neg_female-adolescent-coarse-1
1396	neg_female-adolescent-coarse-1
140597	neg_female-adolescent-coarse-1
1421	neg_female-adolescent-coarse-1
1429	neg_female-adolescent-coarse-1
1476	neg_female-adolescent-coarse-1
1501	neg_female-adolescent-coarse-1
1511	neg_female-adolescent-coarse-1
154661	neg_female-adolescent-coarse-1
1717	neg_female-adolescent-coarse-1
1718	neg_female-adolescent-coarse-1
1730	neg_female-adolescent-coarse-1
175	neg_female-adolescent-coarse-1
1776	neg_female-adolescent-coarse-1
1824	neg_female-adolescent-coarse-1
1829	neg_female-adolescent-coarse-1
1832	neg_female-adolescent-coarse-1
1984	neg_female-adolescent-coarse-1
1992	neg_female-adolescent-coarse-1
200315	neg_female-adolescent-coarse-1
2015	neg_female-adolescent-coarse-1
2021	neg_female-adolescent-coarse-1
212	neg_female-adolescent-coarse-1
213	neg_female-adolescent-coarse-1
2149	neg_female-adolescent-coarse-1
214	neg_female-adolescent-coarse-1
2153	neg_female-adolescent-coarse-1
215	neg_female-adolescent-coarse-1
2162	neg_female-adolescent-coarse-1
2167	neg_female-adolescent-coarse-1
217	neg_female-adolescent-coarse-1
2205	neg_female-adolescent-coarse-1
221037	neg_female-adolescent-coarse-1
2213	neg_female-adolescent-coarse-1
221749	neg_female-adolescent-coarse-1
2247	neg_female-adolescent-coarse-1
2258	neg_female-adolescent-coarse-1
22800	neg_female-adolescent-coarse-1
22858	neg_female-adolescent-coarse-1
22895	neg_female-adolescent-coarse-1
2296	neg_female-adolescent-coarse-1
22977	neg_female-adolescent-coarse-1
22996	neg_female-adolescent-coarse-1
23108	neg_female-adolescent-coarse-1
23294	neg_female-adolescent-coarse-1
23305	neg_female-adolescent-coarse-1
23329	neg_female-adolescent-coarse-1
23475	neg_female-adolescent-coarse-1
23507	neg_female-adolescent-coarse-1
23536	neg_female-adolescent-coarse-1
2357	neg_female-adolescent-coarse-1
23601	neg_female-adolescent-coarse-1
23632	neg_female-adolescent-coarse-1
23635	neg_female-adolescent-coarse-1
23682	neg_female-adolescent-coarse-1
24138	neg_female-adolescent-coarse-1
24141	neg_female-adolescent-coarse-1
253461	neg_female-adolescent-coarse-1
25909	neg_female-adolescent-coarse-1
2596	neg_female-adolescent-coarse-1
26035	neg_female-adolescent-coarse-1
26050	neg_female-adolescent-coarse-1
26064	neg_female-adolescent-coarse-1
26071	neg_female-adolescent-coarse-1
26151	neg_female-adolescent-coarse-1
26229	neg_female-adolescent-coarse-1
26278	neg_female-adolescent-coarse-1
2627	neg_female-adolescent-coarse-1
2644	neg_female-adolescent-coarse-1
26519	neg_female-adolescent-coarse-1
26585	neg_female-adolescent-coarse-1
2662	neg_female-adolescent-coarse-1
2673	neg_female-adolescent-coarse-1
267	neg_female-adolescent-coarse-1
26873	neg_female-adolescent-coarse-1
27087	neg_female-adolescent-coarse-1
27242	neg_female-adolescent-coarse-1
2729	neg_female-adolescent-coarse-1
27350	neg_female-adolescent-coarse-1
274	neg_female-adolescent-coarse-1
2760	neg_female-adolescent-coarse-1
2810	neg_female-adolescent-coarse-1
2811	neg_female-adolescent-coarse-1
2845	neg_female-adolescent-coarse-1
285203	neg_female-adolescent-coarse-1
288	neg_female-adolescent-coarse-1
28978	neg_female-adolescent-coarse-1
28992	neg_female-adolescent-coarse-1
29108	neg_female-adolescent-coarse-1
2947	neg_female-adolescent-coarse-1
2999	neg_female-adolescent-coarse-1
3002	neg_female-adolescent-coarse-1
3005	neg_female-adolescent-coarse-1
3007	neg_female-adolescent-coarse-1
3045	neg_female-adolescent-coarse-1
3075	neg_female-adolescent-coarse-1
30817	neg_female-adolescent-coarse-1
3082	neg_female-adolescent-coarse-1
3156	neg_female-adolescent-coarse-1
3202	neg_female-adolescent-coarse-1
3240	neg_female-adolescent-coarse-1
3280	neg_female-adolescent-coarse-1
3310	neg_female-adolescent-coarse-1
339479	neg_female-adolescent-coarse-1
347733	neg_female-adolescent-coarse-1
3486	neg_female-adolescent-coarse-1
3487	neg_female-adolescent-coarse-1
351	neg_female-adolescent-coarse-1
3556	neg_female-adolescent-coarse-1
358	neg_female-adolescent-coarse-1
3627	neg_female-adolescent-coarse-1
3671	neg_female-adolescent-coarse-1
3685	neg_female-adolescent-coarse-1
3689	neg_female-adolescent-coarse-1
3700	neg_female-adolescent-coarse-1
3728	neg_female-adolescent-coarse-1
3783	neg_female-adolescent-coarse-1
383	neg_female-adolescent-coarse-1
3880	neg_female-adolescent-coarse-1
394	neg_female-adolescent-coarse-1
3965	neg_female-adolescent-coarse-1
4000	neg_female-adolescent-coarse-1
4016	neg_female-adolescent-coarse-1
4023	neg_female-adolescent-coarse-1
4081	neg_female-adolescent-coarse-1
4171	neg_female-adolescent-coarse-1
4192	neg_female-adolescent-coarse-1
419	neg_female-adolescent-coarse-1
4211	neg_female-adolescent-coarse-1
4222	neg_female-adolescent-coarse-1
4312	neg_female-adolescent-coarse-1
4316	neg_female-adolescent-coarse-1
4353	neg_female-adolescent-coarse-1
4599	neg_female-adolescent-coarse-1
4601	neg_female-adolescent-coarse-1
4638	neg_female-adolescent-coarse-1
4646	neg_female-adolescent-coarse-1
4674	neg_female-adolescent-coarse-1
4675	neg_female-adolescent-coarse-1
4747	neg_female-adolescent-coarse-1
477	neg_female-adolescent-coarse-1
4811	neg_female-adolescent-coarse-1
4842	neg_female-adolescent-coarse-1
4856	neg_female-adolescent-coarse-1
4883	neg_female-adolescent-coarse-1
4889	neg_female-adolescent-coarse-1
48	neg_female-adolescent-coarse-1
