gene	male-adolescent-coarse-3
1	0.0325728447519652
10	0
100	0.033355658256650815
1000	0
10000	0.026783476801027876
100009676	0
10001	-0.0017431027566607948
10002	0.01213002018105604
10003	0
10004	0.02953863240898841
100048912	-0.039665647723611946
10005	0
10006	-0.005364831083461263
10007	-0.013503654595216569
10008	-0.0050166993183078925
10009	0.014706316008371594
100093630	0.040739035024078794
100093698	0
1001	-0.0033987194681097677
10010	0
100101467	0
100101938	0
10011	1.9839707387756038e-4
100113407	0.003820390647430078
100124700	-0.014768956974771248
100125288	-0.03604274520908586
100126791	0.009980163820732873
100126793	0
100127888	-0.028015462921681274
100127983	-0.015003778737721414
100128025	-0.0016751306392282117
100128071	-0.018109636274952014
100128098	0.00791279096336596
100128124	0
100128126	0
100128139	0
100128164	0
100128191	-0.00397047951574611
100128239	0.007736013491019059
100128325	-0.021860045264782097
100128554	-0.0018335355278466152
100128590	-0.009202137991825206
100128640	0
100128731	-4.5365468516961685e-4
100128750	-0.028003441158164978
100128782	-0.08192353739884761
100128788	0
100128881	-0.006704511611265895
100128893	-0.08371969869597821
100128927	0
100128946	0
100129128	-0.013063396851740358
100129175	0
100129195	0
100129196	0.011263575979998733
100129250	0
100129271	0
100129361	0
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0
100129597	-0.0071901793757503775
100129620	0
100129654	0
100129662	-0.026228181768498043
100129716	-0.019850531473233096
100129722	-2.8335760732877254e-4
100129726	0.01886838116067218
100129792	0.027157675768463674
100129794	-0.0016868574314522085
100129827	0.09351246287891636
100129845	0
100129858	-0.001248692218852962
100129917	0.04116963593949743
100129935	0
10013	0.03530998507485428
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0
100130449	0.0027291860932350605
100130476	-0.00451310593916236
100130519	0
100130522	0.057781080756119096
100130548	0
100130613	0
100130691	0
100130705	0
100130717	0.03138663727716205
100130733	0
100130776	-0.007482250907382658
100130894	0.017564847817247785
100130933	0.004640816892429321
100130950	0.0016239582091470814
100130958	0.013178230352466413
100130967	0.019719411893186805
100131017	0
100131067	-0.04447591343824485
100131117	0
100131138	0
100131187	-0.05288790436711627
100131211	0.044672769697219984
100131213	0.02984584120692157
100131303	0
100131347	0
100131366	0.003949911156739935
100131434	0.016055861619134738
100131496	0
100131655	0
100131691	-0.02430144524026128
100131755	0.0400779541365424
100131801	0.0035597850345632353
100131814	5.269700821179609e-5
100131816	0
100132074	0
100132078	-0.005029489745721422
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	0.1385365202923713
100133205	0
100133311	0
100133461	0
100133612	0.0074361609747238145
100133941	0.044797164313324714
100133985	0.030632277016468843
100134229	0
100134259	0
100134368	0
100134713	0.0028433951291576675
100137047	0.059685543745307906
10014	0
100141515	-0.048165251375975736
100144597	0
100144602	0.029174699162257244
100144603	0.020850557382009857
100144748	0.016380786891917198
10015	0
10016	-0.0029314208916641042
100169752	0
100169989	0
10017	-0.00715152222820966
100170229	0
100170765	-5.649848278936185e-4
100170841	0.019324357814586312
10018	-0.015397126302926386
100188893	0.010800299872079321
100188953	-9.043821742146002e-4
100189589	0.017351387837437265
10019	0
100190938	-0.004936109584144705
100192379	0
100192386	0
1002	0
10020	0
10021	0
10022	0
10023	0
10024	0
10025	0.017502247717658022
10026	-0.005768142365322571
100268168	-0.012621791631851955
100270679	0
100272147	0.02805650646683774
100286844	0
100287015	0
100287114	0
100287177	6.771833653857276e-4
100287366	0
100287482	0
100287569	-0.0399792950416346
100287616	-0.03536953442691747
100287814	0.011144916298242822
100287896	-0.007420872423180937
100287902	0
100287932	0.022657278414956395
100288079	0
100288122	0
100288198	0.036521947229159725
100288413	-0.028605894304293805
100288637	-0.009977049446510405
100288797	0
100289092	-0.013463118708181851
100289097	0
100289098	-0.04186013676538961
100289187	0.006490044098598016
100289274	0.011453973192300935
100289341	0
100289373	0.006302038969810218
100289495	0
100289635	-0.004699902061623662
100289678	0
100292680	0
100293516	0
100294362	0.03531534912206721
100294720	0
1003	-0.05107955373405511
100302691	0
100303728	0.001086935546785866
100303755	0
100306951	-0.03304178739148146
100316904	0
100329135	0
100359394	0
10036	-0.03337056712384742
100379174	0
10038	0.004955643053363607
100381270	-0.006287943250017274
10039	-0.017326801072458747
1004	0
10040	-0.013083707312861162
10042	0
100422737	-0.026933933485404814
10043	0.049563525698737516
10044	0
10045	0.0022476791497520374
10046	-0.057295319190480476
10047	0
10048	0
10049	0
100499171	0.013792301314502362
1005	0
10050	-1.6437349060067133e-4
100500850	0.06842476539866973
100505474	0
100505478	0
100505495	-0.00737950234037083
100505501	-0.03227444885296396
100505515	0
100505538	0
100505540	0
100505545	-0.018730864670852203
