gene	male-young_child-fine-2
10000	-0.01276188421201126
10001	0.009370535618353033
10002	0
10003	0
100048912	0
10004	0.0051375868081546035
10005	0
10006	-0.004622064035089232
10007	-0.0022571105775096557
10009	0
1000	0
10010	0
100126791	0
100128124	0.004178164997077096
100128640	0.026714805510986765
100129128	0
100129250	0.010395086105985468
100129271	0.006401035009989331
100129361	7.575262308963344e-4
100129482	-9.89079255698123e-4
100130331	0
100130449	-0.006266506267471185
100132341	0.0037678737247848738
100132476	0
100134713	0
100137047	0.004389425941632187
10013	0
10014	0
10015	0
10016	0
10017	-0.0023521538327196407
100188893	-0.006758639895729716
10018	-0.013432135455481048
10019	0.012484766810440435
1001	0.0021737729675701052
10020	0.011310529323628443
10021	0
10022	0
10023	4.7339954099666267e-4
10024	-0.00937532746529196
10025	0.005909292372204426
10026	0.007308110368299243
100272147	0
100287932	-0.0012051890808708887
100288413	-0.0010309294562901006
100289678	0
100293516	0.014900617219481455
1002	0.005781898599146262
100316904	0.002457566810937192
10036	-1.0989930403995036e-4
10038	-0.001248362552118223
10039	-0.011549013360064121
1003	0
10040	-3.175137726119008e-4
10042	-0.006019044362736416
10043	2.081984889868718e-4
10045	-0.021412064533890763
10046	-0.05735957704355793
10047	0
10048	0
10049	0.01178814390446284
1004	0.0036861232018177447
100505741	0.0430385610599403
100505761	-0.0024983470650815146
100505879	-0.0014690425133128166
100505933	0.00287128937283098
100506144	0
100506469	0
100506504	0
100506571	0.008440418393588871
100506581	0.013196959459567751
100506963	2.8667107051469576e-4
100507331	0
100507436	0.012422059330553719
100507605	0
10050	-0.0152054168847078
10051	0.01112747998286774
10052	0.0016529739689286553
10053	0.005697166638459647
10054	-2.3456266384261386e-4
10055	8.177379990882919e-4
10057	0.010841587062592922
10058	0.006404534942297789
10059	0.00323219638121714
1005	0
10060	0
10061	0
10062	-0.006820329993298908
10066	0
10067	0
10069	0.0062062624757195945
1006	-0.008470366579129644
10072	0
10073	0
10075	0
