gene	male-older_adult-fine-1
1	0.017792923041830964
10	0.016692235872541986
100	-0.011131850639641094
1000	0.06902189769945608
10000	0
100009676	0.009020894477266195
10001	0
10002	0
10003	0
10004	-0.009683098641847262
100048912	0
10005	-0.0020869932219565288
10006	-0.003158143073468625
10007	0.005099108622699718
10008	-0.007218536093213693
10009	0
100093630	-0.03799870309681228
100093698	0
1001	-0.0078011673496091475
10010	0
100101467	0
100101938	0.06337304754773136
10011	0
100113407	0.02085930772896253
100124700	-0.009369422508459648
100125288	0.0027134583334272214
100126791	0
100126793	-0.028357716345258032
100127888	0.04152505794728472
100127983	0.02442763737692798
100128025	0.011236279216053259
100128071	0.015381159370113615
100128098	0.009655744003571946
100128124	0.03666126311931446
100128126	-0.0304288593288874
100128139	0.0020216766591177253
100128164	0
100128191	-0.0020093332283291046
100128239	0.03049085801146084
100128325	0.029831989985997814
100128554	-0.004439246776662596
100128590	0
100128640	0
100128731	-0.008983492590409802
100128750	-0.0033233131266577095
100128782	0.028476889508109574
100128788	0.017981342686047716
100128881	0
100128893	0.024111862396998186
100128927	0
100128946	0.010650572547877523
100129128	-0.039729939942181935
100129175	0.003584302874004331
100129195	0.027365265884405125
100129196	-0.042911117318953515
100129250	-0.007206454841820177
100129271	0.009699552686877092
100129361	-0.02454222400719848
100129427	0
100129461	0.005482883470409213
100129482	0
100129503	0
100129550	0
100129597	9.589764258306213e-4
100129620	0
100129654	-0.0038572593193215206
100129662	-0.0039188270137263835
100129716	-0.05304931485863236
100129722	0.006672604656775741
100129726	0.005915040396795746
100129792	0.031219281788853658
100129794	-0.025318461356083403
100129827	0.03945006652638271
100129845	0
100129858	0.003993471394267605
100129917	0.034248438684504244
100129935	0
10013	-0.003130563610039691
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0
100130449	0.05353098066291795
100130476	0
100130519	-0.0030589606570120883
100130522	0
100130548	0
100130613	0
100130691	0
100130705	-0.013933565015631352
100130717	-0.03362136198246606
100130733	-0.013665397381380558
100130776	0.026696772788889246
100130894	0
100130933	0.010914486662089709
100130950	0
100130958	0.0477832316345123
100130967	-0.02965907937477731
100131017	-0.03285382655151116
100131067	-0.013410025990621424
100131117	-0.029193485578246404
100131138	0
100131187	0
100131211	0.020239617967262584
100131213	-0.021857702420393227
100131303	0
100131347	0
100131366	-0.0027496759304818895
100131434	-0.02748921433868683
100131496	0
100131655	0
100131691	0.014442958418102995
100131755	-0.0011900832133036128
100131801	-0.004547789038062454
100131814	0
100131816	0
100132074	-0.059641305941983226
100132078	0
100132341	0
100132386	0
100132464	0.015680592917501263
100132476	0
100132596	0
100132677	0
100132891	0.018836409609661642
100133205	0
100133311	0.015269468429122857
100133461	0
100133612	0
100133941	0.020415378438061012
100133985	-0.014357323047829827
100134229	-0.012232149856045144
100134259	0.01669766507244601
100134368	0
100134713	0
100137047	0.012667830386997012
10014	0.004606709713968497
100141515	0
100144597	0
100144602	0.022830698395419215
100144603	0
100144748	7.787538992602361e-4
10015	0
10016	0
100169752	0
100169989	0
10017	-0.0450480191279744
100170229	0
100170765	-0.0021664780246262016
100170841	0
10018	-0.0411368093068293
100188893	0.0035691143099146933
100188953	0
100189589	0
10019	0
100190938	-0.004822940364202916
100192379	0
100192386	0
1002	-0.011733415551844175
10020	0
