gene	male-elderly-fine-1
10000	0
10001	5.946989284742304e-5
10002	0
10003	-0.010645725941601666
100048912	0
10004	0.00450808410889949
10005	0
10006	0.008299816361639982
10007	0
10009	-0.009141098042749566
1000	-0.006499603847384673
10010	0
100126791	0.02011734630768916
100128124	0
100128640	0.01632093984821698
100129128	-0.011853405594612919
100129250	0
100129271	0
100129361	0
100129482	-0.01141457331660209
100130331	0
100130449	0.002493327437608452
100132341	0.0010308637418038177
100132476	0
100134713	-0.0018399024458524754
100137047	0
10013	-0.007128688569780486
10014	0.003802251890211642
10015	0.006960790013594742
10016	0
10017	0.007468248214199014
100188893	0
10018	0
10019	-0.02450844412454569
1001	0.028487901790598204
10020	-0.009435639041262042
10021	0
10022	-0.03280029931012869
10023	-0.012831678387641552
10024	-0.007876138436428655
10025	0.008592507611758676
10026	-0.012510064673209044
100272147	0
100287932	0.003082232857411599
100288413	-0.015408226456789841
100289678	0.011999736425733461
100293516	-0.013611006980102458
1002	-0.006519087056321181
100316904	0.002826185712617136
10036	-0.008524841153199838
10038	0
10039	0
1003	0.002042000883654124
10040	-0.04073053135663004
10042	0
10043	0.008369139774801039
10045	-0.03169584806602148
10046	-0.002113667187247229
10047	-0.0031930386620359266
10048	-0.024885186923748095
10049	-2.8813023624158185e-4
1004	0
100505741	0
100505761	0
100505879	0
100505933	0
100506144	0.03056667155308883
100506469	6.382713184445452e-4
100506504	0.012804882269134564
100506571	-0.01595941384762116
100506581	0
100506963	0
100507331	-0.00508432546167074
100507436	-0.001212404302122725
100507605	0
10050	-0.008742342636774595
10051	0
10052	0
10053	-0.01059704571226603
10054	0.005006370308523317
10055	0.008586276058741684
10057	-0.008817359269233395
10058	-0.01564150270661882
10059	-0.019190719292636296
1005	0
10060	0.004610256232671739
10061	0.0022939826455612017
10062	0
10066	0.0019638890673920857
10067	-0.010418492712513787
10069	0
1006	-0.010327513979090479
10072	0
10073	0
10075	-0.0022459796895982404
10076	0.003874313150178325
10077	0
10078	0
10079	-0.020917927155543997
1007	0
10083	0.014423357666521237
10084	-0.00028035445033305786
10085	-0.00399341144995336
10086	0
10087	0
10089	0
1008	0.010384850810370105
10090	-0.014254317984876535
10092	-0.0019451747262278353
10093	0
10095	0
10096	0
10097	0
10098	0
10099	-0.005864501861382454
1009	0.01017145200380644
100	6.216623746017544e-4
10100	-0.014263791749936286
10101	-0.0014751995302939472
10102	0.0030074648102209377
10103	0
10105	2.3966889755525824e-4
10106	0.02292471864501084
10107	0
10109	-0.00158289393533101
1010	0.011848300834767409
10110	0
10111	0.003850660906223945
10112	0.0018252657809436615
10113	-2.772739899107749e-4
10114	-0.016720646634341578
10116	-0.0060719895895241325
10120	-0.005718803394286495
10121	0.007257597278121095
10123	-0.010784278561452679
10125	0.018443205844991307
10126	0.0016983904230590831
10127	-0.002475020895453755
10128	0
10129	-0.0014653600622585926
1012	0.03113429247044261
10130	-0.005605020506492775
10131	0
10133	0.019993242650166596
10134	0
10135	0.008576802890709145
10136	0
10137	0
10138	0
10139	0
1013	-0.004233266169728904
10140	0
10141	0
10142	-0.01582646174146804
10144	-0.019360362308388213
10146	0.0022688218345611475
10147	0
10148	0.004880838398681445
10149	0.026451607022622198
1014	-0.0021485273776124915
10150	0
10152	0
10153	0
10154	0.03128182398525551
10155	-0.02180062241631854
10157	0.02228011584781288
10158	0
10159	-0.0034797830631879824
1015	0
10160	0.00459774830619799
10161	-0.012221277996397101
10162	0.008037459059848616
10163	3.959792076713955e-4
10164	0.0017586725218184782
10165	0.00561393249484458
10166	4.6474576187018404e-4
10168	-0.006168550874010839
1016	0
10170	0.04834570122564447
10171	0
10174	0
10175	-0.006101451592317836
10178	-0.006026634106587
10179	-0.007609998970230876
1017	0.004567431953057084
10180	0
10181	0
