gene	female-middle_adult-fine-3
10000	4.674840913564529e-10
10001	0.019106595617988248
10002	-0.018488096281264313
10003	0.024978394828468316
100048912	-8.411396782304325e-4
10004	1.1172691897933963e-9
10005	5.771015171075205e-10
10006	0.0197603144097749
10007	0.0053211255593468
10009	-0.05165522852242704
1000	-0.041055425476240075
10010	0.01611482705971105
100126791	-0.007793476116831893
100128124	-0.006622634630481909
100128640	0.005641913952855131
100129128	-3.717817599026104e-4
100129250	0.0015367483663154301
100129271	0.038659865233476205
100129361	1.207441670620255e-10
100129482	-5.891340643261979e-4
100130331	-0.0019402942361011384
100130449	8.884127247824197e-4
100132341	0.015507257505874693
100132476	-0.005079072078897404
100134713	-0.016458681508429576
100137047	-0.009864293511340464
10013	0.01844754762319084
10014	5.597113348165082e-10
10015	-0.009118263448393484
10016	-9.591523984685481e-4
10017	0.0025997490436640335
100188893	0.03150268307065025
10018	0.02704577113647089
10019	-0.017094660291178235
1001	-0.04550202379309881
10020	0.005972725111525011
10021	-0.03338320683563592
10022	0.0466034890211013
10023	0.013142296150905869
10024	0.03594478396229975
10025	-0.008926805380251349
10026	0.03760196940010896
100272147	-0.028066839805738507
100287932	-0.010157504262947283
100288413	-0.06338077944095218
100289678	0.007860546740830499
100293516	-0.028573747635724112
1002	-0.009074672546814322
100316904	9.138337715239343e-10
10036	0
10038	-0.01784696488044624
10039	0.018422898005378885
1003	-0.017753281776384335
10040	-0.007969418209301233
10042	0.0046532723928085044
10043	0.04052762549132555
10045	-0.03702878758407527
10046	0.024299643629678912
10047	-0.007498403050504291
10048	2.350492370320197e-9
10049	1.0835603275471732e-4
1004	0.010374590558136155
100505741	-0.01064280048410599
100505761	-0.04323773302165742
100505879	-0.004981197611594272
100505933	0.003981056342625634
100506144	-0.031344390973883786
100506469	-0.006999864002944997
100506504	-0.004067703683718053
100506571	0.030077089716906088
100506581	-0.014525446036518662
100506963	-0.01705206272018606
100507331	-0.006769928200199786
100507436	0.04217733888326051
100507605	0
10050	-0.0034655306580944284
10051	0.014275896358830146
10052	0.006744853351639887
10053	0.024520733342820636
10054	0.012791326599446623
10055	-0.001968889796512849
10057	0.0024929319959116395
10058	-0.021134110306289852
10059	8.374050027981798e-10
1005	0.00592684091693924
10060	0
10061	0
10062	-0.01432976776496318
10066	0.00802014641436387
10067	1.096645398494232e-9
10069	0.011097474711858867
1006	-0.002910327579730582
10072	-0.003631561538904549
10073	-9.656390927894129e-4
10075	-0.0013758072885715824
10076	-0.04425417790949325
10077	2.7299772476184676e-4
10078	-0.012719846353083692
10079	0.03336525205100102
1007	-0.029650675968119832
10083	-0.029926513887545525
10084	0.005841300437073282
10085	-0.013606392897348177
10086	-9.82447230640916e-4
10087	-0.008339917993088697
10089	0.03051571130366705
1008	-0.01207952546561279
10090	0.009512947789075195
10092	-0.007994171010438658
10093	-0.02691495195608285
10095	-0.027834287685030316
10096	-0.00965305233697582
10097	-0.004160778021486243
10098	-0.027350413488744774
10099	3.047795142336294e-9
1009	-3.088707815393161e-4
100	-0.0033980554258160227
10100	-0.010376123211471813
10101	-0.04509329521384867
10102	-0.03280942346130939
10103	-3.3712560511393343e-4
10105	0.04849968067197852
10106	-0.02142224528275279
10107	-0.005700046870059885
10109	2.6290291331903773e-9
1010	-0.013977073953296183
10110	-0.00910806817974932
10111	0.0029187751904588837
10112	7.063005234560263e-5
10113	-0.013386361281494901
10114	-0.013099535430229167
10116	0.011989896364483475
10120	0.009960985658021558
10121	0.020058532040071447
10123	5.110804897672558e-10
10125	0.01308367611656343
10126	-0.03904825773659522
10127	2.055661965429799e-12
10128	3.2026520339626874e-9
10129	0.0023063046884012036
1012	-0.03324560861674731
10130	-0.01939483773548619
10131	0.011050491587437233
10133	0.0226073017066357
10134	0.023590158283481363
10135	-0.027516690018088704
10136	0.02011745525128071
10137	-0.0194025437467645
10138	-0.004427063700034552
10139	-0.005403295201605322
1013	0.019834214111705887
10140	0.036317227324492773
10141	0.012777213074577224
10142	-0.005961735115384293
10144	0.09183604516193966
10146	-0.004413930966859298
10147	0.014679228338687511
10148	-0.020994742973223835
10149	-0.0012554805653863387
1014	0.0049833482659737026
10150	0.019797512116879582
10152	1.231160829044953e-9
10153	-0.0341377222022155
10154	-0.020002202372644346
10155	0.007098097956773922
10157	-0.010680426266276612
10158	-0.005438941176025772
10159	2.0526900287997185e-9
1015	0.02275747123751022
10160	0.01919568213434926
10161	0.05740560576563563
10162	-0.05678399210735866
10163	-0.041230340063333044
10164	0.03729296890574955
10165	-0.01982203909324557
10166	0.009627718448548104
10168	0.03136234686861494
1016	0.055276662169887546
10170	0.02334274636992498
10171	0.03842020381443826
10174	-0.004733289531470595
10175	-0.017142069006990168
10178	0.04872741539610156
10179	9.808776143344888e-10
1017	0.001267830206708738
10180	-0.04827739621252292
10181	-0.013376683380183184
10184	-0.02317985732042986
10186	0.017145117683587632
10188	-0.04068344945030212
10190	0.018945219564515125
10193	-5.288711427924514e-4
10195	-0.04426085780783211
10196	-0.02838752793848755
10197	0.007110374281925712
10198	-0.0023448589355168086
10199	-0.05221940039431648
1019	0
101	-0.004421837089861114
10200	0.037497758901438624
10201	-0.0016022760338811157
10202	0.056736963787352254
10203	-0.01728122751865788
10205	0.0030213339864270743
10206	-0.007692298003139485
10207	0.01366328901624024
10208	0.011503740425571533
10209	-0.031000312823407192
1020	-0.029898214032855
10210	0.021689892872177104
10211	0.022375317006484662
10212	0.06047166448681276
10213	0.020436866127687987
10214	-0.005836352967813094
10215	-0.030387214404747724
10216	-0.014332792986698135
10217	-0.012040539267836332
10218	0.004760383821792758
10219	-0.05013437127384363
1021	0.04735718070387416
10220	0.015594873333048313
10221	-0.024350102848803505
10223	-1.8193601911356544e-4
10225	0.029925879309613705
10226	-0.013070335417291945
10227	-7.248668766076156e-4
10228	0.00850950459853298
10229	6.367536262916694e-10
1022	-0.022185470401097238
10230	0.04424326617857114
10231	0.022674353851653353
10232	5.401319349793713e-5
10233	0.007516898947489953
10234	0.04543411774305022
10235	0.011680761534609995
10236	2.3718226697891917e-9
10237	-0.0020781404954853186
10238	-0.01565675490024762
10240	-0.001999811603233102
10241	-0.021649413115687945
10242	0.02284179837380032
10243	0.0140350060137258
10244	-0.005549321536840579
10245	0.01553472315184627
10246	-0.028325996609776045
10247	-0.012755927484731255
10248	0.018215975514361427
10249	-0.00883192839846719
10250	1.2715999555085557e-9
10252	-0.015815198629981254
10253	-0.017235592238798385
10254	-0.0024786270714821923
10255	-0.04286641381994132
10256	-0.006216380525185081
10257	0.025437929531185753
1025	-0.005301307687923776
10260	-0.04561909901971937
10261	-2.1287226423113672e-4
10262	2.0424779015206763e-9
10263	-0.02487801026576014
10265	0.04556125465762961
10266	0.031125687191663077
10267	-0.04945172328832067
10268	-0.012048094485593136
10269	0.004435911875488015
1026	0.013613043110448815
10270	-0.016064892324785567
10272	0.02717109348774076
10273	-0.008470521915075989
10274	-0.0026399162790998122
10276	0.0027851666114023926
10277	6.699351634774942e-10
10278	0.0053264735616230996
10279	0.019867367362394
1027	-0.008564666113247986
10280	0.036647407246513296
10281	-0.007276434514890228
10282	-0.026404314072170525
10284	-0.011545773554924204
10285	8.760951624165403e-10
10286	0.04198756993605275
10287	-0.004268513151313745
10288	0.014075853159990858
10289	0.016204470094807154
1028	0.004357479839984435
10290	-0.024141928282479703
10291	-0.0029391264256752175
10293	0.00885123926143187
10294	0.01661742358050888
10295	2.2566477481148535e-9
10296	0.005754315924720786
10297	0.006213671341957565
10298	1.0808852282977231e-9
10299	0.006368981886179266
1029	-0.01858578944448106
102	-0.019229290047348576
10300	0.015520579485841712
10301	0.023961103893085842
10302	0.03822708589929117
10307	-0.02849024964411384
10308	-0.0010101751318541922
10309	-0.032290724868621036
1030	0.06498996291386974
10311	2.5285206950299917e-9
10312	1.3931088551311757e-9
10313	0.019767663156694096
10314	0.014639916797572915
10316	0.021154452335569646
10317	-0.04136543316855335
10318	0.02557622462905173
10319	-0.028972756269554718
1031	-0.07955676006694269
10320	-0.0017063432331392789
10321	0.009073529268248545
10322	0.027625299462364673
10324	5.778458335443964e-10
10325	-0.05253618267350361
10327	0.007504285233898963
10328	-0.004388884573949035
10329	1.7280221854116794e-9
1032	-2.5124069106409913e-4
10330	0.021334116169952053
10331	9.148821079296475e-10
10332	-0.02836631002935011
10333	0.025398792129870125
10336	-3.0377268943043406e-9
1033	0.04106043892923548
10342	0.015088678939279211
10343	-9.369797594083489e-4
10346	0.0392941616556332
10347	-0.0028044849678137843
10351	0.02069390414497844
10352	-0.022196915190137508
10360	9.156406381468334e-10
