gene	female-adult-fine-3
10000	0.016445829446573322
10001	-4.2038452153516937e-4
10002	0.0045163531521949666
10003	-0.01634276729732251
100048912	0.008641653690510773
10004	-0.0064922062234636
10005	0.016058628843201302
10006	0
10007	-0.009845934059468354
10009	0.0374268914627191
1000	0.004780487141124852
10010	-0.0025020228917469463
100126791	0
100128124	-0.005153125572695855
100128640	0.03779941830161389
100129128	-0.03247673814937838
100129250	0.01203032483666164
100129271	-0.02815965253912324
100129361	0
100129482	-0.017763753155011663
100130331	0
100130449	-0.0038730534269297394
100132341	0.04449460829379696
100132476	-0.009352207601449114
100134713	0.00841794050061227
100137047	0.007622561048511491
10013	0.002544096022012119
10014	0.0087117087032617
10015	0
10016	-0.028942560481706948
10017	-0.03716984900461682
100188893	-0.003253626338847041
10018	-0.01630511480869168
10019	-0.005936135142218073
1001	-0.0390710463588126
10020	0
10021	0
10022	0
10023	0.01876601874266961
10024	-0.005397176795687801
10025	-0.012277431563175628
10026	-0.009424746966791258
100272147	0.00958535840475445
100287932	-0.01435351559477637
100288413	0.06847722224982539
100289678	0.010094616000132669
100293516	-0.05878356533103758
1002	0.019729460939992675
100316904	0.05262497079094296
10036	0.022818479665263222
10038	0.03638047539953554
10039	0
1003	-0.03266180664501357
10040	-0.029263533870853654
10042	-0.019455859870803602
10043	-0.028078648794267948
10045	0.0032513628949834557
10046	0.0068674679219542355
10047	0.021093053589746658
10048	-0.049528501125345674
10049	0.072839276274797915
1004	-0.034112872983956516
100505741	0.02115036481313609
100505761	-0.02599833800234613
100505879	0
100505933	-0.0039957109381752376
100506144	0.01859617206907748
100506469	0.010278409639400016
100506504	0
100506571	-0.02031304294577992
100506581	0.00760217787702135
100506963	-0.029097652670664165
100507331	0.004149860520739896
100507436	0.024742436691354164
100507605	-0.006959333413302062
10050	0.01996459193340953
10051	0
10052	4.532208273428764e-4
10053	-0.0016046641279968145
10054	-0.008528267026722087
10055	-8.179854685557418e-10
10057	0.04342648971512507
10058	0.02811676898361445
10059	-0.008012714975439218
1005	-0.01076064875163074
10060	-0.006564266419467746
10061	0.006570128603289985
10062	0.006247307305272677
10066	-1.444254411977562e-4
10067	-0.034082911611494945
10069	-0.008990204650799959
1006	-0.01021676840719168
10072	3.644099233928794e-11
10073	0.038252227576937574
10075	-0.012926245309270161
10076	0.013661664668538206
10077	-0.0336685841566654
10078	-0.04224891191540281
10079	-0.026288426611713704
1007	-1.0162249534981962e-4
10083	0.009160719385077606
10084	-0.001565586321010314
10085	0
10086	0.0013477785067049352
10087	-0.001793706165083561
10089	-0.010648872688451405
1008	0.0020494233374540273
10090	-0.018950319549388733
10092	0.03062440921838078
10093	-0.0056025060936807135
10095	0.05214292100691344
10096	0.005490684503389651
10097	-0.0347536015915884
10098	0.04830686117978914
10099	0.0028117292457273974
1009	-0.0024509795890028684
100	-0.017062007488885124
10100	-0.04653461082594843
10101	0.071900577093906
10102	-0.0038712894956671197
10103	0.021116549257481056
10105	-0.061097538301164114
10106	6.935946193447265e-4
10107	0.006807143662652308
10109	0.015412048816392855
1010	-0.061256474954358014
10110	-0.012254329725247969
10111	-0.05646638172957817
10112	0.016945329941619663
10113	0
10114	0.003133522860938818
10116	0.013243874757155336
10120	0.014443682200663999
10121	0.001731289260670802
10123	-0.021923940182952073
10125	-0.04099519620434543
10126	0
10127	-0.008061311735140825
10128	0
10129	-0.061828294102521116
1012	0.053639000205788025
10130	0.034224620278511066
10131	0.014624377226004846
10133	-0.02331082146934896
10134	0.01493394293386327
10135	0.047445807096617075
10136	9.442135583550818e-6
10137	0.0018957929603023805
10138	-0.008732539119038877
10139	0.012410017690647708
1013	-0.0010595622451177677
10140	-0.024938607231767176
10141	-0.012848854141920546
10142	0.007789554804297247
10144	0.009828959383796892
10146	-7.928362460386837e-4
10147	-0.014387520614356945
10148	-0.0036524346470426694
10149	-0.03928994199680678
1014	0
10150	0.013928826570761868
10152	0.016369522290378108
10153	0
10154	0.010940241519442818
10155	-0.01800152902938362
10157	0.017750663628195884
10158	-3.614777891213074e-4
10159	0.007628257638266525
1015	0.03372864618067663
10160	0
10161	0.04216865317518488
10162	0.010455417082312731
10163	0.003151191115971528
10164	-0.03659485831716711
10165	0.035920966364006046
10166	-0.0026127023042688785
10168	0
1016	0
10170	-0.08096297261696046
10171	-0.010160843744165515
10174	0
10175	0.007521260236724302
10178	-0.008230405475885634
10179	0.0052522622356698185
1017	-0.007722523336499534
10180	-0.005061195403626799
10181	1.7705448584675108e-10
10184	-7.49889646931581e-11
10186	-0.008584668014441387
10188	0
10190	0.0016754814452803759
10193	0
10195	0.02070877710044272
10196	0.014861207799111407
10197	0.004340302446579901
10198	-0.03136966207674192
10199	0.009739773801364078
1019	-0.02581731475604019
101	0
10200	-3.7027972239157017e-4
10201	-0.017048226379195834
10202	0.015800888956415748
10203	-0.01316773385683407
10205	-0.02091846088288942
10206	0.01932263910372882
10207	0.01875964232245049
10208	-0.029163244997435604
10209	-0.009853902761289059
1020	0.016092370438041556
10210	0.032329409833822285
10211	-0.0289626744162264
