gene	female-fetus-fine-1
11019	-0.005654057966435376
1101	-5.560893572723128e-4
11020	0
11021	0
11022	0
11024	0
11025	0
11027	0
1102	0
11030	0.0026907539255581355
11031	0
11033	0
11034	0
11037	0.00147443865611776
1103	0
11040	0
11041	0
11043	0
11044	0
11045	0
11046	0
11047	0
1104	0
11051	0
11052	0
11054	0
11055	0
11056	0
11057	0
11059	-0.001037698255865937
1105	0
11060	0
11061	0
11062	0
11063	0
11064	0
11065	-0.0026989508204295198
11066	0
11067	0
11068	0
11069	-0.005071519920447104
11070	0
11072	0
11073	0
11074	0
11075	-9.327378147409859e-4
11076	-0.001732894910545781
11078	0
11079	0
1107	0
11080	0
11081	0
11082	-0.010004533286283365
11083	0
11085	0
11086	0
1108	-4.428124826017411e-4
11092	0
11093	0
11094	0
11095	0
11096	0.004211144955823102
11097	0
11098	0.0073113577531252385
11099	0
1109	0
11100	0
11102	0
11103	0
11104	0
11107	0
11108	0
11113	-0.010010833523155004
11116	0
11117	0
11118	-0.007499553835904526
11119	-0.0012060772248801402
1111	0
11120	0
11122	2.4143760948422416e-4
11123	-2.4216770486806837e-4
11124	0
11126	0
11127	0
11129	0
1112	0
11130	0
11131	0
11132	0
11133	0
11135	0
11136	0
11137	0
11138	-0.00889360482072833
1113	-9.693071996074334e-4
11140	0
11142	0
11144	0
11145	-0.005479002026056721
11146	0
11147	-0.0017271136608529596
11148	0
1114	-0.009333445125133974
11151	0
11152	0
11153	0
11154	0
11155	-5.50892411041089e-4
11156	0
11157	0
11160	0
11161	6.290023154423977e-4
11162	0
11163	0
11166	0
11167	0
11168	0
11169	0
1116	-0.004808722349806956
11170	-0.009360257809903854
11171	0
11172	0
11174	0
11176	0
11177	0
11178	0
11179	0
1117	-0.0018483970029499822
11180	0
11181	0
11182	0
11183	0.0016826460120907133
11184	0
11186	0
11187	-5.230440530380362e-5
11188	0
11189	0
1118	0
11190	0
11193	0
11194	0
11196	0
11197	0.005118328858463263
11198	0
11199	0.006167421999864103
1119	0
11201	0
11202	0
11211	-0.007073283164365812
11212	0
11213	0
11214	0
11215	0
11216	0
11219	0
1121	0
11221	0
11222	-0.0021150647614760587
11223	0.00654563731745112
11226	0
11228	0
1122	0
11230	0
11231	0
11232	0
11234	-2.1685410099746958e-4
11235	0
11236	0
11237	0
11238	0
112399	-1.1012300042128718e-4
1123	0
11240	0
11243	0
11245	0
112464	8.715482686661637e-4
112479	0
11247	0
11248	0
1124	0
11250	0
11251	0
11252	0
11253	0
11254	0
11255	0
11258	0
11259	0
11260	-4.6879085397200267e-4
112611	0
11261	0
11262	0
11264	0
11266	0
11267	0
11273	0
11275	0
11276	0
11277	-1.6521333102467395e-4
11278	0
11279	0
11280	0
11281	0
11282	0
11283	0
11284	0
11285	0
112869	0
112950	0
1129	0
112	0
11309	0
1130	-4.89049574964289e-4
11311	0
11313	0
113146	0
11314	-3.0501995586211837e-4
11315	0
11316	0
113177	0
113178	0
11317	0
11318	0
11319	0
11320	-0.005391878415351719
11321	0
11322	0
113251	0
11325	0
11326	-0.00895993595401634
11329	0
1132	0
11330	0
11331	0
11332	0
11333	0
11334	0
11335	0
11336	0
11337	0
11338	0
11339	-0.0032373667991731957
1133	0
11340	0
113419	0
11341	-0.006532154432819823
11342	0
11343	0
11344	0
11345	0
11346	-0.0011480348176986688
1134	0
1135	0
1136	0.0052872861305890695
113791	0
1137	0
113835	0
113878	0
1138	-4.78324859047445e-4
113	0
114034	0
114044	0
114049	-7.382381316160491e-6
114088	0
1140	0
114112	0
1141	0
1142	0
114327	0
1143	0
1144	0
114548	0
1145	0
114625	0
1146	0
114791	0
1147	0
114819	0
114876	-0.0019730369456136807
114881	0
114882	0
114883	0
114884	5.240120683981563e-4
114885	0
114897	0
114899	0
114908	0
114932	0
1149	0
114	0
115123	0.0029344729671717845
115201	0
115207	0
115290	0
1152	0
115353	0
1153	0
1154	0
1155	0
115703	0
115708	0
115817	0
1158	0
115939	0
115	0
116039	-0.01456621447390653
1160	-0.0013893501756581147
116138	0
1161	0
116285	0
116372	0.0013744366695773314
116496	0
1164	0
116828	0
116832	0
116984	-0.001912329723787483
116985	-2.0334864288648456e-4
116986	0
116987	-0.001103633349569149
116	-0.0019898670567082568
117178	0.001150236311025407
117246	0
1173	1.176844621963392e-5
1174	0.0011120588180961995
1175	0
1178	0
1179	0
117	-0.0015817831876715435
1180	0
1181	0
1182	8.048334629479363e-4
1183	0
1184	0
1185	0
1186	0
1188	0
118	0
1191	0
1192	0
1193	-0.0055926285007924055
1195	0.0014461849532256487
1196	0
1198	0
119	3.139378074110131e-5
1200	0
1201	0
1203	0.0010041429174561908
120526	0
1207	0
1208	0
1209	0
120	0
1211	0
1212	-2.2890744467987035e-4
1213	0
1215	0
122616	0
1230	-0.0017924411484773017
1232	0
1233	0
1234	0
1235	0
1236	0
1237	0
123803	0
123872	0
1238	0
123	0.005266952987850969
124044	0
1240	0
124152	0
1241	0
124222	0
1244	0
124565	0
124583	0
124	0.0024644406824046792
125893	0
1258	0
1259	0
125	0.0015777008121991348
1261	0
126208	0
126231	-0.004997209243691286
126298	0
126299	0
126321	0
126353	0
126393	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
126	0
1271	0
1272	0
127534	0
127544	0
127703	0
1277	0.01084799444108007
127833	0
1278	0.009836506113896857
1280	0.011426884044697222
1281	0.013149010904197653
1282	0.010695338807018619
1284	0.013578109785464438
128553	0
1285	0
1286	0.002146577775885295
1287	0.002308023173618159
1288	0.003953377685583786
1289	0.007823284333023525
128	9.239133050758336e-4
129025	0
129080	0
1290	0.007884745411770408
1291	0
1292	0
1293	0.003038424216593211
1294	0
1296	-0.0010952216797596418
1297	0
1298	0
1299	0.0031614037484788996
12	-0.01385994359876385
130074	0
1300	-0.012558412177444925
1301	0.005382706724237848
1302	0
1305	3.484893112539709e-4
1306	9.825797192817025e-4
1307	0.004988945661826654
1308	0
130916	0
130	0
1310	0
1311	-0.00856088238085038
1312	0
131408	0
1314	0
131544	0
131566	0.005125584339031056
131578	0
1315	0
131601	0
1316	0.0015967229200853966
1317	0
1318	0
131	0
1326	-6.108471555192463e-4
1327	0
1329	0
132	0
133619	0.0012541079938593862
1339	0
133	0.0021843124384735395
1340	0
1345	0
1346	0
1347	0
1349	0
134	0
1350	0
135138	0
1351	0
1352	0
1353	0
1355	0
1356	-0.0011898148451974088
1357	0
1358	0
135948	0
1359	-0.0036890506186601306
1360	-0.0012321674147191476
1361	0
1362	0
1363	0
1364	-1.25684151628695e-4
1365	0
1366	-4.4618589961108423e-4
1368	0
1369	0
136	0.007266195681580991
1370	0
1371	0.003339755498345302
1373	0
1374	0
1376	0
137886	0
1378	0
138046	0
138050	0
1380	0
138151	-0.0030918592153453537
138162	0
1381	0.005228376253195777
1382	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	-0.003577919999824243
139081	0
1390	0
1392	0
139322	0
1393	7.574513870734874e-4
1394	0
139538	0
1395	0
1396	-0.007357706679592548
1397	0
1398	0
1399	0
13	0.0020280394958414627
1400	0
1401	0
140459	0
140460	0
140461	0
140462	-0.002461231886212751
140465	0
140467	0
1404	0
140545	0
140578	0
140597	0
140609	0
1406	0.003543752929374829
1407	0
140801	0
140803	0
140883	0
140885	0
140890	0
1408	0
140	-0.00472769816621058
1410	-0.008115980496364214
1411	0
1412	-0.0015382862548281287
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
141	0
1420	0
1421	0
142684	0
1428	0
1429	0
142	-0.002438229567810269
1432	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0.001906026319362083
1443	0
144404	0
1444	0
1445	0
1446	0
1447	0
1448	0
1452	0
145389	0
1453	0
1454	0
1455	-0.00282847782573303
1456	0
1457	0
1459	0
146057	0
1460	0
146227	2.7186763367082877e-4
1462	0.011368728676010098
1463	0
1464	0
146542	0
146562	0
1465	-0.0013378166969011604
146691	0
1466	0.008972975725875318
146712	-0.003353848885902316
1468	0
1469	0
146	0
1470	0
147179	0
1471	-8.138263515488529e-4
1472	0
147339	0
1473	0
1474	0
1475	-0.018988151676124707
147657	0
147694	0
1476	0
1477	0
1478	0
147912	0
1479	0
147	0
148022	0
148066	0
148229	0
1482	0
1486	0
148753	-7.224086444012636e-4
1487	0
1488	0.0031166565027938675
1489	0
148	0
1490	-0.008238911562924682
149111	0.004750816016209851
1491	4.469715251431009e-5
1493	0
1495	0
149603	-0.0025030874512201673
1496	0
1497	0
149986	0
1499	-0.006176989234253189
14	0
150160	0
1501	0
1503	0
1506	0
150726	-0.0023070004021277873
1508	-0.003930558122806909
150967	0
1509	-0.0038913560521670956
150	0
151011	0.001571571869987139
151050	0
1510	0
1511	0
1512	-0.003593410510230275
1513	-0.008755573600673014
1514	0
1515	0.0014088813646882356
151987	0
1519	0
151	0
152006	0
1520	-0.014145143510953013
152185	0
1521	0
1522	-0.006015584259694033
1523	0
1524	-0.0021307772738063907
152559	0
1525	0.00107303284904801
1528	0
152	0
1534	-0.012755217911384996
1535	0
1536	-0.002797526044021409
1537	-0.0036859887389181613
1538	0
1539	0
153	0
1540	-0.001910978700631955
1543	0
1544	0
1545	-0.007119867591024105
154661	-0.012284848381628613
154796	-5.032703994886121e-4
154881	0
1548	0
1549	0
154	-0.003576886587717779
155066	-0.005259392168151793
1551	0.001219883126040952
1553	0
155400	0
1555	0
1556	0
1557	0
1558	0
1559	0
155	0
1562	0
156	0
1571	0
1573	-0.002520164682478195
157567	0
157627	5.641729842865188e-4
157680	0
1576	0
1577	0
157869	0
157922	0
1579	0
157	-0.0020996058208602973
1580	-0.0019211967471877648
1581	0
1583	0
158427	0
158471	-0.006290295948898031
1584	0
158586	0
1585	-8.393104184698216e-4
1586	-5.06879351300994e-4
158747	0
1587	0
1588	0
1589	-0.001361711461013026
158	0
159162	0
1591	-0.0014012715148242674
1592	0.00377131541741671
1593	0
1594	-0.0016994473804331286
1595	0.0028703749185930863
159963	0
159	0
15	0
1600	0
1601	0.006677337493965124
1602	0.0029075737922158755
160313	0
1603	0
1604	0
160518	0
1605	0
1606	0
1607	0
1608	-0.0018174631489456983
1609	0
1610	0
1611	0
161291	0
1612	0.004975406450734905
1613	0
1615	-0.0017895961661259703
1616	0
1618	0
161	0
1620	0
1621	-0.002447188968894543
1622	0
162427	0
1627	0.0015040201805278232
1628	-4.646840498673706e-4
1629	-4.3160192428776795e-4
162	0
1630	0
163131	0
1632	0
1633	3.534658276240358e-4
163486	0
1634	0.001950713973234921
163590	0
1635	0
1636	0
1638	0.009916046967617255
1639	0
163	0.0016397760669496692
1641	0.004433321437805762
1642	0
1643	0
1644	0
1645	0
164656	0
1646	0.003487418070986638
1647	0
1649	0
164	0
1650	0
1652	0
1653	0
1654	0
1655	0
1656	0
1657	0
1659	0
165	-0.005615035847792459
1660	0
1662	0
1663	-2.2012039683897154e-4
1665	0
166647	-1.873092508648114e-4
1666	0
1669	0.00390785057446078
166	0
1670	0
1671	0
167227	0
1672	-8.429389981540048e-4
1674	0
1675	-0.009180487870728872
1676	0
1677	0
1678	0
167	0
168544	0
1687	0
1690	-0.0011210660010653845
169522	0.006424281183219261
169611	0
16	-0.004017001027292461
170679	0
170680	0
171017	0
171023	0
171220	0
171392	4.254841308321055e-4
171546	0
171558	0
171586	0
1716	0
1717	0.00690333465642518
1718	0.0069528952306538066
1723	0
1725	0
1727	0
1728	0
1729	0
1730	0
1733	0
1734	-0.002472456531933654
1735	0
1736	-0.0011943831085414174
1737	0
1738	0
1739	0
173	0
1740	0
1741	0
1742	0
1743	0
1746	0
1748	0
1749	-0.004215024006715905
174	0.013588915978014659
1750	0
1755	0
1756	0.0057077373777124985
1757	0
1758	0
1759	0
175	0.002103072937024241
1760	0
1761	0
1762	0
1763	0
1768	0
176	-5.7202016189654e-4
1770	0
1773	0
1774	-7.085434681725891e-5
1775	0
1776	0
1777	-0.0011823139905693639
1778	0
177	0
1780	-6.796825943724424e-4
1783	0
1785	0
1786	0
1787	0
1788	0
1789	0
178	0
1791	0
1793	0
1794	-0.0015400353067292192
1795	0.0015233367343318893
1796	0
1797	0
1798	0
1800	0
1802	0
1803	0.0149742030267151
1804	0.0025992979228906666
1805	-0.012206711073082509
1806	0
1807	0
1808	0
1809	0.002211668996248846
1810	0
1811	0
1812	0
1813	0
1814	0
1815	0
1816	0
1819	0
181	0
1820	0.0018233667742871143
1821	0
1822	0
1823	0
1824	0
1825	0
1826	0.0019921525528545443
1827	5.211555605871914e-4
1828	0
1829	0.008648458091142583
182	0
1830	0
1831	-0.003780585518647765
1832	0.009633388190291102
1833	-0.003372558168631995
1834	0
1836	0
1837	-0.0015370630149104314
1838	0
1839	0.001183470612660203
183	-0.006634940861327677
1841	0
1842	-0.009690794012732463
1843	0
1844	-0.0015145868292295416
1845	0
1846	0.0038993775001892605
1847	0
1848	0.0023437195754918497
1849	0
1850	0
1852	0.0016788203015777464
1854	0
1855	0
1856	0
1857	0
1859	0
185	0.002408990537294987
1861	0
1869	0
186	0
1870	0
1871	-0.001340795703049057
1874	0
1875	-9.156970115832823e-4
1877	0
187	0.001136737459256909
1880	0
1889	0
1890	0
1891	-0.0036953717976311237
1892	0
1893	0
1894	-0.002018258727142333
1896	0
189	0
18	0.0026348144249604237
1901	0.002744996170405923
1902	0
1906	0.00561669553668876
1907	0
1908	0
1909	0.0030649648386313778
190	0
1910	0
1912	0
191585	0
1917	-0.004438428572837944
191	0
192286	0
192666	0
192669	0
192670	0
192683	0
1936	0
1938	0
1939	0
1942	0
1943	0
1944	0
1945	0
1946	0
1947	0
1948	0.00924408501248736
1949	0
1950	0
1951	0
1952	0
1953	-8.24328304205076e-4
1954	0
1955	0
1956	0
1958	-0.014290180908072686
1959	-0.013762678540199866
1960	-0.015624590308599006
1961	-0.0016354512653815796
1962	0
196403	0
196441	0
1964	0
1965	0
196740	0
196743	0
1967	0
196993	0
1969	0
196	4.0838330585380394e-4
1974	0
1977	0
1978	0
1979	0
197	0.007531687835228792
1981	0
1982	0
1983	0
1984	-0.0016129395502093252
1991	0
1992	-0.007930746624824646
1993	-0.0031959023210670454
1994	0
1995	0
1996	0
199731	0
1997	-7.831295493760694e-4
199870	0
1998	0
1999	-5.794436162533353e-4
199	0
19	0.013006615662880923
200081	0
2000	0
2001	0
2002	0
200315	0
200316	0
200424	0
2004	0
200576	0
2005	0
2006	0
200734	0
2009	0.004251199618935001
2010	0
201134	-5.558105067992364e-4
2011	0
201229	0
201254	0
2012	-0.0017166436450400029
2013	-0.003463471828799452
2014	0.0043298077033587234
201501	0
2015	-0.002308652937194919
2016	0
2017	0
2018	-0.005629921572116328
2019	-0.0070237634752981105
2020	-0.0033275059281170673
2021	0
2022	0
2023	0
202559	0
2026	-0.004886378884026561
2027	-0.0016146694578804302
2028	0
2029	0
202	-0.0033742927990315047
203068	0.0021224371836929567
203069	0
2030	0
203197	0
2033	0
2034	0.0021363070936685916
2035	0
2036	-0.004758449865298878
2037	0.0011377760558273
2038	0.008870224187684938
2039	0
203	0
2040	-9.615902850017835e-4
2041	0
2042	0
2043	0
2044	0.002818675944008648
2045	0
2047	0
204851	0
2048	0.007002168206774016
2049	0
204	0
2050	0
2051	0
2052	0
2053	0.003006882559085242
2054	0
205564	0
2055	0
2056	0
2057	0
2058	0
2059	0
2060	0
206358	0
2063	0
2064	0
2065	0
2066	0
2067	0
2068	0
2069	-0.003344272985118444
2070	-0.004853206262664833
2071	0
2072	0
2074	0
2077	0
2078	0
2079	0
207	0
2081	0
208	0
2091	0
2098	0
2099	0
20	0
2100	0
2101	-5.0278461329559496e-5
2104	-1.2206150623197982e-4
2107	0
2108	0
2109	0
210	0
2110	0
2113	0
2114	0
2115	0
2116	0
2117	0
2118	0
2119	0.0074340428486517895
211	0
2120	-4.481746174215722e-4
2122	0
2123	-0.01901847314004507
2124	-0.009767851795598281
2125	0
2128	0
212	0.01677878733347862
2130	0
2131	1.1275363414231344e-4
