gene	female-adult-fine-3
1	0
10	0
100	0.023483848893096897
1000	-0.02148146081971071
10000	0
100009676	-0.0033387780914631536
10001	0.0055601960144454465
10002	0
10003	0.03396208951032122
10004	0.030645229171309053
100048912	0.022965004868950662
10005	-0.008637739670093144
10006	0
10007	-0.017833972725355324
10008	0.036743751309062087
10009	0
100093630	0.07727849665430833
100093698	0
1001	0
10010	0
100101467	0
100101938	-0.01602598751347427
10011	0
100113407	0
100124700	0.012416169746964115
100125288	-0.0072101132870466345
100126791	0.00534866408838545
100126793	0
100127888	0
100127983	-0.0023114661546796283
100128025	-0.0014137638698845292
100128071	0.03726396383808011
100128098	-0.06779305055444074
100128124	0.039158758082512186
100128126	-0.017306913699476945
100128139	0
100128164	0
100128191	0
100128239	-0.006720419823538785
100128325	-0.020185605978384282
100128554	0
100128590	-0.018859782105067068
100128640	9.300176166205454e-4
100128731	0.00727605188965832
100128750	0
100128782	0
100128788	0
100128881	-0.04234382977282963
100128893	0
100128927	0
100128946	0
100129128	0.005083667194088076
100129175	0
100129195	0.015870367578897305
100129196	0.018068127385574412
100129250	-0.009620548857354616
100129271	-0.014640729944609038
100129361	0.0017514884908913918
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0.02064614863668393
100129597	0
100129620	0
100129654	0
100129662	0
100129716	-0.05151106498022121
100129722	0
100129726	0
100129792	0.011055686059740213
100129794	0
100129827	-0.16443718433276366
100129845	0
100129858	0.006298967047474784
100129917	0.0055195616192649346
100129935	0
10013	-0.0012151411960687006
100130155	0.00404567884787845
100130249	0
100130264	0
100130331	0
100130357	0
100130449	0.009647877549998721
100130476	0.006193909762107523
100130519	0
100130522	0.029021117399758347
100130548	0
100130613	0
100130691	0
100130705	0.019380831099024044
100130717	-0.004812089867551272
100130733	0.008995362949627706
100130776	-0.014083560825467797
100130894	0
100130933	0
100130950	0
100130958	0.08130181417764477
100130967	0.004075904427708937
100131017	0
100131067	0.02508640487165739
100131117	-0.01587037235767509
100131138	-0.03788195504834306
100131187	0
100131211	0.014459988869656229
100131213	-0.023653076227086435
100131303	0
100131347	0
100131366	0
100131434	0.058153523466609146
100131496	0
100131655	0.016393752582241346
100131691	-0.0236829676570888
100131755	-0.010835856277140333
100131801	0.05917915874230525
100131814	0
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0.02418263649059032
100132476	0
100132596	0
100132677	0
100132891	-0.10788170513960849
100133205	0.04015713768351193
100133311	0
100133461	0
100133612	-0.032206493148819196
100133941	0
100133985	0.018034380651029035
100134229	0
100134259	0
100134368	0
100134713	0
100137047	0
10014	-0.007438095230972789
100141515	0
100144597	0
100144602	-0.002528972005814359
100144603	0.09233155318998464
100144748	0
10015	0
10016	-0.018945251947555312
100169752	0
100169989	0
10017	0.012402003128416545
100170229	0.004888827371721559
100170765	-0.029867924257749066
100170841	0
10018	-0.007627667298034994
100188893	0.01650146606361428
100188953	-0.020520240326234323
100189589	0
10019	0
100190938	0
100192379	9.421244149166496e-5
100192386	3.0074474285043305e-4
1002	0
10020	-5.780736491647979e-4
10021	0
10022	-0.0028992731252841073
10023	0
