gene	male-old_adult-fine-3
10000	0.006677949404638672
10001	-0.009414143758871183
10002	-0.003422314825743632
10003	0
100048912	0.008944194663640282
10004	0.011192199533964099
10005	0.008160293427951144
10006	-0.002212238015387876
10007	9.961839631051357e-4
10009	0.009639438761828134
1000	-0.03583785763344597
10010	6.627502862798628e-4
100126791	-0.010326679739914246
100128124	-0.018875099218870883
100128640	-0.031182419683861224
100129128	-0.013646585919419753
100129250	-4.3619864303579605e-4
100129271	3.398004891950609e-4
100129361	-0.015335779337958322
100129482	0.016842604057540206
100130331	-0.007255273692179024
100130449	0.0296146741104878
100132341	-0.004368702702290823
100132476	0
100134713	0.002270817790192764
100137047	-0.01395095281980499
10013	-0.010501203589132915
10014	0.014105769428950888
10015	0
10016	0
10017	-0.035845064645378406
100188893	0
10018	0.006139514869018701
10019	-0.02559177254462177
1001	-1.8449576367685267e-4
10020	-0.03330229094654431
10021	-0.008025822709734197
10022	0.022750955269326446
10023	-0.005685004773313069
10024	-0.0047013267456713255
10025	-0.00965694844066303
10026	0
100272147	-0.0037534774604833297
100287932	-0.0216548360128139
100288413	-0.008474257798966536
100289678	0.024450171435767647
100293516	0.006825664316752775
1002	-0.03609291390392698
100316904	-0.02291087731342002
10036	3.214367020689714e-4
10038	0.0046895022306708955
10039	0.0071493783697588464
1003	-0.012361674187694632
10040	0.04767061065575694
10042	0.012274136589590794
10043	0.02779440646384699
10045	0.03680107455141583
10046	0.05302886136241349
10047	0.019194136004182887
10048	-0.003564605886257137
10049	0.026883234243407605
1004	-0.010916983949496546
100505741	0.010906998131695869
100505761	0.005198256900933108
100505879	0
100505933	0
100506144	0.007597943644212218
100506469	-0.004940149354569094
100506504	0
100506571	-0.012325316943924067
100506581	-0.00845054155689269
100506963	0.017341210025639653
100507331	-1.1531337258042181e-4
100507436	0.10132158017841388
100507605	0
10050	-0.009667932660742264
10051	0.018595962059109857
10052	-0.01998476025290324
10053	0.008762688545930212
10054	0.008141648031755854
10055	-0.020203580066938846
10057	-2.944149470716547e-4
10058	0
10059	0.015158375359976354
1005	-0.005814232379360294
10060	0.0036497287228816192
10061	0
10062	-0.026086143510099115
10066	0
10067	6.690509623509474e-4
10069	0.03880393146253556
1006	-0.020067059830393634
10072	-5.020577300222882e-4
10073	-0.028739269224784113
10075	0
10076	-1.714512669325141e-4
10077	0.0015516664397137786
10078	0.015491407815917896
10079	-0.020813505333885023
1007	0
10083	0.009369319172482399
10084	-0.002310307709622278
10085	-0.012555468636478431
10086	0
10087	0.01447151341616521
10089	-9.108253411580778e-4
1008	0.005160441575679136
10090	-0.0034207663389943816
10092	0
10093	-0.002309423482594173
10095	0
10096	0
10097	-0.005970075750574457
10098	-0.03964229971198559
10099	-0.00321825249785978
1009	-0.002615763703772456
100	-0.05055723940657585
10100	0.06170876390525317
10101	-0.0011753164948949619
10102	-0.03142029560444911
10103	0
10105	-0.028288949350084913
10106	-0.01707551645191817
10107	0
10109	0
1010	0.010515510586879039
10110	5.085173983744871e-4
10111	4.985438559432764e-4
10112	0.015784383274367774
10113	0
10114	-0.013373759472924398
10116	0.0036262714177454367
10120	-0.0015560388848704341
10121	0
10123	-0.024181205912531707
10125	-0.018052104580683806
10126	0.025105614995355446
10127	-0.008456189134054973
10128	0.01662221090099166
10129	0.0018711201464897088
1012	-0.01763133040092613
10130	0
10131	-0.025306711623799206
10133	0.030338488995330863
10134	0
10135	-0.043900773886732816
10136	-0.012180422625114342
10137	0.01485435269111508
10138	0
10139	0
1013	0.0073064197657608295
10140	-0.03166623495523652
10141	0.012242729234296031
10142	0.022574470671614055
10144	-0.033064719695496195
10146	-0.005746701582120191
10147	-0.0020571654572703996
10148	0.03545896668743979
10149	0.017948694337108644
1014	0.026537205022332592
10150	0
10152	-0.016551362108804656
10153	0
10154	0.045776236078773264
10155	0.029005606047557145
10157	-0.013699954305230714
10158	0.003984514790206994
10159	0.011183128841239946
1015	0
10160	-0.018617235384424512
10161	0.015877157860051373
10162	0.006846580143613123
10163	0.0020871481203787088
10164	-0.002112954136821923
10165	0.02470417491277639
10166	-0.02446178241893768
10168	-0.009964359541469453
1016	0.011202509509596151
10170	-0.023153132954466332
10171	-0.043870205828723634
10174	-0.006453383158115134
10175	0.013018908271726038
10178	0
10179	0.015842336020193862
1017	-0.03137572756169761
10180	-0.017920841672355286
10181	-0.008878575372415229
10184	-0.010936729184418095
10186	-0.0046243110630668285
10188	8.67577150795866e-4
10190	0
10193	0
10195	-0.003099371705088057
10196	0.00648709710671456
10197	-0.019992345339004437
10198	0.05300321936993957
10199	-0.00682862311250215
1019	0
101	0
10200	0.007782983859746223
10201	0.02017193453942583
10202	0
10203	0.012730170173506982
10205	-0.0202507266327027
10206	-0.03436372355841152
10207	0.027898201159915544
10208	0.0017413286803637472
10209	0.007170881428094052
1020	0.025110228400562644
10210	-0.014151577794023384
10211	0.0033372290770609893
10212	0.0316036333205003
10213	0
10214	0.017197576449808395
10215	-0.0020369105031879772
10216	-0.01741862170998432
10217	0.0034702896097913894
10218	-0.005033729896974654
10219	0.005467819604313595
1021	-0.006187280877396724
10220	0
10221	0.025239291287919408
10223	-7.175854149295023e-4
10225	-0.03166891670120948
10226	0.019221451244740576
10227	-0.011380988267613926
10228	0.0015651155192198205
10229	0.031864260203031194
1022	0.00907707549232204
10230	0.011926463753057753
10231	0.033454937634698895
10232	-0.10398776576141909
10233	0.02574739871316326
10234	-7.801100386527851e-4
10235	-0.01931058385913484
10236	0.010619773272057617
10237	-0.014808210348706871
10238	0.001705166881271466
10240	-5.801275690212029e-4
10241	0.003277425910423997
10242	-0.019045161507531733
10243	0.014421338879052833
10244	0.012701536802786136
10245	0.01647206268206746
10246	-0.013238306390048957
10247	0
10248	0
10249	0
10250	0
10252	-0.06743406692453272
10253	-0.0886453929849744
10254	-0.018603298865167706
10255	0.02096250432589518
10256	0.007362321971838471
10257	0.004043810488972519
1025	-0.0012354272802254128
10260	0.0034134778243758417
10261	-0.02663541223363117
