gene	male-old_adult-fine-1
10000	-4.6311874848691556e-4
10001	-0.021475399253923198
10002	-0.0018537014161815505
10003	-0.002390385143484744
100048912	0
10004	0.00832739698277091
10005	0.025833876635242062
10006	-1.2817035024003074e-9
10007	-0.005492200582572694
10009	0.016986141657592543
1000	-0.01845026294352659
10010	1.107325606406597e-4
100126791	-0.012693268477869142
100128124	0.012950725758165449
100128640	-0.02522899900389831
100129128	0.03698038379601961
100129250	-0.012945986044706433
100129271	0
100129361	3.5209838510123694e-4
100129482	0.021917777285392407
100130331	0.004370434563562082
100130449	-0.0027390828318487304
100132341	0.012061443899857032
100132476	0
100134713	0
100137047	-0.019407125938801454
10013	-1.706208177126075e-9
10014	0.015092866756826992
10015	0.01161782755639048
10016	-0.0029663460314887312
10017	-0.018542023173098207
100188893	0.013584341758640707
10018	-0.010493186137543456
10019	0.0031506151395161047
1001	-7.701073698286508e-4
10020	-0.025130118253238028
10021	0.0015057558569353425
10022	0.016252179021931767
10023	-0.02196353337085129
10024	-0.017959883371527655
10025	-0.0235472858264833
10026	0.031519432171438856
100272147	0.003208408551938922
100287932	-0.019536892378079436
100288413	0.03142243900881046
100289678	1.3328365847929904e-10
100293516	-1.6381910475701628e-9
1002	0.018353318628579682
100316904	0.01586918568346375
10036	3.0038877722850156e-11
10038	0.019737599863481645
10039	0
1003	-0.0316429851145468
10040	0.019674569102271573
10042	0.021912831049273794
10043	0
10045	0.017650290335816807
10046	5.256187545316092e-10
10047	0.016123012019048637
10048	-2.0888502675067408e-10
10049	0.024813853633550213
1004	0.00974414835801153
100505741	5.892480362812049e-4
100505761	-0.014714981470291922
100505879	0
100505933	0.002535842789927233
100506144	-0.0037058793539252164
100506469	-0.007943560958315186
100506504	-2.0540770056674472e-10
100506571	-0.011128235078184449
100506581	-0.002920652274374394
100506963	0.0025508304996197185
100507331	0.01641924846634386
100507436	8.160072157454812e-10
100507605	-0.004578930111963675
10050	0.004953634005664425
10051	0.026348684972749777
10052	-0.0043229291464867104
10053	3.61476778301681e-10
10054	-0.008544077427633206
10055	-0.006147627067652316
10057	0.0032625529421365725
10058	0.001694341496019166
10059	9.549196911178438e-4
1005	0
10060	0.013125040966617605
10061	-0.0031336169581873104
10062	-0.018462837794352274
10066	6.10517895808228e-10
10067	2.7891738731268095e-11
10069	0.025805875479873893
1006	-0.01683899427003052
10072	0.025203165773922422
10073	-0.025463023149931187
10075	0.0051350007191928535
10076	0.013368447014473055
10077	0.015705060057942255
10078	0.007395653384194218
10079	0.014911301404105504
1007	-0.009908249251434607
10083	0.01045567085792557
10084	-0.007874616590327494
10085	-0.012474527386639536
10086	0.004648993380859922
10087	-0.0011398825111097863
10089	0
1008	-0.015301342932738446
10090	0
10092	-1.1304893784745067e-9
10093	0
10095	-0.0010041983130610502
10096	-0.00126779479085422
10097	6.520262793402991e-11
10098	-0.008495208807093205
10099	0.02052381739148808
1009	-0.036264612186965424
100	-0.08097399598145423
10100	0.04995539114366957
10101	-0.015782065262149866
10102	0.002538398175868491
10103	0.008146771846747197
10105	-0.02469595593376313
10106	-0.007870718616229476
10107	-9.834629663326886e-4
10109	-0.0051662174035706455
1010	0
10110	-0.014811126680045486
10111	0.03020726227693784
10112	0.026345593255937914
10113	-2.314552428128047e-10
10114	-0.013544894138593427
10116	1.6995163780933595e-10
10120	-0.005597139521093614
10121	2.4720557546566354e-11
10123	-0.013324790015709236
10125	0.0361823230115597
10126	0.001160496883683771
10127	-0.002994934092928968
10128	7.043031727691646e-4
10129	0.02151923047804577
1012	-0.005682300731463894
10130	6.623321998388603e-10
10131	-0.00835276114120992
10133	0.027696104218094524
10134	0.004291563879773634
10135	-0.019067151000927943
10136	-0.007423330981184533
10137	0.034105882107486656
10138	0.0031709715288431414
10139	-3.5257102015305374e-4
1013	0.018244297841328895
10140	-0.011934625475425861
10141	0
10142	0.014803245416204293
10144	0.006731971868366618
10146	0
10147	0.009694220785001918
10148	0.03925478330919717
10149	-0.04280309543458187
1014	-0.0010105993365060603
10150	0.019400941626755062
10152	-0.017068400956591973
10153	0.0034158002987465276
10154	0.017250964437752068
10155	0.001007624360939895
10157	-0.024752157448094524
10158	0.048153558528573996
10159	0.0014804075766406525
1015	0
10160	0
10161	-0.004035997578100017
10162	-0.008558837190453574
10163	-0.004017534711776533
10164	0.001711062638572395
10165	0.004501156918752853
10166	-0.013365149256326385
10168	-0.010472367977050171
1016	-0.005728829953491269
10170	0.0014422500769529754
10171	-0.019158754464505417
10174	0.01209008686836925
10175	0.004888734437525295
10178	0
10179	3.4464248143212745e-11
1017	-0.017839528133763403
10180	-0.011825651183631993
10181	-0.013718539364356101
10184	0.012896756635033955
10186	-0.009315942706733964
10188	1.8686663461357963e-10
10190	0.005896610153222112
10193	0.0011665597739070014
10195	0.009262081521682798
10196	0.0036525044919473834
10197	-0.0029853663150934194
10198	0
10199	0.00456034356005963
1019	-5.751384056955114e-4
101	-0.03306919241452841
10200	-0.010114895604243574
10201	0.007536467139261691
10202	0.02968853613140073
10203	0.04789128114283921
10205	-0.008571674687495569
10206	-0.016046443725207117
10207	0.008832536586814382
10208	0
10209	0.0011730823796978428
1020	0.0214303243590053
10210	-0.02988901539395972
10211	0.019623383596422496
10212	0.015983303272827404
10213	0.005446230974644364
10214	0
10215	-0.03132075619161479
10216	0.061036977385882846
10217	0.0016993744542309743
10218	0.011075582334004115
10219	-0.00869739848116445
1021	-0.02513957947324052
10220	0.006641964656988269
10221	0.03667787648688602
10223	0.03130368632476918
10225	-0.013890530595601283
10226	0.02152741624940008
10227	2.3033771153418575e-10
10228	0.005939232678221265
10229	0.03179967333923062
1022	-0.02046269217616572
10230	-0.006238531897486744
10231	-0.006418772312347474
10232	-0.04261406174705346
10233	0.029248488602273404
10234	0.028587642906914908
10235	-0.021367252064908065
10236	0.010036833079572932
10237	-0.019858002418155708
10238	0.013209103796362306
10240	-0.022484277474011445
10241	0.013653122199962543
10242	0.008733305339788413
10243	-0.007041908700354335
10244	-0.019665418996102017
10245	0.01484484976707828
10246	0
10247	0.027044333910441243
10248	0.017494948632580238
10249	4.907506390554118e-11
10250	-2.9513003880154446e-9
10252	-0.05037564370643537
10253	-0.013275139046756734
10254	-0.012678128527329469
10255	0.014528229350450558
10256	0.017284790073360645
10257	-0.04804203019867437
1025	2.722994477592187e-4
10260	-0.019682245161198517
10261	-0.020161734552172607
10262	0.022710352311451066
10263	0.013909938494366392
10265	2.0376679140623813e-6
10266	0.02865128251148414
10267	0.0012579663453860643
10268	-0.017305223529148244
10269	-0.015684294081971435
1026	0.046175590777701676
10270	-0.007811384577075807
10272	0.012775779132729934
10273	0.005272146772457306
10274	-0.004946892533180839
10276	-0.036070519423513685
10277	-0.01305203343510434
10278	0
10279	0.028303214266672937
1027	-0.03617011865177501
10280	0.0075928933716008515
10281	0
10282	-0.016039485778074066
10284	9.792821657298796e-12
10285	-0.008824494660543298
10286	3.006367934728875e-11
10287	0.006161095969690683
10288	-0.004077887464945731
10289	1.07962352195274e-10
1028	0.0156866061587592
10290	-0.002196394801462936
10291	0.006660695882356383
10293	-0.0029462012986991065
10294	-0.0032647165078024017
10295	-0.033597535430872995
10296	0.017591165778661547
10297	1.951596590396653e-10
10298	1.167040320721006e-10
10299	-0.008853084799800522
1029	0.04045913752373345
102	-0.010367438838321636
10300	-0.0012420324967150685
10301	0.012342384444785097
10302	-0.029608853925803813
10307	-5.184615159350877e-4
10308	-0.002082463255723488
10309	-0.0017867161006900343
1030	0.008173845382799692
10311	-0.011930366686739833
