gene	female-infant-fine-3
10000	-0.005980202718133274
10001	0
10002	0
10003	0.00834963410865512
100048912	0
10004	-0.012060343630049888
10005	0.001461234623788255
10006	0
10007	0.0015489300282732611
10009	-0.002584238631606171
1000	0.004815791917838769
10010	0
100126791	0
100128124	0
100128640	0
100129128	0
100129250	0.0033228446386407763
100129271	0.0017247536054708274
100129361	0
100129482	0
100130331	0
100130449	0
100132341	0
100132476	0
100134713	0.0016082260408602689
100137047	0
10013	0
10014	0
10015	-0.001877694198039449
10016	0
10017	0
100188893	0
10018	0
10019	0
1001	0.010910332420096532
10020	-0.008250360652407055
10021	0
10022	-0.0027146086374789176
10023	0.006163197907108062
10024	-3.8353921919458307e-4
10025	0
10026	0
100272147	0
100287932	0.0034684014984657815
100288413	0
100289678	0.0022121796475891254
100293516	-0.012248879074547152
1002	0
100316904	-0.007318152368656205
10036	0
10038	-0.002383411087217974
10039	-0.008102770983300511
1003	-0.006924217250820415
10040	-0.021230498987983456
10042	-0.004929015152493505
10043	0
10045	0
10046	0
10047	0
10048	0.00315869067076465
10049	-0.005531933605886886
1004	0
100505741	0.008280783617266384
100505761	0.0035391024133853348
100505879	0
100505933	0
100506144	-0.01796827971479349
100506469	-0.0010585280450233913
100506504	0.003716415243394672
100506571	0
100506581	-0.0020118606269242632
100506963	0
100507331	0
100507436	-0.04417075507281587
100507605	0
10050	0
10051	0.010315429373208814
10052	0
10053	0.0016672741118937168
10054	0
10055	-0.0055354863209220884
10057	-0.01409469668844551
10058	0
10059	0
1005	0.006101791527566701
10060	0
10061	0
10062	-0.01260797666526635
10066	-7.40900537379995e-4
10067	0
10069	0.004564518667590698
1006	0
10072	0
10073	-0.0020783501363427514
10075	0
10076	0.009190329785621768
10077	0.00388481163546245
10078	0
10079	0.015703494269553992
1007	0
10083	-2.2414639775600082e-4
10084	0
10085	0
10086	0
10087	0
10089	-0.0035737689520881177
1008	-0.007575136839237041
10090	0.005425461831032479
10092	-0.0033620160909437202
10093	0
10095	0
10096	0
10097	-2.3740314840911555e-4
10098	0
10099	0.018055357727293973
1009	-0.005410785665540468
100	0.020919979937431894
10100	0.01438893306708241
10101	-0.005579104820571087
10102	0
10103	0.0018027659962019447
10105	0
10106	-0.003831450195358306
10107	0
10109	0
1010	-0.007781332731063156
10110	-0.0012640954243877366
10111	0.0016620724040556885
10112	0
10113	-7.724345358300369e-4
10114	-0.007930354323223688
10116	0
10120	0
10121	0
10123	0.011583309981585698
10125	0
10126	1.4716281710632008e-4
10127	0
10128	0
10129	-0.009410329969092596
1012	0.007066161241936216
10130	-0.006542191723214242
10131	0
10133	5.791819367630908e-4
10134	-0.00639853134168832
10135	0.0017316725833475693
10136	-0.0029564737840884424
10137	0.0037684977542633735
10138	0
10139	-7.21131493236736e-5
1013	0
10140	0.0076051525288257996
10141	-0.002590097941768567
10142	-0.0092199061805241
10144	0.004793361179152035
10146	0
10147	0.005119394503145149
10148	0.007178991887335786
10149	0
1014	-0.0017454895172640096
10150	0
10152	-0.002072649957662265
10153	0
10154	0
10155	0.0032932743467082894
10157	-0.002696113867479485
10158	-0.06398173643430745
10159	0.0035438514898651365
1015	0
10160	0
10161	0.005020225045863857
10162	3.876766360750688e-6
10163	0
10164	0
10165	0
10166	0
10168	0
1016	0
10170	0.010082220918610076
10171	0
10174	0
10175	0
10178	0.007177162331867581
10179	0.006907550811673459
1017	-7.205529691146279e-4
10180	0
10181	0
10184	0.004916897535776926
10186	-0.017928439317462422
10188	0
10190	0
10193	-0.004365844122460954
10195	0.0025863384426246315
10196	5.350058470617319e-4
10197	0
10198	0
10199	-0.008255381439002894
1019	0
101	9.892688157587559e-4
10200	0.0020654693654937714
10201	0
10202	-0.005345305580267632
10203	0.014586459695661348
10205	-1.8192101251017853e-4
10206	0.0032024270264817095
10207	-0.0029053900733656476
10208	0
10209	0
1020	0.0030519189809160453
10210	0
10211	-0.0027443565440560817
10212	0
10213	-0.0016051368354636191
10214	0
10215	0
10216	-0.0029292438715248946
10217	-0.011883964738535391
10218	0
10219	-0.004782052818027965
1021	9.115005206797287e-4
10220	0
10221	3.0875206736078733e-4
10223	0.012454986563907438
10225	0
10226	0.006036972113947162
10227	0.001742313277321551
10228	-0.0029353978161337957
10229	0
1022	-0.007192776662962666
10230	0
10231	-0.002635170422659255
10232	0
10233	0
10234	-0.011256752756597276
10235	0
10236	0
10237	0
10238	0
10240	-0.006920039869585662
10241	0
10242	0
10243	0
10244	0
10245	-0.011395521627071742
10246	0
10247	0.006948564284904238
10248	0
10249	0.003967798225381886
10250	-0.00792250148323531
10252	0.006846354527859047
10253	0
10254	0
10255	-0.0031302349546245495
10256	0
10257	0.006239873286205764
1025	0
10260	0.009285158528779425
10261	0.0034289590479181288
10262	0
10263	0
10265	0
10266	0
10267	0.009483459678997342
10268	0.003943526390737265
10269	-0.001135154277251738
1026	2.8602751501744406e-4
10270	0
10272	0
10273	0
10274	-0.008939098824801064
10276	0
10277	0
10278	4.803383786859377e-4
10279	-0.006093227663024594
1027	0
10280	0
10281	0
10282	-0.004462896031389172
10284	-0.001196853883087759
10285	0
10286	0
10287	-0.004260524934727359
10288	0.002287891018443346
10289	0
1028	0.01375582313122668
10290	0
10291	-0.0029024401309388826
10293	-0.011161624208215957
10294	0
10295	0.003323682784593134
10296	0
10297	5.631089611852142e-4
10298	0
10299	-0.005251083777157803
1029	-0.0029839255635459383
102	0
10300	0
10301	0.009538287495162499
10302	0
10307	0
10308	0
10309	0
1030	0.0063081403181711225
10311	-0.0010415856688115064
10312	-0.00833521001312029
10313	0
10314	-0.004644813342023316
10316	-0.006807943697439536
10317	-0.002094256289608936
10318	0
10319	0.004618024668048184
1031	-0.0024859033339190884
10320	-0.0019153923960652098
10321	-0.0014702227844132349
10322	0
10324	-0.00625433027378497
10325	0
10327	0
10328	0
10329	-0.0034181739154908273
1032	0.009515576249410677
10330	-0.0028272544589408497
10331	0
10332	0
10333	-0.01436339325329336
10336	0.004875377171282057
1033	-0.00888102406970933
10342	-0.0019080389218613864
10343	0.006476155829049323
10346	0
10347	0
10351	-0.012108910506831022
10352	-0.0019493947556291184
10360	0.0044393064852895165
10362	0.0058475567257285765
10363	0
10365	0.007629125873609786
10367	0
10368	0
10369	0
1036	7.908292581761417e-5
10370	0
10371	-0.0011072417930049951
10376	-0.001339126310895964
10379	0
10381	0
10382	0.006446255268851523
10383	0
10384	-0.00420694952361692
10385	0
10388	0
10389	0
1038	-0.006766649101906634
