gene	group
84527	neg_female-middle_adult-fine-1
84624	neg_female-middle_adult-fine-1
84680	neg_female-middle_adult-fine-1
84695	neg_female-middle_adult-fine-1
84727	neg_female-middle_adult-fine-1
84804	neg_female-middle_adult-fine-1
84807	neg_female-middle_adult-fine-1
84856	neg_female-middle_adult-fine-1
84879	neg_female-middle_adult-fine-1
8490	neg_female-middle_adult-fine-1
84911	neg_female-middle_adult-fine-1
84914	neg_female-middle_adult-fine-1
84954	neg_female-middle_adult-fine-1
84966	neg_female-middle_adult-fine-1
84969	neg_female-middle_adult-fine-1
85016	neg_female-middle_adult-fine-1
8531	neg_female-middle_adult-fine-1
85465	neg_female-middle_adult-fine-1
85479	neg_female-middle_adult-fine-1
8569	neg_female-middle_adult-fine-1
8632	neg_female-middle_adult-fine-1
8635	neg_female-middle_adult-fine-1
8778	neg_female-middle_adult-fine-1
8809	neg_female-middle_adult-fine-1
8820	neg_female-middle_adult-fine-1
8863	neg_female-middle_adult-fine-1
8876	neg_female-middle_adult-fine-1
8895	neg_female-middle_adult-fine-1
8910	neg_female-middle_adult-fine-1
8934	neg_female-middle_adult-fine-1
89932	neg_female-middle_adult-fine-1
90024	neg_female-middle_adult-fine-1
90416	neg_female-middle_adult-fine-1
9086	neg_female-middle_adult-fine-1
9091	neg_female-middle_adult-fine-1
91151	neg_female-middle_adult-fine-1
9124	neg_female-middle_adult-fine-1
91851	neg_female-middle_adult-fine-1
92346	neg_female-middle_adult-fine-1
92610	neg_female-middle_adult-fine-1
92737	neg_female-middle_adult-fine-1
92747	neg_female-middle_adult-fine-1
928	neg_female-middle_adult-fine-1
9290	neg_female-middle_adult-fine-1
93010	neg_female-middle_adult-fine-1
9315	neg_female-middle_adult-fine-1
9381	neg_female-middle_adult-fine-1
93979	neg_female-middle_adult-fine-1
9398	neg_female-middle_adult-fine-1
9447	neg_female-middle_adult-fine-1
9576	neg_female-middle_adult-fine-1
9577	neg_female-middle_adult-fine-1
9586	neg_female-middle_adult-fine-1
9622	neg_female-middle_adult-fine-1
9627	neg_female-middle_adult-fine-1
9651	neg_female-middle_adult-fine-1
9671	neg_female-middle_adult-fine-1
9706	neg_female-middle_adult-fine-1
978	neg_female-middle_adult-fine-1
9956	neg_female-middle_adult-fine-1
9980	neg_female-middle_adult-fine-1
1000	pos_female-middle_adult-fine-2
10004	pos_female-middle_adult-fine-2
100131755	pos_female-middle_adult-fine-2
100133941	pos_female-middle_adult-fine-2
100287569	pos_female-middle_adult-fine-2
10038	pos_female-middle_adult-fine-2
10039	pos_female-middle_adult-fine-2
100505622	pos_female-middle_adult-fine-2
100505664	pos_female-middle_adult-fine-2
100505812	pos_female-middle_adult-fine-2
100506115	pos_female-middle_adult-fine-2
100506380	pos_female-middle_adult-fine-2
100506714	pos_female-middle_adult-fine-2
100506922	pos_female-middle_adult-fine-2
100507064	pos_female-middle_adult-fine-2
100507303	pos_female-middle_adult-fine-2
100533106	pos_female-middle_adult-fine-2
100820829	pos_female-middle_adult-fine-2
100873930	pos_female-middle_adult-fine-2
100874362	pos_female-middle_adult-fine-2
10158	pos_female-middle_adult-fine-2
10180	pos_female-middle_adult-fine-2
101927111	pos_female-middle_adult-fine-2
101927115	pos_female-middle_adult-fine-2
101927460	pos_female-middle_adult-fine-2
101928031	pos_female-middle_adult-fine-2
101928227	pos_female-middle_adult-fine-2
101928820	pos_female-middle_adult-fine-2
101930114	pos_female-middle_adult-fine-2
10205	pos_female-middle_adult-fine-2
1021	pos_female-middle_adult-fine-2
102157402	pos_female-middle_adult-fine-2
10232	pos_female-middle_adult-fine-2
10267	pos_female-middle_adult-fine-2
102724094	pos_female-middle_adult-fine-2
102724368	pos_female-middle_adult-fine-2
102724508	pos_female-middle_adult-fine-2
1028	pos_female-middle_adult-fine-2
10290	pos_female-middle_adult-fine-2
103	pos_female-middle_adult-fine-2
10317	pos_female-middle_adult-fine-2
10351	pos_female-middle_adult-fine-2
1047	pos_female-middle_adult-fine-2
10501	pos_female-middle_adult-fine-2
10581	pos_female-middle_adult-fine-2
10628	pos_female-middle_adult-fine-2
10781	pos_female-middle_adult-fine-2
10783	pos_female-middle_adult-fine-2
10811	pos_female-middle_adult-fine-2
10817	pos_female-middle_adult-fine-2
10842	pos_female-middle_adult-fine-2
10849	pos_female-middle_adult-fine-2
10873	pos_female-middle_adult-fine-2
10911	pos_female-middle_adult-fine-2
10923	pos_female-middle_adult-fine-2
11013	pos_female-middle_adult-fine-2
1102	pos_female-middle_adult-fine-2
11056	pos_female-middle_adult-fine-2
11069	pos_female-middle_adult-fine-2
11117	pos_female-middle_adult-fine-2
11119	pos_female-middle_adult-fine-2
11148	pos_female-middle_adult-fine-2
1119	pos_female-middle_adult-fine-2
11197	pos_female-middle_adult-fine-2
113026	pos_female-middle_adult-fine-2
1131	pos_female-middle_adult-fine-2
11339	pos_female-middle_adult-fine-2
114907	pos_female-middle_adult-fine-2
115817	pos_female-middle_adult-fine-2
115825	pos_female-middle_adult-fine-2
117156	pos_female-middle_adult-fine-2
117177	pos_female-middle_adult-fine-2
118788	pos_female-middle_adult-fine-2
119	pos_female-middle_adult-fine-2
12	pos_female-middle_adult-fine-2
120071	pos_female-middle_adult-fine-2
120103	pos_female-middle_adult-fine-2
123096	pos_female-middle_adult-fine-2
1232	pos_female-middle_adult-fine-2
1233	pos_female-middle_adult-fine-2
1234	pos_female-middle_adult-fine-2
1237	pos_female-middle_adult-fine-2
125336	pos_female-middle_adult-fine-2
125965	pos_female-middle_adult-fine-2
126410	pos_female-middle_adult-fine-2
1265	pos_female-middle_adult-fine-2
127	pos_female-middle_adult-fine-2
127795	pos_female-middle_adult-fine-2
128153	pos_female-middle_adult-fine-2
128817	pos_female-middle_adult-fine-2
1293	pos_female-middle_adult-fine-2
1294	pos_female-middle_adult-fine-2
1299	pos_female-middle_adult-fine-2
130	pos_female-middle_adult-fine-2
130162	pos_female-middle_adult-fine-2
130576	pos_female-middle_adult-fine-2
1308	pos_female-middle_adult-fine-2
131540	pos_female-middle_adult-fine-2
131583	pos_female-middle_adult-fine-2
132332	pos_female-middle_adult-fine-2
133396	pos_female-middle_adult-fine-2
134	pos_female-middle_adult-fine-2
134145	pos_female-middle_adult-fine-2
1360	pos_female-middle_adult-fine-2
1363	pos_female-middle_adult-fine-2
1366	pos_female-middle_adult-fine-2
136853	pos_female-middle_adult-fine-2
137835	pos_female-middle_adult-fine-2
138162	pos_female-middle_adult-fine-2
138948	pos_female-middle_adult-fine-2
1397	pos_female-middle_adult-fine-2
140465	pos_female-middle_adult-fine-2
140597	pos_female-middle_adult-fine-2
140699	pos_female-middle_adult-fine-2
143570	pos_female-middle_adult-fine-2
144193	pos_female-middle_adult-fine-2
145226	pos_female-middle_adult-fine-2
145508	pos_female-middle_adult-fine-2
145837	pos_female-middle_adult-fine-2
146429	pos_female-middle_adult-fine-2
146713	pos_female-middle_adult-fine-2
1469	pos_female-middle_adult-fine-2
147463	pos_female-middle_adult-fine-2
1475	pos_female-middle_adult-fine-2
148268	pos_female-middle_adult-fine-2
148398	pos_female-middle_adult-fine-2
148423	pos_female-middle_adult-fine-2
150248	pos_female-middle_adult-fine-2
150365	pos_female-middle_adult-fine-2
151963	pos_female-middle_adult-fine-2
152002	pos_female-middle_adult-fine-2
152098	pos_female-middle_adult-fine-2
152404	pos_female-middle_adult-fine-2
152503	pos_female-middle_adult-fine-2
152756	pos_female-middle_adult-fine-2
153643	pos_female-middle_adult-fine-2
155368	pos_female-middle_adult-fine-2
155465	pos_female-middle_adult-fine-2
1555	pos_female-middle_adult-fine-2
158763	pos_female-middle_adult-fine-2
160365	pos_female-middle_adult-fine-2
162394	pos_female-middle_adult-fine-2
163131	pos_female-middle_adult-fine-2
1643	pos_female-middle_adult-fine-2
1669	pos_female-middle_adult-fine-2
1674	pos_female-middle_adult-fine-2
1678	pos_female-middle_adult-fine-2
1690	pos_female-middle_adult-fine-2
169792	pos_female-middle_adult-fine-2
170302	pos_female-middle_adult-fine-2
1748	pos_female-middle_adult-fine-2
1757	pos_female-middle_adult-fine-2
1777	pos_female-middle_adult-fine-2
1827	pos_female-middle_adult-fine-2
1837	pos_female-middle_adult-fine-2
1870	pos_female-middle_adult-fine-2
1889	pos_female-middle_adult-fine-2
19	pos_female-middle_adult-fine-2
1908	pos_female-middle_adult-fine-2
196883	pos_female-middle_adult-fine-2
200010	pos_female-middle_adult-fine-2
200205	pos_female-middle_adult-fine-2
200407	pos_female-middle_adult-fine-2
2069	pos_female-middle_adult-fine-2
2104	pos_female-middle_adult-fine-2
213	pos_female-middle_adult-fine-2
214	pos_female-middle_adult-fine-2
2149	pos_female-middle_adult-fine-2
221184	pos_female-middle_adult-fine-2
2213	pos_female-middle_adult-fine-2
221476	pos_female-middle_adult-fine-2
221545	pos_female-middle_adult-fine-2
221935	pos_female-middle_adult-fine-2
2254	pos_female-middle_adult-fine-2
2261	pos_female-middle_adult-fine-2
2272	pos_female-middle_adult-fine-2
2273	pos_female-middle_adult-fine-2
22795	pos_female-middle_adult-fine-2
22941	pos_female-middle_adult-fine-2
22982	pos_female-middle_adult-fine-2
23120	pos_female-middle_adult-fine-2
23237	pos_female-middle_adult-fine-2
2324	pos_female-middle_adult-fine-2
23307	pos_female-middle_adult-fine-2
23353	pos_female-middle_adult-fine-2
23395	pos_female-middle_adult-fine-2
23406	pos_female-middle_adult-fine-2
23430	pos_female-middle_adult-fine-2
23508	pos_female-middle_adult-fine-2
23532	pos_female-middle_adult-fine-2
2354	pos_female-middle_adult-fine-2
23601	pos_female-middle_adult-fine-2
23641	pos_female-middle_adult-fine-2
23654	pos_female-middle_adult-fine-2
24141	pos_female-middle_adult-fine-2
245711	pos_female-middle_adult-fine-2
246269	pos_female-middle_adult-fine-2
253018	pos_female-middle_adult-fine-2
253461	pos_female-middle_adult-fine-2
2549	pos_female-middle_adult-fine-2
255027	pos_female-middle_adult-fine-2
255119	pos_female-middle_adult-fine-2
256158	pos_female-middle_adult-fine-2
256435	pos_female-middle_adult-fine-2
257019	pos_female-middle_adult-fine-2
25793	pos_female-middle_adult-fine-2
25801	pos_female-middle_adult-fine-2
25821	pos_female-middle_adult-fine-2
25827	pos_female-middle_adult-fine-2
25895	pos_female-middle_adult-fine-2
259236	pos_female-middle_adult-fine-2
25925	pos_female-middle_adult-fine-2
26206	pos_female-middle_adult-fine-2
2628	pos_female-middle_adult-fine-2
26471	pos_female-middle_adult-fine-2
26515	pos_female-middle_adult-fine-2
2662	pos_female-middle_adult-fine-2
266675	pos_female-middle_adult-fine-2
2675	pos_female-middle_adult-fine-2
26784	pos_female-middle_adult-fine-2
2696	pos_female-middle_adult-fine-2
26999	pos_female-middle_adult-fine-2
27010	pos_female-middle_adult-fine-2
27131	pos_female-middle_adult-fine-2
27175	pos_female-middle_adult-fine-2
2736	pos_female-middle_adult-fine-2
28	pos_female-middle_adult-fine-2
2811	pos_female-middle_adult-fine-2
28231	pos_female-middle_adult-fine-2
283	pos_female-middle_adult-fine-2
283089	pos_female-middle_adult-fine-2
283120	pos_female-middle_adult-fine-2
283208	pos_female-middle_adult-fine-2
283489	pos_female-middle_adult-fine-2
283663	pos_female-middle_adult-fine-2
2838	pos_female-middle_adult-fine-2
283849	pos_female-middle_adult-fine-2
284013	pos_female-middle_adult-fine-2
284076	pos_female-middle_adult-fine-2
284485	pos_female-middle_adult-fine-2
284525	pos_female-middle_adult-fine-2
284801	pos_female-middle_adult-fine-2
28513	pos_female-middle_adult-fine-2
285193	pos_female-middle_adult-fine-2
285349	pos_female-middle_adult-fine-2
285389	pos_female-middle_adult-fine-2
285512	pos_female-middle_adult-fine-2
285668	pos_female-middle_adult-fine-2
285761	pos_female-middle_adult-fine-2
287	pos_female-middle_adult-fine-2
2878	pos_female-middle_adult-fine-2
2892	pos_female-middle_adult-fine-2
29089	pos_female-middle_adult-fine-2
29092	pos_female-middle_adult-fine-2
2947	pos_female-middle_adult-fine-2
2948	pos_female-middle_adult-fine-2
29765	pos_female-middle_adult-fine-2
29909	pos_female-middle_adult-fine-2
29911	pos_female-middle_adult-fine-2
30000	pos_female-middle_adult-fine-2
3035	pos_female-middle_adult-fine-2
30845	pos_female-middle_adult-fine-2
30848	pos_female-middle_adult-fine-2
309	pos_female-middle_adult-fine-2
3099	pos_female-middle_adult-fine-2
3162	pos_female-middle_adult-fine-2
3195	pos_female-middle_adult-fine-2
3212	pos_female-middle_adult-fine-2
3240	pos_female-middle_adult-fine-2
3290	pos_female-middle_adult-fine-2
331	pos_female-middle_adult-fine-2
338382	pos_female-middle_adult-fine-2
338440	pos_female-middle_adult-fine-2
3386	pos_female-middle_adult-fine-2
338811	pos_female-middle_adult-fine-2
339230	pos_female-middle_adult-fine-2
339512	pos_female-middle_adult-fine-2
339541	pos_female-middle_adult-fine-2
3397	pos_female-middle_adult-fine-2
339804	pos_female-middle_adult-fine-2
340348	pos_female-middle_adult-fine-2
342918	pos_female-middle_adult-fine-2
3433	pos_female-middle_adult-fine-2
343990	pos_female-middle_adult-fine-2
3475	pos_female-middle_adult-fine-2
3479	pos_female-middle_adult-fine-2
3487	pos_female-middle_adult-fine-2
351	pos_female-middle_adult-fine-2
3569	pos_female-middle_adult-fine-2
3576	pos_female-middle_adult-fine-2
358	pos_female-middle_adult-fine-2
3606	pos_female-middle_adult-fine-2
3660	pos_female-middle_adult-fine-2
3690	pos_female-middle_adult-fine-2
374864	pos_female-middle_adult-fine-2
3805	pos_female-middle_adult-fine-2
3848	pos_female-middle_adult-fine-2
388743	pos_female-middle_adult-fine-2
388796	pos_female-middle_adult-fine-2
388799	pos_female-middle_adult-fine-2
3990	pos_female-middle_adult-fine-2
3991	pos_female-middle_adult-fine-2
399694	pos_female-middle_adult-fine-2
4043	pos_female-middle_adult-fine-2
4050	pos_female-middle_adult-fine-2
4054	pos_female-middle_adult-fine-2
4066	pos_female-middle_adult-fine-2
4067	pos_female-middle_adult-fine-2
406988	pos_female-middle_adult-fine-2
4070	pos_female-middle_adult-fine-2
407026	pos_female-middle_adult-fine-2
4072	pos_female-middle_adult-fine-2
4085	pos_female-middle_adult-fine-2
4094	pos_female-middle_adult-fine-2
414332	pos_female-middle_adult-fine-2
4208	pos_female-middle_adult-fine-2
4234	pos_female-middle_adult-fine-2
4256	pos_female-middle_adult-fine-2
4267	pos_female-middle_adult-fine-2
4287	pos_female-middle_adult-fine-2
4318	pos_female-middle_adult-fine-2
441094	pos_female-middle_adult-fine-2
441549	pos_female-middle_adult-fine-2
4504	pos_female-middle_adult-fine-2
4593	pos_female-middle_adult-fine-2
4599	pos_female-middle_adult-fine-2
4627	pos_female-middle_adult-fine-2
463	pos_female-middle_adult-fine-2
4651	pos_female-middle_adult-fine-2
4674	pos_female-middle_adult-fine-2
4689	pos_female-middle_adult-fine-2
473	pos_female-middle_adult-fine-2
4772	pos_female-middle_adult-fine-2
4830	pos_female-middle_adult-fine-2
4846	pos_female-middle_adult-fine-2
4853	pos_female-middle_adult-fine-2
4940	pos_female-middle_adult-fine-2
4974	pos_female-middle_adult-fine-2
50511	pos_female-middle_adult-fine-2
51010	pos_female-middle_adult-fine-2
51018	pos_female-middle_adult-fine-2
51019	pos_female-middle_adult-fine-2
51148	pos_female-middle_adult-fine-2
51157	pos_female-middle_adult-fine-2
51186	pos_female-middle_adult-fine-2
51192	pos_female-middle_adult-fine-2
51205	pos_female-middle_adult-fine-2
51222	pos_female-middle_adult-fine-2
51265	pos_female-middle_adult-fine-2
51330	pos_female-middle_adult-fine-2
51338	pos_female-middle_adult-fine-2
51398	pos_female-middle_adult-fine-2
5159	pos_female-middle_adult-fine-2
5175	pos_female-middle_adult-fine-2
51807	pos_female-middle_adult-fine-2
51816	pos_female-middle_adult-fine-2
5228	pos_female-middle_adult-fine-2
5266	pos_female-middle_adult-fine-2
5284	pos_female-middle_adult-fine-2
5317	pos_female-middle_adult-fine-2
5318	pos_female-middle_adult-fine-2
53346	pos_female-middle_adult-fine-2
5360	pos_female-middle_adult-fine-2
5362	pos_female-middle_adult-fine-2
53637	pos_female-middle_adult-fine-2
5376	pos_female-middle_adult-fine-2
54332	pos_female-middle_adult-fine-2
54360	pos_female-middle_adult-fine-2
5443	pos_female-middle_adult-fine-2
54443	pos_female-middle_adult-fine-2
54536	pos_female-middle_adult-fine-2
54555	pos_female-middle_adult-fine-2
54620	pos_female-middle_adult-fine-2
54814	pos_female-middle_adult-fine-2
54949	pos_female-middle_adult-fine-2
54981	pos_female-middle_adult-fine-2
55027	pos_female-middle_adult-fine-2
55062	pos_female-middle_adult-fine-2
5507	pos_female-middle_adult-fine-2
55079	pos_female-middle_adult-fine-2
55080	pos_female-middle_adult-fine-2
55211	pos_female-middle_adult-fine-2
55212	pos_female-middle_adult-fine-2
55321	pos_female-middle_adult-fine-2
55384	pos_female-middle_adult-fine-2
55504	pos_female-middle_adult-fine-2
55544	pos_female-middle_adult-fine-2
55565	pos_female-middle_adult-fine-2
55600	pos_female-middle_adult-fine-2
55672	pos_female-middle_adult-fine-2
55777	pos_female-middle_adult-fine-2
55790	pos_female-middle_adult-fine-2
55839	pos_female-middle_adult-fine-2
55840	pos_female-middle_adult-fine-2
55859	pos_female-middle_adult-fine-2
55906	pos_female-middle_adult-fine-2
55972	pos_female-middle_adult-fine-2
55973	pos_female-middle_adult-fine-2
56000	pos_female-middle_adult-fine-2
56106	pos_female-middle_adult-fine-2
56124	pos_female-middle_adult-fine-2
56128	pos_female-middle_adult-fine-2
5629	pos_female-middle_adult-fine-2
563	pos_female-middle_adult-fine-2
56479	pos_female-middle_adult-fine-2
56521	pos_female-middle_adult-fine-2
5654	pos_female-middle_adult-fine-2
566	pos_female-middle_adult-fine-2
56654	pos_female-middle_adult-fine-2
56776	pos_female-middle_adult-fine-2
56892	pos_female-middle_adult-fine-2
56922	pos_female-middle_adult-fine-2
56938	pos_female-middle_adult-fine-2
56948	pos_female-middle_adult-fine-2
57001	pos_female-middle_adult-fine-2
57016	pos_female-middle_adult-fine-2
57110	pos_female-middle_adult-fine-2
57125	pos_female-middle_adult-fine-2
57143	pos_female-middle_adult-fine-2
57213	pos_female-middle_adult-fine-2
57214	pos_female-middle_adult-fine-2
57348	pos_female-middle_adult-fine-2
57415	pos_female-middle_adult-fine-2
57486	pos_female-middle_adult-fine-2
57510	pos_female-middle_adult-fine-2
57513	pos_female-middle_adult-fine-2
57546	pos_female-middle_adult-fine-2
5763	pos_female-middle_adult-fine-2
57819	pos_female-middle_adult-fine-2
57834	pos_female-middle_adult-fine-2
57863	pos_female-middle_adult-fine-2
5797	pos_female-middle_adult-fine-2
5806	pos_female-middle_adult-fine-2
5816	pos_female-middle_adult-fine-2
58189	pos_female-middle_adult-fine-2
583	pos_female-middle_adult-fine-2
58494	pos_female-middle_adult-fine-2
58504	pos_female-middle_adult-fine-2
59067	pos_female-middle_adult-fine-2
5934	pos_female-middle_adult-fine-2
5935	pos_female-middle_adult-fine-2
5939	pos_female-middle_adult-fine-2
602	pos_female-middle_adult-fine-2
6035	pos_female-middle_adult-fine-2
6038	pos_female-middle_adult-fine-2
6039	pos_female-middle_adult-fine-2
60437	pos_female-middle_adult-fine-2
60468	pos_female-middle_adult-fine-2
6095	pos_female-middle_adult-fine-2
619208	pos_female-middle_adult-fine-2
6261	pos_female-middle_adult-fine-2
6276	pos_female-middle_adult-fine-2
6280	pos_female-middle_adult-fine-2
63027	pos_female-middle_adult-fine-2
6314	pos_female-middle_adult-fine-2
6352	pos_female-middle_adult-fine-2
6364	pos_female-middle_adult-fine-2
63895	pos_female-middle_adult-fine-2
63941	pos_female-middle_adult-fine-2
6401	pos_female-middle_adult-fine-2
64063	pos_female-middle_adult-fine-2
64101	pos_female-middle_adult-fine-2
64109	pos_female-middle_adult-fine-2
64122	pos_female-middle_adult-fine-2
64129	pos_female-middle_adult-fine-2
64149	pos_female-middle_adult-fine-2
6422	pos_female-middle_adult-fine-2
642273	pos_female-middle_adult-fine-2
6423	pos_female-middle_adult-fine-2
642475	pos_female-middle_adult-fine-2
642587	pos_female-middle_adult-fine-2
64388	pos_female-middle_adult-fine-2
643988	pos_female-middle_adult-fine-2
64412	pos_female-middle_adult-fine-2
6450	pos_female-middle_adult-fine-2
6452	pos_female-middle_adult-fine-2
64757	pos_female-middle_adult-fine-2
64761	pos_female-middle_adult-fine-2
64943	pos_female-middle_adult-fine-2
65010	pos_female-middle_adult-fine-2
65078	pos_female-middle_adult-fine-2
65108	pos_female-middle_adult-fine-2
6512	pos_female-middle_adult-fine-2
6524	pos_female-middle_adult-fine-2
6543	pos_female-middle_adult-fine-2
6556	pos_female-middle_adult-fine-2
65997	pos_female-middle_adult-fine-2
6711	pos_female-middle_adult-fine-2
6712	pos_female-middle_adult-fine-2
672	pos_female-middle_adult-fine-2
677	pos_female-middle_adult-fine-2
6799	pos_female-middle_adult-fine-2
6847	pos_female-middle_adult-fine-2
6861	pos_female-middle_adult-fine-2
6899	pos_female-middle_adult-fine-2
7001	pos_female-middle_adult-fine-2
7029	pos_female-middle_adult-fine-2
7078	pos_female-middle_adult-fine-2
7173	pos_female-middle_adult-fine-2
7177	pos_female-middle_adult-fine-2
7216	pos_female-middle_adult-fine-2
7225	pos_female-middle_adult-fine-2
729083	pos_female-middle_adult-fine-2
7466	pos_female-middle_adult-fine-2
7469	pos_female-middle_adult-fine-2
7473	pos_female-middle_adult-fine-2
751071	pos_female-middle_adult-fine-2
759	pos_female-middle_adult-fine-2
7639	pos_female-middle_adult-fine-2
765	pos_female-middle_adult-fine-2
766	pos_female-middle_adult-fine-2
7704	pos_female-middle_adult-fine-2
771	pos_female-middle_adult-fine-2
785	pos_female-middle_adult-fine-2
78996	pos_female-middle_adult-fine-2
79071	pos_female-middle_adult-fine-2
79175	pos_female-middle_adult-fine-2
79183	pos_female-middle_adult-fine-2
79191	pos_female-middle_adult-fine-2
7940	pos_female-middle_adult-fine-2
79411	pos_female-middle_adult-fine-2
79589	pos_female-middle_adult-fine-2
79611	pos_female-middle_adult-fine-2
79658	pos_female-middle_adult-fine-2
79679	pos_female-middle_adult-fine-2
79690	pos_female-middle_adult-fine-2
79696	pos_female-middle_adult-fine-2
79738	pos_female-middle_adult-fine-2
79768	pos_female-middle_adult-fine-2
79815	pos_female-middle_adult-fine-2
7982	pos_female-middle_adult-fine-2
79828	pos_female-middle_adult-fine-2
79908	pos_female-middle_adult-fine-2
79971	pos_female-middle_adult-fine-2
80000	pos_female-middle_adult-fine-2
80201	pos_female-middle_adult-fine-2
8061	pos_female-middle_adult-fine-2
8076	pos_female-middle_adult-fine-2
81858	pos_female-middle_adult-fine-2
81890	pos_female-middle_adult-fine-2
825	pos_female-middle_adult-fine-2
8277	pos_female-middle_adult-fine-2
8302	pos_female-middle_adult-fine-2
8332	pos_female-middle_adult-fine-2
8339	pos_female-middle_adult-fine-2
8342	pos_female-middle_adult-fine-2
8343	pos_female-middle_adult-fine-2
8346	pos_female-middle_adult-fine-2
8352	pos_female-middle_adult-fine-2
83639	pos_female-middle_adult-fine-2
83660	pos_female-middle_adult-fine-2
83694	pos_female-middle_adult-fine-2
83758	pos_female-middle_adult-fine-2
83854	pos_female-middle_adult-fine-2
83872	pos_female-middle_adult-fine-2
83983	pos_female-middle_adult-fine-2
83992	pos_female-middle_adult-fine-2
84100	pos_female-middle_adult-fine-2
84245	pos_female-middle_adult-fine-2
84417	pos_female-middle_adult-fine-2
84530	pos_female-middle_adult-fine-2
84547	pos_female-middle_adult-fine-2
84645	pos_female-middle_adult-fine-2
8470	pos_female-middle_adult-fine-2
84735	pos_female-middle_adult-fine-2
8482	pos_female-middle_adult-fine-2
84830	pos_female-middle_adult-fine-2
84868	pos_female-middle_adult-fine-2
84873	pos_female-middle_adult-fine-2
84913	pos_female-middle_adult-fine-2
84947	pos_female-middle_adult-fine-2
8535	pos_female-middle_adult-fine-2
85406	pos_female-middle_adult-fine-2
8564	pos_female-middle_adult-fine-2
8573	pos_female-middle_adult-fine-2
8671	pos_female-middle_adult-fine-2
8745	pos_female-middle_adult-fine-2
8760	pos_female-middle_adult-fine-2
8794	pos_female-middle_adult-fine-2
8798	pos_female-middle_adult-fine-2
8807	pos_female-middle_adult-fine-2
8821	pos_female-middle_adult-fine-2
8829	pos_female-middle_adult-fine-2
890	pos_female-middle_adult-fine-2
8905	pos_female-middle_adult-fine-2
8930	pos_female-middle_adult-fine-2
894	pos_female-middle_adult-fine-2
8989	pos_female-middle_adult-fine-2
89927	pos_female-middle_adult-fine-2
8997	pos_female-middle_adult-fine-2
90007	pos_female-middle_adult-fine-2
9048	pos_female-middle_adult-fine-2
9056	pos_female-middle_adult-fine-2
90637	pos_female-middle_adult-fine-2
9094	pos_female-middle_adult-fine-2
90987	pos_female-middle_adult-fine-2
91133	pos_female-middle_adult-fine-2
91156	pos_female-middle_adult-fine-2
91181	pos_female-middle_adult-fine-2
9127	pos_female-middle_adult-fine-2
91319	pos_female-middle_adult-fine-2
9145	pos_female-middle_adult-fine-2
9172	pos_female-middle_adult-fine-2
9185	pos_female-middle_adult-fine-2
9189	pos_female-middle_adult-fine-2
91947	pos_female-middle_adult-fine-2
91975	pos_female-middle_adult-fine-2
9200	pos_female-middle_adult-fine-2
92340	pos_female-middle_adult-fine-2
9242	pos_female-middle_adult-fine-2
9244	pos_female-middle_adult-fine-2
9252	pos_female-middle_adult-fine-2
92949	pos_female-middle_adult-fine-2
93099	pos_female-middle_adult-fine-2
93134	pos_female-middle_adult-fine-2
9351	pos_female-middle_adult-fine-2
94031	pos_female-middle_adult-fine-2
9412	pos_female-middle_adult-fine-2
9499	pos_female-middle_adult-fine-2
9516	pos_female-middle_adult-fine-2
9603	pos_female-middle_adult-fine-2
9611	pos_female-middle_adult-fine-2
9636	pos_female-middle_adult-fine-2
9674	pos_female-middle_adult-fine-2
970	pos_female-middle_adult-fine-2
9734	pos_female-middle_adult-fine-2
9735	pos_female-middle_adult-fine-2
9849	pos_female-middle_adult-fine-2
9866	pos_female-middle_adult-fine-2
9895	pos_female-middle_adult-fine-2
9914	pos_female-middle_adult-fine-2
999	pos_female-middle_adult-fine-2
100128071	neg_female-middle_adult-fine-2
100128124	neg_female-middle_adult-fine-2
100129196	neg_female-middle_adult-fine-2
100129250	neg_female-middle_adult-fine-2
100134259	neg_female-middle_adult-fine-2
100505746	neg_female-middle_adult-fine-2
100505879	neg_female-middle_adult-fine-2
100506433	neg_female-middle_adult-fine-2
100506675	neg_female-middle_adult-fine-2
100506930	neg_female-middle_adult-fine-2
100507206	neg_female-middle_adult-fine-2
100507336	neg_female-middle_adult-fine-2
100507436	neg_female-middle_adult-fine-2
100507632	neg_female-middle_adult-fine-2
10052	neg_female-middle_adult-fine-2
10085	neg_female-middle_adult-fine-2
10095	neg_female-middle_adult-fine-2
100996419	neg_female-middle_adult-fine-2
10142	neg_female-middle_adult-fine-2
10170	neg_female-middle_adult-fine-2
101927636	neg_female-middle_adult-fine-2
101928190	neg_female-middle_adult-fine-2
101928565	neg_female-middle_adult-fine-2
101929241	neg_female-middle_adult-fine-2
101929243	neg_female-middle_adult-fine-2
101929423	neg_female-middle_adult-fine-2
101929497	neg_female-middle_adult-fine-2
101954204	neg_female-middle_adult-fine-2
10223	neg_female-middle_adult-fine-2
10247	neg_female-middle_adult-fine-2
10279	neg_female-middle_adult-fine-2
10320	neg_female-middle_adult-fine-2
10406	neg_female-middle_adult-fine-2
10439	neg_female-middle_adult-fine-2
10457	neg_female-middle_adult-fine-2
10458	neg_female-middle_adult-fine-2
10473	neg_female-middle_adult-fine-2
10529	neg_female-middle_adult-fine-2
10544	neg_female-middle_adult-fine-2
10551	neg_female-middle_adult-fine-2
10560	neg_female-middle_adult-fine-2
10562	neg_female-middle_adult-fine-2
