gene	male-young_child-fine-1
100506622	0.009938877308378075
100506655	0
100506660	0
100506668	0
100506675	0
100506677	-2.1106032758395302e-4
100506679	1.287576719234303e-4
100506680	0
100506686	-0.002875710288266975
100506691	2.778090505821174e-4
100506696	0.0013752774185804245
100506697	0
100506710	-0.01877852393033768
100506713	0
100506714	0.002599912755629642
100506724	0
100506733	0
100506742	0
100506755	-0.02310381067993687
100506757	0
100506765	0
100506776	0
100506779	0
100506790	0
100506791	-0.0020339099681952444
100506795	0
100506797	-0.020342968928893392
100506826	0
100506827	0.006946521356977003
100506834	0
100506840	0
100506866	0
100506874	0
100506895	0
100506907	0
100506922	-0.010123931995628237
100506930	0.01114321050340039
100506963	-0.015425385168101456
100506994	0
100506999	0
100507027	-0.02284303938166188
100507034	0
100507050	0
100507057	0.0652416302456947
100507058	0
100507059	0
100507062	0.011135214658718744
100507064	-0.015723029875780562
100507086	0.005618417563977712
100507114	0
100507117	0
100507143	0
100507156	0
100507171	0.004110746946030041
100507173	0
100507203	0
100507206	0
100507240	0
100507246	0.0153426823600783
100507250	0
100507254	0.061436047197658696
100507257	-0.018533003454525958
100507261	0
100507266	0.024457182409546148
100507274	0.003129337169482068
100507277	0
100507283	0
100507290	-0.034478234160227376
100507300	0
100507303	0
100507316	0.004855506567402703
100507331	-0.00973665153101449
100507336	0
100507362	0
100507384	0
100507388	0
100507389	0
100507391	0
100507392	-0.02242105973418358
100507403	0
100507421	0.003571277858738133
100507423	0
100507428	0
100507433	0.008488511924095355
100507436	0
100507459	0
100507461	0
100507462	0
100507463	-0.009322614189977192
100507468	0
100507470	0
100507475	0.02018013240424391
100507477	0
100507487	0.016047519408943323
100507495	0
100507506	0
100507524	0
100507527	0
100507533	-0.0027609464996156854
100507534	0
100507537	0
100507540	0
100507547	-0.010419407114749165
100507564	0.0028437949616907745
100507567	0.002577944842278704
100507584	0.005337299948675221
100507600	0.013764893511317622
100507602	0
100507605	0
100507629	-0.01708468793254278
100507632	-0.0029285159119409295
100507642	0
100507650	-0.002675532967257151
100508631	0
10051	0.021447688198142377
10052	7.679549127647589e-4
100526820	0.0023852902387197176
100528062	-0.007975726389841979
10053	0
100533106	0
100533178	-0.020775217978705574
100533182	0
10054	0
10055	0.005423171639098074
10056	0
10057	0
10058	2.396939243107346e-4
10059	0
1006	0.05053189247664314
10060	0
10061	0
10062	-0.01094443557058587
100628307	0
100631378	0
100652740	0.009538703732593943
100652791	0
100652824	0
100652853	0
100652911	0
100652929	0
100652999	0
10066	0
10067	0
10068	0
10069	-0.006209984824040624
1007	0
10071	-0.0524165805826604
10072	0
10073	-0.006297964320013995
10075	-0.006556951568852105
10076	0
10077	0.012510956627865909
10078	5.470052216206048e-4
10079	0.03492076528103787
1008	0
10081	-0.00599418168467458
10082	0
100820829	-0.17670148078304446
10083	0
10084	0
10085	0.02091499954348845
100852408	0
100852409	0
100859921	0
100859930	0
10086	0.0010966472654347882
100861552	0
100861553	0
100861554	-0.008932766816487255
100861573	0
100862662	0
100862671	0
100862679	0.005696769686192617
100862680	0.016868777166565135
100862704	-0.0017488010820237837
10087	0
100873930	0
100873942	0
100874012	0.005090458824225965
100874018	0
100874021	0
100874032	0
100874051	0
100874063	0
100874143	0
100874178	0
100874182	0
100874187	0
100874194	0
100874195	0
100874205	0
100874239	0
100874251	0
100874253	-0.003238945440352719
100874323	0
100874362	0.04452295504004372
100874365	0
100885778	0
100885781	0
100885798	0
100885848	-0.017468124476715426
10089	0
1009	0.016155689449510322
10090	0.03301353593041764
10092	0
10093	0.005466940878698796
10095	0.025526132831350277
10096	0
10097	0
10098	0
10099	0.033704854555936165
100996246	0
100996251	0
100996279	0.005077099845007722
100996286	0.057881827875595405
100996301	0.00980503674498553
100996307	0.01935092183202796
100996342	0
100996419	0.014493037075060907
100996425	0
100996455	0
100996485	-0.051187067961530164
100996490	0.0023192101151873414
100996492	0
100996570	0.002451260266729909
100996579	-0.02430418097062929
100996590	0
100996624	0
100996671	-2.667480265096082e-4
100996694	0
100996702	0.004608009362915014
100996902	0
101	0
1010	0
10100	0
10101	0.00452737231180085
10102	0
10103	0.01637330397303628
10105	0.004239934926825165
101055625	0
101059948	0
10106	0
101060019	0
101060200	0
101060264	-0.03808471285202044
101060544	0
10107	0
10109	0
10110	0
10111	-0.028329148195429105
10112	0
10113	0
10114	-0.0030688091694861764
10116	0.004435629989814878
10117	0
1012	0.02793060538387008
10120	-0.006638764709040792
10121	-0.0072377577111288815
10123	0.01666043831749927
10125	0.008981280241593708
10126	0
10127	0
10128	0
10129	0
1013	0
10130	-0.014092166857856482
10131	0
10133	0
10134	0
10135	0.018068689637138816
10136	0
10137	0
10138	0.00799085685508456
10139	0.010441075633893827
1014	0.006633664134757326
10140	-0.04406393114368175
10141	0
101410533	-0.013852730722457515
101410538	0
10142	-0.011026090604364575
10143	0
10144	-0.02115956181762708
10146	-0.009901351203795752
10147	0
10148	0.01270134636546708
10149	-0.009904030109373296
1015	0
10150	-0.0012294746556518225
10152	0
10153	0.006650823375178634
10154	0
10155	0.02313990152985242
101559451	0.0036938193054049276
10157	0
10158	0
10159	0
1016	0.02210984799289366
10160	0.005142632458290724
10161	0.02693720547251722
10162	0.024157367858841337
10163	-0.015261407200916812
10164	0
10165	0.013246280217089788
10166	0
10168	0
10169	0.00429882846669135
1017	0
10170	0.0598459981257395
10171	-2.9425686232173643e-4
10172	0
10174	0
10175	8.885708221239242e-4
10178	0
10179	0.014084152947419333
10180	-0.022138818423552566
101805491	0
10181	0
10184	0
10186	0.03398104063518286
10188	-0.0017605259480070281
10189	0.02729712824019547
1019	-0.035033615940334384
10190	0
101926888	0
101926890	0.0061297937270537485
101926892	0
101926903	0
101926928	0
101926934	0
101926942	0
101926951	0
101926978	0
101926987	-0.008149296542534096
101927003	-0.010316371962210583
101927007	0
101927017	0
101927018	-0.006868661281231017
101927027	0
101927034	0
101927038	0
101927040	0
101927043	-0.009883276255898072
101927051	0
101927059	0
101927067	0
101927074	-0.008577964982424732
101927075	0
101927081	0
101927096	0
101927111	0.005626291207464442
101927112	0
101927115	0
101927123	3.981300425054883e-4
101927124	-0.011848428458878013
101927125	-0.0034273450943820734
101927129	0
101927131	0
101927138	0
101927143	0.033889984051829
101927150	0
101927151	0.02163815706361769
101927152	-0.006921357124761431
101927159	0
101927164	0
101927193	0
101927195	0
101927196	0
101927204	0
101927219	-0.014650149056094278
101927220	0
101927228	0
101927237	-0.01192550234722652
101927244	0
101927253	0.007713612484834587
101927257	0
101927273	0
101927274	0
101927275	-0.008290516987030858
101927282	0
101927286	0
101927292	0
101927295	0
101927310	0
101927314	0
101927320	0
101927346	0
101927348	0.015411418521740376
101927358	0
101927360	0
101927362	0
101927363	0
101927377	0.011095179014993276
101927379	0
101927396	0
101927402	0.01853309513840466
101927410	0
101927411	0
101927416	7.447601433159272e-4
101927417	0
101927420	-0.04657522816249252
101927433	0
101927438	0
101927447	0
101927449	0
101927450	0
101927460	-0.009132657814593331
101927482	-4.2810338425388396e-4
101927494	0
101927495	0
101927498	0
101927502	0
101927503	-0.008471897607932504
101927513	0
101927523	0
101927526	0
101927528	0
101927531	-0.02981281835051943
101927539	0
101927543	0
101927547	0
101927553	0.04250561114999494
101927565	6.424424332615302e-4
101927581	0
101927586	0
101927587	0.028136193871786265
101927588	-0.005559493817634654
101927592	0
101927599	0.0013181140576145505
101927606	-0.020026096447988695
101927616	0
101927636	1.755440173496572e-5
101927641	0
101927650	0
101927657	0
101927659	0
101927682	0
101927690	0
101927701	0
101927702	0.021665846113268373
101927720	0.04066395761061829
101927722	0
101927735	0
101927760	0.013357141605117223
101927766	0
101927769	0
101927787	0.013766006984597217
101927798	0
101927808	0
101927809	-0.010898765051958567
101927815	-0.04618645779588054
101927821	0
101927828	0.006962743914632732
101927829	0
101927839	0
101927843	-0.023079176012379084
101927849	0
101927869	0
101927870	0.0037187440030208613
101927876	0
101927877	0
101927884	0.0110624338692452
101927900	0
101927901	0
101927907	0
101927914	0
101927934	0
101927943	0
101927948	0
101927950	0
101927953	0
101927972	0
101927974	0.018246033528644113
101927992	-0.007914959845011
101927994	0
101928000	-0.016555021546224593
101928002	0
101928009	0
101928012	0
101928031	-0.009310636086858401
101928035	-0.0061517953934884986
101928040	0
101928043	0
101928052	0
101928069	6.261799606433165e-4
101928079	0
101928087	0
101928098	0
101928100	-0.005974329593774825
101928101	0
101928104	0.011485248451625003
101928111	0.040586805134248755
101928120	0
101928132	0
101928134	0
101928144	0
101928158	0
101928162	0
101928165	0
101928167	0.006405500441210064
101928185	0
101928190	0.010462104783375342
101928201	0
101928205	0
101928222	0
101928227	-0.02057701226330662
101928238	0
101928251	0.010117167948945823
101928259	0
101928271	0
101928276	0
101928280	0
101928288	0
101928298	0
101928303	0
101928333	0
101928335	-0.0034416565567370583
101928371	0
101928376	0
101928386	0
101928388	0
101928389	-0.0020196218815809837
101928399	0
101928401	0
101928405	0
101928418	0
101928424	-0.01229013071569755
101928435	0
101928443	0
101928446	0.0046067399677856245
101928449	0
101928460	0
101928461	-0.002760910014879343
101928464	0
101928475	0
101928476	0
101928495	0
101928496	0
101928516	0.006512397662367626
101928521	0.007717460818663385
101928525	0
101928535	0
101928537	0
101928539	0
101928555	0.0011919843270445094
101928557	0
101928559	0
101928565	0.00997359836837983
101928571	-3.855540920293464e-4
101928578	0
101928580	0
101928583	0.005289057540047817
101928590	0
101928597	0
101928602	-5.126481305390534e-4
101928616	0
101928618	0
101928622	0
101928646	0
101928649	0
101928651	0
101928661	0
101928673	-0.015225605396966399
101928682	0
101928684	0
101928687	-0.04092910842921247
101928694	0
101928700	0
101928707	0
101928708	0
101928710	0.012082473342396698
101928725	0
101928728	0
101928731	0
101928739	0.010870406790351677
101928748	0
101928751	0
101928770	0
101928773	0.007528094469787079
101928778	0
101928784	0.048139205176007845
101928790	0
101928795	0
101928797	0
101928809	0
101928820	0
101928823	0
101928834	-0.08635343144464126
101928837	-0.04230700290217881
101928844	-0.01097164527083456
101928845	0
101928846	0.004706325099407629
101928847	0
101928850	0
101928857	-0.043005714361900906
101928858	0
101928865	-0.0060255222097356795
101928881	0.009054063641460608
101928886	0
101928894	0
101928896	-0.004407396243388897
101928909	0
101928922	0
101928937	0
101928940	0
101928973	0
101928978	0
101928988	0
101928989	0
101928999	0
101929002	0
101929004	0
101929019	1.508710466676532e-4
101929027	0
101929034	0
101929052	0
101929064	0.0025197920042772863
101929076	0
101929081	0
101929084	0
101929109	0
101929110	0
101929116	0
101929123	0
101929144	0.0015163538660741386
101929151	0.0011248076928820348
101929153	0
101929154	0
101929162	-0.010056854174179706
101929164	0
101929172	0
101929176	0
101929181	0
101929210	0
101929224	0
101929239	0
101929241	0.031284994105046725
101929243	0
101929260	0
101929261	0
101929265	0.002901324825371053
101929268	0
101929269	0
101929288	0
101929315	0.004827631749379809
101929328	0
101929335	0.0023575019285369124
101929378	0
101929384	0
101929406	0
101929407	0
101929413	0
101929423	-0.02336871326294968
101929441	0
101929460	0
101929472	0
101929478	0
101929486	0
101929488	0
101929497	0.029074176188884353
101929505	0
101929511	0.006333227106416091
101929517	0
101929524	0
101929526	0
101929528	0
101929529	0.012231720709311946
101929536	0
101929538	0.0030843115381953335
101929549	0
101929552	0
101929557	0
101929570	9.959974463752154e-4
101929582	0
101929584	0
101929586	0
101929591	0
101929592	0.003896058836611993
101929607	0
101929620	0
101929623	0
101929631	0
101929651	0
101929657	0
101929690	0
101929693	0.006750403868095059
101929694	0
101929717	0
101929718	0
101929719	0
101929726	0
101929730	0
101929745	0
101929748	0
101929759	0
101929760	0.04350410674671231
101929765	0
10193	0
101930114	-0.07301532672690363
101930421	0.008579672799324844
101930452	0
10194	-0.008901713479937809
10195	0
101954204	-0.006875161549801819
10196	0
10197	0
101978719	0
10198	0
10199	-0.00428290089709822
102	0
1020	0
10200	-0.002783751023066137
10201	-0.010016028066731882
10202	-0.023412902037869242
10203	0.01600253250792726
10204	0
10205	-0.01340364359530925
10206	0
102060282	-8.36565905741155e-4
10207	0
10208	0
10209	0
1021	0
10210	0
10211	-0.001416129706317216
10212	0.02416541183847052
10213	-0.02880090556004287
10214	0
10215	0
102157402	0.009222107776509671
10216	0
10217	0
10218	0
10219	0
1022	-0.004574728234654434
10220	0
10221	-0.002624949618499157
10223	0.010783938266520153
10224	0.007145022761658742
10225	0
10226	0.009004462393435159
10227	0.020468226767587888
10228	0
10229	0
10230	-0.0053934404269465885
10231	0
10232	-0.02789028598764918
10233	0
10234	0
10235	0
10236	0
10237	-0.007359300626631344
10238	0.014456939649585974
1024	0
10240	-0.002600597502155961
10241	0
10242	0
10243	-0.0034433056997615935
10244	0
10245	-0.011594572770808678
10246	0
102467079	0
10247	0
10248	0
10249	-0.013788896587222954
1025	0
10250	-0.002315860778046404
10251	0
10252	0
10253	6.176284087304466e-4
10254	0
102546226	0
102546294	0
10255	0.09771792342470675
10256	-0.001109065264465209
10257	0.025758946539885075
1026	0
10260	0
10261	0.004353791077178869
10262	-0.003520243191269583
10263	-0.008481807918750644
10265	0
10266	0
10267	0.008469212578936776
10268	0
10269	0
1027	0
10270	0
10272	0.00704140792523688
102723335	0
102723526	0
102723661	0
102723684	0
102723692	-0.00137777753619161
102723701	0
102723775	0
102723786	0
102723809	-0.018686721469597416
102723932	-0.016327653544755474
102724009	9.694161056117394e-4
102724094	-0.04591717462546989
102724201	0
102724323	-0.09096912325656388
102724368	-0.05434502384641089
102724508	-0.006360062272276998
102724511	0
102724532	0.018267178289686502
102724612	0
102724699	0
102724814	0
102724927	-0.031106942837106737
102724929	0
10273	0
10274	0
10276	0
10277	-0.02187215332581487
10278	-0.009446781636448439
10279	-0.039496108445122975
1028	-0.0410138582576245
10280	0
10281	0.0041121768823557114
10282	0
10283	0
10284	0
10285	0
10286	0
10287	-0.09507197751108429
10288	0
10289	0
1029	-0.040028338776080724
10290	0.011270977964038023
10291	-0.006916155765301389
10293	0.028543619570015104
10294	0
10295	0
10296	0
10297	0
10298	0
10299	-0.0043333557019687025
103	0
1030	-0.03894457357763141
10300	-0.0075780035161764694
10301	-0.06235545541812606
10302	0
10307	0
10308	-0.012919642287321528
10309	-0.023447743015218372
1031	0
10311	0
10312	0.02533535486442031
10313	0
10314	0
10316	0
10317	0
10318	-0.022518552783501608
10319	0
1032	0
10320	0
10321	-0.06240982085622693
10322	0
10324	0
10325	0.0044584548580490655
10326	-0.026993329271565357
10327	6.564303313896331e-4
10328	0
10329	0
1033	-0.0060775537596889275
10330	0
10331	0.019042563740358714
10332	0
10333	0
10335	-0.035347374360450066
10336	0.02354633129903791
10342	0
10343	0
10344	0
10345	0
10346	-0.0031133050444677
10347	0
10350	0.045918546383117195
10351	-0.012871438887113427
10352	0
1036	0.010508054778980445
10360	0.020980993882976844
10361	-0.0024978555133746455
10362	-0.014984301056091998
10363	0
10365	0
10367	0
10368	0
10369	0
10370	-0.026508901943036404
10371	-0.02712179031324049
10376	-0.001533594201082998
10379	0
1038	0
10380	0.02135769768366181
10381	0.03271352490089343
10382	0
10383	0
10384	-1.3371498826177712e-5
10385	-0.02191504063235539
10388	0
10389	0.00975622373029782
1039	0.003590489414018559
10390	0
10391	-0.003765183489122715
103910	0.018065981233932153
10392	0.006067720878857632
10393	0.014146452697060236
10394	0
10395	0
10396	0.032490683947742995
10397	0
10398	0
10399	0
104	0
1040	-0.0036365871878809614
10400	0
10401	-0.010675657719043392
10402	-0.01420193454222724
10403	0
10404	-0.009382330649542728
10406	-0.003389630140801575
10407	-0.0022276189113992475
10408	0
10409	0
1041	-6.256931498721069e-4
10411	0
10413	0
10417	0
10418	-0.041373589046367676
10419	0
10420	0
10421	0
10422	-0.021406864275378083
10423	0
10424	0
10425	-0.005543203277941098
10426	0
10427	0
10428	0.019153753607661264
1043	-0.03244784787627524
10430	0
10432	-0.009640896208494351
10434	-0.00364667478454609
10435	0.02031674272589107
10436	0
10437	0
10438	0.0037556617194086424
10439	0.005425866852682683
1044	0
10440	0
10443	7.233428365933564e-4
10444	-0.004175594254837101
10445	-0.007366328588777577
10446	0
10449	0.036679376479061464
1045	0
10450	0
10451	0
10454	0
10455	0
10456	0
10457	0.0511519632157252
10458	0
10459	0
1046	0
10460	0
10461	-0.02649506012830492
10462	0
10463	0
10464	0
10465	0
10466	-0.0017594247180256612
10467	-0.0014289283076016027
10468	0.04048320573373424
10469	0
1047	-0.016160538908719286
10471	0
10472	-0.0018944480020279143
10473	0.022265871452611375
10474	0
10475	0.0036496644804407787
10478	-0.0016989853020932197
10479	0.03948097047670357
1048	-0.006576610413673359
10480	1.3265752154839743e-4
10481	-0.01737283908915962
10482	0
10483	0.019313449654431925
10484	0
10485	-0.0021708097861748363
10486	-0.009414264627925712
10487	0
10488	0
10489	0
10490	0
10491	-0.01786143638463846
10492	0
10493	-0.0239111546212815
10494	0
10495	0.018554848136200622
10497	0
10498	-0.03453599760084191
10499	0
105	0.00794121212011617
1050	0
10500	0
10501	0
10505	-0.012824223048717704
10507	-0.027521132719854565
10509	0.024374899631321917
1051	-0.017706179803054792
10512	-0.011518700037074149
10513	0
10514	0
10516	0.05565224501165654
10518	-0.029498282741026675
10519	0.018567345776144
1052	0.010361438545519084
10520	0
10521	-0.00474900088966242
10522	0.015348883340366607
10523	0
10524	0
10525	0
10526	0
10527	0
10528	-0.001993983680920524
10529	-0.04463042906771648
1053	0.024864412720574575
10531	0.013173198908307693
10533	-0.02628975611835949
10534	-0.03392237132706087
10535	-0.028139595853929618
10536	0
10537	8.002311398948719e-5
10538	-0.007924662326140803
10539	0
1054	0
10540	0
10541	-0.01736024322826451
10542	0
10544	-0.006643718379346495
10548	-0.020191201197978497
10549	-0.010787516372274845
10550	-0.01353221946196857
10551	-0.03985025722312499
10552	-0.0015614821673393716
10553	0
10554	0
10555	0.002240112868212309
10556	0
10557	0
10558	0
10559	0
1056	-0.015743617163901123
10560	-0.027980550275381492
10561	0
10562	-0.033531008676338306
10563	0
10564	0
10565	0
10566	0.03602213630789828
10567	-0.01610278548547533
10568	0.0025177741584833315
10569	0
10570	0.018174199076433615
10572	0
10573	0
10574	0.007026406424060043
10575	0
10576	0
10577	0
10578	-0.012246833827594884
10579	-0.007402130656869669
1058	-1.0820530097367868e-4
10580	-0.03478320205843399
10581	0.09383005544954574
10584	6.466679692115455e-5
10585	-0.01878263771384681
10586	-0.017217080495029815
10587	-0.01852177560638381
10589	-0.0027971557638458633
1059	-0.0032616192178154613
10590	0
10591	0.027928672744215764
10592	0
10594	0
10595	0.004924153094737069
10598	0.014744283285823133
10599	0
1060	-0.01235203298731023
10600	0
10602	0
10603	0.04255754134244016
10606	-0.0033353603179866785
10607	0.006421468781795265
10608	0
10609	0
10610	0.0061583043015845515
10611	0
10612	0
10613	0
10614	-0.002616727978522239
10615	0
10616	0
10617	0
10618	0
1062	0.012476857534780882
10621	-0.00437368248900712
10622	0.021467982628328323
10623	0
10625	0.03278631391926654
10627	0.03021021803714004
10628	0
10629	-0.01217353500635615
1063	0.010051241011942278
10630	0
10631	-0.044690513189117306
10632	0
10633	0.016941608581641437
10634	0
10635	0.011755303826794546
10636	-0.009953484263869421
10637	0
10640	0
10641	0
10642	-0.002633015508846054
10643	0.06610272265079213
10644	0.042153211311052256
10645	0.012840238518577286
10647	0
10648	0
10650	0
10651	0.024292952305528557
10652	0
10653	0.0022573038576712678
10654	0
10655	0
10656	-0.025342966682276178
10657	0
10658	0
10659	-0.006590694665702524
10660	0
10661	-0.0016997262069354741
10663	-0.010635886498311545
10664	0
10665	0
10666	0
10667	0
10668	-0.011963912210547281
10669	0
10670	0
10671	0.0028432131418167465
10672	0
10673	0.008578229726359791
10675	0.001757143350827888
10677	0.04992131118184201
10678	0.029137230298506067
1068	0
10681	0.01846840125382278
10682	-0.012235699334508337
10683	0
10686	0
10687	0
1069	-0.02984467709742274
10690	0.004793506866158487
10691	-0.007483806101533128
10692	0.00979125795185461
10693	0
10694	0.008298601619092592
10695	-0.0067390461985649
10699	0
107	-0.004993759520204995
1070	0.015797674276243037
1071	0.006615813421605589
10712	-3.091165404977992e-4
10713	0.00483786770199001
10714	0
10715	0
10716	0
10717	0
10718	0
1072	0
10721	0
10723	0.00831184675376331
10724	0
10725	0
10726	0
10728	0
1073	0
10730	0
10732	-0.017509824858259623
10733	0
10734	0
10735	0
10736	0
10737	-0.016098231693207194
10738	0
10739	0
10741	0
10742	0
10743	0.02287786823613133
10744	0
10745	-0.01615496571906787
10746	-0.013121251167538267
10747	0
10749	0
1075	0
10750	0.009861850275099827
10752	0
10753	0.020678896415438644
10755	0
10758	0
10761	0
10762	-0.004312193113542544
10763	0
10765	-7.587791803750709e-4
10766	0
10767	0
10768	0
10769	0
10771	0
10772	0.027136259762275246
10773	0
10775	0
10776	9.209420389019175e-4
10777	0.007897073894584055
10778	0
10780	0
10781	0.0731357666179078
10782	0
10783	0.00880192684412776
10785	-0.004825047270376958
10786	-0.012969440212054838
10787	0.02669362367870333
10788	-0.016304187269497603
10791	0.007502340093192919
10793	-0.017521807624359717
10794	0
10795	0
10797	0.029005225647666444
10798	0
10799	0.017005970809989463
108	0
1080	-0.07472611661119281
10800	-0.02298295185146644
10801	0
10802	0
10803	0.07246407634166173
10804	0.032460181687645966
10806	0
10807	0.010630078069029006
10808	0.026302440187677488
10809	0
1081	0
10810	0
10811	0
10813	-0.001187084124920875
10814	0
10815	0
10816	0
10817	-0.023601934717420465
10818	0
10825	0
10826	0.004097265544878526
