gene	female-older_adult-fine-3
1	0.028805988663249415
10	0.022280022316347976
100	-0.07230754261039249
1000	0.045930193362146356
10000	0.018614284772228876
100009676	0
10001	-0.05609945237604261
10002	-0.008148137544845956
10003	0
10004	-0.007188067517340514
100048912	0.015086744524009925
10005	0
10006	-0.023613074080929854
10007	0.0033467878180579945
10008	-0.025103294454981624
10009	0
100093630	-0.016334318791815537
100093698	0
1001	-0.041374987243367016
10010	0.023177068302765662
100101467	-0.010210504388815236
100101938	-0.009332817971687038
10011	-0.0019723803885391116
100113407	0
100124700	-0.015882050366648033
100125288	0.022112705630208337
100126791	0
100126793	0
100127888	-0.005840944567682077
100127983	0.01022677053670302
100128025	0.010799628158194258
100128071	0.011369861277936186
100128098	0
100128124	0.011021102221373242
100128126	0
100128139	0
100128164	0.01053498814732814
100128191	0
100128239	0.040960519190949896
100128325	-0.018514862151758005
100128554	-0.0027160634469145075
100128590	0.03831330543482436
100128640	-0.010043534921564831
100128731	0
100128750	0
100128782	0.017464559242724848
100128788	0
100128881	0
100128893	-0.022191640147463346
100128927	0
100128946	0
100129128	-0.02379168117665212
100129175	0
100129195	-0.005457509558810699
100129196	-0.016052629730428408
100129250	-0.053764751319555715
100129271	0
100129361	0.002779187130740291
100129427	0
100129461	0
100129482	0
100129503	0
100129550	0
100129597	8.243434720830127e-4
100129620	-0.0018693691719464628
100129654	0.030599671306962527
100129662	0
100129716	0
100129722	-0.0420516148724204
100129726	-0.029140523841748152
100129792	0
100129794	0.014148797679161162
100129827	-0.028847392954591294
100129845	0
100129858	-0.021547822974962022
100129917	0.025336574843723855
100129935	0
10013	0
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0.07465501619417915
100130449	0.0017423298444780464
100130476	0.002323591021781073
100130519	-0.0011464678499833202
100130522	0.02202878182940532
100130548	-0.0017871781391608614
100130613	0
100130691	0.05635231063034792
100130705	-0.015224592615482892
100130717	-0.02386909191217583
100130733	-0.012673498421110615
100130776	0.016576826714676023
100130894	0.0027188841459891656
100130933	0.04759903821986635
100130950	0.04838628610645956
100130958	-0.05317580676276488
100130967	-3.6601954079035063e-4
100131017	0.006808007307663016
100131067	0.0214020091266958
100131117	-0.012833389403526347
100131138	0.003024276392319243
100131187	-0.04702629929553512
100131211	0
100131213	0
100131303	0
100131347	0
100131366	-0.0023068220428597384
100131434	0
100131496	0
100131655	0
100131691	0
100131755	0.028917771520165298
100131801	0.024037356813760024
100131814	0.05881721485761381
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	-0.023005410821970863
100132476	0
100132596	0
100132677	-0.001568113464070836
100132891	0.008643248634679182
100133205	0.011028774855368515
100133311	0
100133461	0
100133612	0
100133941	0.022493441463893298
100133985	0.03472964447501702
100134229	-0.005503329437379684
100134259	0
100134368	0
100134713	0.028304037681020106
100137047	-0.02802954234612223
10014	0.03512379568674562
100141515	0.04181600593474221
100144597	0
100144602	-0.10184195215130555
100144603	-5.698909716995155e-5
100144748	0.006054314172024308
10015	0.03371084672333154
10016	-0.019390448894419005
100169752	0
100169989	0
10017	-0.003406771707093975
100170229	-0.009703684403451767
100170765	-0.013427912136131814
100170841	0.023860321767517585
10018	0
100188893	0.006304524177765176
100188953	0
100189589	0.002496411785401104
10019	0
100190938	0.023726005076296793
100192379	0
100192386	0
1002	0.004061656218065567
10020	0.010087351902755249
10021	0.006040912805230433
10022	0
10023	0
10024	0
10025	-0.0036782994837133
10026	0
100268168	0
100270679	-0.006889876719628417
100272147	-0.004562719124223572
100286844	0
100287015	0
100287114	0
100287177	-0.014682450404244667
100287366	0.01270473507451134
100287482	0.00626240554943687
100287569	0.033241966114432045
100287616	-0.0022439572010051058
100287814	5.490813102721053e-4
100287896	0
100287902	0
100287932	0
100288079	0
100288122	0
100288198	0
100288413	0
100288637	-0.005685271317305349
100288797	0
100289092	0
100289097	0
100289098	0
100289187	7.291755915072147e-4
100289274	0.034270004750393046
100289341	0
100289373	0.013568214491879248
100289495	0
100289635	0
100289678	0.00259698562922133
100292680	-0.02234738073061839
100293516	0
100294362	0
100294720	0
1003	0.029075390921890282
100302691	0
100303728	0
100303755	0
100306951	0.0395464808859636
100316904	0.004154735024171823
100329135	0
100359394	0
10036	0
100379174	0.01522521666828724
10038	-0.09318133378722206
100381270	-0.0015609763196143412
10039	0.0020189290997522304
1004	0
10040	-0.016986004725223467
10042	0.016701164801852082
100422737	-0.002850392926950463
10043	-0.0147585020972206
10044	4.5759771378020266e-4
10045	0.005272920055380912
10046	0.04729760107156344
10047	0
10048	0
10049	0.021570144653288492
100499171	6.825581515699053e-4
1005	0
10050	0
100500850	0
100505474	0
100505478	0
100505495	0.012798103179886952
100505501	-0.04683712050084923
100505515	0
100505538	0
100505540	0
100505545	0.03985152854896323
100505549	0
100505573	0
100505583	-0.0039437492490962435
100505609	0
100505616	0.034491719349549234
100505619	0
100505622	0
100505624	-0.050854448867809696
100505641	0
100505658	0.0037935655886849784
100505659	0.0075384503468167744
100505664	-0.013727588422283114
100505676	0.0022238282345866706
100505681	-0.03291641976209312
100505685	0
100505687	0
100505696	-0.002919131191764061
100505715	0
100505718	0
100505738	-0.01422266031721883
100505741	-0.04171847262109959
100505746	-0.006213761848804279
100505761	-0.0012759226463345261
100505768	0
100505776	-0.020391778770482975
100505782	0
100505783	0.009617864303073606
100505797	0.05551778159872825
100505811	0
100505812	0.006442531067337194
100505826	0.04372205541861491
100505839	0
100505841	0
100505851	0
100505854	0.007981305090888447
100505876	0.006175683944622983
100505877	0
100505879	0.029326587768215295
100505881	0.017192673877289233
100505890	0
100505893	0.019527956427166503
100505894	-0.0019335334978981416
100505933	-0.009516242600326786
100505964	-0.009595465423864287
100505967	0
100505975	0
100505978	0
100505984	0.022723624387833517
100505985	0
100505989	-0.01173218321722996
100506012	0.007267945149530322
100506013	-0.015805841137294118
100506022	-0.03904149516904652
100506025	0
100506049	0
100506068	0
100506071	-0.01905239474796289
100506082	0.01416474465952081
100506083	0
100506098	0
100506100	0
100506107	0
100506108	0.039169252071572465
100506113	-0.010191132812729662
100506115	-0.012245579470711584
100506119	-0.024572168816189954
100506122	0
100506125	0.052412353753667464
100506126	-0.010495410060809791
100506127	0
100506142	0
100506144	0.0032924747419086887
100506172	-0.03299140868337861
100506175	0.007045219223834915
100506195	0
100506207	-0.02332196076928768
100506215	-0.0065249021587083485
100506229	0.024776935040375044
100506237	0
