gene	female-adolescent-fine-2
10000	0
10001	-0.020406772693769053
10002	0
10003	0
100048912	0
10004	0.0011381864086747386
10005	0
10006	-0.017215639633887343
10007	-0.0023841093662628223
10009	0
1000	0
10010	0.011255588351755
100126791	0.015161228640511462
100128124	-0.012397536394676058
100128640	1.9585760901099232e-4
100129128	0
100129250	-5.283743329193771e-10
100129271	0.0208968720622963
100129361	0.009466491107248167
100129482	-2.6852595340140934e-4
100130331	0
100130449	0
100132341	0.015918056531515526
100132476	0
100134713	0.003939446170204489
100137047	0.005508704735990642
10013	0
10014	0.00184933102297734
10015	0
10016	0
10017	0
100188893	0
10018	0.005296048830093551
10019	-3.479655817942493e-10
1001	0
10020	0
10021	0
10022	0.010468059894407416
10023	-0.011593905486264064
10024	0
10025	0
10026	0.003054972251657583
100272147	0
100287932	-3.513948836867602e-4
100288413	0
100289678	-0.012080187684300298
100293516	0.013069413128884131
1002	0
100316904	-0.013942742071818386
10036	0
10038	0.006733396547427359
10039	-0.012005296623073465
1003	0
10040	-0.022939413083529786
10042	0
10043	0
10045	0.003022127302056874
10046	0.0015676987170051583
10047	-2.3595344894748057e-4
10048	-1.5790238961177228e-4
10049	-0.020147166204021114
1004	0.00437952243272042
100505741	-0.0017362075527184199
100505761	0.01739045860353391
100505879	0.001076500195967619
100505933	0
100506144	0.004318256103378822
100506469	-0.0016403043617133875
100506504	-0.006502374071322393
100506571	-0.009751989137900957
100506581	-0.005514144860113092
100506963	-0.001217382241076738
100507331	0
100507436	-0.005855926767355449
100507605	-0.004947886204556748
10050	-0.002667546680293031
10051	-0.009037435093038086
10052	-6.002536892243335e-5
10053	0
10054	-0.008617218515758309
10055	-0.006258791111227128
10057	-0.017060899732071748
10058	0.031015170960037787
10059	4.6057422795589e-4
1005	-0.020247381280065913
10060	0
10061	-0.007449744046830145
10062	1.7227089589548586e-4
10066	-0.010746941473985722
10067	0
10069	6.854517647232648e-4
1006	0
10072	-0.0031188864826224355
10073	0
10075	0
10076	-0.007694352901721145
10077	0.006342606230077856
10078	0.003672269971628162
10079	-0.0011688649761855282
1007	0.0021209125037926087
10083	0
10084	-0.009496602298716503
10085	-0.008920466800858784
10086	0
10087	-0.0029636485069167305
10089	-7.788110812933689e-4
1008	0.01605873641917739
10090	0
10092	-0.01182702394742043
10093	0
10095	-0.007313582579381384
10096	-7.565205026733442e-4
10097	0
10098	-0.03796195084796058
10099	0.006869060436597473
1009	-0.0011498424368576142
100	-0.007927023736215651
10100	-0.02282259589214406
10101	-0.024260230654253902
10102	-0.0013600670702324982
10103	0.006177832603915631
10105	0.016416972284554722
10106	0.00500724917788598
10107	2.364548553714381e-4
10109	0.002380771606975227
1010	-0.007601614586427292
10110	0.022061645708632373
10111	-0.007721306019717471
10112	-0.012766837414313814
10113	0.002010504955350843
10114	0.0024011143990366394
10116	-0.013424492157682336
10120	0.0062976475513217296
10121	-0.0059678198370833185
10123	0.0601866237273903
10125	-0.00823652425497492
10126	0
10127	-1.329734369822419e-10
10128	-0.0012575932410249088
10129	0.015040516956852077
1012	-0.023627950754019904
10130	0.0067749203235010205
10131	-1.1584596647526738e-10
10133	-0.026758922922150624
10134	-0.010136068107421703
10135	0.0011827794643608548
10136	0.0035377143443986276
10137	0
10138	0
10139	0
1013	0.0016288061349973627
10140	0.028581478378036186
10141	0
10142	0.00832241987790436
10144	0.006274449260830126
10146	0
10147	0.0010253824977949895
10148	-3.377425340488386e-4
10149	-0.03271159720862719
1014	0.005992669072628128
10150	0
10152	0.01337711366195845
10153	0.014024297131303069
10154	0.01172397339464767
10155	0
10157	-0.003004349958680213
10158	-0.02095603862618738
10159	0
1015	6.893601965969958e-4
10160	0.013130363894564793
10161	-0.012401984448534548
10162	0.01237166334654853
10163	-0.004553167627270877
10164	0
10165	0
10166	0
10168	0
1016	0
10170	0.001584709368534965
10171	0.0037872999449241164
10174	0
10175	0.0015848453394767966
10178	-0.005939779906482414
10179	-0.018353250671963185
1017	0
10180	-0.005510504994838493
10181	0
10184	-0.0159416827336053
10186	-0.015445061826627748
10188	0.0010766296383641534
10190	0.003213219566272993
10193	-0.003413246416808439
10195	-4.0856471340397553e-4
10196	0
10197	0
10198	0
10199	0
1019	6.422030797134081e-4
101	0
10200	-0.01772727507606051
10201	-0.008732714682881167
10202	0.023814257618087073
10203	0.019524988488907307
10205	-0.015129753456925825
10206	0
10207	0
10208	-0.00407035062034616
10209	-0.008809988708556505
1020	0.005101751477631068
10210	0.0021776422933882165
10211	0.008316263379348671
10212	-0.011413700438196221
10213	0.005547270784219251
10214	-0.003373941325487204
10215	0
10216	0
10217	0.014431952661722055
10218	0
10219	0.02005450383781199
1021	-0.008499243649967217
10220	-5.458730837784564e-4
10221	-0.011699099726870636
10223	-0.009100962632411468
10225	-0.006107308617968746
10226	-9.28704551642535e-11
10227	-0.0031945437271124733
10228	0.0021073581226846165
10229	0.017424834485563468
1022	-0.014085700020999887
10230	0.00219953213472996
10231	7.307484508647741e-4
10232	0.009275016570236348
10233	-0.007912983918355631
10234	-0.003940200048361259
10235	-0.004999948658473345
10236	0
10237	0
10238	0
10240	-0.005317093145471726
10241	0
10242	-2.678101512846074e-4
10243	-0.00503538231244159
10244	0.0037853237156316227
10245	0
10246	0
10247	0
10248	-0.005628721996372672
10249	-0.0019312126911214802
10250	0.0023031104131820673
10252	-0.010502470199843987
10253	0.007841309899964233
10254	-0.0069336025282814885
10255	0
10256	-1.5504838194030588e-4
10257	0.005032480823745451
1025	0.010076117685230328
10260	0.022097817827882876
10261	-0.037397927478418594
10262	0.0016442940042102631
10263	-0.009118146520931064
10265	-0.009639378317853466
10266	0
10267	0.03268772575677044
10268	0
10269	0.0043180247337969244
1026	-0.0188857925625822
10270	-3.862103916309452e-4
10272	0
10273	0.003209623709321311
10274	-0.012390400805550105
10276	0.03000046491166386
10277	0
10278	-0.001616203836340069
10279	-0.01131322157683998
1027	0
10280	-0.011347183612026485
10281	0.004606849800426107
10282	-0.005850112294887428
10284	-0.0038684518873122967
10285	-0.008067806855074605
10286	-0.007855508981149915
10287	-0.005328252801938801
10288	-0.030305179695401002
10289	-0.004048171106743933
1028	-0.004258963439384926
10290	0
10291	0
10293	-0.004664605023613785
10294	0
10295	-1.8506572271250697e-10
10296	0.0015953762407687657
10297	0.0034587220170000086
10298	0
10299	0.003273737995914496
1029	0.008427681455006062
102	-0.008925638608983036
10300	0
10301	-0.004750602667486933
10302	0.0029704310686647093
10307	0.0018407866105188985
10308	-1.4451436260526509e-10
10309	-0.011920189975926934
1030	0.0019064810249398965
10311	0
10312	0
10313	-0.014426715176250412
10314	0.021057557074071857
10316	0
10317	0.004284011017041053
10318	-0.006910024285592256
10319	-0.0036223190795144494
1031	5.078260216208594e-4
10320	0
10321	0.02632725261069088
10322	-0.008976943163281301
10324	0
10325	0.0061715789790653345
10327	5.475365055235495e-4
10328	0
10329	0
1032	0.013442995699453316
10330	0
10331	2.0955698713656778e-4
10332	0.015042942859900902
10333	-0.0014454134775296725
10336	-3.5732291411671263e-10
1033	0.0056447585091547944
10342	-8.589104006770666e-10
10343	-0.004098447227949682
10346	0.008266076897847908
10347	0.005809005061063945
10351	0.005169220232944125
10352	-0.0027173881291836038
10360	-0.0019131985747021366
