gene	female-adult-fine-1
1	0
10	0.00339819501731566
100	0.00373369318875693
1000	-0.0984207997101329
10000	0.001200773040270919
100009676	0
10001	0
10002	-0.0023433863599131265
10003	0
10004	-0.007140465651815637
100048912	0.010148766715814337
10005	-0.01834703826224009
10006	0
10007	0
10008	0.02607689723455622
10009	0.010439368610976262
100093630	0.09086433182415919
100093698	0
1001	0.03233965607963128
10010	0
100101467	0
100101938	0
10011	0
100113407	0
100124700	-0.0025740137198831986
100125288	0
100126791	0.0010666220516432877
100126793	0.05845796873851125
100127888	0
100127983	-0.002906375703434717
100128025	0
100128071	0.05017509994530004
100128098	-0.00717203418056049
100128124	0.045167139487153375
100128126	-0.014567748355999445
100128139	0.004143877591723124
100128164	0
100128191	0
100128239	-0.010587879797171787
100128325	-0.005041334931981519
100128554	0
100128590	-0.011042873873369342
100128640	0
100128731	0
100128750	0
100128782	-0.04256868643505956
100128788	0
100128881	0
100128893	0.1213410205869836
100128927	0.011658824784813721
100128946	0
100129128	0.009565413828163892
100129175	0
100129195	0.052158991448840515
100129196	0.016224084830620926
100129250	0.0078075545051878885
100129271	-0.015753413594287682
100129361	0
100129427	0
100129461	-0.02807468780587366
100129482	0
100129503	0
100129550	0
100129597	0.004569048629441628
100129620	0
100129654	0
100129662	0.01428900685140097
100129716	-0.09021971205660843
100129722	0.007981774357123973
100129726	0
100129792	-0.008737624107312292
100129794	-0.01650448328076341
100129827	-0.09610531041526042
100129845	0
100129858	0.030178506142313957
100129917	0
100129935	0
10013	0
100130155	9.990620068485896e-4
100130249	6.296068064643029e-4
100130264	0
100130331	-0.011136306370521267
100130357	0.047912204314631
100130449	-0.0171693333514447
100130476	0.050265143425005605
100130519	-0.0104667114753138
100130522	0
100130548	0
100130613	0
100130691	0.001436153369289745
100130705	0
100130717	0.0058174310368781425
100130733	0.02176520695881454
100130776	0
100130894	0
100130933	0.011702040448078698
100130950	0.006326595810543988
100130958	0
100130967	0.0058623350172686195
100131017	0
100131067	-0.0055895175426025675
100131117	-0.024936037645919014
100131138	-0.01812278344114015
100131187	0
100131211	0
100131213	0
100131303	0
100131347	0
100131366	0.030079296849156834
100131434	0.10052924705348834
100131496	0
100131655	0.013054003853822115
100131691	-0.005003926430278055
100131755	-0.10179529429255
100131801	0.06507073559855987
100131814	0
100131816	0
100132074	-0.011203335879131346
100132078	0
100132341	0
100132386	0
100132464	0.024038408477669804
100132476	-0.008677089380666076
100132596	0
100132677	0
100132891	-0.06877294503050224
100133205	0
100133311	0
100133461	0
100133612	-0.0015999284152010869
100133941	-0.06709194451409568
100133985	0.01928154317395343
100134229	0
100134259	-0.03286874139289113
100134368	0
100134713	0
100137047	0
10014	0
100141515	0
100144597	0
100144602	0
100144603	0.017951296635109228
100144748	0
10015	0
10016	0
100169752	0
100169989	0
10017	0.023337328827427794
100170229	0
100170765	0
100170841	0
10018	0
100188893	0.016576989500846386
100188953	-0.016209245124001216
100189589	0
10019	0.009061042954196713
100190938	0.038538524169418234
100192379	0
100192386	0
1002	0
10020	0.006767377820974028
10021	-0.004559670752437256
10022	0.010280102845088514
10023	0.008563602391841557
10024	-0.09855820271594719
10025	0.004444750207242959
10026	0
100268168	0
100270679	0
100272147	-0.024639950893349388
100286844	-0.008599238282410925
100287015	0.017328008713144712
100287114	6.132353947893942e-4
100287177	0
100287366	0
100287482	0
100287569	-0.04281199777242666
100287616	-0.04109617754062056
100287814	0.027326338088485058
100287896	0
100287902	0
100287932	0.019299613309901653
100288079	0
100288122	0.03263637486031278
100288198	-0.009582800708213499
100288413	-0.007375605679677989
100288637	-0.0549599331446398
100288797	0
100289092	-0.02846068381755984
100289097	0
100289098	-0.008481160936683732
100289187	-0.054782315246229146
100289274	0.004788441372186076
100289341	0
100289373	0
100289495	0
100289635	-0.048351518047637806
100289678	0.011908031058952167
100292680	-0.01704107312290121
100293516	0.0011602700433732652
100294362	-0.03242287487224781
100294720	0.01040995986754296
1003	-0.030117314109993295
100302691	0.0069571860744028725
100303728	0.004175975970706236
100303755	0
100306951	-0.09634423476862089
100316904	0
100329135	-0.0038380357182294265
100359394	-0.002019720282777946
10036	-0.07171406953325082
100379174	0.017342502728590486
10038	0.003034799889460729
100381270	0
10039	0.010055857753753615
1004	0.018023760901769142
10040	0.0304893657629087
10042	0
100422737	0.02064433708982324
10043	0.015801803919267336
10044	0
10045	0
10046	0
10047	0
10048	0.020246809355415576
10049	-0.005835704623627889
100499171	0
1005	0
10050	-0.0032368606897981564
100500850	-0.0015000680742563303
100505474	-0.015434568990717667
100505478	0.02312088419044858
100505495	0
100505501	0
100505515	0
100505538	0.0018532065907556183
100505540	0
100505545	-0.021652654757280895
100505549	0.02353975401636589
100505573	-8.554539657301679e-4
100505583	0.0038419226711595552
100505609	0
100505616	0
100505619	0
100505622	0
100505624	-0.0127306728428535
100505641	0
100505658	0.008278457016237861
100505659	6.214815548850946e-4
100505664	0.02562817484020465
100505676	0
100505681	-0.010709491871422882
100505685	-0.0023893288731759166
100505687	0
100505696	0.007311273673046306
100505715	-0.0237313624266156
100505718	0
100505738	0.006564629666801519
100505741	0
100505746	0
100505761	0
100505768	0
100505776	0
100505782	0
100505783	0.014029242961162267
100505797	-0.0194918723129636
100505811	0
100505812	0.018697648021184256
100505826	0.051886085069549615
100505839	0.002004297287596707
100505841	-0.0137218354807609
100505851	-0.06188924852567614
100505854	0
100505876	0
100505877	7.616288258072612e-4
100505879	0.02186146838165546
100505881	0.013984983027781762
100505890	0.003472844947899946
100505893	-0.01994323244472785
100505894	0
100505933	-0.025878713203243708
100505964	0.02358444154509537
100505967	0
100505975	0
