gene	male-adult-fine-2
10000	-9.825343353677888e-4
10001	0.004831119595845712
10002	-6.993434669938063e-10
10003	-0.02117912101451003
100048912	-6.584621080016706e-11
10004	0.00989987401864371
10005	0.016212818687792417
10006	0.008452145056367367
10007	0.015674234037332622
10009	0.025875602796849494
1000	0.03026266966167892
10010	0.019407812694337653
100126791	0.016282894981695134
100128124	-0.017837837537505837
100128640	0.03462428325006551
100129128	-0.028394270043380278
100129250	-0.002376249384432908
100129271	0.014239608450178637
100129361	-1.1464892705104946e-9
100129482	-0.045125422615382854
100130331	0.01687360694455968
100130449	9.076184623032092e-4
100132341	-0.008648916930474442
100132476	-0.002649873908599255
100134713	-0.0019183035193543327
100137047	0.0025358706107977014
10013	-9.686269642496939e-10
10014	0.024246392821761158
10015	0.011946121114159405
10016	-1.747039352060936e-9
10017	-0.014229162699132398
100188893	-0.009550264822423892
10018	0.002132820465469995
10019	-2.663525659728071e-6
1001	0.021367596547406435
10020	-0.020055544998429882
10021	0.017771179668081047
10022	0.00405443857687103
10023	-0.02090842785798234
10024	0.015376650302707337
10025	-1.9189557835288894e-9
10026	-0.0018569424841380483
100272147	-0.0049025533318673604
100287932	0.013119893933414404
100288413	-7.148639333673353e-10
100289678	7.304417319405576e-4
100293516	-0.057323513890772844
1002	0.02718937948325459
100316904	-2.344653994507007e-9
10036	0.013465564143757706
10038	-0.0035959023589850216
10039	-0.004979298206119169
1003	-0.006150362316875067
10040	-0.055828733945867674
10042	0.019137647119051242
10043	0.0053529446509163366
10045	0.0074574212522750954
10046	-0.018405621172396452
10047	-0.005991089722408998
10048	-0.0011608325614009128
10049	0.0010394232605870817
1004	0.02234769210065349
100505741	0.036846671292608914
100505761	-8.615322470805834e-10
100505879	-8.102449845363466e-10
100505933	-6.959540872976855e-10
100506144	0.022270188756773782
100506469	-4.820861494727435e-10
100506504	0.01217350020080514
100506571	-0.0222596523836323
100506581	-0.0039510903649571045
100506963	0.01816266629607087
100507331	-1.4587053189777438e-9
100507436	-0.07330253414265331
100507605	0.008344397866500985
10050	-0.01456041042136461
10051	-0.006050062134172328
10052	-0.011323811619716836
10053	-5.668057882124126e-10
10054	-0.004258097076110431
10055	-0.009788986058109702
10057	-0.0075690941718189846
10058	-0.0010146911836545777
10059	0.012930788033993336
1005	0.0037756817197950256
10060	-6.612942082790671e-10
10061	-0.003010192320574625
10062	0.019857270079218007
10066	-0.030785259873897183
