gene	female-fetus-coarse-3
10776	0
10777	0
10778	0
10780	0
10781	0
10782	0
10785	0
10786	0
10787	0
10788	-0.0024628053452033527
10791	0
10793	-5.03502141488686e-4
10794	3.7673736472798805e-5
10795	0
10797	-0.004912255997245878
10798	0
10799	0
107	0
10801	0
10802	0
10803	0
10807	0
10808	0
1080	0
10810	8.567417149609686e-4
10813	0
10814	0
10816	0
10817	0
10818	0
1081	0
10825	0
10826	0
10827	0
10840	-0.002736989168388331
10841	0
10842	0
10844	0
10845	0
10846	0
10847	0
10848	0
10849	0
1084	0
10850	0
10855	-5.17126417452758e-4
10856	0
10857	0
10858	0
10859	0
10861	0
10863	-4.64463576935442e-4
10864	0
10865	0
10866	-0.012205222479154777
10867	0
10868	0
10869	0
10871	0
10873	0
10874	0
10875	-0.01128066999362319
10876	0
10879	0
1087	0
10880	0
10881	0
10882	-0.0024055438498942253
10884	0
10885	0
1088	0
10891	0
10892	0
10893	0
10894	0.020844561363698687
10895	0
10897	0
10898	0
10899	-0.0034888072742399177
1089	0
108	0
10900	0
10902	0
10903	5.767856787455848e-4
10904	0
10905	0
10906	0
10907	-0.0011940222095404784
10908	-0.0010478255419370014
10911	0
10912	0
10913	0
10914	0
10915	0
10916	0
10917	0
10919	0
10920	0
10921	0
10922	0
10923	0
10924	0.0025552487344171855
10926	0
10927	0
10928	0
10929	0
10930	-0.001982965734813921
10935	0
10936	0
10938	0.0010930442447262963
10939	0
10940	0
10942	0
10943	0
10944	0
10945	0
10946	0
10947	0
10948	0
10949	0.004980515620342717
10950	0
10952	0
10953	0
10954	-0.0014535681743513983
10955	0
10956	0
10957	0.0013588279684827837
10959	0
10960	0
10961	0
10962	0.011296106010146663
10963	0.0040649180939000395
10964	-0.007077354768268365
10966	0
10969	0
10970	0
10972	0
10973	0
10974	-1.0555878357111188e-4
10975	0
10978	0
10979	0.005021197899245857
10980	0
10981	0
10982	0.0035785622396833105
10983	0
10985	0
10987	0
10988	0
10989	0
10990	0
10991	0
10992	0
10993	0
10994	0
10998	0
109	0
10	0
11000	0
11001	0
11004	0
11005	0
11006	0
11007	0
11009	0
11010	-0.008817539969998052
11011	0
11012	0
11013	0.01971042044476053
11014	0
11015	-0.004489675371503199
11016	0
11017	0
11018	0
11019	0
1101	0
11020	0
11021	0
11022	0
11024	0
11025	-0.0027003354570921873
11027	0
1102	0
11030	2.667304993690657e-4
11031	-0.0018118016552942093
11033	-4.1534118579881254e-4
11034	0
11037	0
1103	0
11040	0
11041	0
11043	0
11044	0
11045	9.129228857879028e-4
11046	0
11047	0
1104	0
11051	0.0026607462108328398
11052	0
11054	0
11055	0
11056	0
11057	0
11059	0
1105	0
11060	0
11061	0
11062	0
11063	3.767213527581274e-4
11064	0
11065	0
11066	0
11067	0
11068	-0.0013900941946033793
11069	0
11070	4.6370804169036515e-4
11072	0
11073	0
11074	0
11075	0.006799593781452371
11076	-8.645853843691786e-4
11078	0
11079	0
1107	0
11080	0
11081	0
11082	-0.006646978298319157
11083	0
11085	0
11086	0
1108	0
11092	0
11093	0
11094	0
11095	0
11096	0
11097	0
11098	0
11099	0
1109	0
11100	0
11102	0
11103	0
11104	0
11107	0
11108	0
11113	0
11116	0
11117	0
11118	-0.003609834559648022
11119	0
1111	0
11120	0
11122	0
11123	0
11124	0
11126	0
11127	0
11129	0
1112	0
11130	0
11131	0
11132	0
11133	0
11135	0
11136	0
11137	0
11138	-0.0020090671049169204
1113	0.002726876391883033
11140	0
11142	0
11144	0
11145	-0.00415625252067908
11146	0
11147	0
11148	0
1114	0.001187867974022665
11151	0
11152	0
11153	-0.002041888338644109
11154	0
11155	-0.002155002580271924
11156	0
11157	0
11160	0
11161	0
11162	0
11163	0
11166	0
11167	0
11168	0
11169	0
1116	-0.013379993228307843
11170	-0.016670480139939284
11171	0
11172	0
11174	3.0208454141867995e-4
11176	0
11177	0
11178	0
11179	0.006269527340535147
1117	0
11180	0
11181	0
11182	0
11183	0
11184	-0.0010760453591072711
11186	0
11187	0
11188	0
11189	0
1118	0
11190	0
11193	0
11194	0
11196	0
11197	0
11198	7.331742931547173e-4
11199	0
1119	0
11201	0
11202	0
11211	-0.004750255707785769
11212	0
11213	0
11214	0
11215	0
11216	0
11219	0
1121	0
11221	0
11222	0
11223	0.010846503215545821
11226	0
11228	0
1122	0
11230	0
11231	0
11232	0
11234	0
11235	0
11236	0
11237	0
11238	0
112399	0
1123	0
11240	0
11243	0
11245	0
112464	0.006537255982835393
112479	0
11247	0
11248	-8.921147865441028e-4
1124	0
11250	0
11251	0
11252	0
11253	0
11254	-2.442081459520444e-5
11255	0
11258	0
11259	0
11260	-0.0046907393335755224
112611	0
11261	4.959351146678746e-4
11262	0
11264	0
11266	0
11267	0
11273	0
11275	0
11276	0
11277	-5.501168995221222e-4
11278	0
11279	0
11280	0
11281	0
11282	-0.0017797366412996946
11283	0
11284	0
11285	0
112869	0
112950	0
1129	0
112	0
11309	-3.938921574671417e-5
1130	-8.385625421218681e-4
11311	0
11313	0
113146	0
11314	-0.0011258984059664557
11315	0
11316	0
113177	0
113178	0
11317	0
11318	0
11319	0
11320	-0.002199795724590681
11321	0
11322	-4.3491294412587977e-4
113251	0
11325	0
11326	-0.009735513560173176
11329	0
1132	0
11330	0
11331	0
11332	0
11333	0
11334	0
11335	0
11336	0
11337	0
11338	0
11339	0
1133	0
11340	0
113419	0
11341	-0.0011649299351633637
11342	0
11343	-0.005989044270358629
11344	0
11345	0
11346	-8.715648726277184e-5
1134	-0.003924569976816353
1135	0
1136	0
113791	-0.0016960937895076729
1137	0
113835	0
113878	0
1138	0
113	1.6319452362710397e-4
114034	0
114044	0
114049	0
114088	0
1140	0
114112	0
1141	0
1142	0
114327	-0.0034996781431461056
1143	0
1144	-2.267312354603842e-4
114548	0
1145	0
114625	0
1146	0
114791	0
1147	0
114819	0
114876	-0.001290373307716145
114881	0
114882	0
114883	0.002143114886847186
114884	6.797756544091519e-5
114885	0
114897	0
114899	-0.002838856071493948
114908	0
114932	0.001923131768737314
1149	0
114	0
115123	0
115201	0
115207	0
115290	0
1152	0
115353	0.0038810768636910104
1153	0
1154	0
1155	0
115703	0
115708	0
115817	0
1158	-0.004178247047731874
115939	0
115	-3.3003126509064586e-5
116039	-0.0010735101553612837
1160	0
116138	0
1161	0
116285	0
116372	0
116496	-0.0018293874251788962
1164	5.427023426117688e-4
116828	-0.0011824390031135554
116832	0
116984	-0.001526578676219209
116985	0
116986	0
116987	0
116	0
117178	0
117246	0
1173	0
1174	0.004266028046146002
1175	0
1178	0
1179	0
117	-0.0013149762995610678
1180	0
1181	0
1182	0
1183	0
1184	0
1185	0
1186	0
1188	0
118	0
1191	-0.006278018360702921
1192	0
1193	-0.002078518399186313
1195	0
1196	0
1198	0
119	0
1200	-0.0026269297350284405
1201	0
1203	0
120526	-0.0010421564604862156
1207	0
1208	0
1209	0
120	0
1211	0
1212	0
1213	0
1215	0
122616	0
1230	-0.002784260872916516
1232	0
1233	0
1234	-0.003487058666441531
1235	0
1236	0
1237	0
123803	0
123872	0
1238	0
123	0.0015737788656910087
124044	0
1240	0
124152	0
1241	-4.086842342770742e-4
124222	0
1244	0
124565	-3.35120500181854e-5
124583	-8.727983661435639e-4
124	0
125893	0
1258	0
1259	0
125	0.014416836699495394
1261	0
126208	0
126231	-0.0033291862376783757
126298	0
126299	2.3724587320409604e-5
126321	-8.394043468657226e-4
126353	0
126393	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
126	0.011235954132744988
1271	0
1272	0.0033706485365726964
127534	0
127544	0.0015886649555836385
127703	0
1277	0.010659245044686853
127833	-0.002227663608342746
1278	0.006401883823611877
1280	0
1281	0.010108212753013945
1282	0
1284	0
128553	-4.865294371584097e-5
1285	0
1286	0
1287	0
1288	0.0027283943821894757
1289	0.007374936855538372
128	0
129025	0
129080	0
1290	0
1291	0
1292	-6.14579834675487e-5
1293	0
1294	0
1296	-0.005858960906901193
1297	-1.7225552026135606e-4
1298	0
1299	0
12	-0.021771584898289828
130074	0
1300	-0.010467447177397969
1301	0.006945137989491308
1302	-2.142422598239561e-4
1305	0
1306	0
1307	0
1308	0
130916	0
130	0
1310	0
1311	-0.007231076501309655
1312	0
131408	0
1314	0
131544	0
131566	0
131578	0
1315	0
131601	0
1316	6.216928800347377e-4
1317	0
1318	0
131	0
1326	-0.0032370336439882606
1327	0
1329	0
132	0
133619	0.0011162952123666965
1339	0
133	0
1340	0
1345	0
1346	0
1347	0
1349	0
134	0
1350	0.003151298561765223
135138	0
1351	0
1352	0
1353	0
1355	0
1356	-0.0028429216209430947
1357	0
1358	0
135948	0
1359	-0.0068952101202481506
1360	0
1361	0
1362	-0.0022492625570974993
1363	0.0012105687250552517
1364	0
1365	0
1366	-0.002494774210368466
1368	0
1369	0
136	0
1370	0
1371	0
1373	0
1374	0
1376	0
137886	0
1378	0
138046	0.007536089690961077
138050	0
1380	0
138151	-0.00948585564808155
138162	0
1381	0
1382	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	-3.67108888266663e-4
139081	0
1390	0
1392	0
139322	0
1393	0.0011059749058413876
1394	0
139538	0
1395	0
1396	0
1397	0
1398	0
1399	2.1304696025630909e-4
13	0
1400	0.003277906106342626
1401	0
140459	0
140460	0
140461	0
140462	0
140465	0
140467	0
1404	-0.0029575002065268747
140545	0
140578	-0.0035721685239701838
140597	-7.722565952522592e-4
140609	0
1406	0
1407	0
140801	1.3132953038859374e-4
140803	0
140883	0
140885	-0.001554632595290094
140890	0
1408	0
140	-8.765938426169812e-4
1410	-0.0034893489949068828
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
141	0
1420	0
1421	0
142684	0
1428	0
1429	0
142	-7.044130044431205e-4
1432	0
1434	0
1435	0
1436	-0.002960336472472314
1437	0
1438	0
1439	0
1440	0
1441	-0.0014784670421340584
1442	0
1443	0
144404	0
1444	0
1445	0
1446	0
1447	0
1448	0
1452	0
145389	0
1453	0
1454	0
1455	-7.176330673615286e-4
1456	6.677405395913937e-5
1457	0
1459	0
146057	0
1460	0.0018920789402474814
146227	5.446715939285062e-4
1462	0
1463	0
1464	0
146542	0
146562	0
1465	0
146691	0
1466	0
146712	-9.061207683401667e-4
1468	-6.005896715537185e-4
1469	0
146	0
1470	0
147179	0
1471	-0.004719844138838838
1472	-0.0025840279327129585
147339	0
1473	0
1474	0
1475	-8.363501725769562e-4
147657	0
147694	0
1476	0
1477	0
1478	0
147912	0
1479	0
147	0
148022	0
148066	0
148229	0
1482	0
1486	-0.004581189016809705
148753	0
1487	0
1488	0
1489	0
148	0
1490	-0.015833136515381655
149111	0
1491	0
1493	0
1495	0
149603	0
1496	0
1497	0
149986	0
1499	0
14	0
150160	0
1501	0
1503	0
1506	0
150726	0
1508	-0.005205565698896395
150967	0
1509	-0.004802863493482227
150	0.0012275499122537494
151011	0.0031241288020681652
151050	0
1510	0
1511	0
1512	-9.161354306879315e-4
1513	-0.01608178668397637
1514	0
1515	0
151987	0
1519	0
151	0
152006	0
1520	-0.01302851110535959
152185	0
1521	0
1522	-0.001989349084350217
1523	0
1524	-0.0037706090994465142
152559	0
1525	0
1528	0.007825084924732674
152	0
1534	-0.0028915841801338145
1535	0
1536	-0.0012908151169477315
1537	-0.001266023685218556
1538	0
1539	0
153	0
1540	-0.001962600997276406
1543	0
1544	0
1545	-0.013635971266646833
154661	-0.002144771801551184
154796	-0.003040107179942276
154881	3.5395918560117065e-4
1548	0
1549	0
154	-0.001880218616912587
155066	0
1551	0
1553	-0.001709489400061447
155400	0
1555	0
1556	0
1557	0
1558	0
1559	-4.95452022935641e-4
155	0
1562	0
156	0
1571	0
1573	-0.006210117261203798
157567	0
157627	0
157680	0
1576	-7.689105544830063e-4
1577	-0.0015548284602691614
157869	0
157922	0
1579	0
157	0
1580	-0.003456417866665938
1581	0
1583	0.009069349844020804
158427	0
158471	-0.005983866174633359
1584	0.0029840815641399812
158586	0
1585	-0.0056871930363894515
1586	0.007421965904557914
158747	0
1587	0
1588	0
1589	0
158	0
159162	0
1591	-0.0012063743469789153
1592	0
1593	-0.004393943262435234
1594	-0.001085647201118198
1595	0.005454546167955426
159963	0
159	0
15	0
1600	9.254439858731782e-4
1601	0.0017583283728244787
1602	9.944461459685185e-4
160313	0
1603	0
1604	0
160518	0
1605	-1.5994802436295058e-4
1606	0
1607	0
1608	0
1609	0
1610	0
1611	0
161291	0
1612	0.018703235543889342
1613	0
1615	0
1616	0
1618	0.004972359761970428
161	0
1620	0
1621	0
1622	-0.0016508155955309997
162427	0
1627	0.0035886366433725155
1628	0
1629	0
162	0
1630	0
163131	0
1632	0
1633	0
163486	0
1634	0.0055354578649002215
163590	0
1635	0
1636	0
1638	0
1639	8.522303823451893e-4
163	0
1641	0.00213696526870837
1642	0
1643	-0.0024930582880061977
1644	0.002337499511985311
1645	-0.0059929137510364725
164656	0
1646	0.0017232909215838003
1647	0
1649	-0.002901374197003085
164	0
1650	0
1652	5.512896694359729e-4
1653	0
1654	6.798219749626959e-4
1655	0
1656	0.0019475343774878885
1657	0
1659	0
165	-0.007157322683887183
1660	0
1662	0
1663	0
1665	0
166647	-0.0024083842562064176
1666	0
1669	7.705010201107229e-4
166	0
1670	0
1671	0
167227	6.630269536689658e-4
1672	0
1674	-3.0840344298569447e-4
1675	-0.003237706560564488
1676	0
1677	0
1678	0
167	0
168544	0
1687	0
1690	0
169522	0.002629061380134386
169611	0
16	-3.791028111809681e-4
170679	0
170680	0
171017	0
171023	0
171220	0
171392	0.006066160356216586
171546	0
171558	0
171586	-0.00581605198500702
1716	0
1717	0
1718	0.001430654818939623
1723	0
1725	0
1727	0
1728	-0.00712809472004991
1729	0
1730	0
1733	0
1734	-0.003735653285373726
1735	0
1736	0
1737	0
1738	0
1739	-2.73408141131608e-4
173	0
1740	0
1741	0
1742	0
1743	0
1746	0
1748	0
1749	0
174	0.0068780828223698725
1750	0
1755	0
1756	0.002501215345249365
1757	0
1758	0
1759	-0.002505885078782142
175	0
1760	5.396724915409494e-4
1761	0.004501756340441035
1762	0
1763	0
1768	0
176	0
1770	0
1773	0
1774	-0.0026231562288209294
1775	0
1776	0
1777	-0.005738323714456337
1778	0
177	0
1780	0
1783	0
1785	0
1786	-0.00104144256257806
1787	0
1788	0
1789	0
178	-0.0016614193338821874
1791	0
1793	0
1794	-0.0023399365193900444
1795	0
1796	0
1797	0
1798	0
1800	0
1802	0
1803	0.0023076943474199993
1804	4.58425879905055e-4
1805	-0.010163459719632274
1806	0
1807	0
1808	0.0025380054550904908
1809	0.0031396502487121476
1810	0
1811	0
1812	0
1813	0
1814	0
1815	0
1816	0
1819	0
181	0
1820	7.600883088194181e-4
1821	0
1822	0
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	0.00287898153296283
182	0
1830	0
1831	0
1832	0
1833	-0.004276688812099172
1834	0
1836	0
1837	-0.001603603435588599
1838	0
1839	0
183	-0.007852740420549491
1841	0
1842	-0.004764039548988351
1843	0
1844	-4.5984430976625334e-4
1845	0
1846	0
1847	0.0027645302414736066
1848	0
1849	0
1850	0
1852	0.0023397774672097274
1854	0
1855	0
1856	0
1857	0
1859	0
185	0.01259789735914357
1861	0
1869	0
186	0.0050222812822658825
1870	0
1871	0
1874	0
1875	0
1877	0
187	0.0020663244834210814
1880	0
1889	0
1890	0
1891	0
1892	0
1893	-0.003808691633390976
1894	-0.005634468721678055
1896	0
189	0
18	5.947583330434093e-4
1901	0.004803888115959808
1902	0
1906	0.005076001048615527
1907	0
1908	0
1909	0
190	0.004247452214167699
1910	0.009683239290351133
1912	-0.0010073615657132113
191585	0
1917	0
191	0
192286	0
192666	0.014221759517527785
192669	0
192670	0
192683	0
1936	0
1938	0
1939	0
1942	0
1943	0
1944	0
1945	0
1946	0
1947	0
1948	0.006405466902118387
1949	0
1950	0
1951	0
1952	-0.0048816320226049694
1953	0
1954	0
1955	-0.0011151580279795703
1956	0
1958	-0.003390830228939269
1959	-0.012265009859339909
1960	-0.011051517190053565
1961	0
1962	0
196403	0
196441	0
1964	0
1965	0
196740	0
196743	0
1967	0
196993	0
1969	0
196	0
1974	0
1977	0
1978	0
1979	0
197	0
1981	0
1982	0
1983	0
1984	0
1991	0
1992	-0.003051175599761909
1993	0
1994	0
1995	0
1996	0
199731	0
1997	0
199870	0
1998	0
1999	0
199	-6.519524098392227e-4
19	0
200081	0
2000	0
2001	0.004897279089905366
2002	0
200315	0
200316	0
200424	0
2004	5.139436548575075e-4
200576	0
2005	0
2006	0
200734	0
2009	0.003990337452248126
2010	0
201134	0
2011	0
201229	0
201254	0
2012	0
2013	0
2014	0.007240124487205715
201501	0
2015	0
2016	0
2017	0
2018	0
2019	-0.0019889394298342375
2020	0
2021	0
2022	0
2023	-2.360171663274926e-4
202559	0
2026	-0.013256705370853218
2027	-0.00272917932589896
2028	0.00461190270819101
2029	0
202	0
203068	0.005183918282643266
203069	0
2030	-6.469398008052222e-4
203197	0
2033	0.002268151525696912
2034	0.002502646644417117
2035	4.934132597358693e-4
2036	0
2037	0
2038	0.004165244409228049
2039	0
203	0
2040	-3.4291290673503684e-4
2041	0
2042	0
2043	0
2044	0
2045	0
2047	0
204851	0
2048	0
2049	0
204	0
2050	0
2051	0
2052	0
2053	7.409031465396698e-5
2054	0
205564	0
2055	0
2056	0
2057	0
2058	-0.002902645653600176
2059	0
2060	0
206358	0
2063	0
2064	0
2065	0
2066	0
2067	0
2068	0
2069	0
2070	0
2071	0
2072	0
2074	0
2077	0
2078	0
2079	0
207	0
2081	0
208	0
2091	0.0017350633608164607
2098	0.0017561724718362867
2099	0
20	0
2100	0
2101	0
2104	-0.0037807624621580102
2107	0
2108	0
2109	0
210	0
2110	0
2113	0.0019038645072971014
2114	0.002707938697540488
2115	0.0013077954458374707
2116	0
2117	0
2118	0
2119	0.006278825053604453
211	1.7705380405995177e-4
2120	0
2122	0.0025016969769142364
2123	-0.01446149860177173
2124	-0.008748432820848397
2125	0.0016252851966873903
2128	0
212	0.011222605987917939
2130	0
2131	0
2132	0
2134	0
2135	0
2137	0
2138	0
2139	-0.008446819469259015
213	0.0013895332742876357
2140	0
2145	0
2146	0
2147	0
2149	0.0031920078046876726
214	0
2150	0
2151	0
2152	0
2153	-0.001318806588056238
2155	0
2157	-0.00399669046641299
2158	0
2159	0
215	0
2160	0
2161	-0.0026599312592771054
2162	-0.002091601454003341
2165	0
2166	0
2167	-0.0093770823744917485
2168	0.003281173846496969
2169	0
216	0.0049989639650520204
2170	0.0012700152168114488
2172	0
2173	0
2175	0
2176	0
2178	0.0035353327068935528
217	0
2180	-0.006967934308160729
2181	0
2184	0
2185	0
2186	0
2188	0
2189	0
218	0
2191	-4.77846016283649e-4
2192	0
219333	0
2193	0
2194	0
2195	0
219654	0
2196	0
2197	0
2199	0
219	0
21	0
2200	0
220134	0
