gene	female-young_child-fine-1
10000	6.981620643847259e-4
10001	0.02474008779685335
10002	0
10003	-0.002530915030186128
100048912	-7.227454816312454e-4
10004	0.005144910376764149
10005	0.006734630063212079
10006	9.593559253479547e-4
10007	0.0037160904555768584
10009	0.011187669763123579
1000	0.001189562862594531
10010	-0.0017774531892589178
100126791	0
100128124	0.02152743285830414
100128640	0.023885793305967733
100129128	0.0010520530509204164
100129250	-0.0010462590874540372
100129271	0.004926101528058648
100129361	0
100129482	0.008091695021597765
100130331	6.65857474562213e-4
100130449	-0.0038712127807336684
100132341	0
100132476	0
100134713	0
100137047	-0.009764324695584985
10013	0
10014	0
10015	0.0032840757622654942
10016	-0.010007543721577247
10017	0
100188893	0
10018	0
10019	-1.0468493199220448e-4
1001	-0.017033065771072328
10020	0.0025675709544809144
10021	0
10022	0
10023	0
10024	0
10025	-0.00697306979582594
10026	0
100272147	0.006228507784226413
100287932	0
100288413	-0.005079943524405368
100289678	0
100293516	0.010737171390396528
1002	0
100316904	0.008680368366157269
10036	0
10038	0
10039	0
1003	0.004669053607035759
10040	0
10042	0
10043	0
10045	-0.00564394206553764
10046	-0.0026161726483313916
10047	0
10048	-0.004827136600445127
10049	-0.0016041197285180393
1004	0
100505741	0
100505761	-0.007276524887299835
100505879	0
100505933	0
100506144	0.00437145484129854
100506469	0
100506504	-0.002994589377620451
100506571	-5.264906680463001e-4
100506581	0
100506963	0.0075833612166284915
100507331	0
100507436	0.002262664250139855
100507605	0
10050	0
10051	0
10052	0
10053	0
10054	-0.00214697485721138
10055	0
10057	-0.007682561569801252
10058	0.0016926231919561353
10059	0
1005	0.006965845489906977
10060	0
10061	0
10062	0
10066	-0.0035232339910173664
10067	0
10069	-0.01428046817184063
1006	-0.0033839295958273917
10072	0.0010585381718091823
10073	0
10075	-0.0010075800172630418
10076	0.0026983403428221366
10077	-0.015342422562276034
10078	-0.004974392484208403
10079	0
1007	-4.526242137508921e-4
10083	0
10084	0.010303389229426653
10085	0
10086	0
10087	0
10089	-7.24213630603631e-4
1008	-0.011083612513504204
10090	0.004554420902709687
10092	0.002387403960635997
10093	0
10095	0.006285763635003214
10096	0
10097	0.01587745955431583
10098	0.023616213558000986
10099	0
1009	-0.005674978680813147
100	0.001578729674926935
10100	-0.01996546665052719
10101	-0.0011909580481759565
10102	0
10103	0
10105	-0.016061423541661044
10106	-0.0022291354727247904
10107	0
10109	0
1010	-0.013170017470709235
10110	-8.564419802210739e-4
10111	-0.01662578439678632
10112	0
10113	-0.004702600831881359
10114	-0.005477925029447306
10116	0.003402134411095604
10120	-0.004554916378334988
10121	0
10123	-0.001297647487675415
10125	0.005106602387034453
10126	0
10127	0
10128	0
10129	0
1012	-8.561576786134485e-4
10130	0
10131	-0.0028215188339643085
10133	0.001461449706514615
10134	0.011589654827517344
10135	0.009008981707212557
10136	-0.004002758683931951
10137	-0.004017973413736837
10138	-0.005616422240794818
10139	-9.412528641131058e-4
1013	0.011220661845109926
10140	-0.008472420540845908
10141	0
10142	0
10144	-0.015216085437191986
10146	0
10147	0
10148	-2.3026488451128254e-4
10149	0.007872253342645989
1014	0.009951288106021505
10150	0
10152	0
10153	0
10154	-0.018915755156940293
10155	-0.0038749537581857824
10157	0.006388403621574496
10158	0.032704035281154765
10159	0.0031871182471185948
1015	-0.0014271177079441255
10160	-0.011873070305428186
10161	0.010955858302145148
10162	-0.00321862934599964
10163	0
10164	-0.002250753343175091
10165	-0.008228022189455734
10166	0
10168	0.0022091999080159543
1016	0.0028393197943483053
10170	-0.015014210643753419
10171	-0.00765866372795101
