gene	male-infant-coarse-3
10000	-0.009601130807210596
10001	4.4206092269217514e-4
10002	0.003556353759748904
10003	5.066135096625824e-4
100048912	0
10004	-0.017305344436699958
10005	0.010482223802598263
10006	0.002208307897440198
10007	-0.004366104923237547
10009	0
1000	0
10010	-0.005153066338500984
100126791	0
100128124	-0.002921649879025712
100128640	0.003241756213670333
100129128	0
100129250	0
100129271	0.001970984822960952
100129361	0
100129482	0.014048641882624837
100130331	0.009889547104711814
100130449	0.0021786629158951068
100132341	0.007565480398336621
100132476	0
100134713	0
100137047	0
10013	0
10014	0
10015	-0.003902520175852458
10016	0
10017	0
100188893	0
10018	-0.0015060269735741967
10019	0.016304521138533482
1001	0
10020	-0.017172149894298216
10021	0
10022	0
10023	0.01500331034807266
10024	5.781836237046974e-4
10025	0
10026	0
100272147	0
100287932	0
100288413	0
100289678	-4.567504261878529e-4
100293516	0
1002	1.4238985543939291e-4
100316904	0.005674875334017601
10036	-0.003298921472645871
10038	0
10039	0.0020536904373637892
1003	0
10040	0
10042	-0.004734314201266635
10043	-0.004498087167953034
10045	-0.00870819573968368
10046	0.012841541309507546
10047	0
10048	0
10049	-0.010849168053632974
1004	-0.0010291506587670515
100505741	0
100505761	0
100505879	0
100505933	0
100506144	-0.01935518017917216
100506469	-0.009039220873043114
100506504	-7.203942374634185e-4
100506571	-0.009450686667087278
100506581	0.0010641732547852537
100506963	-0.006862520256713516
100507331	0.002749220477156291
100507436	-0.007363371135975855
100507605	0
10050	-0.006142785941551937
10051	0.015939745235613097
10052	-0.004947724589988462
10053	0
10054	0
10055	0
10057	-0.009975423649555781
10058	0
10059	0
1005	0
10060	0
10061	0
10062	-0.006187595702292508
10066	-5.843289484356484e-4
10067	0
10069	0.0025747886229321665
1006	0.007978664000710645
10072	0.002754014040485037
10073	0
10075	0
10076	0
10077	0
10078	0.003459288357383947
10079	0
1007	0
10083	0
10084	0.0016569522173430732
10085	-0.0020846863769269056
10086	-3.4253410738606697e-4
10087	0
10089	-0.0018166782716329674
1008	0.010266558795376853
10090	0
10092	-0.0012381518133673605
10093	0
10095	0
10096	0
10097	0.0029372843369998565
10098	0
10099	0.007212738056105186
1009	0
100	7.186439460716166e-4
10100	0.009914897591167099
