gene	male-infant-fine-1
10000	-0.0031639894154759434
10001	0.0051342415519289985
10002	5.018052295017125e-4
10003	0.022859115258656963
100048912	0
10004	-0.02118241859188912
10005	0
10006	3.1351403225058353e-4
10007	-0.012128820011567936
10009	0
1000	0
10010	0.001417600536628878
100126791	0
100128124	-9.491188434548628e-4
100128640	0
100129128	0
100129250	0.002009275223929509
100129271	7.079917746228424e-4
100129361	0
100129482	0.003494697402089143
100130331	0.0070259339827987745
100130449	-5.269395954535667e-4
100132341	0.0057322533998546065
100132476	0
100134713	-0.0011605196814315454
100137047	-9.567675489009122e-6
10013	0.0021901527974214252
10014	0.002503677842069232
10015	0
10016	0
10017	0
100188893	0
10018	-0.0015021543012327145
10019	0.011199150947889407
1001	0
10020	-0.014280059981255734
10021	0
10022	0
10023	0.01767911085044651
10024	0.0013338765983228916
10025	0
10026	0
100272147	0
100287932	0
100288413	-8.74898012423581e-4
100289678	0
100293516	0
1002	-0.016922107717894725
100316904	0.005217718568961689
10036	0
10038	0
10039	0
1003	-0.007299643898906938
10040	0
10042	-0.007434992164156104
10043	0
10045	-0.008507498641449705
10046	0.005003733864779616
10047	0
10048	0.002164056063361542
10049	-0.0013125193917709129
1004	0
100505741	0.0012126062698777675
100505761	0.011391575135403752
100505879	0
100505933	0
100506144	-0.021252740707830172
100506469	-5.189223426978428e-4
100506504	-1.871055816504195e-4
100506571	0
100506581	6.658125537105404e-4
100506963	-0.0025652949016376483
100507331	-0.0011991001840684296
100507436	-0.010287421561349899
100507605	0
10050	0
10051	0.013970863207856466
10052	-0.0013772898740442086
10053	0
10054	0
10055	0
10057	-0.002288832510779687
10058	0.0073604315683234115
10059	0
1005	0.00656243117724241
10060	0
10061	0
10062	-8.322740950313603e-4
10066	-0.0015196591874322503
10067	0
10069	0.0035526457822584357
1006	0.020699540499548856
10072	8.470641388952225e-4
10073	0
10075	0
10076	0
10077	-0.004861268551065459
10078	0.0013091685086813927
10079	0
1007	0.004162329839476738
10083	0
10084	0.0041079588148403455
10085	-3.3258002166512045e-4
10086	0
10087	0
10089	0
1008	0
10090	-7.407955346280608e-4
10092	0
10093	0.0022794416029090743
10095	-1.2261642140953385e-4
10096	0
10097	0.0028738250905360786
10098	-0.007366167464294399
10099	0
1009	0.003309763447642656
100	0.0021636237932845482
10100	9.58502246186153e-4
10101	0
10102	0
10103	0
10105	0.0015794861246943702
10106	-0.0019721500831317252
10107	0
10109	0.004274719947019071
1010	0.011854219476570498
10110	0
10111	0
10112	0.00984015366864537
10113	-1.3841099240392341e-4
10114	0
10116	0
10120	0
10121	0
10123	0.010017109992704151
10125	0.010143145953730818
10126	0
10127	0
10128	0
10129	0
1012	0
10130	-0.0026512595226431115
10131	0
10133	0
10134	0
10135	-0.013106698491793536
10136	0.002173549705172915
10137	0
10138	0.0026855643275418735
10139	-0.0018014114391600737
1013	0
10140	0.013186776969342586
10141	0
10142	-0.003115139527236122
10144	0
10146	-0.005939875023454294
10147	0
10148	-0.0036471651141207406
10149	0
1014	-0.0016344269696721076
10150	0
10152	0
10153	-0.00262654091011648
10154	-0.009128153176995623
10155	0
10157	0
10158	-0.0770834576047323
10159	0
1015	-0.005986657311179108
10160	0.0015610175749265012
10161	0
10162	0
10163	0.00983968364075511
10164	7.734069686616936e-4
10165	-0.0026496863654236567
10166	0
10168	-0.0018287795135000107
1016	0
10170	-0.050136298499071905
10171	0
10174	0
10175	0.013038699873692982
10178	0
10179	0.00853751708057569
1017	-5.556422019781916e-4
10180	0.010966182158819063
10181	0.0076129593134589574
10184	0.00710728316472527
10186	0.01494842621771767
10188	0
10190	0
10193	0
10195	0
