gene	female-adolescent-coarse-1
10000	-0.008440911178410834
10001	-0.010989517545234292
10002	0
10003	-0.008496498329133136
100048912	-5.287793499917773e-4
10004	0.006622731517767047
10005	-3.6639827567591524e-4
10006	-2.9092148873211915e-4
10007	0
10009	0
1000	-0.0021091510245141508
10010	0.008716528066365414
100126791	0
100128124	0
100128640	-7.701932023214416e-5
100129128	0.02066734279674497
100129250	-0.013847144842319968
100129271	0.015517254683152954
100129361	0.002470422840767887
100129482	0.005254289037945978
100130331	0.006116929914731859
100130449	-0.002042838799061977
100132341	-4.809736766861189e-4
100132476	0
100134713	0
100137047	0
10013	0
10014	0.006068046814613551
10015	0.0017421398350090322
10016	0
10017	-0.008117753950588108
100188893	0.001684342994138387
10018	0
10019	0
1001	-0.0030595298154633462
10020	3.0467798975699636e-4
10021	4.482168296763298e-4
10022	0
10023	-0.007200276035421564
10024	0.001545230992880921
10025	-0.003993566951615192
10026	0.001397504085359766
100272147	-0.002138589601497812
100287932	-0.004175101383586588
100288413	0.008099033039725362
100289678	0
100293516	0.01886386997513493
1002	0.0020237880181839664
100316904	0
10036	0
10038	0.003028149937000658
10039	0
1003	0.006670241431171699
10040	-0.047212281174487336
10042	-6.977928949697614e-4
10043	0
10045	-0.004276896377843535
10046	0.006757507151231812
10047	0.006348307240609447
10048	0
10049	0
1004	0.01163542131696277
100505741	-0.012620161798396307
100505761	0.016661720720126207
100505879	0
100505933	0
100506144	0.0011197794711229518
100506469	-4.070807645538369e-4
100506504	-0.015140067853788068
100506571	-0.010618011995298628
100506581	-0.006605943787045973
100506963	-0.0055118975907659145
100507331	0.013466863169717588
100507436	0
100507605	0
10050	-0.017474020380472518
10051	0
10052	-0.012443038198575819
10053	-0.001398689490200368
10054	0
10055	-0.018278390206770263
10057	-0.004361011929664831
10058	0.012438761516372309
10059	0
1005	-0.007131706025170327
10060	0.007920621068948681
10061	-0.005394984504350318
10062	0.006306505929114968
10066	0
10067	0
10069	0.003933901189687731
1006	-0.003131777136531575
10072	0
10073	0.01187315810814263
10075	0
10076	-0.003928862428416098
10077	0.0036116941890829775
10078	0.015225653643073
10079	-0.006607356543830921
1007	-0.0024202334897862813
10083	0.0016208973242088373
10084	-0.011587840996872796
10085	-0.010707129154794099
10086	0.0015742222256893016
10087	0
10089	0
1008	0.013843706087808608
10090	-0.0025757579164470733
10092	0
10093	0.017727865225646018
10095	0
10096	0
10097	0
10098	-0.02079556259025241
10099	0
1009	-0.010384495981433841
100	-0.018767292769578392
10100	-0.011747048452243352
10101	-0.0037978917600423427
10102	0
10103	0.0026941473066009174
10105	0.009335641730710114
10106	0.005228411003815655
10107	0
10109	0
1010	-0.01724617654447705
10110	0.017429450348833517
10111	-2.0211665480184408e-4
10112	0
10113	0
10114	0.015367537087822982
10116	-0.016483809915254735
10120	0.012971148277568718
10121	0
10123	0.021294567186814477
10125	0
10126	0.010620733729201368
10127	0
10128	0
10129	0.024760044496840057
1012	0
10130	4.429977855994476e-4
10131	0.0011019681941060405
10133	-0.021429481722753576
10134	0
10135	0.03945941211308941
10136	0.023370631258826314
10137	-0.004027837704695716
10138	-0.001890738137510797
10139	0
1013	-1.0032149918263944e-4
10140	0.027934474196358958
10141	0
10142	0
10144	-0.006876750629566166
10146	0
10147	0
10148	0.013977186190185769
10149	0.02370362922105115
1014	0
10150	-0.010984785622312655
10152	0.0037684802573212206
10153	0.00991851556163708
10154	0.016020023910190802
10155	-0.003076198723086802
10157	0
10158	-0.039904808018556844
10159	0.004192513212113518
1015	0
10160	-0.010634145927697729
10161	9.623545592518253e-4
10162	0.009887304630074393
10163	-0.0016310867346090428
10164	-0.0021530156456818256
10165	0.0019980986124190653
10166	-0.005869382448601224
10168	0
1016	0
10170	0.0539429568158725
10171	6.633571718844231e-4
10174	7.168353109192681e-4
10175	0.010470972189813793
10178	-0.014566767795900366
10179	-0.007974798547199851
1017	0.011321583931313436
10180	-0.0070628912195042385
10181	0.002876521664332458
10184	-0.007556967146249544
10186	0
10188	0
10190	0
10193	-0.015963443187697615
10195	0
10196	0.016170383951555817
10197	-2.9063049840970684e-4
10198	-0.002038553603251245
10199	0.0030910805922156185
1019	0
101	0.013812378478817479
10200	-0.022599118084195527
10201	-0.019344197080182462
10202	0.03608190666134417
10203	0.00941427285288883
10205	-0.007444392757880704
10206	0
10207	0
10208	-0.024766647036787083
10209	0
