gene	female-child-fine-3
10000	0
10001	-0.0015192124154537888
10002	0
10003	-0.008301212721943419
100048912	-0.005620710552110348
10004	-0.004782414578738363
10005	0
10006	0.007072980096864642
10007	-1.7586650159311226e-4
10009	0
1000	0.007199174463381061
10010	-2.9524742882476715e-4
100126791	-0.0047599022282646215
100128124	3.8037696479152334e-5
100128640	-0.006268526558275082
100129128	6.451793040922569e-4
100129250	0
100129271	0
100129361	7.1380823370989e-4
100129482	0
100130331	0.0035580324071231707
100130449	-0.010319436631036691
100132341	0.002610787315677988
100132476	0
100134713	-0.004746160075877231
100137047	0
10013	0
10014	0
10015	-0.003952188040655735
10016	0
10017	0
100188893	0
10018	0
10019	0.02760349461755009
1001	0
10020	-0.004922333669201183
10021	0
10022	0
10023	-0.00222362685176931
10024	-9.3625745486744e-4
10025	0
10026	0.0218838704390015
100272147	0
100287932	0
100288413	-0.0031121882604035053
100289678	0
100293516	-0.005878765195628866
1002	0.003138330376535025
100316904	0
10036	0
10038	-0.006237072546462781
10039	0
1003	0
10040	0.003268814932327387
10042	-0.0033662130822518996
10043	-0.006593195162373509
10045	-0.0054515084490232785
10046	0
10047	-0.0016987045366879164
10048	2.1811613200496108e-4
10049	-0.0036457260032865786
1004	-0.0034951063835916567
100505741	-0.005152713710020642
100505761	-9.660261171144561e-5
100505879	0
100505933	0
100506144	0.0026369323251273034
100506469	-4.1283182322283374e-5
100506504	-0.002611651094068783
100506571	0.002471844464647323
100506581	-0.0016278892618336845
100506963	0.0016167171191847273
100507331	0.009774724820395243
100507436	-0.03894703141164285
100507605	0
10050	0
10051	-0.0068885737245796
10052	0
10053	0.0032291490972618355
10054	0
10055	-2.85028953786691e-4
10057	-0.013432892702115505
10058	-0.008388996042464267
10059	0.002290976949135176
1005	0
10060	0
10061	0
10062	-0.008311463425101695
10066	0
10067	0
10069	-0.0012152534788580384
1006	0
10072	-0.005646264038858259
10073	0
10075	0
10076	-0.008457238090540033
10077	0.018524452583756474
10078	3.5119491942880875e-5
10079	0
1007	-0.004405356805343041
10083	-0.0025014002320276987
10084	0
10085	-0.015345823850949566
10086	0
10087	0.009276520920615336
10089	0
1008	0.005256195901807118
10090	-0.006035681032420192
10092	0
10093	-0.021244042382247044
10095	0.02510048799425745
10096	0
10097	0
10098	0
10099	0
1009	-0.0064312533952505515
100	0.016754466344902314
10100	0.0019044912073430083
10101	0.01372102821685171
10102	-6.687907697261027e-4
10103	0
10105	0
10106	-5.303947399650629e-4
10107	-0.011602007214431602
10109	0
1010	0
10110	-0.00787816576692394
10111	0
10112	0
10113	0
10114	0.0024497607210485317
10116	0
10120	0.0019134738588554852
10121	-0.003052932678013466
10123	-0.006517751161137429
10125	0.0014581459329637784
10126	-7.387405362471422e-4
10127	0.006190919324221491
10128	0
10129	-0.002657438218713872
1012	0.02181229390619521
10130	-0.00226082615915933
10131	0.011670531180176743
10133	0.018979524111776766
10134	0
10135	0.003437348260426756
10136	0.0091088247607484
10137	-0.01045028677175179
10138	0.0011446698778385955
10139	0
1013	0.0022389343536203506
10140	-0.03959988129142712
10141	0
10142	0.0018335196374377129
10144	-0.02706506567911605
10146	0.008939814819878003
10147	0
10148	0.011580971135575489
10149	0.02975279886750042
1014	-8.209132699397662e-4
10150	0
10152	0
10153	-0.002086177947908997
10154	-0.005658609585798387
10155	0.006051972941128484
10157	-0.01277433853997661
10158	-0.0015417003750816942
10159	0
1015	-0.005795034558078696
10160	0.0069388218164635985
10161	0
10162	-0.0032912214354094446
10163	0.00850846860565621
10164	0
10165	0.00534159997986885
10166	0.0016426853742983248
10168	0
1016	0.0104810722154994
10170	0.019235589796918712
10171	0.0015019111731364241
10174	0.0037076669800274443
10175	0.006863016249569081
10178	0
10179	0.0026860326066584644
1017	0
10180	0
10181	0
10184	0.0030811594535343607
10186	-0.02946000084616823
10188	0.0012321459105315872
10190	0
10193	-0.007619097583033589
10195	-0.0010760635373336688
10196	0.007039545956454997
10197	-2.861802826870245e-4
10198	0.017415576015921093
10199	0
1019	0
101	-0.01890614091207097
10200	1.8506340933396054e-4
10201	0
10202	-0.01274393301204153
10203	0.008616755859655172
10205	-0.0032996522926718257
10206	0.0033532684697895735
10207	0.0014639922282780014
10208	0.0019705593052008036
10209	0
1020	0.003629094371313649
10210	0
10211	0
10212	-0.021344114983598558
10213	0
10214	0
10215	0.0076729284262126
10216	-0.01725994359626451
10217	0.0022575682923058377
10218	-0.0024234241350371863
10219	-0.03588135222931743
1021	0
10220	-0.004790179860137348
10221	-0.01713751887324416
10223	0.0077780479200368355
10225	-0.007797001151480485
10226	0
10227	0
10228	0
10229	-7.581325093157367e-4
1022	-0.012887529604264886
10230	-4.4951603977960063e-4
10231	-0.02437497743365447
10232	-0.007145806911398618
10233	-0.0015816282984261836
10234	0.02708181012204201
10235	0
10236	-4.278306071315691e-4
10237	0
10238	0
10240	0.006081738623472489
10241	0
10242	0
10243	0
10244	0
10245	0
10246	0
10247	0.006804381295906783
10248	-0.0010948264291667912
10249	0
10250	-0.01673040875286532
10252	0.0022517689386400723
10253	0.03248134130208356
10254	0
10255	0
10256	0
10257	0.01438882719154395
1025	-0.0038679258399237394
10260	0.0024459521733153976
10261	0.01629545115166063
10262	-0.006268510669487271
10263	0
10265	-0.006448742952831012
10266	0.006467595942690669
10267	0.02461747195613246
10268	-2.2685608552121535e-4
10269	0.005069892159196357
1026	0.004209103830470496
10270	0
10272	-0.014568591589479804
10273	0
10274	0
10276	-0.013222809161346395
10277	0
10278	-0.008021998218956659
10279	0.00546866370192318
1027	-0.004297981346093212
10280	0
10281	0
10282	-0.010708786674931888
10284	0
10285	-0.0036495406511153714
10286	-0.003387827994903438
10287	0
10288	0.013311847054525682
10289	0
1028	-0.0035482305852965975
10290	0
10291	0.00616544554500244
10293	0.00820817145213712
10294	0
10295	-0.011439796586133125
10296	-0.003756866973257461
10297	0.002128144350166399
10298	-0.0039894007537259555
10299	0
1029	-0.003364783362505977
102	0
10300	2.621295082240623e-4
10301	-0.00218357137994009
10302	0
10307	-2.1497600821259797e-4
10308	0
10309	0
1030	-0.008856883671108554
10311	0
10312	0.003670670952403513
10313	0.0030463497757020172
10314	0
10316	0
10317	0
10318	0.004870883643867617
10319	0.0030391644497071977
1031	0.004647301757883439
10320	0
10321	-0.037946301553635126
10322	0.006135354264002097
10324	0.004421767091937093
10325	0
10327	-0.0037109908131633365
10328	0.0023514903459887094
10329	0.003026561687217226
1032	0
10330	-7.851300474941791e-4
10331	0
10332	0
10333	-0.013433714915697167
10336	0
1033	0
10342	-0.008255089911839474
10343	0.003002572043260356
10346	0.003546940967546183
10347	0.006535242578028523
10351	0
10352	0
10360	0.010545289515762632
10362	0
10363	0.0033682048442025994
10365	-0.01468125291290444
10367	0
10368	-0.0064219401406606785
10369	0
1036	0.00777453428694004
10370	0.0013645581706831123
10371	0
10376	-0.006752960813080855
10379	0
10381	-0.010214908402063592
10382	0.007079015342277254
10383	0
10384	0.004425627267393822
10385	0.006907864122424682
10388	0.005641095614417489
10389	0
1038	0.0031874490150958753
10390	0
103910	0.024667436283899974
10391	-0.009653005052164392
10392	0.002130750886501127
10393	0
10394	-0.009921248900433463
10395	-0.008399658314004079
10396	0.007056607512427172
10397	-2.4820771805255195e-4
10398	-5.963982348255463e-4
10399	0.008640219134558836
1039	0
103	0
10400	0
10401	-0.011172962802477393
10402	0.004287960429568877
10403	0.026088579259338836
10404	-0.015937930803688098
10406	0.011541523441547881
10407	0
10408	0
10409	0.00750163550713725
1040	0
10411	-0.0010011712027044198
10413	-0.005599504956959015
10417	0.024220926007401195
10418	-0.007873268997513968
10419	0
1041	-0.009344893820723342
10420	-0.005270206598480866
10421	0
10422	0.005170806801330379
10423	0.012176464598747843
10424	-0.0068359666625566334
10425	0
10426	0
10427	-0.006390835311608777
10428	0.026905478829459473
10430	0.00265704191782215
10432	-0.0057228360857501165
10434	0.014457160351722287
10435	0.004214843770593263
10436	0
10437	-0.003885898285962154
10438	-0.00546356474398759
10439	0.007194696731048103
1043	-0.0021738796605684486
10440	0.006517913239045556
10443	0
10444	-0.0018200702719597228
10445	0
10446	0
10449	0
1044	0.020175527829814327
10450	0
10451	-4.949579322150553e-4
10454	0
10455	3.9076892755579806e-4
10456	-9.062588695073987e-4
10457	-0.03647193142078378
10458	4.9536250936304e-4
1045	0
10460	0
10461	-0.013991432549123677
10462	0.03305378790749099
10463	-0.004216220456827522
10464	0
10465	0
10466	-0.018063878124903728
10467	6.500913453987763e-4
10468	-0.0087276676430916
10469	-0.006626323157455168
1046	0
10471	-0.0020736295542151473
10472	0
10473	0
10474	0
10475	5.507495729705793e-4
10478	0
10479	0
1047	0.013474269009466964
10480	0.001153743329211796
10481	0
10482	-0.001564532115810849
10483	-0.005273908486465527
10484	0.0075769886870331185
10485	8.109962782846896e-6
10486	-0.012157575631697825
10487	0.00512097811715074
10488	0
10489	0.004512807087885379
1048	0.004058585411552372
10490	0.006983932367011993
10491	-0.004792979044435487
10492	-0.0018183627509543742
10493	0.0019691770367845853
10494	0
10495	0.008860374181797494
10497	0
10498	-0.004632379482905049
10499	0.005218678542034677
104	0
10500	-0.0036877411479780357
10501	0
10505	0
10507	0
1050	0.005903155332930762
10512	-0.02848811117684983
10513	-0.003857151133039394
10514	0
10516	-0.016976915418167947
10518	0.016400291632413022
10519	-0.002222475691546176
1051	-0.006991650525449727
10520	-0.0013615377148327953
10521	-0.007765274139149826
10522	0.002067432806083843
10523	0
10524	-0.0034181280819133757
10525	-0.008378476218284312
10526	0.0036052018173281263
10527	-0.006796819815252386
10528	-0.006958989732758937
10529	0
1052	-0.006018187145310154
10531	0
10533	0
10534	-0.008554162373067407
10535	0
10536	0
10537	-0.015765203205553132
10538	0
10539	-6.943505931870571e-4
1053	0
10540	0
10541	0.0014659009150708524
10542	-0.003206880017526583
