gene	male-child-coarse-1
10000	-0.004257926333854009
10001	0.005776740869610303
10002	-0.004418926597980277
10003	-0.0048052206844251336
100048912	0.0026661232362498234
10004	0.018152471260656
10005	0
10006	0
10007	0.008921703830738875
10009	0
1000	0.004213426068343066
10010	0
100126791	0
100128124	0.022412244224741813
100128640	0.009876698052665844
100129128	0.007181792667224762
100129250	0
100129271	-0.0018032951458853202
100129361	0.0023191825519243395
100129482	-0.010967402207916876
100130331	0.008774571182746037
100130449	-0.0034173252792620602
100132341	-7.177223959166886e-4
100132476	0
100134713	9.164063634257315e-4
100137047	7.297249269258829e-4
10013	0
10014	0
10015	0.0015721076493371577
10016	0
10017	0
100188893	0.0016504458066818437
10018	0
10019	-0.002121418783985558
1001	-0.02798584469336233
10020	0.041031270320750414
10021	-0.0013587147908668048
10022	-0.004969267548992872
10023	-0.014755890955979943
10024	-0.00669285173366861
10025	0
10026	0
100272147	0
100287932	-0.007783809384617408
100288413	0.0015237614662472008
100289678	-0.008869490357024638
100293516	-0.020848120499623545
1002	0.00243436644549403
100316904	0
10036	0.003628557579300477
10038	-0.003582623517502392
10039	-0.016379841678179193
1003	-1.26117173662878e-4
10040	0.013593765508756173
10042	0
10043	0.005120243009187488
10045	-0.0015506933495866967
10046	-0.028570286835489858
10047	0
10048	-0.004762179132365939
10049	0
1004	0
100505741	0.00865736741345534
100505761	-0.01742660368603983
100505879	0
100505933	-0.0018799358521184692
100506144	-2.153498140376571e-4
100506469	0
100506504	0.013852719993436203
100506571	0.028405974074515047
100506581	-0.0026295341121535384
100506963	0.018313564126561845
100507331	0.0011368123086643474
100507436	-0.0217294946789427
100507605	0
10050	-0.009846186652410905
10051	2.512810608941067e-4
10052	0
10053	0.0024549546128183413
10054	0
10055	0
10057	0
10058	-4.43154247691186e-4
10059	-0.001451916441610601
1005	0
10060	0
10061	-0.0026439978088390603
10062	-0.029050551505544902
10066	0
10067	0
10069	-0.007881914304530342
1006	0
10072	-0.0026979270449308257
10073	0.00504666713839251
10075	0
10076	0
10077	0.003840301466124648
10078	0
10079	0.0012984257647143008
1007	0.004247942375802867
10083	0
10084	0.010710482777595566
10085	-0.007956045269412874
10086	0.005777440384987244
10087	0
10089	0
1008	0
10090	0.010086030025024239
10092	0.018026202221510013
10093	0.017985508367573382
10095	0.015297682422748511
10096	0.005065904224505925
10097	-0.0053249910057275585
10098	-0.010899744238491955
10099	0
1009	0.009232130535873932
100	4.541739683302548e-5
10100	0
10101	0
10102	-0.0021901438141392897
10103	8.113755906474568e-4
