gene	male-child-coarse-2
10000	-0.008609938528101166
10001	0.009506179252298139
10002	-5.333035583338799e-4
10003	0
100048912	-0.0018895023896023306
10004	0.009656911614342635
10005	0
10006	-0.001789578599532106
10007	0
10009	0.0016331658952256397
1000	0
10010	0
100126791	-9.17184775168529e-4
100128124	0.01566363985712822
100128640	0.003369709841770267
100129128	0
100129250	0.008417252733708415
100129271	0.01308007729227433
100129361	0.006242099845027932
100129482	-0.0030199033576001127
100130331	0.005382856105280021
100130449	-0.015395940388941832
100132341	0
100132476	0
100134713	-0.0024442866219996917
100137047	0.02132489586172292
10013	0
10014	0
10015	-0.005674772400201637
10016	0
10017	0
100188893	-0.006972754890591238
10018	-0.00919124596202893
10019	0.013847630545275191
1001	9.859032935328343e-4
10020	0.019335133644280227
10021	0
10022	0
10023	0
10024	-0.008929669201782718
10025	0
10026	0.0028784787315349614
100272147	0
100287932	-0.004329565005066542
100288413	-0.007933201165728173
100289678	-0.0011164425030320121
100293516	0.008828679438212174
1002	-2.8669322244602154e-4
100316904	-2.093870642846004e-4
10036	0
10038	-3.472496162493844e-4
10039	0
1003	0.012775551391785317
10040	0
10042	-4.1705048062014923e-4
10043	0.0012984971262178545
10045	-0.005542565948148651
10046	-0.04623924389411944
10047	0
10048	-0.0034765498990132733
10049	0.01425552346945788
1004	5.993601897568004e-4
100505741	0.029349083057995492
100505761	-0.012527685385281966
100505879	-7.718996171525406e-5
100505933	9.502144959990685e-4
100506144	0
100506469	-5.717164763043894e-4
100506504	0.0036947184589463966
100506571	0.018919709481061243
100506581	0.018615961629876204
100506963	0.0036052965378831335
100507331	0
100507436	0.01573080077072166
100507605	0
10050	-0.014640293246243552
10051	0.004646625572237971
10052	0
10053	0
10054	-0.007207686744877261
10055	0
10057	0
10058	0.008310118818646184
10059	1.705005855505027e-4
1005	-0.0046626784181912
10060	-4.7190439918976993e-4
10061	0
10062	-0.003375394589549883
10066	0
10067	-0.0012532785947579348
10069	0.009515479377801263
1006	-0.004258110570367495
10072	0.00425268155606922
10073	0
10075	-0.0016463754100775347
10076	0
10077	-0.0014347457422728698
10078	0
10079	0.0148508264902899
1007	0.0049429802153836576
10083	0
10084	-0.006215592259088953
10085	0
10086	0
10087	0
10089	0.006954113239619336
1008	0.018774705840120937
10090	0.006646182415746326
10092	-0.0013601458907172193
10093	-0.001038560656037825
10095	0.01496235561149203
10096	0
10097	-0.004757295883202939
10098	-0.010879542014068306
10099	0.00829452132735543
1009	-0.007310028215105452
100	-0.01672198274531178
10100	0.007951988727085265
10101	-3.508178743456773e-4
10102	-0.005027659190858919
10103	-4.4651000743340966e-5
10105	-0.016914973470566513
10106	-0.02073501404281506
10107	0
10109	0
1010	-0.015264167956706867
10110	-0.0029439118697189405
10111	0.004020296940899618
10112	0.0037406747735197585
10113	-0.001207058172636812
10114	0
10116	0.00689823910551433
10120	0.0014468487588578608
10121	-0.016494149736167286
10123	0
10125	0.003089895233574039
10126	0
10127	0.005862620263327549
10128	0.006848820476569495
10129	0.0028081336462519157
1012	8.805710240194178e-4
10130	0.012457153639906312
10131	-0.0034837954163843138
10133	0.009980200551007115
10134	-0.008615018232526958
10135	0.001186152739706206
10136	0
10137	-1.6225976353448013e-4
10138	-4.6850920895014206e-4
10139	0
1013	0
10140	-0.017974199679108852
10141	0.002435555106270004
10142	0
10144	0
10146	0
10147	-0.011493315282101825
10148	0.024099686389214975
10149	0.016282132939002596
1014	0
10150	0
10152	0.011320879511757058
10153	0
10154	-0.014481104485037042
10155	0.017452540792829818
10157	0.006383977830269668
10158	-0.02974654192625257
10159	0.0011215638809623856
1015	0
10160	-0.007001698195408949
10161	0.008801866426841462
10162	0.015110231321994612
10163	0.006198578085024842
10164	0.0015705597264599116
10165	-0.0018795034257266534
10166	0
10168	0
1016	0.003460773012773259
10170	-0.0052006873982569715
10171	-0.011674534185389628
10174	0
10175	0.004796776488033526
10178	-0.014691117875857489
10179	0
1017	-0.0029456979866105716
10180	0
10181	-0.001246491194213424
10184	0.006584889194813146
10186	-0.02554609048866328
10188	-0.0050931162742501365
10190	0
10193	-0.00166997193033959
10195	0
10196	0.0038776662964659053
10197	0
10198	0.01602094819465003
10199	-0.011942368616802052
1019	0.0020330147187249087
101	0.016572185660006844
10200	0.02243709978505973
10201	-0.005647591028344299
10202	-0.014000709309941085
10203	-0.01738352733138939
10205	0.011189700612023857
10206	0.005445455300742978
10207	-0.013469551317072581
10208	0.005257374192317501
10209	-0.003853674619639586
1020	0.002250398702968549
10210	0
10211	0
10212	-0.018107743062686373
10213	0.007902125363943174
10214	0
10215	-0.006693194473146842
10216	0
10217	-0.009359658226457297
10218	0.009392338826723898
10219	-0.0035315655966801133
1021	0
10220	-9.042786443369076e-4
10221	-0.02319032358588703
10223	0.013270385606010612
10225	-0.0376904882795848
10226	0
10227	-0.0141383937376449
10228	-0.012276294183204615
10229	-0.0026833685899243045
1022	-0.0035855725140568943
10230	0.0035562264652313274
10231	-0.028270392013499623
10232	-0.032141542771638554
10233	0
10234	0.0031091986621737634
10235	0.009901008862411746
10236	0
10237	-0.005068197273894819
10238	0.0014454119745277523
10240	-0.0020766394797867996
10241	0
10242	-0.013154065936571487
10243	0.008652210855888284
10244	0.010940997032734275
10245	-0.012198367733058843
10246	0
10247	0.02537873639322921
10248	-0.01162911585105539
10249	0
10250	0
10252	0.0042698975794983685
10253	0.07139313244471968
10254	0
10255	0
10256	-0.0013456095491796664
10257	-0.006164428337513471
1025	-0.002473823629612334
10260	-0.0015489432341563043
10261	-0.005591347478187151
10262	-0.0063947488804682005
10263	0.022388349071897188
10265	0.020143190604797304
10266	0
10267	0
10268	-0.01864188274571074
10269	0.007237031380464356
1026	-0.026048611288553413
10270	0
10272	0.0057299329406367405
10273	-9.383034137978747e-4
10274	0.006943197716422626
10276	0.011087874060294736
10277	0.006970614155964681
10278	0.007660475700756759
10279	-0.020053429730162553
1027	0
10280	-0.006008742636561356
10281	0
10282	-6.02613773553373e-4
10284	0
10285	-0.005132933232239682
10286	0.006990443598045143
10287	-8.284534700218981e-4
10288	0.037262409539802865
10289	-0.016170536736731418
1028	-0.04836814988931628
10290	9.919407043291694e-4
10291	0.003492541206328117
10293	-3.759481620395015e-4
10294	0
10295	-0.007269966264313263
10296	0
10297	0.011317674092627607
10298	0
10299	0
1029	0
102	0.0010954343596624827
10300	0.017755605944906185
10301	0.002017542597614688
10302	0
10307	0
10308	-0.017882829963986494
10309	-0.005690733717252806
1030	0
10311	0
10312	0.014920655618561504
10313	0.002806108771532795
10314	0
10316	0.0032791124951524714
10317	0.00790753675005507
10318	0
10319	0.008606829800191467
1031	0
10320	0.0022420086507251623
10321	-0.03088228327491547
10322	-0.0064259004764748535
10324	0
10325	-0.012970026491858331
10327	0
10328	0
10329	0.0032251607636184475
1032	0
10330	0
10331	-0.00861364536778833
10332	-0.002880716549913923
10333	-0.025638407529749357
10336	0
1033	0.010165459420852936
10342	-0.0071447452792440785
10343	0.016010343922515047
10346	0.009097263059766424
10347	0
10351	0.020996036725683273
10352	0.009317510087635943
10360	0.02836859934486655
10362	-0.01304730218587475
10363	0
10365	0
10367	8.372238925530738e-4
10368	-0.007617267456797803
10369	-0.007516831029761566
1036	0
10370	-0.005877367974200405
10371	0.004500757100849259
10376	-0.0014544912163578997
10379	-0.011372294977715003
10381	-0.014521794875610405
10382	0
10383	-0.021911281238761914
10384	-0.01811884890571996
10385	0
10388	-9.818919773267427e-4
10389	-4.5869453026419735e-4
1038	-0.00784849905931186
10390	-0.003982164958685951
103910	0.006719621170417089
10391	0.01228641770987197
10392	0.016252677143944842
10393	0.0010831241594070468
10394	-5.358009908226342e-4
10395	-0.0012958645029014053
10396	0.006882187265929753
10397	-0.025025642784002062
10398	-0.06135789323830012
10399	0
1039	0.014682789640773032
103	0.0014267255102559532
10400	0
10401	-0.03036520693536598
10402	-0.007380242018655001
10403	-0.007563912295246738
10404	-0.019654057180595017
10406	0.047016744488927294
10407	0.006280241316735939
10408	0.009412590851474903
10409	0
1040	-0.022926227624258784
10411	-0.007945482633141907
10413	0.007412110794152978
10417	-0.018204437667244406
10418	-0.005110435156346041
10419	0.00408589955019297
1041	0
10420	-0.018857488995848524
10421	-0.006009604333043682
10422	0.01034813223155889
10423	0.0031369739184866526
10424	0
10425	0
10426	-0.0022762370783265618
10427	-0.0024555882875449027
10428	0.009526163348621457
10430	-0.003446044168455515
10432	0
10434	5.172922868418952e-4
10435	0.00992624175692262
10436	-0.005667810387514014
10437	0
10438	-6.968451838974755e-4
10439	0.04459931382055318
1043	0.004658002515253632
10440	0.0013061822447324178
10443	-0.005750885239440769
10444	-0.013630788874052302
10445	-0.0185562808446792
10446	-0.005488193466872787
10449	0
1044	0
10450	0
10451	-7.153810532476135e-4
10454	0
10455	-1.3264622389022265e-4
10456	-5.501201962307382e-4
10457	0.006031039403515965
10458	0
1045	0
10460	-0.014567460114993977
10461	-0.00496901472739997
10462	0.03813424808680049
10463	0.001194086603359949
10464	0
10465	0
10466	-0.02611665529734273
10467	0.0011791514737510287
10468	0.026161655053909952
10469	0
1046	0
10471	0.017104415650876264
10472	0
10473	0
10474	-0.001680618133112489
10475	0
10478	0
10479	-0.0017816009561733234
1047	0.019774471163970048
10480	0
10481	0.013311372522611397
10482	0
10483	0.005460484853180692
10484	0
10485	-0.008625069891404944
10486	-0.004490207429216546
10487	0
10488	0
10489	0
1048	0.010879919309008093
10490	0
10491	0
10492	0
10493	0
10494	0.013438890447879152
10495	-9.486071782582872e-4
10497	-0.003720099199562313
10498	9.921997313605882e-4
10499	0.010849002231403402
104	0
10500	-0.01466296369859574
10501	-0.011100151025991645
10505	0
10507	0.0011717735493880766
1050	0.012048377704323711
10512	-0.03435816256225973
10513	-0.0025610829478070205
10514	-2.1876489272903702e-4
10516	0
10518	0
10519	-0.01520026083657175
1051	0.0041690852067573685
10520	-0.0016922411151052748
10521	0.020666347788496898
10522	-0.009678996660810953
10523	-0.005049381671773729
10524	0
10525	0
10526	0.006103012980900336
10527	-0.001194992391180158
