gene	female-older_adult-fine-3
10000	-0.007842181288365693
10001	0.00394761802458057
10002	0
10003	0.011657938514847643
100048912	0
10004	0.013066540728261817
10005	0.01287198070231079
10006	-0.011899125881102358
10007	0
10009	0
1000	-0.004869555034260773
10010	-0.0031064868438198776
100126791	-0.0020694495587257862
100128124	-0.0012405317164087325
100128640	-0.0035849020064662664
100129128	0.02332174405593067
100129250	-0.02777712159090364
100129271	0.026700500155217667
100129361	-0.021739193369400826
100129482	0.006278008777724631
100130331	-0.03971476116767653
100130449	-0.016247751713614606
100132341	5.4500477322174994e-5
100132476	0
100134713	0.00806624648207102
100137047	1.207579058141134e-10
10013	0.003911926552700241
10014	-0.00123592227411552
10015	-3.867535370110944e-4
10016	0.00728782931052111
10017	0
100188893	-0.020931919578747696
10018	-0.0015854698401800173
10019	-0.019732907806322204
1001	0.030650178746236087
10020	-0.0012294226426267808
10021	0.008801659870384719
10022	-0.0055953653612339956
10023	-0.024551132345623488
10024	-0.018520283715197247
10025	0
10026	-0.005091522269603228
100272147	0.005817254551030388
100287932	0.018529227680244356
100288413	0.015384969944952113
100289678	0
100293516	0.018521181300699168
1002	0.020056348345632292
100316904	0
10036	0
10038	0.013032444877109283
10039	-0.01901243831118671
1003	0.0015638276109786484
10040	-0.03060537131831499
10042	0.02247250546420572
10043	-9.607621632983493e-4
10045	0.06244090250079428
10046	-0.017263646561480946
10047	-7.943333382974719e-4
10048	0.07364810937404481
10049	0.015537937450824763
1004	0.028746835847585275
100505741	-0.018619538210993835
100505761	0.024032938235745583
100505879	0
100505933	0
100506144	0.015529570104211781
100506469	-0.010542998986958697
100506504	0.003452605692116743
100506571	0
100506581	0.010677555247853156
100506963	0.0080643040947556
100507331	-0.004318738660548881
100507436	-0.06188824139833805
100507605	0.008515008150151564
10050	-0.04290052911777309
10051	-0.013921870795527093
10052	0.044098373444410414
10053	-0.05712111544405483
10054	0
10055	0.014813412383393594
10057	-0.003304744443966688
10058	-0.006636721195120457
10059	0.020580811637287345
1005	-0.016250040692777766
10060	0.01720625123978287
10061	0.012935134328099758
10062	-0.012599857676972049
10066	0
10067	0.005916469619388373
10069	0.0031115832262376603
1006	0.00345017162177353
10072	-0.024660401390669107
10073	-0.03756146092848041
10075	5.454582066577882e-4
10076	0.029296711222173467
10077	0.010223356324431753
10078	0.060755378930715316
10079	1.9685038100953225e-10
1007	-0.010549140086857964
10083	0.01403440908892925
10084	0.012265938404720315
10085	0.005820695108631947
10086	0.0013074350500470345
10087	0
10089	0.009003308915950912
1008	0.021437426935639485
10090	-0.02555839795704147
10092	0
10093	0.01098732569303313
10095	0.0034791302513455307
10096	0.0073675136145408705
10097	0.018788378119467722
10098	-0.03661414438556197
10099	0.034483455593927084
1009	-0.007319150781976033
100	6.027092045615816e-4
10100	0.02231582823348484
10101	-0.0266945713955991
10102	0.014326432814703104
10103	-0.016645727234189948
10105	0.058809633612124095
10106	0.028703805555094962
10107	0
10109	-0.015670868372090217
1010	-0.02410838379337013
10110	0.056063305344630596
10111	-0.010688888055396958
10112	-0.012723580033458923
10113	0.018473513880069226
10114	0.01708006197179716
10116	-0.027283985833121943
10120	0.0033514769558592164
10121	-0.03134941698848274
10123	0
10125	-0.010310815919107786
10126	0.0026252997804662318
10127	-0.008670019715214868
10128	0.043380761811400596
10129	0.0012581811773809538
1012	-0.005011404045734874
10130	0.009036271907838204
10131	0.027525551142289995
10133	0.007401018614024923
10134	-0.01715245734225515
10135	-0.03781637782396139
10136	-0.052188098455141455
10137	0.010938787843384543
10138	3.46786753239509e-10
