gene	female-young_child-fine-3
10000	0.0029857525824724543
10001	0.00264777078917585
10002	-0.0053821259619185385
10003	0.001563973653685907
100048912	-9.598830259528609e-4
10004	0
10005	0
10006	0
10007	0
10009	0.02003951566360939
1000	0
10010	-0.0011462853351467588
100126791	0
100128124	0.007470776207436497
100128640	5.88083035978498e-4
100129128	0
100129250	8.414651803063843e-4
100129271	0.013150772157086245
100129361	0
100129482	0.006897244312881402
100130331	-0.0058718533644964415
100130449	0.005887717942931144
100132341	-0.01713970100383911
100132476	0
100134713	-0.0011422067360769331
100137047	0
10013	0
10014	-0.003760117469397758
10015	0.003228494396688449
10016	-0.0034336124150347413
10017	0
100188893	0
10018	0
10019	0
1001	-0.028760688788593773
10020	0.025023118451534255
10021	5.694466996313298e-4
10022	0.0012540050631984856
10023	0.012449378118572786
10024	0
10025	-0.01263145850974665
10026	-3.447171686984623e-4
100272147	0.004152599725261766
100287932	0
100288413	0
100289678	-0.003534547257242907
100293516	-3.0911125104000437e-4
1002	0.012076966289438055
100316904	0.009553913655958686
10036	0
10038	0
10039	0.0045467581469421404
1003	0.006549399828389222
10040	0.015295427786913677
10042	0
10043	0
10045	-0.0016392475143099951
10046	-0.009024995495747383
10047	-0.011258974340195906
10048	-0.012144202500741053
10049	0
1004	0
100505741	0.006280254405302016
100505761	-0.012262952045227373
100505879	0
100505933	0
100506144	0
100506469	3.598230233284813e-4
100506504	0
100506571	0.001249636322871053
100506581	0.013264965678465326
100506963	0
100507331	0.009173911958748908
100507436	0.0021166135382209637
100507605	0
10050	0
10051	0.009246366079214866
10052	0.007288726310984959
10053	0
10054	-0.007621333030227739
10055	-0.0017427082016356393
10057	-0.007258726260672842
10058	0
10059	-0.008524810722585608
1005	0
10060	0
10061	0
10062	-0.003878839863756662
10066	0
10067	0
10069	-0.01891144799752697
1006	0
10072	0.008773927201584153
10073	0
10075	0
10076	4.1087223613386887e-4
10077	-0.01010474091173665
10078	0
10079	-0.022929015032541484
1007	-0.007967110356445638
10083	0.003747831416474656
10084	0
10085	0
10086	0.0020900849723043285
10087	0
10089	0
1008	0
10090	0.010517655514525324
10092	0.007783507887902691
10093	-0.001620242821623341
10095	0.013221032342741025
10096	0.006238873304761659
10097	0.01283498810079666
10098	-0.001345848765161361
10099	0.004351632632098387
1009	0
100	-0.01984414777777542
10100	-0.009402348675811087
10101	0
10102	0.001771349265436451
10103	0
10105	-0.02506734295116059
10106	-0.0032949756444094033
10107	-0.002209503596998702
10109	0.0032965809574218765
1010	0.016052304551925477
10110	0
10111	-0.020726829467569628
