gene	male-infant-coarse-2
10000	-0.005925600380602413
10001	0
10002	0
10003	0.016017380340299772
100048912	0
10004	-0.011610300052815386
10005	0.010746372318632156
10006	0
10007	-0.009467077355478509
10009	-0.007594600848918554
1000	0.003432688212697531
10010	0
100126791	0.0027809190698592817
100128124	-0.006857041878090132
100128640	0
100129128	0.0018069905667143732
100129250	0
100129271	0.0041739002876960574
100129361	1.3858084723182936e-4
100129482	0.0016204778311919954
100130331	0.0011108056830390182
100130449	0.0017805099148609754
100132341	-6.231722039325827e-4
100132476	0
100134713	-0.0028758659774521444
100137047	-0.004406426282096776
10013	0
10014	0
10015	0
10016	0
10017	0.004221798537476979
100188893	0
10018	0
10019	0.01771843260802422
1001	0
10020	0
10021	0
10022	0
10023	0.014132538824166724
10024	0
10025	-0.0022936997682306256
10026	-0.0016735633468701256
100272147	0
100287932	0
100288413	0
100289678	0
100293516	0
1002	-0.001565366537864865
100316904	0
10036	0
10038	0
10039	0.0022027285733903445
1003	0
10040	9.183626784253519e-4
10042	-0.0013916082687080184
10043	-0.0018126297372499575
10045	-0.004977487712214619
10046	0
10047	-0.0017956338506328836
10048	0
10049	-0.009562353738110442
1004	0
100505741	-7.646459791843805e-4
100505761	0
100505879	0
100505933	0
100506144	-0.021778019011084115
100506469	0
100506504	-0.0021028023011307245
100506571	-6.40811995589251e-4
100506581	0
100506963	-0.0036476920231496364
100507331	0
100507436	-0.006277073803213524
100507605	0
10050	-0.0021245160073026536
10051	0.01504972619613638
10052	-0.011325755210151014
10053	0
10054	-0.0036217296522669546
10055	-0.0012724881900147524
10057	-0.006668741410207418
10058	0
10059	0
1005	0.013283121480961517
10060	0
10061	0
10062	-0.007441230552025408
10066	0
10067	1.9963718652274572e-4
10069	0
1006	0.018168904124842976
10072	0.004544402462937774
10073	0
10075	-0.003919522649084245
10076	-0.004808105594901842
10077	0.0044481020344000356
10078	-4.503161805426035e-4
10079	0
1007	0
10083	0
10084	0.006911994996041399
10085	-0.0043723358909227615
10086	0
10087	0.005500783572427845
10089	-0.005165593084951876
1008	0
10090	0
10092	-0.0014080049853702602
10093	0
10095	0.0070243088879163515
10096	7.198267631278951e-4
10097	0
10098	-0.009101156603408262
10099	0.004332497261183709
1009	0.009560359751375303
100	0.00956667484368417
10100	0.007033203693063151
10101	0
10102	0
10103	0.005196623044650678
10105	-0.0017087907840382759
10106	-0.0030476100254436074
10107	0
10109	0.006701427063078513
1010	0.008513960641531834
10110	0.00832189875202051
10111	0
10112	-0.0031829562974013373
10113	0
10114	0
10116	0
10120	0
10121	0
10123	0.009126583498592382
10125	0.010692750534588886
10126	-0.0028915481336092663
10127	0
10128	0
10129	0
1012	0
10130	-0.008648573114173833
10131	0
10133	0.004168855493944271
10134	-0.011478666554517123
10135	0.00469856886492526
10136	0.0070703598975968
10137	7.592435489813004e-4
10138	0
10139	-0.0041544103715591444
1013	-0.0020994181817290407
10140	0
10141	0
10142	-0.0031896948743710676
10144	-0.008257697104131349
10146	-7.874903401727902e-4
10147	0.00590366411503002
10148	3.41942753748811e-4
10149	-0.003094737704580831
1014	0
10150	-0.004011864752549548
10152	0
10153	0
10154	0.012439854849528566
10155	0.009160527809998898
10157	-0.009763976144342733
10158	-0.03700822684623323
10159	0
1015	-0.005538294263437302
10160	0.012353856698202947
10161	0.02887673157160877
10162	0
10163	0
10164	0
10165	0
10166	0
10168	-0.00266575517653713
1016	0
10170	0
10171	0
10174	-0.008303353843750243
10175	0.008920680584658926
10178	0
10179	0.007114339655946459
1017	0
10180	0.007460005725198193
10181	0.0048170845600853445
10184	-0.0026755501681756436
10186	0.0011155595358146612
10188	-0.008490930362673371
10190	-0.006102938292767753
10193	-0.004278860637487956
10195	-4.418600675445858e-4
10196	-0.0037375574115664284
10197	-0.0027685379380098948
10198	0
10199	0
1019	0
101	-0.005310120352400878
10200	-0.0032167371658643365
10201	0
10202	-4.148593700644995e-4
10203	0.0011438258020353398
10205	-0.006387735546600587
10206	0
10207	-0.002327906425169354
10208	0
10209	0
1020	0
10210	0.002075673293239314
10211	0
10212	-0.005930305312342081
10213	-0.011474592285896349
10214	0
10215	-0.012472412891585672
10216	0
10217	0
10218	-0.004052860831910075
10219	-0.01687012306209103
1021	6.577696788342129e-4
10220	0
10221	-0.015070399703923803
10223	0
10225	0.0018003008785302454
10226	0.018614053505067864
10227	0
10228	0
10229	0
1022	-4.6273481452925775e-4
10230	0
10231	-0.0207707695410331
10232	0.02790281936800864
10233	0
10234	0.003490367921400722
10235	-0.0031494600287591407
10236	0
10237	-0.0015753871452966824
10238	0
10240	0
10241	0
10242	-0.006466320036101752
10243	0.00994600312866157
10244	-0.005099116138364835
10245	0
10246	0
10247	0
10248	0
10249	0
10250	-0.008137103326464366
10252	0.013853567580985219
10253	0.016430405078754505
10254	0
10255	-9.217080863226047e-5
10256	0
10257	0.0010046713175230271
1025	-0.0062428736660003065
10260	0.005911855292044579
