gene	male-old_adult-fine-2
10000	0.01928360836698458
10001	-0.026679833768309447
10002	-0.008132231794391976
10003	-0.004610045589600885
100048912	-0.0014291355652767477
10004	0
10005	0.008750780853554971
10006	-0.0015014184837676189
10007	-0.024694460321235862
10009	-0.009692525087753407
1000	-0.056841252419836376
10010	2.5504610806514106e-10
100126791	0
100128124	-0.012583658349142504
100128640	0.002406429016283223
100129128	0.01841628246719031
100129250	4.151187160879945e-4
100129271	-0.006440209648313189
100129361	-0.0030584689679167922
100129482	0.004931172603859321
100130331	0.0025740361334167274
100130449	0
100132341	-0.0053582307845693525
100132476	0
100134713	-0.0020288677590303964
100137047	-0.008864993209303819
10013	-0.007422044803840107
10014	0.008349994955987861
10015	0.0061639702560442895
10016	0.02279762942722972
10017	-0.016972858069915567
100188893	-0.00113712935582992
10018	0
10019	-0.03455015124920139
1001	0.005900161765495085
10020	-0.008697670032786858
10021	-0.00934759409585169
10022	-0.008683673294911154
10023	-0.008244474990950374
10024	-0.014357854127701988
10025	-0.018300245239706563
10026	0.04255450952136681
100272147	-0.009044775669352861
100287932	-0.0016932218182093824
100288413	-0.0057030282729453735
100289678	0.023177904013908564
100293516	0.014422998478142436
1002	-0.023420920714350427
100316904	0.031546122168754145
10036	3.114008164861106e-10
10038	0.016871974422268378
10039	0.016029590795665388
1003	-0.011144652117899542
10040	-0.004534286266925032
10042	0.007300337857475274
10043	0.00975498736560625
10045	0.017541379032735338
10046	0.0062832595097855395
10047	0.016208344829880372
10048	0.02369407800407128
10049	-0.001965696597173426
1004	-0.016810725668238016
100505741	0.01424041096071936
100505761	0
100505879	-0.003888992139721744
100505933	0.007851732687548147
100506144	0.010886280511753003
100506469	-0.009365425576837326
100506504	0
100506571	-0.002720283663493272
100506581	-0.028242266941135245
100506963	0.015566364715185212
100507331	2.3858426923121617e-4
100507436	-0.022728273707357857
100507605	0
10050	-0.016059636728261828
10051	0
10052	0.023636790593248004
10053	0
10054	-0.0011902337913880013
10055	-0.009434207782718867
10057	-0.0030686094786703958
10058	-0.012290568495605527
10059	0.004161778203817458
1005	-0.004790948983170975
10060	0
10061	-0.0019394411460134063
10062	-0.017368015895535337
10066	-0.008734919555125752
10067	-0.003244457500411563
10069	0.023943672680377937
1006	-0.013266005051071839
10072	0
10073	0
10075	3.3517250482585314e-5
10076	0
10077	-1.11631365638591e-4
10078	0.0020966032793668585
10079	0.004417094360122913
1007	-0.003495259988597917
10083	-0.018375823307452507
10084	0
10085	-0.023160576348064836
10086	0.002676314288862693
10087	0.007055288307187796
10089	-0.008687904031929186
1008	-0.0071038046651271764
10090	-0.001763476904597464
10092	-0.0037489061346376805
10093	0
10095	0.0033767257800954797
10096	-0.00422517838706882
10097	-0.006456604093415531
10098	0.008900054603668366
10099	-0.013440397062185649
1009	-0.06903349234208413
100	-0.02759865931267195
10100	0.04174604230951741
10101	-0.011176546394660128
10102	0
10103	-0.004032472857135925
10105	-0.02307354318291043
10106	-0.018791491417368873
10107	-0.011633886645277832
10109	0.006844411415591713
1010	-5.318681310063349e-4
10110	0.011698653901347623
10111	-0.009336001630520023
10112	0.008000487868193054
10113	-0.0029452585756904247
