gene	female-adult-coarse-2
10000	-0.027273013558428767
10001	0.0369587467597979
10002	0.01300025554290312
10003	-0.07512839768743008
100048912	-0.0024873167259083424
10004	-0.010499385375073758
10005	0.022564737817273597
10006	0.03345452941700814
10007	-0.029198774349375352
10009	0.023682401565639805
1000	0.006362768309146851
10010	0.0024749271738676304
100126791	-0.010859455202985832
100128124	-0.005306083419010028
100128640	0.003504767203030401
100129128	0.015199813694472854
100129250	0.026941867183898464
100129271	-0.024597219975754113
100129361	0.0027489780341112837
100129482	0
100130331	-0.004308915848193034
100130449	-0.010076198102392537
100132341	-1.118934209660514e-4
100132476	0.017128826813559515
100134713	-0.00819074088364214
100137047	3.771197092232879e-4
10013	-0.0065025612525234896
10014	0.013180360312700229
10015	0.0082013267310465255
10016	-0.014808980915447528
10017	-0.013142367326780877
100188893	0.002698906031549051
10018	-0.022394545721860552
10019	-0.001688298257555867
1001	0.0123818541037229
10020	-0.005892072415728238
10021	0
10022	-0.00793890026560424
10023	0.03244918000635481
10024	7.796882262410297e-4
10025	0.028964581581362284
10026	-0.04701605582777384
100272147	0.0149545746605294
100287932	-0.010781578399927003
100288413	0.0633941806860743
100289678	-0.017236614302538356
100293516	-0.011793017409952694
1002	0.04260219485168582
100316904	0.005725033353645591
10036	0
10038	-0.0061304234994845
10039	-0.0415814895817376
1003	1.66288794476741e-11
10040	0.05969450915781507
10042	3.6431433255728006e-10
10043	5.464685996935437e-4
10045	-0.09268820938339732
10046	-0.014936821642786468
10047	0.00924559372181437
10048	-7.577089628961832e-4
10049	0.013637104434711222
1004	-0.02168350196591673
100505741	0.015799183532288222
100505761	5.457433247439999e-4
100505879	-0.001554209458429689
100505933	-3.3152236923184714e-4
100506144	0.05102366142378574
100506469	-0.013288822462351791
100506504	0.019774165467735007
100506571	4.1544382278485923e-11
100506581	-0.036872121288239655
100506963	-0.006539701550124577
100507331	-0.015823665843086646
100507436	0.03028289299499637
100507605	-0.0018144156524474867
10050	-0.011584563294698662
10051	0.01089793092335375
10052	0.004131600866685695
10053	0.041644029483883585
10054	0.009066806298222856
10055	0.014056247319662943
10057	0.006302777513147901
10058	-0.023612346074269108
10059	-0.0028520172038171477
1005	-0.010201405962415392
10060	0.02661223301207961
10061	9.402889562285508e-11
10062	1.8416078912771513e-4
10066	0
10067	-0.003612933915867331
10069	-0.019956156116085744
1006	-0.014372027319934868
10072	-0.03688041487481018
10073	0.0027929940847916707
10075	-7.613702896738773e-4
10076	-0.0206977723410208
10077	-0.005706701456942986
10078	-0.03302606755401036
10079	0.0069308537233125234
1007	0.06320881635268975
10083	0
10084	-0.007646387786660427
10085	0.0313849673969616
10086	0
10087	-0.03757331981979392
10089	-0.017734037558700528
1008	-0.053330516022241356
10090	0.03684149582830311
10092	0.037925422484799055
10093	-2.724920152911335e-12
10095	0
10096	0.02134161314492298
10097	7.312730197115908e-11
10098	0.07337710874819511
10099	-0.05259415359404189
1009	0.06564345268834867
100	0
10100	-0.027585900778946477
10101	1.787707788061979e-10
10102	0.02108288078058106
10103	0.008977018854137379
10105	0.03548007582509357
10106	-0.018227980765780378
10107	0.010676526215231866
10109	0
1010	0.03362764602014174
10110	-0.056892595570043066
10111	-0.01794629273669804
10112	0.025712740763602516
10113	-0.0216858281636087
10114	0.03208140460587173
10116	0.029925605755394626
10120	-0.00911334375875611
10121	0.008632312573806908
10123	0.031896555139257286
10125	-0.02363105330893653
10126	-0.015402081326309906
10127	0.016249990191753723
10128	0.025443598332945933
10129	-0.041520169204355424
1012	0.12890949885893466
10130	0.002134783836375577
10131	0.0320238587465989
10133	0.01552620259757089
10134	0.013992612835532747
10135	0.006592388040188411
10136	-0.037360477010542154
10137	0.00728147516756853
10138	0
10139	0.012238663239327943
1013	-0.02163970967065655
10140	0.050016392830330623
10141	-0.008172016123745953
10142	0.024217224293370292
10144	-0.033935138306277444
10146	-0.011230196840936828
10147	-0.018438276363005646
10148	-0.011491447804517982
10149	-0.007031465694643376
1014	-0.010318734330479003
10150	-0.01206760476916421
10152	0.01847507983657435
10153	0
10154	0.01122371036208095
10155	0.0011403469356893146
10157	0.029647136295173376
10158	-0.01959298292091801
10159	0.005084248919329421
1015	0.00731608329298421
10160	-0.004655742845618794
10161	0.06163428071492988
10162	0.0039460592494377274
10163	0.053960591704924434
10164	1.6895888246299242e-10
10165	-0.08432144393312946
10166	-0.0034721574130685113
10168	-0.005516991496205453
1016	0.005965828765180516
10170	-0.14222464122167064
10171	-0.015423285318920166
10174	-0.003441708939842736
10175	-1.8902891431760475e-4
10178	-0.010782223096152453
10179	0.02893430131191601
1017	0.012795837217403667
10180	-0.025030372111461408
10181	0.016629766825415143
10184	0.0010958519479630196
10186	0.012490666451079036
10188	1.264926085728526e-10
10190	0.008432363130540617
10193	-0.01993276732794449
10195	-0.00466395467971195
10196	0
10197	0
10198	-0.0037732800855780507
10199	0.005146014605112766
1019	0.016814068499946926
101	0.03137661994150673
10200	0.03211415739804247
10201	0.0028506181471304923
10202	-0.008368655812754823
10203	0.0028075570545397963
10205	0
10206	0.028166757029509618
10207	0.014778130618995544
10208	-0.021540497548044105
10209	-0.005473139919451029
1020	-0.006962264948690004
10210	0
10211	-0.014194466155284401
10212	0.03009320891192415
10213	-3.449947090733299e-5
10214	-0.002307125565966247
10215	0
10216	-0.0663593729747999
10217	1.6350981549074782e-9
10218	-0.04351886229906176
10219	0.07579401320253408
1021	0.0036293558041282092
10220	-0.01956660297164963
10221	0.04956603460203864
10223	-0.00464362539729755
10225	-0.02657949766275243
10226	0.059548614788767856
10227	-0.0486880950045047
10228	0
10229	-0.01024892422590498
1022	0.02070920477640801
10230	0.01056062621359887
10231	-0.021788354896863187
10232	0.04080762861626129
10233	0.015793901243844874
10234	-0.09377998581803346
10235	-0.02622936901575523
10236	-0.0013257949182631258
10237	-0.02734868262410303
10238	-0.00563980794373819
10240	8.50547977026328e-4
10241	3.4245377147344843e-10
10242	1.0250181571139444e-11
10243	0.06845532093538038
10244	-0.007029784930204512
10245	-0.007331520169114164
10246	-0.009977166113579515
10247	-0.006218309757409724
10248	0.020689561853166196
10249	0
10250	0.022557771756073174
10252	0.0017788932559467518
10253	0.04777104678362063
10254	0
10255	0.01912880986432811
10256	0.008601464770202384
10257	0.037330493433880334
1025	5.344503516346381e-11
10260	0.008726158059944122
10261	0.005446530426787617
10262	0.017278126425482078
10263	-0.0039097527487592446
10265	-0.008314422185604856
10266	-0.015235072523527618
10267	-0.007318032458124249
10268	0.02716295834711315
10269	-0.002221371905720234
1026	-0.053374363432769426
10270	0.0052595140196234355
10272	-0.019478764963965167
10273	-0.01763693036025964
10274	-0.04175733596912466
10276	-0.10803724320815022
10277	-0.009801261691647344
10278	-0.06199068211336932
10279	-0.02910379193674818
1027	0.04143611146094082
10280	-0.02959133836098033
10281	-0.010538004387537584
10282	0.028853257915166245
10284	-0.004432859322058904
10285	0.008390883403447963
10286	-0.027859852458890038
10287	-0.03722766965203417
10288	-0.04879260100670477
10289	0.024260629315323523
1028	1.1378837633997535e-10
10290	-0.011854024882677954
10291	-0.00865033491114299
10293	0.011387561074118166
10294	0.010908359675226334
10295	7.587578784074126e-11
10296	0.019867264314186756
10297	-0.018760084929206774
10298	0
10299	-0.009857490720391522
1029	0.023440710866165927
102	-0.006838288416353456
10300	-0.012018733357302329
10301	0.03777865508370119
10302	-0.020633915765028286
10307	0.003247178409387592
10308	-2.3332587078189207e-5
10309	0
1030	-0.026416557171505546
10311	0.015365402349588988
10312	-0.08468347990271254
10313	0.013029588368646252
10314	-0.01053825260385036
10316	0.03479464823562112
10317	0.0032364171899777134
10318	0.035445855242820415
10319	0.061622970323163564
1031	0.052289613165116496
10320	0.02448728269754041
10321	-7.459122720492587e-5
10322	0.019935230237980533
10324	0.02631291319598682
10325	-0.07765733588193031
10327	0.024722800136818875
10328	0.011803077792199053
10329	-0.03260520661657481
1032	-0.03285606026419423
10330	0
10331	-0.05151887167903841
10332	0.02644584330081025
10333	0.015476251713979934
10336	-0.0023418463616917367
1033	0.017588071412305957
10342	0.01887454622620357
10343	0.013004213779389966
10346	-0.05299722232969293
10347	9.281057256431041e-4
10351	-0.03630208909227996
10352	0.008770722577062285
10360	-3.8118328425383255e-4
10362	7.867385464305888e-10
10363	-0.013225945916646267
10365	-0.030068873195043942
10367	-0.021184625969321403
10368	1.546769627624339e-10
10369	1.530721186151756e-10
1036	0.032112005290327164
10370	0.08678788631671959
10371	0.03523527844116243
10376	-0.0022826684029979075
10379	-0.026166868430563168
10381	-0.039119788127820104
10382	0.008366267670056646
10383	-0.01190364841944593
10384	6.956887168424481e-5
10385	0.0029529790025042205
10388	-0.09847329771659567
10389	-0.03223232546444319
1038	-0.009661948988546552
10390	-0.0025484854971958007
103910	-0.015238722066081524
10391	-0.05442724232574947
10392	9.284365669253266e-11
10393	0.008949140481026565
10394	0.0032733672568627955
10395	0.014865238778625216
10396	-0.08192856853153088
10397	-0.035755479005806695
10398	0.04509993420786961
10399	-0.00782301876801435
1039	-0.03846681438952472
103	-0.013730604346311345
10400	0.018545437739120735
10401	0.016976289312104296
10402	0.020519452530366467
10403	0.04640365973288051
10404	-0.005677897471650614
10406	-0.017225236402873795
10407	0.014111141097545287
10408	-0.007696339975588169
10409	0.0019768764504359848
1040	0.02950427352289866
10411	0.0028281099175302056
10413	-0.010274098875874872
10417	-0.03567393323807769
10418	-0.025020443075194996
10419	0
1041	-0.06726982033415811
10420	4.0185564454894274e-10
10421	0.0030176244323323036
10422	-0.0021630570315556087
10423	0.001840580409601756
10424	0.002066347193354149
10425	-0.027077927029299727
10426	-0.03106401150501463
10427	0.017639687175830563
10428	-0.003482212793589421
10430	1.5002413699746748e-10
10432	-0.00123631119223285
10434	1.1351093819143426e-9
10435	0.010661372702609416
10436	0.0207304252665868
10437	0.013428907868111614
10438	-0.09849104795143133
10439	0.022020336593882493
1043	0.0432608189840257
10440	-0.02888378071281699
10443	-9.179811234529055e-4
10444	0.002995442743521529
10445	-0.014312470916438294
10446	6.000702078891457e-11
10449	-0.021621670346078484
1044	0
10450	0.017234754026855738
10451	0.004114165732180033
10454	-7.89442605759206e-5
10455	-0.027277391913734676
10456	-0.0016924258937993965
10457	-0.0520415445325438
10458	7.176421556962338e-11
1045	0.009864154040667343
10460	-0.0030715016684301996
10461	0.01639005500618287
10462	0.05885682884404273
10463	-0.03773539983173407
10464	-0.003870187689939887
10465	0.027788496596123046
10466	0.039407347227697474
10467	-0.007150370903956126
10468	-0.03232507680008615
10469	3.680923557274607e-11
1046	-0.008684339458686538
10471	-0.004278940841529286
