gene	male-older_adult-coarse-3
10000	0.020498830519812748
10001	-0.03288625890200874
10002	0
10003	-1.8256943061104766e-12
100048912	0
10004	0.04241176345980828
10005	-0.011646871558032762
10006	0.004375552951568491
10007	-0.015162561907106981
10009	0.002306526872929332
1000	-0.0023516906453121596
10010	-2.2270780284721832e-10
100126791	-0.04165229582996988
100128124	-0.01055624785200062
100128640	-0.021061442845888213
100129128	0
100129250	-0.024970435594996596
100129271	0.02621955746806944
100129361	0
100129482	0.00884703834797729
100130331	-0.01133363405603314
100130449	0.040988415361922964
100132341	-7.435047411338486e-4
100132476	0
100134713	0
100137047	-0.03033047603764619
10013	0.0062375931149077565
10014	-0.0022270722119182846
10015	-0.002824922923605271
10016	6.643831080384076e-4
10017	-0.010843490202039351
100188893	0.004760332277513068
10018	0.006406378345190676
10019	0.020977725963195082
1001	-0.002262272649469696
10020	-0.007054029141177482
10021	0.008133460046903409
10022	0.04147429739665964
10023	-0.011615481269917034
10024	0
10025	-0.010094886866160445
10026	0.02168654786251845
100272147	-0.00405162527193374
100287932	4.485689457714676e-10
100288413	-0.009558978009522242
100289678	0.013833092035879277
100293516	0.00428745345794469
1002	-0.014386685961862794
100316904	-0.008448606348312373
10036	-0.01461055422003709
10038	0.020271578199762857
10039	0.04346312953373163
1003	0
10040	0.04261192587871074
10042	0.02396777438313605
10043	-0.006475549334314127
10045	0.051871002150529325
10046	0.06943351525410367
10047	0.015130388075911208
10048	-8.887982551181726e-10
10049	-0.0010213154211801433
1004	-9.955451357012008e-11
100505741	0.004065199406302957
100505761	0.016666892236129733
100505879	0
100505933	0.012266666495112178
100506144	0.009452352236300077
100506469	0
100506504	-0.02137383162951293
100506571	0
100506581	-5.090617850438304e-10
100506963	0.015488742999747939
100507331	0.009200296726261235
100507436	0.07316540827120137
100507605	-3.1274600604140594e-10
10050	0.051264520728041045
10051	-0.03778953605904736
10052	0
10053	-1.1825212115702668e-11
10054	0.02168538067665894
10055	0.004837821205826621
10057	0.021721362763950047
10058	0.010850948342815898
10059	-0.01999574220245655
1005	-8.728217178432514e-4
10060	-0.008102569232123569
10061	-0.018714206217176507
10062	-0.005704901818034308
10066	0.003671885722705452
10067	-1.1390920872034697e-9
10069	-0.011633295144492042
1006	-0.03428194302766193
10072	0
10073	0.00379029965211666
10075	0.027858520691668484
10076	-1.762647427980341e-9
10077	-0.006088722307434303
10078	-6.27173030470531e-10
10079	0.0036834100778123605
1007	0.030329971542655872
10083	0.021206777399489465
10084	0.04023185169067283
10085	0.02287885352317154
10086	-5.675989183708247e-10
10087	-0.03524683735055636
10089	1.623140681851697e-4
1008	-0.03460009740306457
10090	-5.685603175646227e-10
10092	-0.05522507915109261
10093	-2.4525436307902735e-11
10095	-0.050760150891825215
10096	-0.008212700753635008
10097	-0.010617665330900954
10098	-3.202769992923536e-4
10099	8.191988622802295e-4
1009	0.0011337777906010396
100	-0.03480143799121069
10100	-0.01177521397691616
10101	0.043941507922030075
10102	-8.164817690394295e-11
10103	0.015018493776744891
10105	-0.012173879592705704
10106	-0.003125543503821915
10107	-2.4544401083091053e-11
10109	-1.4416116713662291e-9
1010	0.04219965744777854
10110	0.004878633951347437
10111	0.04888122434405781
10112	0.017941962065303275
10113	0.02861151769679391
10114	0.01672186500603914
10116	-0.026033560555098822
10120	2.2064934577098209e-4
10121	-9.286420696252515e-10
10123	0.052733031482390204
10125	0.03025863900194048
10126	0.03672327473584054
10127	-0.009518103572070351
10128	0.012798322676785396
10129	0.03871575738411256
1012	-2.708628117221183e-4
10130	0.0011439572744743943
10131	-0.02895711138107784
10133	-0.013672229553158345
10134	0.042399009827530795
10135	-0.05904826263237546
10136	-0.005884482297756063
10137	0.027346764473800834
10138	-0.006226948074987196
10139	-5.997000536071642e-10
1013	-0.018392552952505876
10140	0.0025452522829750926
10141	0.03662245162589113
10142	0.014843291761184648
10144	-9.221149018023606e-11
10146	-0.014471337918924205
10147	0.004076529288286149
10148	-3.369545000714462e-10
10149	-0.08361689662417528
1014	0.0213155184490102
10150	0.042386156152776903
10152	-0.024855648785085074
10153	-3.11471251926581e-10
10154	-0.012863027453295142
10155	0.03154925726178985
10157	-0.023157923545188204
10158	0.18824721483877596
10159	-1.941315813436496e-9
1015	-8.248364826942018e-4
10160	0.010872697368490966
10161	-0.0355530155009308
10162	0.00925991871638318
10163	-0.004224929484050857
10164	0.04359270676365947
10165	0.02410887376323966
10166	-0.029231564603594894
10168	0.005847570582594599
1016	0.011805826884986128
10170	0.03753458224793733
10171	0.0018027794044857064
10174	-0.011863617350413472
10175	0.030722464957617837
10178	-0.00057861053783151155
10179	-0.01580223981265744
1017	-0.047838651545034305
10180	-0.026727037934164383
10181	-0.016386315455369817
10184	-5.162420615336063e-10
10186	-0.02997269708628085
10188	0.01920688919823201
10190	-6.964998336268476e-10
10193	0.04412627695381641
10195	0
10196	0.05070061331378565
10197	-0.0010616744412811432
10198	0.03263348724352655
10199	-0.03309074693566555
1019	0.03252640849553626
101	0.01550207242138515
10200	-0.01796662742279759
10201	0
10202	0.03836789083077284
10203	0.011274968662888202
10205	-0.004236040207395327
10206	-0.006175205350301216
10207	0.02051823592776872
10208	0.0033053101832403336
10209	-0.004091813128955689
1020	0.014508199454666798
10210	-1.0043755119873114e-9
10211	-5.78308812004203e-5
10212	0.007847057894127206
10213	0.014379754276113703
10214	-2.3626977919622864e-4
10215	0.007871201974005705
10216	-0.03128681031786595
10217	-0.011048104039149164
10218	-0.03411979431658768
10219	0.004314143221234528
1021	-0.04688678944416994
10220	-0.009103549708315378
10221	0.04876418940984993
10223	-0.059421326754180374
10225	5.960452463052582e-4
10226	0.009141456466572282
10227	0.0019698490615659057
10228	0.005194018120712364
10229	-0.01563199119717755
1022	0.05303647585503233
10230	-0.010888991134052936
10231	-2.0061779350393703e-9
10232	-0.049052069862458594
10233	-5.607154247554172e-10
10234	-0.050135871897093474
10235	-0.02173693300491083
10236	0.004659373636998542
10237	5.8008414869936945e-6
10238	-0.022706482220923682
10240	0.04056503117142322
