gene	female-adult-fine-1
10000	0.012042254956787271
10001	1.4243681489682732e-10
10002	0.00864758674122577
10003	0
100048912	0.011051498899050466
10004	-0.045779515998057164
10005	0.009433400364628083
10006	0
10007	-0.003242980831641079
10009	0.026726583752361074
1000	0.04591954268073317
10010	-0.00555336539201223
100126791	0.010123764278668568
100128124	-0.0016769358182551364
100128640	0.013380525411227992
100129128	0
100129250	0.005270387940760283
100129271	-0.03018595442552196
100129361	0.007098917521366712
100129482	-0.021456254659745825
100130331	0.0038099250921302696
100130449	0.00181769214154779
100132341	0.030152151831215192
100132476	-0.009603759967382941
100134713	0.007898301899877065
100137047	0.010364607062347491
10013	-0.013787474141487021
10014	0
10015	7.007258904468476e-10
10016	0.02941191451785347
10017	0
100188893	-0.0139069664854319
10018	-0.018645958105204963
10019	0.014537560235119935
1001	-0.020163759296556193
10020	0.039005359343136085
10021	-0.011486718615448465
10022	0.02509522146104151
10023	-0.020042391436994517
10024	-0.01924345549509238
10025	-0.010200174589217062
10026	0.006442039943597445
100272147	0.02019828183596663
100287932	0.011430573184680643
100288413	0.039851939845666894
100289678	0.0034107226121255696
100293516	-0.012193960066365635
1002	0.014360624479898564
100316904	0.025615060191627615
10036	0
10038	0.02018975752929708
10039	-0.03054683530239141
1003	-0.018654417715963337
10040	0.03269097275296925
10042	-0.008507390292938424
10043	-0.023986392762416195
10045	-0.015937576979435823
10046	0.04687073027759749
10047	-0.007709812793871191
10048	-0.02192690155956654
10049	0.009707641414249754
1004	0.006707574472123702
100505741	0
100505761	-0.034343752411485254
100505879	0
100505933	-0.006711466731602706
100506144	0.040302734990683396
100506469	0
100506504	0.018625528955410794
100506571	-0.010215825038027452
100506581	-0.017684494830886948
100506963	-0.007175056346875593
100507331	-0.02191338886581916
100507436	-0.0075315385419474435
100507605	-0.016149873915211083
10050	-0.003288967755216283
10051	0.011635296749301654
10052	-0.0023460175999866608
10053	-0.011573528508323
10054	0.0036192557264220094
10055	0.002181639554499107
10057	2.3848732921252615e-11
10058	0.003359646377343429
10059	-0.005900045048333002
1005	0
10060	0
10061	0
10062	-0.008701682946566312
10066	-0.003500312662516383
10067	-0.025194405315111145
10069	-0.016883081569076638
1006	0
10072	-2.685756734786169e-4
10073	0.0097684318033205
10075	-0.0058280983117592125
10076	-0.014797737284327015
10077	-0.05769542673635843
10078	-0.004378862896297735
10079	-0.027060964826106034
1007	0
10083	0.013324112376495802
10084	-1.2596222092126744e-4
10085	0.011123755041523013
10086	0
10087	-0.011924241227369091
10089	-0.030821647844405255
1008	0.0025390552946536536
10090	0.018166142549910193
10092	0.015126641692029492
10093	-0.006641461821421702
10095	0.04267278545767908
10096	-9.774050535059922e-4
10097	1.4870451559432045e-10
10098	0.04075257901821255
10099	1.2462287607096758e-10
1009	-0.016068965840267284
100	0.005367664410891938
10100	-0.03147372622528935
10101	0.01580810843492228
10102	0.005583423727697212
10103	0.03239875482286764
10105	-0.028413549759794043
10106	0.007465975659898609
10107	0.008241561124811841
10109	0.005274352174158425
1010	0.008024449400235736
10110	0.025892777085392314
10111	0
10112	0.03369810737219156
10113	0.015040273290908701
10114	0.03757514146784521
10116	0.017905711949327698
10120	-0.0010615672707538157
10121	0
10123	-0.0019400317413901982
10125	0.00702314969900303
10126	-0.012320526455297465
10127	-0.01615092680569866
10128	0.01640371513344633
10129	0
1012	0.12487089474177732
10130	-0.007327091841182667
10131	-0.013419333820488911
10133	-0.002536183837106355
10134	0.017174479650474486
10135	0.025732138435570127
10136	-0.031612388859007634
10137	-0.006732527252955276
10138	0
10139	0.012391949444588877
1013	-3.446884677175487e-4
10140	0.013231317539380854
10141	-4.8145872409136443e-4
10142	0.022443264725822306
10144	-0.004938214173336949
10146	5.194937562884683e-11
10147	0.013413633887486153
10148	-0.025897182900549154
10149	2.9281991131513896e-4
1014	-0.012294145166820352
10150	0.03383835672227237
10152	0.02405024821950298
