gene	female-young_adult-fine-3
10000	-0.019472039861313153
10001	0.0074153752252667775
10002	0.008707871926219265
10003	-0.028395380358338062
100048912	-7.584109703527275e-4
10004	0
10005	0
10006	-0.009459256603676343
10007	-0.01128346381764004
10009	-0.006591281976577133
1000	0.01940690652144622
10010	0.006620114133059807
100126791	0.01239659613855979
100128124	0.001982873710661018
100128640	-0.014290148550166193
100129128	-0.0032750709829006248
100129250	0.014802590280850916
100129271	-7.155943234018778e-4
100129361	0.015241447077195935
100129482	0.002906308445514981
100130331	0.01149861727449427
100130449	-0.003090239173093119
100132341	-0.01988819764807353
100132476	0.023739220169120022
100134713	0.013429208064779501
100137047	0
10013	-0.02267458300820642
10014	0
10015	6.886073970582623e-4
10016	0
10017	0.007000335655511762
100188893	0
10018	-0.03488595351015425
10019	0.020241893653983604
1001	0.040726148814409995
10020	0.04237600866252348
10021	0.016500003715971028
10022	-0.005649150890052676
10023	-0.031507996729316486
10024	0.012163107867453792
10025	0.039813931951751404
10026	-0.022855714188820413
100272147	-6.408856453265588e-4
100287932	0
100288413	0.021903078936005887
100289678	-0.001217178783291774
100293516	0.048539930721694956
1002	-5.610355703863328e-4
100316904	-0.009963149952880961
10036	-0.017816233225473318
10038	-0.006746310900045392
10039	-0.04233640674389361
1003	0.007218705199195905
10040	0.04586958329529183
10042	-0.0018296386814302334
10043	-0.006500820294661792
10045	-0.029629086258103902
10046	-0.03278402114530881
10047	0
10048	0.012364032631661746
10049	-0.009786305664734218
1004	-0.02234704044301538
100505741	0
100505761	0.03603080440949326
100505879	0.00883283229989217
100505933	0
100506144	0
100506469	0
100506504	0.028817438406818528
100506571	-0.001843975803387261
100506581	0.00039961028503298685
100506963	-3.455924069344352e-11
100507331	0
100507436	0
100507605	0
10050	0
10051	0
10052	-0.008134017620705439
10053	0.006162688426968324
10054	-0.0021640954452745646
10055	0
10057	0.007003772176107853
10058	0.005741842210104849
10059	-0.001025908674082805
1005	-0.017364180090789653
10060	0
10061	0
10062	0.010607360803772531
10066	0.008197335696187144
10067	4.5653736320722886e-4
10069	0
1006	0.010453335818528324
10072	-0.018933609350241243
10073	-0.010622469787426406
10075	0
10076	-0.0019802485765509576
10077	0.014626495318521334
10078	1.660434254465213e-5
10079	-0.008456334828266273
1007	0.036158882483475395
10083	-0.026129772037103392
10084	0
10085	0.035098996904129154
10086	-5.629406869350249e-4
10087	-0.010521098869161628
10089	0
1008	-0.0387863558803703
