gene	male-adult-fine-1
10000	0.00939488101191941
10001	0.01032679843348537
10002	-4.2173085892874585e-10
10003	-0.012733793573807863
100048912	-1.8127587900699665e-10
10004	0.009025344935038756
10005	-0.010279556380958175
10006	-9.372810150472146e-10
10007	0.02027257587559521
10009	0.026919735262850526
1000	0.04715764866792019
10010	0.003826800194430911
100126791	-2.3551054152586324e-10
100128124	-6.386310398369265e-4
100128640	0.024520145115046875
100129128	0.011504636958707012
100129250	0.014100635863428359
100129271	0.004034250745184375
100129361	-0.005745065690661027
100129482	-0.03872458263827309
100130331	0.03200746598625751
100130449	-3.020742893070512e-10
100132341	-0.048404677790624615
100132476	0.0018277568495114033
100134713	0.01952344258050587
100137047	0.018062976824700937
10013	0.008629239924062839
10014	0.006792926765777091
10015	0.0031871793413515356
10016	0.013304982237406882
10017	-0.015422311383653202
100188893	-0.00639459268722884
10018	0.05150187595565873
10019	-0.023765813029452916
1001	0.01840175703433996
10020	-0.013473262760211551
10021	-8.854940750794711e-4
10022	0.012586638744847925
10023	-0.0027331210095278215
10024	-0.0070231438200570985
10025	-0.009051862029039353
10026	-5.990167385481324e-10
100272147	-0.0029941467081686553
100287932	-5.924524286777161e-5
100288413	0.0018273432303222235
100289678	-0.007546243339633293
100293516	-0.010416514829581763
1002	0.013364041001722374
100316904	-3.0036933819512946e-10
10036	0.019882101307134904
10038	0.01949842130655029
10039	-5.560001915415082e-10
1003	-0.027086729059998198
10040	-0.038188730635832835
10042	0.003060822608099431
10043	0.001983630135740821
10045	-0.026022849810677047
10046	-0.005840924747071805
10047	0.008913999520940574
10048	-0.006100752133730435
10049	0.010224268706824788
1004	-0.0016082792650760395
100505741	0.001830654659019742
100505761	0.005259662345448285
100505879	-0.0024192757364519275
100505933	0.010792678719133957
100506144	0.01234394972398728
100506469	-0.013000832684880824
100506504	0.01861409279141302
100506571	-0.0038226271065964867
100506581	4.3600785155891786e-4
100506963	0.0015987278977638013
100507331	-0.014196404342568419
100507436	-0.02692993174456141
100507605	-2.3567243176619195e-10
10050	-0.00772683749643506
10051	0.030763741353567856
10052	-1.2457467199878598e-10
10053	-0.0035313887348988053
10054	-0.02281020469278163
10055	-0.005934106711911523
10057	-0.023578971644826998
10058	-7.277896459188923e-4
10059	0.007253140305508679
1005	0.011113962204764773
10060	-0.0022022396887862194
10061	-5.71430034400185e-10
10062	-0.015581451679535719
10066	-0.013636518066119641
10067	-0.00394725501816825
10069	0.006960963461245782
1006	0.001799254421702543
10072	-0.004998134804967373
10073	0.02929353368529562
10075	-4.061508791830226e-10
10076	-0.010857970438684075
10077	-6.431255105039594e-10
10078	0.0025325075283857195
