gene	male-child-fine-1
10000	-9.633611995877904e-4
10001	-2.299847687396878e-9
10002	-1.3721980482952354e-9
10003	0.013517094805785983
100048912	-9.55112728773831e-10
10004	-0.008878363072626402
10005	0.008473572618902208
10006	9.624740137759921e-4
10007	7.483737648381691e-4
10009	0.0011201533824156875
1000	-1.5406643388340062e-9
10010	0.014706975937874527
100126791	-0.011854363325973127
100128124	0.009222368786758603
100128640	-0.030548242595136353
100129128	-0.006298602071572463
100129250	-0.005561731359519796
100129271	0.008949725139909414
100129361	0.0024486978502450507
100129482	-1.7013263437985062e-9
100130331	0.002536333413542424
100130449	-0.005896577359421778
100132341	-0.016865404816459567
100132476	-7.366627531463372e-10
100134713	-0.005148338569778019
100137047	-0.011517943310745472
10013	0.0022514817863951496
10014	-2.278365571932363e-9
10015	-2.964038102565639e-9
10016	-2.8351192247820302e-9
10017	-1.3948903811369171e-9
100188893	-3.2965329925864902e-9
10018	-0.006751752446361404
10019	-3.271978545892503e-9
1001	-0.0016331295557239453
10020	0.02526203292250589
10021	-0.0066855022815641854
10022	-1.440946821244747e-9
10023	-0.009942264528353102
10024	-1.5789262326906217e-9
10025	-2.1907717115802072e-9
10026	-9.026759335802819e-4
100272147	2.284993506223411e-4
100287932	-2.455353652654779e-9
100288413	-1.1100025861025519e-9
100289678	-0.0010567284656277179
100293516	-0.014527234531307923
1002	-1.3874082345775803e-9
100316904	-2.746296286710602e-9
10036	0.008514973380610448
10038	-1.8463129403324322e-9
10039	-1.966048548699153e-9
1003	0.012563381856574518
10040	0.013769281552218895
10042	1.576786167798552e-4
10043	0.010148342933582102
10045	9.40820150071521e-4
10046	0.01643494414274925
10047	-1.410511186576473e-9
10048	0.0019562075197043813
10049	-2.658877982945019e-9
1004	-1.1322029007749251e-9
100505741	0.00743692385068096
100505761	-1.731279249022846e-9
100505879	0.0011709566785654466
100505933	-8.034092758525278e-4
100506144	0.006255999733491937
100506469	0.00653520093232743
100506504	-0.008150554483559698
100506571	-0.004580235672775166
100506581	-1.4576156548091466e-9
100506963	0.005838856630972042
100507331	-0.018133758116500837
100507436	-2.1450470520208895e-9
100507605	-1.0057318708607884e-9
10050	0.0012412530014505256
10051	-2.4707982339766708e-9
10052	-0.008459156723051814
10053	0.006619399995651661
10054	-3.375231846936643e-9
10055	-2.5780632439798563e-9
10057	-9.17765273533459e-4
10058	-0.004048005606528046
10059	-2.470954526880685e-9
1005	-0.0014252788260219775
10060	-0.0036609413100351916
10061	-9.313187700770089e-4
10062	0.00870878303207712
10066	-0.005208217318045055
10067	-2.693559779106963e-9
10069	-1.9206216551003833e-9
1006	0.004767913663783053
10072	0.001013889150419981
10073	-2.3368858432553625e-9
10075	-1.7273219382238748e-9
10076	4.1149740159208617e-4
10077	-0.007339297179060278
10078	0.00412646904316525
10079	-0.0037998742602900785
1007	0.013641633987344987
10083	-0.012382302758391589
10084	-2.2708911120823387e-9
10085	-1.4020518791834144e-9
10086	-1.7340617054366783e-9
10087	-0.001841309607087727
10089	0.005752569650819411
1008	-9.900655419204794e-10
10090	-1.516885237227125e-9
10092	-3.763670540483557e-9
10093	0.01809061369831181
10095	-3.6919266202989848e-9
10096	0.008198359891597505
10097	-0.0012090403076023062
10098	0.004721706297278671
10099	-0.015121755992121858
1009	-0.006005817237879777
100	-2.3672949878585093e-9
10100	-0.003417294042762512
10101	-2.3666194541911675e-9
10102	-0.007196870591838555
10103	-1.9863706477302286e-9
10105	-2.5823656557599468e-9
10106	-0.01435409084419817
10107	-1.2909489338863207e-9
10109	-0.00410394478877025
1010	0.012195675743642163
10110	-1.359607543671168e-9
10111	0.00624776134929396
10112	-0.008901820849674938
10113	0.0031371502432137304
10114	-0.01535242488016669
10116	-0.0116837768769282
10120	0.006400254346808465
10121	-4.914073442046921e-4
10123	-0.009282512021563166
10125	-0.008655571722505764
10126	-1.9236862134401435e-9
10127	-2.40075307873264e-9
10128	-2.1870736267838533e-9
10129	-0.0023678083382779437
1012	-1.1658696595203094e-9
10130	-0.006460633413193245
10131	-2.571540902328963e-9
10133	-0.0028086679763396558
10134	0.011332902139142603
10135	0.016250963136192603
10136	0.01178750847413248
10137	-0.007062992780197811
10138	-1.1551006844099075e-9
10139	-0.004027237200614692
1013	-0.0029261273391451782
10140	0.0013578440830116566
10141	-0.002967330691825934
10142	-2.4962843550940724e-9
10144	0.01114790425870554
10146	-1.8383156578099858e-9
10147	-5.785731613346322e-4
10148	0.005065531974113876
10149	0.06859653963933925
1014	-0.013387509049838205
10150	-1.7064573071813245e-9
10152	-2.0659295343458062e-9
10153	0.0032233312570771324
10154	-0.026573220825218406
10155	-0.00978480966303103
10157	-1.060873003189158e-9
10158	0.08733256304105146
10159	0.0011004695183307208
1015	0.002051372785952606
10160	-0.015332003529592832
10161	0.0068823834693243
10162	-1.908871334845593e-9
10163	0.010404234814850295
10164	-1.4051191820566835e-9
10165	-0.023401688296633704
10166	0.005179694121147774
10168	-1.127861634055243e-9
1016	0.029546928669723922
10170	0.01238269093065841
10171	0.012617167013667207
10174	-1.9852702727789988e-9
10175	0.004563490022401331
10178	-0.00969821307664944
10179	0.002983004110500913
1017	-0.02147100270216289
10180	-2.532922053093852e-9
10181	0.0032227427096181097
10184	-0.009006242926140788
10186	0.008309753017051589
10188	-0.013004397411456849
10190	-0.0050383945388265804
10193	0.0013524926867940748
10195	-2.5018451964643307e-9
10196	-0.012784992377577114
10197	-2.582722767712162e-4
10198	-8.308656754361472e-4
10199	-0.004308355712271232
1019	-2.446209359545029e-9
101	-0.004104457764700127
10200	-0.004628152585816246
10201	-0.0021559028391300262
10202	0.020555541367924875
10203	-1.1437162511841151e-9
10205	-1.5115538836733362e-9
10206	-0.009349280473061834
10207	-0.008421027027452182
10208	0.0027807147273490106
10209	-3.5984293190425217e-9
1020	0.01296486154250593
10210	0.005504210980503991
10211	-2.944703460730704e-9
10212	-0.0014981961994922116
10213	0.001392625720231848
10214	5.685811027218362e-4
10215	-4.490589813319847e-4
10216	-1.071462774000287e-9
10217	-1.9282865273050934e-9
10218	0.01530196501693395
10219	0.008794725091629178
1021	0.006133603278195483
10220	-0.010101444465138417
10221	-0.018269895933400452
10223	-0.0033376172597634245
10225	-0.03125256406675627
10226	-2.7236746344292425e-9
10227	0.016707877743416484
10228	-2.1262724025573925e-9
10229	-1.6381150446913538e-9
1022	-1.3995037118654167e-4
10230	-4.908310347282838e-4
10231	0.012500236734970705
10232	0.012372115733580547
10233	-4.5916011053710303e-4
10234	-0.019960217190363855
10235	2.5394198099291053e-4
10236	0.00562843750324377
10237	-0.0026933563594308063
10238	-0.011249142565439615
10240	-2.622806451294258e-9
10241	-2.649675118205291e-9
10242	-0.00340117988027717
10243	-1.439280499641988e-9
10244	0.0057452729092570595
10245	-2.4066272800719323e-9
10246	-1.2796490281032747e-9
10247	-1.947908278507293e-9
10248	-3.373523583374624e-4
10249	-1.3374826206570735e-9
10250	0.014069019008949654
10252	0.0096965318072041
10253	-1.7335453441951782e-9
10254	-1.6191021122685296e-9
10255	0.02425027361826921
10256	-5.715524547292085e-4
10257	-0.017127168234217376
1025	-0.02006858456008133
10260	-2.0438755242396043e-9
10261	0.0036546809977915785
10262	-0.017002004091078354
10263	-2.4896443342942194e-9
10265	-0.0014615415162594718
10266	0.0018796178102890393
10267	0.0219618029304604
10268	0.004095350490501299
10269	-2.887222398950763e-9
1026	0.010100874410632796
10270	-2.22376919579266e-9
10272	0.006181235524054301
10273	-2.4311797985679723e-9
10274	-2.4227002817059892e-9
10276	0.005691235532280332
10277	0.008839489458983857
10278	0.02408016454133949
10279	0.008537191684557847
1027	0.010134154491800211
10280	0.006886392801900165
10281	0.014109082158968087
10282	-2.2580417955615043e-9
10284	0.008082072457470769
10285	-2.9870905838110597e-9
10286	0.0020084229216495975
10287	-0.002527312330741448
10288	-2.7238341077939775e-9
10289	-4.977358775943139e-4
1028	0.0033845189905119793
10290	-0.0019977855074418903
10291	-2.7701852716285054e-9
10293	-0.0037983589998729847
10294	-2.449681816637077e-9
10295	0.0018344158170925183
10296	-0.0072959447921846846
10297	-1.633051045979377e-9
10298	-2.4495151442048236e-9
10299	-2.6397423583268138e-9
1029	-1.477437284258626e-9
102	0.006939219249624487
10300	-1.977420931491962e-9
10301	-2.2493202207727397e-9
10302	-1.2965084141319738e-9
10307	0.002304327549721319
10308	0.025264029866313154
10309	-1.2535013326572795e-9
1030	-0.005540157992990716
10311	-2.0287978300261885e-9
10312	-0.005093769453661479
10313	0.007860877433028683
10314	-2.6162622065677943e-9
10316	-0.005536330127368536
10317	-0.004575642351980694
10318	0.01306416152197502
10319	-0.009370741583146987
1031	-0.023032954580171846
10320	-0.017671860133944332
10321	-0.0052834516816162224
10322	-2.014158769885033e-9
10324	-0.004209769133215313
10325	-1.5728286302569967e-9
10327	-2.7890187583867234e-9
10328	0.006941212069383448
10329	0.001301564857999972
1032	-0.014173567669250441
10330	-0.0018367829355745656
10331	-0.011436649226332508
10332	-1.1891583148045288e-9
10333	-1.9140047427116964e-9
10336	-1.5534996995064325e-9
1033	0.011056797089992016
10342	-2.9504766199215772e-9
10343	-0.017442846844379755
10346	0.014906591301663696
10347	-2.0805176431847624e-9
10351	-0.025173896552079838
10352	0.011696873469078632
10360	-0.005320516735700157
10362	0.004148407636363925
10363	0.002919939981746849
10365	0.003260417637881874
10367	0.012460671379798434
10368	-0.005449927528336826
10369	0.007686103549703011
1036	0.04170569511400511
10370	-0.0027870984000704178
10371	0.03486383171214271
10376	0.005288838272197065
10379	0.008924212535688678
10381	0.009453360131961228
10382	-1.5278922044814613e-9
10383	-2.4994102273656524e-9
10384	0.020273504945593584
10385	-0.002517611861790452
10388	0.014804773388279544
10389	0.027462053979726044
1038	-0.014196820436781858
10390	-2.5340904717933703e-9
103910	-0.013543364251661106
10391	-0.009669207933034952
10392	0.0024632611071282806
10393	-1.622122322018923e-9
10394	-1.4437060680308224e-9
10395	-1.3996779664554822e-9
10396	0.004415666764268185
10397	-2.570605710838922e-9
10398	-1.6313226446588658e-9
10399	0.007516289993676823
1039	-2.6694818295929567e-9
103	-3.541443674584528e-9
10400	0.0012528608919796967
10401	-0.00560014645511509
10402	-0.023917458243244687
10403	0.0010324844590454863
10404	-2.5716057656724904e-9
10406	0.020966751314260748
10407	0.014814661997835635
10408	-9.645611685122259e-4
10409	0.033334225354856306
1040	-0.008931098657250135
10411	-1.7631817015821792e-9
10413	-0.0028341826539929785
10417	-0.037866157590833206
10418	-0.019739782773671357
10419	-2.1362688926601867e-9
1041	-1.6843247943713638e-9
10420	-1.682956282976881e-4
10421	0.003013649143234394
10422	0.005507763972290417
10423	-0.0034560430626780943
10424	-2.1613194609039577e-9
10425	-2.1163764101235378e-9
10426	0.0259433141685262
10427	-2.9311079694193544e-9
10428	0.0018290636752808967
10430	0.003596393888186813
10432	-1.6626139683056905e-9
10434	0.0025647202366049456
10435	0.009715818153837657
10436	-0.010880634992978554
10437	0.0040137252667512505
10438	0.009505075329003243
10439	0.05747562139233571
1043	0.002096900137858282
10440	0.0028690801015275776
10443	0.009681863131455106
10444	-2.0198698327623277e-9
10445	-2.3551636576976223e-9
10446	-1.8682363516282106e-9
10449	0.006592033735707304
1044	-2.2403342522150726e-9
10450	0.005952901704019995
10451	-0.012057021077459922
10454	-1.9297998923792074e-9
10455	0.002778310951464282
10456	-3.121681152481197e-9
10457	-1.0815161710250142e-9
10458	-1.6709766729221115e-9
1045	-0.01450782178788358
10460	0.002153449241009037
10461	-1.2775817292948667e-9
10462	0.02029247047956183
10463	0.0034631965680960923
10464	-1.8401437914213516e-9
10465	-2.7304841285493864e-9
10466	-2.1372590849524264e-9
10467	-2.6027354693779853e-9
10468	-1.4062907468396648e-9
10469	0.00674748418695068
