gene	male-infant-coarse-1
10095	-1.2843084308628984e-4
10096	0
10097	0.0028647313799607175
10098	-0.007391741072375156
10099	0
1009	0.0032943180893991618
100	0.002146655640124664
10100	9.64142620987296e-4
10101	0
10102	0
10103	0
10105	0.001579437326748903
10106	-0.0019720641863047064
10107	0
10109	0.0042742213739500315
1010	0.011852524491429723
10110	0
10111	0
10112	0.009827357761606799
10113	-1.2036210410778851e-4
10114	0
10116	0
10120	0
10121	0
10123	0.010029985050535517
10125	0.010139729676295365
10126	0
10127	0
10128	0
10129	0
1012	0
10130	-0.002636718020064802
10131	0
10133	0
10134	0
10135	-0.013119173001193056
10136	0.0021807415846048506
10137	0
10138	0.002677237172852569
10139	-0.001799633063333091
1013	0
10140	0.013200911497391471
10141	0
10142	-0.0031249928228898717
10144	0
10146	-0.0059383196253089314
10147	0
10148	-0.0036514692582695876
10149	0
1014	-0.0016304662249702767
10150	0
10152	0
10153	-0.0026176947591520353
10154	-0.009113240079416308
10155	0
10157	0
10158	-0.07708238272333202
10159	0
1015	-0.005994945437354562
10160	0.0016053520873821033
10161	0
10162	0
10163	0.009855992230729107
10164	7.840111890375397e-4
10165	-0.002639364872436164
10166	0
10168	-0.0018209817486594842
1016	0
10170	-0.05011196834368777
10171	0
10174	0
10175	0.013038658222343475
10178	0
10179	0.008547348524003443
1017	-5.588828149981379e-4
10180	0.01097663411468011
10181	0.007607854429347763
10184	0.007110201831566171
10186	0.014930672987312151
10188	0
10190	0
10193	0
10195	0
10196	-0.008393691599626706
10197	-0.001301513870445735
10198	0
10199	-0.004919716984518564
1019	-0.011094593325660382
101	-8.851576414316205e-4
10200	0
10201	0
10202	-5.620190646456686e-4
10203	0
10205	0
10206	0
10207	-0.004979076561090113
10208	0
10209	0
1020	0
10210	0.007857443420737815
10211	-5.79877193603434e-4
10212	-0.0026613771669632027
10213	-0.003408776357923276
10214	0
10215	-0.006251641604377689
10216	0
10217	0
10218	-0.0026103364064818313
10219	-0.005107061526602904
1021	-0.004976690921647748
10220	0
10221	-0.013487177133596817
10223	0.01568775710564524
10225	0
10226	0.00938556532391157
10227	0
10228	0
10229	0.0016150187007241091
1022	-0.0052109554723406394
10230	0
10231	-0.019808696746210143
10232	-0.0028682115624411152
10233	-0.009198091884417533
10234	0.009352382295039926
10235	0.0016875135053197436
10236	-0.0015585753910680182
10237	-0.0017242207177531528
10238	0
10240	-0.0015114348468367456
10241	2.433320979936234e-5
10242	0
10243	0
10244	-0.005211290606575585
10245	0
10246	0
10247	0.010381198918808515
10248	0
10249	0.00348189611432805
10250	-0.011335136784355474
10252	0
10253	-0.007566210503527222
10254	0
10255	0
10256	-0.004178512641716634
10257	0.0018484916845943908
1025	0
10260	0.018113898184521963
10261	0
10262	-4.4399793639986353e-4
10263	-0.005720979675998435
10265	0.004669957466859282
10266	-0.0025651623491490952
10267	-0.0035430206228176013
10268	0.004690260066682695
10269	-0.00494488068209851
1026	0.01477862806275375
10270	-0.006412898255419849
10272	-0.004369574050058246
10273	-0.006389806380101148
10274	-0.004731375970220599
10276	-0.007672839107609319
10277	0
10278	-0.015170250054549386
10279	-0.005228086242018306
1027	0.005606220524525172
10280	-5.893369821566065e-4
10281	0.0034262509979867822
10282	-0.010804067750083272
10284	0.00912294230519216
10285	0
10286	0
10287	-0.0047069781000833285
10288	0.011269049514192168
10289	0.004738905196244694
1028	-0.018603965540862303
10290	0
10291	0
10293	0
10294	0
10295	0.003955358188458244
10296	0
10297	0
10298	-0.0014367890242783243
10299	-0.003630968142993241
1029	-0.009394713444025562
102	0
10300	0
10301	0
10302	-0.00505955460145362
10307	-0.0015370982715827352
10308	0
10309	0.005534407752824665
1030	-0.0050239927172763335
10311	-4.472566308026084e-4
10312	-0.00987783782361726
10313	0
10314	-0.004294041265476082
10316	0
10317	0
10318	-0.0019412876966963875
10319	0
1031	-0.011018416416043952
10320	0
10321	0.0049078514476781345
10322	-0.0043226217330314615
10324	-0.0038042097976346604
10325	0.009631310039278387
10327	0
10328	0.00419626617980323
10329	-0.0015923423006475828
1032	0.003766531768430492
10330	0
10331	0
10332	0.003461603798015855
10333	-0.00997910658264022
10336	0
1033	0.004267581538977147
10342	0
10343	0
10346	0.016618198807874265
10347	0.0017942645631166712
10351	-0.01151325808354118
10352	0.00467364451581842
10360	0.004986013939443803
10362	0.007812482386057116
10363	0
10365	0
10367	-1.2348655024499292e-10
10368	0.0053618671351646
10369	0
1036	-5.536674264852254e-4
10370	0.013769267281092335
10371	-0.0033422979153635455
10376	0
10379	0.019042579853708927
10381	0
10382	0
10383	0.018256757414861765
10384	-7.089703005008404e-4
10385	0
10388	0
10389	-0.004584582448201738
1038	-0.009178549792525956
10390	-0.010320310843159581
103910	0.016772869596829085
10391	0.0169567657259693
10392	0
10393	0
10394	0.013285811791299116
10395	0
10396	0.02083778861113483
10397	0
10398	-0.007789634828688135
10399	0
1039	0.023303315879973543
103	0
10400	5.46567201450203e-4
10401	-0.01016692767136846
10402	5.783338621465685e-4
10403	0.006275775339131367
10404	-0.00663112000849429
10406	-0.018073284944301618
10407	0.007741224653614274
10408	0.003372514793867608
10409	0.005583897825210739
1040	5.118054941895267e-5
10411	-0.001895628297361299
10413	0
10417	0.039381266595984815
10418	-0.0043072975507700735
10419	0
1041	0
10420	-0.005558031289169225
10421	0
10422	-0.0034482261678087326
10423	0
10424	-0.0015631933873261933
10425	0
10426	-7.800318188569366e-4
10427	0
10428	0
10430	-7.914900360751554e-4
10432	-3.862491636686494e-4
10434	0.0011117273964809614
10435	0
10436	-0.005883316508040942
10437	0.0019154117462627832
10438	0.017650922534763084
10439	0.007604363677805404
1043	0.006632056735169545
10440	-0.006783186022203793
10443	0
10444	0
10445	0
10446	0
10449	0
1044	0
10450	0
10451	0
10454	0
10455	-0.013850496385267442
10456	-0.009769296221741459
10457	-0.0032004072140865477
10458	0
1045	0
10460	-0.005089177225001818
10461	-0.004637069272886678
10462	0
10463	-0.008979133247123511
10464	-4.2647895734627397e-4
10465	0
10466	0
10467	0.014898346347328936
10468	0
10469	0
1046	0
10471	0
10472	-0.017955423430672135
10473	-0.010376837098634305
10474	0
10475	0
10478	0
10479	-0.01507129192528134
1047	-0.0030447654051563456
10480	0
10481	0
10482	0
10483	0
10484	0
10485	0
10486	-0.003566620052916242
10487	-0.0035729791161802998
10488	-0.006396696516168644
10489	-0.005317620051793184
1048	-0.0014317232938726775
10490	0
10491	-0.017177043302133713
10492	0
10493	-0.0030034836087732054
10494	0
10495	0
10497	0
10498	-0.002469608897062291
10499	-0.005067298510712146
104	0
10500	-5.464804471005726e-4
10501	0
10505	0
10507	0.0038223296547892677
1050	0.0016154804300067896
10512	0
10513	-0.006827643775125068
10514	0.0020063605995358142
10516	-0.004212870762952028
10518	-0.006694345723278023
10519	0.0012740258898308366
1051	0
10520	0
10521	-0.01822134406098307
10522	0.01712761366409424
10523	0
10524	-1.881393209941518e-4
10525	-0.00911495410979118
10526	2.084751381212793e-4
10527	0
10528	0
10529	-0.009092189080674901
1052	-0.002807517854868765
10531	0.00326435866699699
10533	0
10534	0
10535	0
10536	0.002337089959720666
10537	-0.009485989146736897
10538	-1.469007906039273e-6
10539	0
1053	0
10540	-2.2535045460703426e-4
10541	-5.945359971222352e-5
10542	0
10544	0
10548	0
10549	-0.005026123590427679
1054	-0.004254247207480988
10550	0
10551	0
10552	-0.01606178079688907
10553	-0.007423653407155872
10554	0.0031734795247136505
10555	0
10556	-6.061408999572866e-4
10557	0
10558	0
10559	0.0027663938136472705
10560	-0.03117987070929462
10561	0.016022324183995115
10562	-0.008559196957100357
10563	-0.03593792219165918
10564	0
10565	-2.8630838534867586e-4
10566	0
10567	0.0051404438380906825
10568	0
1056	0.0021340346786544204
10570	0.0022872123901458343
10572	0
10573	0.002019977519780402
10574	0
10575	0
10576	-6.873455336668054e-4
10577	4.2818782114771516e-4
10578	-0.004695903115467072
10579	0.006170065847689594
10580	0
10581	0
10584	0
10585	0
10586	0.026457118373166014
10587	9.702057490960187e-4
10589	0
1058	0.005452096674653555
10590	-0.011939959194295195
10591	0.004438032693034017
10592	-0.0010387731318337004
10594	0
10595	0
10598	0.006829229834191143
10599	-0.002756741556260616
1059	0
105	0
10600	-0.004517420119477124
10602	0
10603	2.2664441467224865e-4
10606	0
10607	0
10608	0
10609	-0.011460298660859038
1060	-0.003598220977660688
10610	-0.03070423726858836
10611	-1.9535500130336465e-4
10612	0
10613	-0.0019330053917875126
10614	0
10615	0
10616	7.31410032697964e-4
10617	-0.003603701891298829
10618	-4.917848230862424e-4
10621	-0.004924270107913333
10622	-0.001449064298873289
10623	-0.004033525989365558
10625	0
10627	0.005569730231965293
10628	-0.00695177407618272
10629	0
1062	0.005165337476158617
10630	0
10631	0.015244336103724153
10632	8.303873513512595e-4
10633	0.007710575007418661
10634	0.00691561982910973
10635	0.002166018032290143
10636	0
10637	0.004341663147626109
1063	0
10640	0
10641	-0.002510797116958288
10643	0.14742546139203855
10645	0.0013277776426479401
10647	0
10648	0
10650	-0.00400241096133634
10651	-7.790083241849145e-4
10652	-0.002080364820399685
10653	-0.011924592462851763
10654	0
10656	0
10657	0
10658	-4.256636049588741e-4
10659	0.004076398188401867
10660	-2.903509290373942e-4
10661	0
10663	-0.014001014409475123
10664	0
10665	0
10666	-0.002246078877500657
10667	0
10668	0
10669	0
10670	3.3382495595050363e-4
10671	0
10672	0.0017025558958687042
10675	0.026517733257164916
10677	0
10678	0
10681	0.005883564336287152
10682	0.0011205561668673357
10683	0
10686	0.001017927337700395
10687	0
1068	0
10690	0.015420855977610065
10691	1.0020375178772989e-4
10692	0
10693	0
10694	0
10695	0
10699	-0.002578784301819351
1069	0
1070	-0.010657553660159892
10712	0
10713	0
10714	0
10716	-0.010117722307561063
1071	0.017980979052149824
10721	0
10723	0
10724	0
10725	-0.012826063628054286
10726	0
10728	0
10730	0
10732	-0.003414590945097096
10733	0
10734	-0.021151230994842864
10735	0.005092799414105186
10736	-3.1007155194140586e-4
10737	0
10738	0
10739	0.00716905301107506
10741	-7.264853288307215e-4
10742	-0.010754241380165059
10744	0
10745	-0.010928747873962736
10746	0.006846138060740502
10747	0.0039732233878780835
10749	0
10750	0
10752	-0.009064605250350062
10753	0
10755	0
10758	0
1075	-0.020833865290032373
10761	0
10762	0
10763	0
10765	-0.015904127641958338
10766	0.0010265749540614903
10767	0
10768	-9.054608260892283e-5
10769	4.4116417096005305e-4
10771	0
10772	-0.004540883564678198
10773	-0.010993722527693808
10775	0
10776	0
10777	0
10778	0.011646392220400535
10780	0
10781	-0.0022970018303717274
10782	-0.005374819552823203
10785	0
10786	0
10787	-0.005829628762625759
10788	0.015381605493634376
10791	0.004983636413843142
10793	-0.00745088915001036
10794	0
10795	0.00399980100881554
10797	0
10798	8.277574280655889e-4
10799	0
107	0
10801	5.725845078761615e-4
10802	-0.0037737178112086933
10803	-0.0036185069390058874
10807	-0.004979087265923765
10808	0.009450611485113435
1080	0
10810	-0.027350357192321807
10813	0
10814	0
10816	0
10817	0
10818	0
1081	0
10825	0
10826	0.012434701930519893
10827	0
10840	0.011205778864850474
10841	0
10842	0
10844	0
10845	0
10846	0
10847	-0.0014194376615707216
10848	-0.00158760757087062
10849	0
1084	0
10850	0
10855	-0.004038470739265127
10856	0
10857	4.371363797363969e-4
10858	0.010718283433110775
10859	0
10861	0
10863	-0.01215341248812778
10864	0.0011190982008408852
10865	0
10866	-0.005993719748337784
10867	0.0019132703188076779
10868	-0.0045429690431627754
10869	9.025495575890723e-5
10871	0
10873	0
10874	0
10875	0.026201755916568457
10876	0
10879	-0.0011852854647499337
1087	0
10880	0.0015039895897779126
10881	0.004885261094252482
10882	0
10884	-0.012587952615165505
10885	0
1088	-0.033984796566125
10891	0
10892	0
10893	-9.361212978923123e-4
10894	0.01657172892713479
10895	-0.0018241772861570728
10897	0
10898	0
10899	-0.0013018908693720652
1089	0.01954988333742713
108	0
10900	-0.0014935313666487365
10902	-2.0205075479036381e-4
10903	-0.006517847197250662
10904	0
10905	0
10906	0
10907	0
10908	0
10911	0.035355455625551147
10912	0.03248945613899766
10913	2.611582730024869e-4
10914	0.003187237867824043
10915	-1.3647369550245699e-5
10916	0
10917	0.011166266118802145
10919	0
10920	-1.917861347045002e-4
10921	5.208414676467419e-4
10922	0
10923	0
10924	-9.117443813880131e-5
10926	0
10927	0
10928	0
10929	0.0018631958082957825
10930	0
10935	0.0014062034498370127
10936	0
10938	0
10939	0
10940	0
10942	-1.6187038293528577e-4
10943	0
10944	0
10945	-0.007894196375955833
10946	0
10947	0
10948	0
10949	0
10950	0.004680099445533955
10952	-1.8729588972208094e-5
10953	-2.3382496011918459e-4
10954	0
10955	5.513482651325e-5
10956	0
10957	-0.009819580371994282
10959	-0.008586716137066935
10960	0
10961	-0.004939464801922574
10962	0.0017286513932630965
10963	0.0012518189967232498
10964	0.051373400104383064
10966	0.0011303385718489422
10969	0
10970	0
10972	0
10973	0
10974	0
10975	0
10978	-0.0034448172694470894
10979	0
10980	0
10981	0.0013645519651976586
10982	0.005685883450071678
10983	0
10985	3.9949786395173265e-4
10987	0
10988	0
10989	0
10990	-4.475252230478768e-4
10991	0.00692643695754289
10992	0
10993	0.001986547233584418
10994	0
10998	0
109	0.003963157791697016
10	0
11000	0.019589207357383207
11001	8.190418412594643e-4
11004	0.0014263157273916045
11005	0
11006	0.005969242714924095
11007	0
11009	0
11010	-0.010699518050261009
11011	-0.009312954771692252
11012	0
11013	0.025168185757506883
11014	-0.007415423040544141
11015	0
11016	0
11017	-0.0039244828825259785
11018	0
11019	-0.007787999721681115
1101	0.002631556449829393
11020	0
11021	0
11022	-0.005451441394722681
11024	-0.006424080153346245
11025	0
11027	-8.175930831337669e-4
1102	0.0017358357905183771
11030	0
11031	0
11033	0.003153459689666441
11034	0.0012075583396709208
11037	0.010727999254215347
1103	0.0026489268335289284
11040	3.040600290679847e-11
11041	0
11043	-0.013280098052520046
11044	0
11045	0
11046	-0.00981931918485566
11047	-0.0036145552544098315
1104	0
11051	0.008433268042208937
11052	0
11054	0
11055	0
11056	0
11057	-0.008917080283718458
11059	-0.003105430535808852
1105	0
11060	0
11061	0
11062	0
11063	0
11064	-6.523677419853151e-4
11065	0.008400180027859395
11066	0
11067	-0.002403747988649157
11068	0
11069	0.014717478102231361
11070	0
11072	-0.005607399250661066
11073	-0.00661117073466594
11074	0
11075	0.011119939556567144
11076	0.005983858821755927
11078	0
11079	-7.123543817852774e-4
1107	0.0060055463482780805
11080	0.010858413763142723
11081	0
11082	0.0034709034057749887
11083	-1.8570180561190184e-4
11085	0
11086	0
1108	-0.0016503235858252331
11092	0
11093	0
11094	0.00922841386898977
11095	0
11096	1.741789062616121e-4
11097	0
11098	-0.0069371167806500655
11099	0
1109	-0.0012815913473646894
11100	0
11102	0
11103	0.005733422650459111
11104	0
11107	0.024129388116776024
11108	-0.009138496436258843
11113	0
11116	-0.0051494400664016254
11117	0
11118	-0.00223986655381075
11119	-0.01587084235423415
1111	0.0035862511924814153
11120	-0.0017173655560140323
11122	0
11123	0
11124	-0.0035230689393256644
11126	0
11127	-0.007779645869990393
11129	-0.0032765472003472556
1112	0.0011495352574590674
11130	0.015432272000954698
11131	-0.005610634973754577
11132	0
11133	0
11135	0
11136	0
11137	0
11138	-0.00736448256384556
1113	0
11140	0
11142	0.011535571782311134
11144	0
11145	-0.03676180604223394
11146	0
11147	0
11148	0
1114	0.0045103820477986716
11151	0.004873922249006472
11152	-0.003085579836633803
11153	-0.008046984594539335
11154	1.434847902686657e-4
11155	-0.007576701993950091
11156	-0.010247666070763701
11157	0.011854286355843163
11160	0
11161	0
11162	0
11163	0.0097642410655429
11166	0
11167	0
11168	-6.394625803909411e-6
11169	0
1116	-0.008817421444507555
11170	0
11171	5.278151210735507e-4
11172	0
11174	0
11176	0
11177	0
11178	0
11179	0
1117	0.036973130831873674
11180	-0.010455647199091157
11181	0
11182	0.005459663807996421
11183	0
11184	-0.008181247517922544
11186	-3.158830658999131e-4
11187	0
11188	0
11189	-0.002928952922583515
1118	-0.005752753128894291
11190	-0.001208213436714055
11193	0
11194	0
11196	0
11197	0.018292098340019276
11198	-0.006643824053387129
11199	0
1119	-0.0014050878028625848
11201	0
11202	-0.001622040208590652
11211	0
11212	0
11213	0.005904812885552667
11214	-3.2408430727622615e-4
11215	0
11216	0
11219	0
1121	0
11221	-0.0068242273883977935
11222	-0.006819543593705888
11223	0.002645409810240966
11226	0
11228	0
1122	0.01273305498032223
11230	0
11231	8.399589640158816e-4
11232	0
11234	-0.0034536330877789115
11235	0.004274760811907213
11236	0
11237	-0.007543400444772495
11238	-5.100702643520983e-4
112399	-2.9519489968047664e-4
1123	-0.003234347559946879
11240	-0.002766187324685043
11243	0
11245	-0.002577895771292113
112464	-0.017893274862757193
112479	0
11247	0
11248	0
1124	-0.006757862140502658
11250	0
11251	0
11252	0
11253	0
11254	-0.009437381481651309
11255	0
11258	0.002133156449568971
11259	0
11260	-0.0017970550152046057
112611	0
11261	0.004940262389482429
11262	0.0058091561920902745
11264	0
11266	0
11267	0
11273	-9.282756376227173e-4
11275	0.010144053407894317
11276	-0.0030524952371367136
11277	-9.439126036264224e-4
11278	0
11279	-0.004030803620378548
11280	0
11281	-9.534651866810144e-4
11282	0.015121487680482852
11283	0
11284	-0.002696845090703535
11285	-0.008000951443351398
112869	0.008308661758043113
112950	0.003802514663503893
1129	0.0020476486604125398
112	0.0030621568380408332
11309	-0.002853519750895419
1130	-0.029607408041220386
11311	-0.006759031506078198
11313	0.005510780085272812
113146	0
11314	0
11315	2.0176190074444454e-4
11316	-0.0077203683998268895
113177	3.347402846845218e-4
113178	0
11317	-1.4351039377053196e-4
11318	0.001705617774429955
11319	0
11320	-4.1736857366673184e-4
11321	-0.012581262617690128
11322	-0.0033116912255165792
113251	-0.004227658159795686
11325	0
11326	-9.615694842761349e-4
11329	0.009282875628577585
1132	0
11330	0
11331	0
11332	0.005066726032485129
11333	0
11334	0
11335	-0.0029702033226441855
11336	0
11337	0
11338	0
11339	0.0060652257666277765
1133	0
11340	0.001268434293073227
113419	-4.848062111204331e-4
11341	0
11342	-6.378529880593272e-4
11343	0
11344	0
11345	0.007127002137254297
11346	0
1134	-0.005216921982060594
1135	0
1136	0
113791	0.001691037125232591
1137	0
113835	0
113878	-0.004690328909495112
1138	0
113	0.005192438161879524
114034	0
114044	-7.046519500761468e-4
114049	0.0038716489383332805
114088	-3.3375214555677826e-4
1140	6.431333814824242e-4
114112	-0.015455004181383845
1141	0
1142	0
114327	-0.003633111650643264
1143	0
1144	0
114548	0
1145	0
114625	0.0019827438821321246
1146	0
114791	0.0015718928480326112
1147	0
114819	0
114876	0.0049523086162766876
114881	0
114882	0.009347868549239012
114883	-0.013651139490910496
114884	-0.0038675918630049996
114885	-0.003731781067546755
114897	0
114899	-0.01569641811234847
114908	0
114932	-0.010601058977196928
1149	0
114	0
115123	1.2214427234718528e-4
115201	0
115207	0.004680916054343817
115290	0
1152	-0.009574529702995917
115353	-0.008360413170819127
1153	7.036286781333187e-4
1154	0
1155	0
115703	0
115708	0
115817	0
1158	-0.010260042196658204
115939	0
115	-0.008146132952199844
116039	-0.018804390764894936
1160	0.0037557459011356097
116138	9.479385602738249e-4
1161	0
116285	2.301763290352906e-4
116372	0.0062432326011306605
116496	-0.015774009158319332
1164	0.031203298138707928
116828	-0.003558850952247572
116832	0.009871912237358728
116984	-0.005813420497747068
116985	0
116986	0
116987	-0.009501855952780051
116	6.520225554768053e-4
117178	0.005007873212030634
117246	-0.00538081342634661
1173	0.002556348465612113
1174	-0.013650272540488395
1175	0.007789203864927095
1178	-0.04096980742325307
1179	-0.003441546117867077
117	0.012140818939115065
1180	0
1181	6.353333403519443e-4
1182	0
1183	0
1184	0
1185	-2.7160518612463357e-4
1186	0.001078938162894928
1188	0
118	0
1191	-4.2375950663839715e-4
1192	0
1193	-0.029777614872173664
1195	0
1196	-0.016212341100188633
1198	-0.012220692809953146
119	-7.782801102604746e-4
1200	-5.925157258672005e-4
1201	-3.7720188519344905e-4
1203	-0.002633247041560092
120526	0
1207	-0.0017329985808869457
1208	0
1209	0
120	0.00807186320599668
1211	6.828605508508522e-4
1212	0.011200498970199894
1213	0
1215	-0.0022925284441181614
122616	0.0014092858288617303
1230	-0.010567976383582726
1232	-0.0067559680362268195
1233	-0.0010606650778517677
1234	-0.018271434834797564
1235	0
1236	0.03652748670926187
1237	0
123803	0
123872	0
1238	-0.006654621147697817
123	0
124044	0.0175125004814253
1240	0
124152	1.5853853206168034e-4
1241	0
124222	0
1244	-0.007014410440557908
124565	0
124583	-7.392900742540124e-4
124	0
125893	-0.013319443741508109
1258	0.004970413793800519
1259	-0.008225953580395434
125	0.010179753860769724
1261	-0.007477596299409214
126208	2.682266784724451e-4
126231	-0.0017701872323171379
126298	0
126299	0
126321	0
126353	-0.0035894961397419786
126393	-0.008442325081530196
1263	0
1264	0
1265	0
1266	-0.03342889111107273
1267	-0.0033082874704386026
1268	-0.00558769638687333
1269	0
126	0.001404817558075366
1271	-0.002001862037778192
1272	0.009608565747351921
127534	0
127544	-0.006989376383284
127703	-0.010077363632574606
1277	0.027752704172255463
127833	0
1278	0.02212373296618849
1280	0
1281	0.02942355239027634
1282	0.00607090792991845
1284	0.005750660127635241
128553	0
1285	-9.333356761621031e-4
1286	0
1287	-0.007268175309649165
1288	0
1289	0
128	0
129025	0
129080	0.00941879752829587
1290	-0.015558834353038285
1291	0
1292	0
1293	0.013188336196386524
1294	0
1296	-0.004743817552039489
1297	0
1298	-0.0030427729477433166
1299	-0.00517212483774998
12	0.0011335524772925353
130074	0
1300	0
1301	0
1302	-0.0026156433834328857
1305	-0.006762630760662247
1306	-0.0019485046358799227
1307	-0.01150171406082612
1308	0.0022442615473687883
130916	0
130	0
1310	-7.217293640129164e-4
1311	-0.02060737885988052
1312	0
131408	0
1314	0
131544	-0.0043047766311698045
131566	0
131578	0
1315	-0.003618626472197092
131601	0
1316	0.0026425554151215383
1317	0.007532726214084428
1318	0.00240232540580426
131	0
1326	0
1327	0
1329	0
132	0.0010571511837773712
133619	-0.008135712569779905
1339	0.0012012210141667885
133	0
1340	6.745351719411837e-4
1345	0
1346	0
1347	0.009288395684526256
1349	0.004587627076925501
134	0
1350	0.006792076742784433
135138	0.016449810769013494
1351	0
1352	0
1353	0
1355	0
1356	0.0021166067630265656
1357	0
1358	-0.0014527768614674486
135948	0
1359	-0.038744402027096954
1360	0
1361	0
1362	0
1363	0.001005522341691271
1364	0
1365	0
1366	0.004562862331148004
1368	0
1369	0
136	0.014645587333288796
1370	0
1371	9.926627977191048e-4
1373	-0.008608081342068117
1374	0.002154360195899271
1376	0
137886	0
1378	0.005066663339902577
138046	-0.004659572598318481
138050	-0.0022596828748583267
1380	0.02156547438220781
138151	0
138162	0
1381	0.006658420166553644
1382	0
1384	0
1385	0.0023660819650100414
1386	1.3429366766485118e-4
1387	0
1388	-0.005672478132458102
1389	-0.0022963475017580425
139081	0
1390	0.005794541443370992
1392	0.01493483476300198
139322	0
1393	0.009477822451912202
1394	0.0011905860406394022
139538	0
1395	0
1396	0.01766429236131596
1397	0.011797106354920947
1398	0.004036458064864675
1399	0
13	-0.003521426101074572
1400	0.012477771325600236
1401	0.004276404124972907
140459	0
140460	-0.0046330377303402505
140461	0
140462	0
140465	0
140467	-0.0010328546892933656
1404	0.014573818838196405
140545	0
140578	-0.005690871035864217
140597	1.1721109958243282e-4
140609	0
1406	0
1407	0
140801	0.0016055929959367683
140803	-0.0016894486949255347
140883	-0.008500979328860164
140885	2.764727742951829e-4
140890	0
1408	0.0036980886551869507
140	-5.153498970659476e-10
1410	-0.020872433311736053
1411	0
1412	0
1413	0
1414	-0.0016685910814537202
1415	0
1416	-0.0040171603401314045
1417	0
1418	0
1419	0
141	-0.0028392611956205255
1420	0
1421	0
142684	-0.0029092158025229423
1428	0.0044927773854195685
1429	-0.03400522960572184
142	0
1432	0
1434	-0.004468120025658767
1435	0
1436	0
1437	0
1438	0
1439	0.003089057715148644
1440	-0.0031600274887207632
1441	-0.009222937500413189
1442	0
1443	0.005807019701354772
144404	-0.0015777703411580587
1444	0
1445	0
1446	0
1447	0
1448	0
1452	0
145389	-0.010661904170796854
1453	0
1454	0
1455	0
1456	0.011698476097993396
1457	0
1459	-0.006336914695016899
146057	0
1460	0
146227	4.946520876647395e-5
1462	0.022303457433875493
1463	0
1464	-6.0059681674609e-4
146542	-0.002946174607690899
146562	0
1465	-0.013991708730660413
146691	0
1466	0
146712	-6.951568743367584e-4
1468	0
1469	-0.005854589413801017
146	0
1470	0
147179	0
1471	4.60856700064203e-4
1472	1.996685882821413e-4
147339	-0.0067677213861739305
1473	0
1474	0
1475	0.009016736842892397
147657	-0.0040290927944488485
147694	0
1476	-0.002825931005975504
1477	0
1478	-0.0034414408474878794
147912	0
1479	0
147	-0.0015570673629196673
148022	-8.4970098704912e-4
148066	0
148229	0
1482	-0.006888196977335976
1486	0
148753	0.0044476678847938335
1487	0
1488	4.474097986099416e-4
1489	0
148	0
1490	0.014764790178798453
149111	0
1491	7.649313130152631e-4
1493	-3.4703367108002316e-4
1495	-0.0010944733926985264
149603	-0.001202277634147954
1496	0.0020470436190068177
1497	0.0025946430551253533
149986	-0.011939526278712698
1499	0
14	5.327419148876501e-4
150160	0
1501	0.004128409704098575
1503	0.006324933812027644
1506	0
150726	0
1508	0.010872866153980027
150967	0.0067270379044271815
1509	0.014334737000342684
150	0
151011	-0.017294940421880976
151050	0.004526533787547493
1510	0.006724082984174364
1511	0.0022295692360612468
