gene	female-child-coarse-3
10000	0.0021457547090994716
10001	0.002031398401753683
10002	-0.009114826268124787
10003	0
100048912	-0.002469100787626951
10004	-0.004180416174009121
10005	0
10006	0
10007	0
10009	0.014818640903512035
1000	2.8603396341891484e-4
10010	-0.0015703802019110414
100126791	-0.008518500706429323
100128124	0.002533269840762701
100128640	0.008260682212137618
100129128	0
100129250	0
100129271	0.006588415607497554
100129361	0
100129482	0.0028213664722187377
100130331	-0.005871995660600668
100130449	0
100132341	-0.01048351675483938
100132476	-0.0017239508394578365
100134713	-0.008587893577025366
100137047	-4.2050660619568136e-10
10013	0
10014	0
10015	0
10016	-3.6339720956497383e-4
10017	0
100188893	0
10018	0
10019	0.015486682062082709
1001	-0.02131066457130339
10020	0.012626040663765933
10021	8.155306938780748e-4
10022	0
10023	0.0022652249876418916
10024	0
10025	-0.013231130922378076
10026	0.003555581188595766
100272147	0.0027481033221573824
100287932	0
100288413	-0.008095613848081383
100289678	-0.001836512049351886
100293516	-0.005065430139385245
1002	0.011643499591660902
100316904	0.017054290684214744
10036	0
10038	-0.004107518432128316
10039	0.0034550393041502233
1003	0.013170989524110494
10040	0.024940696999217395
10042	-7.409779568236545e-12
10043	0
10045	-0.007103208450750307
10046	-0.0066333721365875705
10047	-0.010495506114504507
10048	-0.009702215618481167
10049	2.55001161991322e-4
1004	0
100505741	0.0016702051030360655
100505761	-0.015130685043262279
100505879	0
100505933	0
100506144	0.0025533640731077957
100506469	0
100506504	-1.866894158124338e-10
100506571	0.0033765241765424062
100506581	0.005435165012954707
100506963	0
100507331	0.015586377685848326
100507436	-0.004264093869132196
100507605	0
10050	0
10051	0.008268061225447605
10052	0.004606595437864471
10053	0
10054	-0.014808286849794726
10055	-0.001392309847900235
10057	-0.018600284907789283
10058	-0.003211648016276646
10059	0
1005	0
10060	-1.1155943398190348e-4
10061	0
10062	-6.615954620759538e-4
10066	0
10067	0
10069	-0.017652130503823225
1006	9.046921170388441e-4
10072	0.008182882727716856
10073	0
10075	0
10076	-0.0014062164638626439
10077	-0.004677311520735126
10078	-6.767401264996637e-4
10079	-0.014560927689507536
1007	-0.01350076388470292
10083	0.0027948208257174206
10084	0
10085	-0.014051449164215322
10086	0.00417816197657297
10087	0.0020698752099483292
10089	0
1008	0
10090	0
10092	0.00156994883690003
10093	-0.017434279526209455
10095	0.03024154458316819
10096	0.0046278900789576876
10097	0.010017446297828332
10098	0
10099	-0.00285981123677537
1009	0
100	-5.009269796622276e-4
10100	-0.023527261291470265
10101	0.016098406957249588
10102	0
10103	-9.143048121553785e-4
10105	-0.01705524096523831
10106	-0.00788781800263226
10107	-0.0099217145648611
10109	0.003433529376313259
1010	0.016617706626882556
10110	-9.313972444768392e-4
10111	-0.0055333893427663055
10112	0.0023217215277716225
10113	0
10114	0.00659512167167871
10116	0.002603155287262755
10120	0
10121	-0.007271588368240539
10123	-8.419699185499769e-10
10125	0.02403867039483436
10126	0.006185445292564213
10127	0.011724956318219827
10128	2.456571387221581e-4
10129	-0.0043543183308055785
1012	-0.0019058921509787004
10130	0
10131	-9.438058795331017e-11
10133	0.02538782741469606
10134	0
10135	0.020237173912315738
10136	8.287017320293301e-4
10137	-0.0074792033664570325
10138	0
10139	-0.012253973931148103
1013	0
10140	-0.036504615766440075
10141	-6.158910658152446e-5
10142	0.003632246773001234
10144	-0.033578380830995125
10146	0.005456658797739505
10147	0
10148	0.026180739735669943
10149	0.011448181157482966
