gene	female-adult-fine-2
10000	-0.013562388880101625
10001	-0.0010297707373156286
10002	0.02564038115641961
10003	-0.0467911937689167
100048912	8.455439552653113e-4
10004	-0.023670623271237656
10005	-4.119396435706805e-4
10006	0.008230635541884208
10007	0
10009	0.04882360114173973
1000	0.02332017169999062
10010	0.014038397763613049
100126791	-0.010564545421097382
100128124	0
100128640	-0.006393437225152196
100129128	0
100129250	0.013229549355622245
100129271	-0.060513991451429515
100129361	0
100129482	0.007686330231837527
100130331	-0.0096970097823273
100130449	-0.011288604940212478
100132341	0.07282006292428185
100132476	-0.006026260213395384
100134713	0.013750870122918204
100137047	0.018539298852183465
10013	0.013232732815590358
10014	0.005250438679800081
10015	0.007521952378415587
10016	0.01989364228205894
10017	-0.031927504415105945
100188893	0
10018	-0.040686473209277575
10019	5.11071178082805e-4
1001	-0.03756299986122786
10020	0.011297420202956175
10021	0
10022	-0.003222743966478562
10023	0.003367200679493115
10024	-0.0013149996171992575
10025	-0.0010477948585235694
10026	-0.021087508725094538
100272147	0.0036827509255198333
100287932	0
100288413	0.028558173429828165
100289678	0
100293516	0.008074904209819192
1002	0.05283596966490805
100316904	0.017479849847409724
10036	0.024823246945157734
10038	0
10039	-0.015491725950468554
1003	-0.016409785351936965
10040	0.07257109388422575
10042	-0.0032913103142475763
10043	-0.024926816515297826
10045	-0.016684549905528537
10046	0.019664603083438655
10047	0.010743508572549824
10048	-0.03351110658337154
10049	0.006016740365408319
1004	-0.01393829555350295
100505741	0.009203155878067226
100505761	0.010779697723447397
100505879	0.0039052133253435098
100505933	0
100506144	0.03595391852693111
100506469	0
100506504	0.0023346914208910207
100506571	-0.025083602858138945
100506581	-0.022807088848878894
100506963	-0.009484497851571036
100507331	0
100507436	0
100507605	0
10050	0.010484682745249519
10051	0.018129557948682085
10052	-0.0014970937678799963
10053	-0.0030172825645267097
10054	0.015295515951561757
10055	0.0022467957863333025
10057	-0.0018859638562539922
10058	0.01850477770935547
10059	-0.04184402009245346
1005	-0.002329810518598215
10060	0.012761149441765594
10061	0
10062	-0.014513941177583993
10066	-0.02225965134111895
10067	-0.020054360214825123
10069	-0.024289545751586105
1006	-0.007630979902521831
10072	-6.551604203813495e-4
10073	0.0220058268122663
10075	0
10076	-0.012786252860981727
10077	-0.01722686608260681
10078	-0.03173675547130151
10079	0.005903565050297969
1007	-2.293123857852632e-11
10083	0.00826085889963545
10084	0
10085	0.034704875155893475
10086	-0.015294317823674705
10087	0.0017440891847806124
10089	0
1008	8.516182422816548e-5
10090	0.0010115443762731846
10092	0.021605436171554835
10093	-0.020914781530809525
10095	0.04913203269601375
10096	0.018792177374871183
10097	0
10098	0.01390462502919854
10099	-0.01623573768161003
1009	-0.003137555171860414
100	0.0042972563781093496
10100	0
10101	0.033450072383574635
10102	0.007460620309347564
10103	-2.13565908134937e-4
10105	-0.008632941341650643
10106	0.03498840381428609
10107	0.012142571413456364
10109	0.009710634547735523
1010	-0.047074850799237226
10110	-0.018614776100210218
10111	-0.012769861100728046
10112	0.011358074328231441
10113	-0.002745488681720536
10114	0.006669389920329287
10116	0.02142838535112285
10120	0.009926567121826383
10121	0.0047403398727161854
10123	-0.024033948203573394
10125	-0.0045012308004725885
10126	0.0030350361569473606
10127	0.012188006136280948
10128	0.02375018043199189
10129	-0.04910780425502646
1012	0.1228008980241794
10130	-0.008305459137581449
10131	0.0240116002429694
10133	0.019153762479559473
10134	-0.0014511872162240693
10135	-0.001727659776382324
10136	-0.019814409431641474
10137	-0.006481445930136853
10138	0.01543618287529798
10139	0.014908145142069267
1013	0
10140	0.019266061322952104
10141	6.925021673575855e-4
10142	0.028943465840171607
10144	-0.002259353036325138
10146	8.411704243155556e-4
10147	-0.020865873232131522
10148	-0.053908768572775746
10149	0.0028320218627214456
1014	0.01139753710555495
10150	0.004571583195310932
10152	0.02235882845831749
10153	-0.03023877761462051
10154	-0.0027483197755298508
10155	-0.03158552158842135
10157	0.007680877957967336
10158	-0.054607086182515065
10159	0.006113383637485359
1015	0.01471996543865038
10160	0.011064062327393138
10161	0.03288691432671911
10162	0.021545761559357928
10163	0.03743228126404019
10164	-0.014746115254673718
10165	-0.010125165113343826
10166	0
10168	-0.010000192801300887
1016	0.0025106030746489066
10170	-0.11885194382423969
10171	-0.04186197722272403
10174	-0.023034072547818647
10175	0.028533288533782217
10178	-0.02013405368127078
10179	0.0393221759940133
1017	-0.0012044139279576251
10180	-0.0024480243430666645
10181	0.014026069736259717
10184	-0.004464680599179182
10186	-0.029589259736726835
10188	-6.206824630183599e-4
10190	0.01725597434013575
10193	-0.0060585743307099635
10195	-0.001044844685062835
10196	3.035006495823994e-4
10197	0.01825158500927062
10198	-0.015914626796148103
10199	2.6713306152687357e-4
1019	2.1333876392646954e-4
101	-0.00698757714381504
10200	0.021342018062369066
10201	-0.003769145312315123
10202	0.021413592954318085
10203	-0.00521761802398782
10205	-0.06982934470392847
10206	0.005972025079197138
10207	0.0372076089976601
10208	-0.046782726279580175
10209	-1.1129083229154927e-10
1020	0.028680793776333566
10210	-0.018632054553619472
10211	0
10212	0.005140521158773708
10213	-5.577970181717911e-4
10214	0.018825276227582826
10215	-0.006049347160062985
10216	-0.07057146828339027
10217	0.006270761597410415
10218	0.0013010034645608974
10219	0.01121005392187862
1021	-0.004747022501495634
10220	-0.019477216299251403
10221	0.11501867685588726
10223	0.0019643054326322555
10225	-0.007399190965060013
10226	0.022716576799360115
10227	-0.024292700565048415
10228	0.0132746937359365
10229	0.01389073527923289
1022	-0.007992322627565648
10230	-0.04996245336393758
10231	0.02031192250733644
10232	0.002280952154211942
10233	-0.03461475907152799
10234	-0.06186013279508582
10235	-0.017560341058615
10236	0
10237	0
10238	-0.004316548088108557
10240	0.016627203686993733
10241	0.0204230776673702
10242	0.008299259873300466
10243	0.06533658667975346
10244	0.018624952905277794
10245	0.0030436822594463826
10246	0
10247	-0.04827464216585061
10248	0.004087957825532227
10249	0
10250	0.01662894312908543
10252	-0.033264196790140865
10253	0.031703978764040915
10254	0.0043865375939453
10255	0.005760795802339783
10256	0.04372807629226486
10257	0.005120920772089801
1025	0
10260	-3.706772005261596e-4
10261	0.04005544170894388
10262	0
10263	-0.0116541803703466
10265	-0.01409606171302197
10266	0.0029217926292898337
10267	-9.505680782254055e-4
10268	0.009271416291732143
10269	-0.007535732038781047
1026	-0.05202914569578677
10270	9.076552996158242e-4
10272	0.027334606045045593
10273	-0.002797885892247946
10274	-0.03994162866153593
10276	-0.0993553076744936
10277	0
10278	-0.04321442907700391
10279	-0.006722815612397077
1027	0.006903164410220636
10280	0
10281	4.4203008949632607e-10
10282	-0.025370721903545296
10284	0.017897889286866774
10285	0.005445257167253002
10286	-0.03339097175652157
10287	-0.018321792039529883
10288	0.02494987968776862
10289	1.34884955872046e-4
1028	-0.04791878992581844
10290	-0.002122952242068425
10291	-7.328072191151644e-4
10293	0.003565980168297255
10294	-0.016899681254173658
10295	-0.014822696908321636
10296	0.002430462203077391
10297	-0.016230298807694672
10298	-0.012694148040987115
10299	-0.014493868743483145
1029	0.006144593202136161
102	-0.04164008101636884
10300	-0.016362610316120258
10301	-0.021031429122354645
10302	-0.021326284088705
10307	0.0013187294551259944
10308	-0.03651235902215865
10309	-0.017504715568490307
1030	0.008928668409040556
10311	8.857790205615843e-4
10312	-0.028289684235238116
10313	0
10314	0
10316	0.011952160647263873
10317	0.0015037905925732035
10318	0.03545818627536569
10319	-0.00398128140395108
1031	0.052170325395067205
10320	0.006098248266624643
10321	0.007738413139826045
10322	0
10324	0
10325	-0.027521143052934637
10327	1.175154266119288e-5
10328	-0.0065227345079544845
10329	-2.0091596341336303e-4
1032	-0.01750119468319751
10330	0.0031888004657297706
10331	-0.04620920674988267
