gene	male-adolescent-fine-3
10000	-0.01862086821646793
10001	0.002379369854090865
10002	-0.0024340674339750584
10003	0
100048912	-0.007775829710384463
10004	0
10005	-1.6954800993923633e-4
10006	0.004923960074761397
10007	-0.009546075174013057
10009	-4.366392458715085e-10
1000	-0.010232276039871254
10010	-0.019170729787175673
100126791	-0.002709777272686397
100128124	0
100128640	0.018469936224014737
100129128	0
100129250	-0.005936483165941888
100129271	0.02100365003008746
100129361	-0.010959604533845832
100129482	0.019100427854479945
100130331	-0.008509260507174309
100130449	0.0048535071321944775
100132341	-0.007797092015463272
100132476	-0.006763939793918488
100134713	7.97187392479713e-4
100137047	0.003972178004319475
10013	0
10014	-0.0030535825925035007
10015	0.0022193420435779043
10016	0.009596312739008931
10017	-1.2696304588593283e-10
100188893	-0.011619372437412314
10018	0
10019	-5.992455455883816e-4
1001	0.009123854007626098
10020	0.0035828958033375688
10021	-1.4575342816723597e-10
10022	0
10023	-5.37083527041536e-10
10024	0.0017050609709236236
10025	0.007627797233492822
10026	-2.882838118183994e-11
100272147	-2.2700071945196068e-10
100287932	7.048476308638024e-4
100288413	-0.0241266758562847
100289678	0
100293516	0.01413586197685905
1002	-0.017746172662922673
100316904	-0.014697570361800222
10036	-0.002740406550613371
10038	-0.01647231515000002
10039	-0.006952846932306473
1003	-0.012968632062287176
10040	-0.017810657393933598
10042	-2.5132025407822055e-10
10043	-3.107586065175558e-11
10045	4.508151296782998e-4
10046	-2.8669673039396443e-10
10047	0.015278301518044308
10048	0.01727374485804175
10049	2.6444261945313434e-4
1004	0
100505741	-0.02548493103983864
100505761	0
100505879	0
100505933	0
100506144	-1.6805815507627816e-11
100506469	-0.002615871862260295
100506504	0.006797688512700009
100506571	0
100506581	-0.020041568533213924
100506963	-2.8172132647745127e-4
100507331	7.586435015284717e-4
100507436	-0.050868886409961116
100507605	-4.3751247056593565e-11
10050	-0.008439471852282597
10051	-0.011214914955415586
10052	-0.004073296878866668
10053	0.013066428511602059
10054	0.003947435778885139
10055	0
10057	0.018088308615951943
10058	0.03696365210735765
10059	-3.773129877293781e-10
1005	2.669894939193239e-5
10060	0
10061	-0.002556135143539221
10062	0.0043441753527874005
10066	0.0018992025062576628
10067	-0.0012506968102783539
10069	0.007470264068768052
1006	0
10072	0.011559014318909771
10073	-0.017122433518685646
10075	-0.001051713224831545
10076	-0.0014211766764122545
10077	0.020074591355722288
10078	-0.005152578375291444
10079	-0.03106769643493422
1007	-0.016885227250613706
10083	0.003746602041299233
10084	-8.791272915404322e-4
10085	-0.01974412306825225
10086	-7.204515326702671e-11
10087	-6.012515538275062e-10
10089	-3.357544849857171e-10
1008	0.0017432109147804506
10090	-0.025968025215591432
10092	-0.0012064975437305176
10093	-0.010889464553087914
10095	-7.928189484706365e-10
10096	-9.941018011850311e-4
10097	-4.817000550049549e-10
10098	0.028629916567400167
10099	-1.6839332451442352e-11
1009	0.0037220215466797603
100	-0.042133692127586275
10100	-0.019083796408887976
10101	0.003694200558616932
10102	0
10103	0.012851463447123235
10105	-4.013886075516597e-10
10106	0.002864564156556202
10107	-0.01224417654019486
10109	-6.710240866149636e-10
1010	0.01671671118039594
10110	-0.014292963220419943
10111	-0.00811637516168698
10112	-0.012790843271402041
10113	-0.009231988811822873
10114	-0.008870459868378826
10116	-0.004481980116460163
10120	-0.024939810009547647
10121	-0.0037714273215382343
10123	0.028074532185821736
10125	0.007843112794700622
10126	0.021796657810914426
10127	-1.6125836287520943e-10
10128	4.232388320290218e-4
10129	0
1012	0.00958813807633759
10130	0.0037506578692047287
10131	0
10133	0.01318558496554295
