gene	male-elderly-fine-3
10000	-0.0067634610127064575
10001	0
10002	-0.0025492527581471923
10003	0
100048912	0
10004	-0.008565219479298967
10005	0
10006	-2.072071705302652e-10
10007	-0.003017829769784165
10009	-0.009364921116482452
1000	-0.03050891886730221
10010	-0.004283135949461342
100126791	0.02089548894039425
100128124	0.011225986249790041
100128640	0.008379717549148319
100129128	-0.0017534038590829115
100129250	0
100129271	0
100129361	-0.0033380789046978964
100129482	-0.01666179887999945
100130331	0
100130449	-0.036431768402544
100132341	0
100132476	0
100134713	-0.00431754766352589
100137047	0.008351510501687691
10013	-1.4030779870331985e-11
10014	0.0011658806623420068
10015	0
10016	-0.0028793263910966414
10017	2.523036692007781e-4
100188893	0
10018	0.0016096325159041319
10019	-0.0026420288906452783
1001	-0.0016417606277006752
10020	0.012663997062452127
10021	0.0020690441089380764
10022	-0.008150036674738011
10023	0
10024	-0.01442149468499521
10025	0
10026	-0.004791537705884934
100272147	0
100287932	0.004225958569036436
100288413	-0.01958922425087047
100289678	-3.715644028185307e-10
100293516	-5.68952829227885e-4
1002	0
100316904	0.017239315364785256
10036	-0.009552160267851124
10038	-0.009150617394319363
10039	0.008678038720226197
1003	0
10040	-0.0342559597452508
10042	-0.0019399096051187321
10043	0.019197301912076383
10045	-0.02098317235912814
10046	-0.022442764443623767
10047	-0.005601425959834945
10048	-0.0017760900682099495
10049	-0.01663340830221979
1004	-0.017094765596209413
100505741	-0.009310678251235851
100505761	-0.006549095092731305
100505879	0
100505933	0.002794827490208637
100506144	0
100506469	0
100506504	0.003341583232887183
100506571	-0.0053571480836076876
100506581	-0.0015229399079943165
100506963	-0.014100203000640117
100507331	-0.006350348004928767
100507436	-0.012975556019917796
100507605	0
10050	-0.0032582432845595496
10051	0
10052	-8.534731768367179e-4
10053	-0.007768712190979031
10054	-0.0038186024473400785
10055	3.958087205939747e-4
10057	0
10058	-0.0020049689964576614
10059	-0.007127705433922696
1005	0.0036450981072705464
10060	0.011901994885083284
10061	0
10062	0.0024528851146820513
10066	0.005056214451976293
10067	-0.004077531935567654
10069	0
1006	0
10072	0
10073	-4.256069732875063e-10
10075	-0.005241835004894769
10076	0.02648732492237364
10077	0
10078	0.012364199312228954
10079	-8.279449279193124e-10
1007	0.009519620325605984
10083	-0.011403623982385126
10084	0
10085	0
10086	0
10087	0.010596296430228422
10089	0.003513711798204958
1008	0.029676231471998334
10090	-0.030077520816271706
10092	0.0027834837561653016
10093	0.009222862282634468
10095	0.009185925858458236
10096	0
10097	0.0036489497006662592
10098	-0.0065439712261007935
10099	0.0012733485576808881
1009	0.007481646777896196
100	0.006164445755573914
10100	-0.0067179030354257725
10101	-0.01477987380446665
10102	-0.003811952880010868
10103	0
10105	0.012326972733003622
10106	0.00944400426070966
10107	0
10109	-0.004735390750977646
1010	-0.009526443833850073
10110	-0.0298155705894015
10111	0.005182902101853418
10112	0
10113	0
10114	-0.017459286406246246
10116	0
10120	8.341720751898869e-4
10121	0.0015782099074891063
10123	-0.005380653518734506
10125	0
10126	0
10127	0
10128	6.914439975847744e-4
10129	-8.555829139651102e-4
1012	0.01216192809279783
10130	-0.0034900288997681992
10131	0
10133	0.005055282580004426
10134	-0.004112030044357402
10135	0.006119970246185546
10136	-0.016256129184048392
10137	-0.01092706771892083
10138	-0.007189469622053533
10139	0.005741904026863152
1013	0
10140	0.007680012764044524
10141	-0.004777035875841604
10142	-0.0293070779992045
10144	-0.01908368886631561
10146	-8.73160724358523e-4
10147	-0.00046990443416236003
10148	0.01419639884606427
10149	0.0031484804737665325
1014	-0.015412938642174799
10150	0
10152	0.0012560670207369619
10153	-0.004734064899642803
10154	0.006755542692514259
10155	-0.025317028296978746
10157	0.013605853412606651
10158	0.011234349179854684
10159	-4.967936563654933e-10
1015	0.025417834787785986
10160	0
10161	-0.009083078688710782
10162	0
10163	-0.0018067395237116716
10164	0.024262487469545003
10165	0.00487032479555953
10166	0
10168	0
1016	0
10170	0.06067626220851899
10171	0
10174	0
10175	-0.03198383610455222
10178	-0.002670393139954182
10179	-5.366811840866727e-4
1017	0.0010156714701048467
10180	-1.2123189749894064e-10
10181	0.0018257011008277159
10184	0
10186	0.0017895881080774822
10188	-0.005043030496234562
10190	0
10193	-2.149139178447988e-10
10195	0.0054384215017811875
10196	0
10197	0
10198	-0.004621760480833125
10199	0.0054982419315717564
1019	0
101	0
10200	-0.00666955372780687
10201	0.008612831481690947
10202	-0.025178134743621895
10203	-0.01007545955921441
10205	-5.921990700170971e-7
10206	0.01884182203720556
10207	-0.007011912296346746
10208	-0.0019275864910399537
10209	0.004594454849458868
1020	-0.010556692104669158
10210	0.017350471958325665
10211	0.023675558317286634
10212	0
10213	-0.010468962702812707
10214	-5.0885307478913924e-5
10215	0
10216	0.032840138576912536
10217	9.945957129670784e-4
10218	0.008634386913520262
10219	0.028750870765333312
1021	0
10220	-0.0011287817930812412
10221	0.013663286942124878
10223	0
10225	-0.008570959117172898
10226	0
10227	0.022416729457141737
10228	0
10229	-0.004036888160897124
1022	-0.011088916031253504
10230	-0.002326087039617018
10231	0.05263474875278385
10232	-0.006749195119410471
10233	-0.014612502107503741
10234	0.05154214544288212
10235	0.009882510240225012
10236	0.0016516678528993836
10237	0.005298770655809929
10238	0
10240	-0.007350140317964463
10241	-3.205516859518616e-4
10242	0
10243	0
10244	-0.0417841670022972
10245	-0.0022405146292193132
10246	-0.018470582794497186
10247	0.01352956166044603
10248	-0.004711328151401757
10249	8.458282413367569e-4
10250	7.561046220855863e-4
10252	-0.011020321557123477
10253	0.013177813415258817
10254	0
10255	0
10256	0.016253121836186758
10257	-0.00987890233257633
1025	0
10260	0
10261	-0.014401563675945455
10262	-0.0019788594748447953
10263	0
10265	-0.010858026302123607
10266	0.008974188948056232
10267	-0.006470388011241633
10268	0.0017578390028823894
10269	0
1026	0
10270	0
10272	-0.008169396199305021
10273	-0.01837212175443153
10274	-0.009473787725574447
10276	0.01870982994674145
10277	0.012953337391456817
10278	0
10279	0.006537122102151698
1027	0.012274031411611394
10280	0.002562606308396076
10281	0
10282	-0.004837091057409244
10284	0.005721130627777212
10285	-0.0012290565960099782
10286	-0.010025580738465151
10287	0
10288	-2.573427733416593e-4
10289	0
1028	0.04189899414399099
10290	0
10291	0
10293	0
10294	-0.015320046081170305
10295	0.0026116488521952886
10296	-0.0038627299540729032
10297	0
10298	0
10299	0
1029	0
102	-0.0012964235399982563
10300	0
10301	-0.020935490542641516
10302	0.030476220916262592
10307	6.649134500412847e-4
10308	4.323640587487691e-4
10309	-0.002827444872820554
1030	-0.012020733695754697
10311	7.482013093255607e-4
10312	-0.013393929382193442
10313	0
10314	-1.0195493407651448e-9
10316	0.014439991547286958
10317	0
10318	-0.011752113896208316
10319	0
1031	-0.00736472805327494
10320	-0.0070005306069133065
10321	-0.019635666672212074
10322	0
10324	0
10325	0
10327	0.0025689846517721114
10328	0
10329	-0.005340497763796533
1032	4.933981855052262e-4
10330	-0.007250874035541064
10331	-0.03121619557433946
10332	0.003879728711035266
10333	0.005565628659766012
