gene	male-child-fine-2
10000	0
10001	-0.003699264033092027
10002	-0.0028873004723345757
10003	-0.017886969534654767
100048912	7.408321872265757e-4
10004	-0.0019066425455745372
10005	0.011784344533500626
10006	0
10007	0.010098359601236739
10009	0.00591854262727447
1000	0.009444754866420683
10010	0
100126791	-1.46228165511035e-4
100128124	0.0014640861404109937
100128640	-0.03349028255084863
100129128	-0.0035687813497581574
100129250	0
100129271	0.0010455802049578764
100129361	0
100129482	-0.002768335456309914
100130331	0
100130449	0
100132341	-0.008595260655272264
100132476	0
100134713	-0.008843815610743542
100137047	0.016414052199443408
10013	0.004898211166537042
10014	0
10015	0
10016	0
10017	0
100188893	0
10018	-0.0035702114893404985
10019	-0.00393886758407038
1001	0
10020	0.00951899931656957
10021	0
10022	0
10023	-0.009860670237837021
10024	-9.959554282207755e-5
10025	1.0020796749509577e-4
10026	0
100272147	0.0013299426835954099
100287932	0
100288413	-0.005877538155388202
100289678	0
100293516	-0.0061814096960569175
1002	-0.0020480635549513745
100316904	0
10036	0.001470871291984667
10038	0
10039	0.006987288045390624
1003	0.030429541744069935
10040	0.022890969187800154
10042	-8.496876836838028e-4
10043	0
10045	0.004482410327419725
10046	0.015449268529590065
10047	0
10048	0
10049	0
1004	0
100505741	-0.004733464857977162
100505761	0.0036724851698762286
100505879	0
100505933	0
100506144	0.003185000096876943
100506469	0
100506504	0.00750900118584643
100506571	0.005016402910624834
100506581	0.006355125581576164
100506963	-3.441921598199887e-4
100507331	0
100507436	-0.001342886164346326
100507605	0
10050	1.0423505498245821e-5
10051	0
10052	-0.003728831855232515
10053	0
10054	0
10055	-7.423180076242369e-4
10057	-0.004262722216747962
10058	0
10059	0
1005	0
10060	-0.002708282868253741
10061	0
10062	0.013888719890257691
10066	0
10067	0
10069	0.005042110352591391
1006	0.0023527763314966114
10072	-0.0046154811698716925
10073	0.0029248449739615622
10075	0
10076	-0.0031126525012708838
10077	0
10078	6.665777190082716e-4
10079	-0.0056130192169773965
1007	0.002600401454181907
10083	-0.007779873853757412
10084	-0.01852004260932965
10085	0.0022636750749008903
10086	0
10087	0.005341673834002057
10089	0.012082642353942595
1008	0.006050194500400822
10090	0.004237766678558483
10092	0
10093	0
10095	0.020630657561686562
10096	0.00818282779492344
10097	2.2447771544946085e-4
10098	-0.005537443998753703
10099	-0.0033105478821434365
1009	-0.015941425812881636
100	-0.004100632947809462
10100	2.544256634781353e-4
10101	0
10102	-0.003810068484215299
10103	-0.004479666072797625
10105	0
10106	0
10107	0
10109	-0.008865033872792352
1010	0.019948357312503953
10110	-0.006516653752954995
10111	0.01992945152936915
10112	0
10113	0.006608566341437751
10114	0.008680559173674766
10116	-0.006718627454702122
10120	0
10121	0
10123	-0.012294779016873196
10125	-0.018034062462806245
10126	0
10127	0.0050287046757189
10128	0
10129	-0.025670356029796445
1012	0.02431001714100735
10130	0
10131	-0.0122270958413888
10133	-0.005739510822680511
10134	0.011543241732322823
10135	0
10136	0.018079461816936107
10137	-0.00518004754512627
10138	-8.00892960907547e-4
10139	-0.006697760503598483
1013	-0.013300141748582482
10140	0
10141	0
10142	0
10144	-0.028512033419812597
10146	0.004145222103375955
10147	-0.010890597294210231
10148	0
10149	0.0432408845230695
1014	-0.016857323534122115
10150	0.0035715421570942617
10152	0.005422516475771512
10153	0.011216946380109108
10154	5.86677574645148e-4
