gene	male-middle_adult-fine-1
10000	0.0077112326496005705
10001	-0.027993368502528013
10002	0.03136976304699989
10003	2.400011738814041e-10
100048912	0.008004140167489179
10004	0.0034540291435118256
10005	0.014825996080411106
10006	7.067262253529565e-4
10007	-0.004549969061348207
10009	0.001005688052940744
1000	-0.024121323002489006
10010	0.03799373115165378
100126791	-0.006286506314469726
100128124	-0.024163590503899837
100128640	-0.0425025991729967
100129128	0.019793720446799338
100129250	2.890634913804863e-4
100129271	0.04228232524028022
100129361	-0.023623376453575907
100129482	4.272735847393527e-5
100130331	-0.03412707821973796
100130449	0.027408359016786038
100132341	-9.394017516132751e-5
100132476	-0.016913124521540163
100134713	-0.043941829968031546
100137047	0.002310240930592244
10013	-0.01199796089481743
10014	0.0013269343782077408
10015	-0.02451936467197034
10016	-0.02221091129741739
10017	0.015512423221412153
100188893	1.9151805779244662e-9
10018	-0.01657296985819372
10019	-0.010722211671237467
1001	0.01179855663199815
10020	0.017607193245936074
10021	0.011024997108047338
10022	1.336940214607406e-10
10023	0.0036850356752873513
10024	0.006635455359347925
10025	1.2021726651727831e-9
10026	-0.005172557463825134
100272147	0.0015456719357043783
100287932	0.017172762187292325
100288413	-0.04899122428647184
100289678	-8.345029474401129e-12
100293516	-8.737923832669132e-4
1002	0.01920496302349835
100316904	-0.02174658597897067
10036	-0.014076987749232696
10038	-0.008420313358963346
10039	0.007736574970354166
1003	-0.02141808464030076
10040	0.013743067734388426
10042	-0.006841679313101733
10043	0.005696485986365724
10045	-7.108867109413267e-11
10046	-0.005628986765721644
10047	-0.018135154490569537
10048	-0.010985538319017525
10049	-0.014258954843182431
1004	-0.008231788367243144
100505741	0.003565791563906129
100505761	1.0169231453340533e-9
100505879	-0.010371073601211766
100505933	-0.006240924761014068
100506144	-0.010441362845340984
100506469	0.02379438149526209
100506504	8.663529636196897e-4
100506571	0.02700535700549268
100506581	0.0409695796634241
100506963	9.251363708909333e-10
100507331	0.007248207029027573
100507436	0.07364452891146786
100507605	0.02209012157770831
10050	0.0073689846671328154
10051	-0.015915179458193752
10052	-0.02758305905091394
10053	0.0328740896678255
10054	0.0037537260786125537
10055	-2.5178796052142177e-11
10057	-0.005811028608657316
10058	-0.04604315778684172
10059	0.010372323556815936
1005	0.02135911886150524
10060	0.012367334854071481
10061	-0.01016101463946864
10062	0.026729851669636543
10066	-4.165960145298442e-4
10067	-0.007602766825419077
10069	-0.01875118341105176
1006	-0.01777528008784388
10072	-0.0026043310405986257
10073	1.2854025010388502e-9
10075	6.497730697238639e-10
10076	-0.002707928004903139
10077	-0.018977124704776756
10078	-0.010837636137028268
10079	-0.06302778534185374
1007	0.014570450506108905
10083	5.389901741933679e-10
10084	0.015455871529712936
10085	0.0379966625861717
10086	0.0015907698306699026
10087	-0.017360955308901208
10089	0.02338506025852246
1008	0.031558644308617274
10090	0.06410900755987718
10092	-0.012398451239913615
10093	-0.005118557512590638
10095	-0.007599959647513052
10096	-0.007098584626949036
10097	-0.002200328297292304
10098	-0.04542691221711197
10099	0.023864524408166016
1009	0.002904720004744746
100	-7.572906305214145e-4
10100	-0.04269639424170708
10101	0.019546321499676195
10102	-0.0018723353339064298
10103	1.2369556104437718e-9
10105	0.029821692210158925
10106	0.009542955196718729
10107	0.0026779077284034103
10109	-0.007673680229249572
1010	0.0391130733469822
10110	0.03147687750625897
