Entrez	tissue
100131320	male__Prostate
100131320	male__Spleen
100131320	male__Testis
100131347	male__Nerve
100131347	male__Skin
100131347	male__Testis
100131366	male__Bladder
100131366	male__Kidney
100131366	male__Prostate
100131366	male__Small Intestine
100131366	male__Testis
100131366	male__Thyroid
100131378	male__Breast
100131378	male__Lung
100131378	male__Salivary Gland
100131378	male__Testis
100131390	male__Bladder
100131390	male__Brain
100131390	male__Breast
100131390	male__Salivary Gland
100131390	male__Skin
100131390	male__Testis
100131439	male__Blood
100131439	male__Lung
100131439	male__Spleen
100131439	male__Testis
100131496	male__Adipose Tissue
100131496	male__Breast
100131496	male__Testis
100131604	male__Adipose Tissue
100131604	male__Breast
100131604	male__Lung
100131604	male__Nerve
100131604	male__Prostate
100131604	male__Salivary Gland
100131604	male__Skin
100131604	male__Spleen
100131726	male__Adrenal Gland
100131726	male__Liver
100131726	male__Skin
100131726	male__Testis
100131814	male__Adrenal Gland
100131814	male__Kidney
100131814	male__Pituitary
100131814	male__Testis
100131814	male__Thyroid
100131816	male__Liver
100131816	male__Pituitary
100131816	male__Testis
100131980	male__Testis
100132015	male__Brain
100132015	male__Colon
100132015	male__Esophagus
100132015	male__Small Intestine
100132015	male__Spleen
100132015	male__Testis
100132078	male__Bladder
100132078	male__Prostate
100132078	male__Salivary Gland
100132078	male__Testis
100132103	male__Brain
100132103	male__Pituitary
100132103	male__Testis
100132146	male__Kidney
100132146	male__Liver
100132146	male__Pituitary
100132146	male__Salivary Gland
100132146	male__Spleen
100132146	male__Stomach
100132146	male__Testis
100132146	male__Thyroid
100132147	male__Colon
100132147	male__Stomach
100132147	male__Testis
100132174	male__Kidney
100132174	male__Nerve
100132202	male__Testis
100132234	male__Kidney
100132234	male__Liver
100132234	male__Pancreas
100132234	male__Small Intestine
100132234	male__Stomach
100132234	male__Testis
100132304	male__Testis
100132386	male__Skin
100132396	male__Testis
100132463	male__Kidney
100132463	male__Lung
100132463	male__Salivary Gland
100132463	male__Testis
100132464	male__Adrenal Gland
100132464	male__Bladder
100132464	male__Kidney
100132464	male__Liver
100132464	male__Pancreas
100132464	male__Spleen
100132464	male__Testis
100132476	male__Skin
100132476	male__Testis
100132526	male__Skin
100132526	male__Testis
100132529	male__Breast
100132529	male__Liver
100132529	male__Testis
100132565	male__Bladder
100132565	male__Blood Vessel
100132565	male__Breast
100132565	male__Esophagus
100132565	male__Lung
100132565	male__Nerve
100132565	male__Pancreas
100132565	male__Pituitary
100132565	male__Prostate
100132565	male__Skin
100132565	male__Testis
100132565	male__Thyroid
100132594	male__Pancreas
100132594	male__Prostate
100132594	male__Salivary Gland
100132594	male__Spleen
100132594	male__Testis
100132612	male__Spleen
100132677	male__Brain
100132677	male__Nerve
100132677	male__Pancreas
100132677	male__Pituitary
100132677	male__Prostate
100132677	male__Testis
100132708	male__Pancreas
100132708	male__Pituitary
100132708	male__Prostate
100132708	male__Stomach
100132708	male__Testis
100132874	male__Brain
100132874	male__Pituitary
100132874	male__Skin
100132874	male__Spleen
100132916	male__Brain
100132916	male__Pancreas
100132916	male__Pituitary
100132916	male__Testis
100132932	male__Testis
100132963	male__Spleen
100132963	male__Testis
100132979	male__Adipose Tissue
100132979	male__Breast
100132979	male__Pancreas
100132979	male__Pituitary
100132979	male__Testis
100132979	male__Thyroid
100132994	male__Testis
100133036	male__Pituitary
100133036	male__Spleen
100133036	male__Testis
100133053	male__Testis
100133077	male__Brain
100133077	male__Pituitary
100133077	male__Testis
100133093	male__Skin
100133093	male__Testis
100133123	male__Brain
100133123	male__Spleen
100133123	male__Testis
100133220	male__Bladder
100133220	male__Testis
100133234	male__Brain
100133234	male__Colon
100133234	male__Esophagus
100133234	male__Nerve
100133234	male__Pituitary
100133234	male__Testis
100133286	male__Nerve
100133286	male__Salivary Gland
100133286	male__Testis
100133461	male__Prostate
100133461	male__Testis
100133612	male__Small Intestine
100133612	male__Testis
100133920	male__Adipose Tissue
100133920	male__Brain
100133920	male__Breast
100133920	male__Colon
100133920	male__Esophagus
100133920	male__Heart
100133920	male__Kidney
100133920	male__Nerve
100133920	male__Testis
100134015	male__Testis
100134391	male__Blood
100134391	male__Lung
100134391	male__Spleen
100134391	male__Testis
100134444	male__Muscle
100134444	male__Skin
100134444	male__Testis
100141515	male__Blood
100141515	male__Nerve
100141515	male__Skin
100141515	male__Spleen
100142659	male__Skin
100142659	male__Testis
100142659	male__Thyroid
100144595	male__Adipose Tissue
100144595	male__Bladder
100144595	male__Blood Vessel
100144595	male__Brain
100144595	male__Breast
100144595	male__Colon
100144595	male__Kidney
100144595	male__Lung
100144595	male__Pituitary
100144595	male__Salivary Gland
100144597	male__Testis
100144602	male__Bladder
100144602	male__Brain
100144602	male__Heart
100144602	male__Nerve
100144602	male__Pituitary
100144602	male__Prostate
100144602	male__Salivary Gland
100144602	male__Stomach
100144602	male__Testis
100144602	male__Thyroid
100151643	male__Testis
100151684	male__Adrenal Gland
100151684	male__Bladder
100151684	male__Brain
100151684	male__Testis
100169752	male__Testis
100169851	male__Testis
100170229	male__Pituitary
100170229	male__Prostate
100170229	male__Testis
100187716	male__Adrenal Gland
100187716	male__Brain
100187716	male__Pituitary
100188847	male__Pituitary
100188949	male__Blood
100188949	male__Small Intestine
100188949	male__Spleen
100189589	male__Brain
100189589	male__Pituitary
100189589	male__Stomach
100189589	male__Testis
100190949	male__Colon
100190949	male__Prostate
100190949	male__Small Intestine
100190949	male__Testis
100192379	male__Colon
100192379	male__Esophagus
100192379	male__Nerve
100192379	male__Prostate
100192379	male__Small Intestine
100192379	male__Spleen
100192379	male__Stomach
100192379	male__Testis
100192386	male__Brain
100192386	male__Colon
100192386	male__Kidney
100192386	male__Nerve
100192386	male__Pituitary
100192386	male__Testis
100192386	male__Thyroid
100192420	male__Blood Vessel
100192420	male__Muscle
100192420	male__Prostate
100216001	male__Adipose Tissue
100216001	male__Bladder
100216001	male__Blood Vessel
100216001	male__Spleen
100216001	male__Testis
100270679	male__Testis
100271702	male__Adrenal Gland
100271702	male__Blood Vessel
100271702	male__Brain
100271702	male__Colon
100271702	male__Pancreas
100271702	male__Pituitary
100271702	male__Stomach
100271702	male__Testis
100271846	male__Testis
100286922	male__Bladder
100286922	male__Kidney
100286922	male__Liver
100286922	male__Skin
100286922	male__Testis
100286979	male__Pituitary
100286979	male__Small Intestine
100286979	male__Spleen
100286979	male__Testis
100286979	male__Thyroid
100287029	male__Bladder
100287029	male__Blood
100287029	male__Lung
100287029	male__Spleen
100287029	male__Testis
100287036	male__Adrenal Gland
100287036	male__Blood
100287036	male__Heart
100287036	male__Muscle
100287036	male__Pituitary
100287045	male__Brain
100287045	male__Pituitary
100287082	male__Bladder
100287082	male__Brain
100287082	male__Breast
100287082	male__Colon
100287082	male__Esophagus
100287082	male__Kidney
100287082	male__Pituitary
100287082	male__Prostate
100287082	male__Skin
100287082	male__Small Intestine
100287082	male__Stomach
100287082	male__Testis
100287102	male__Testis
100287114	male__Spleen
100287114	male__Testis
100287177	male__Adrenal Gland
100287177	male__Pancreas
100287177	male__Small Intestine
100287177	male__Spleen
100287177	male__Testis
100287225	male__Brain
100287225	male__Heart
100287225	male__Lung
100287225	male__Nerve
100287225	male__Pituitary
100287225	male__Small Intestine
100287225	male__Spleen
100287225	male__Testis
100287226	male__Breast
100287226	male__Kidney
100287226	male__Pituitary
100287226	male__Prostate
100287226	male__Testis
100287226	male__Thyroid
100287284	male__Kidney
100287284	male__Nerve
100287284	male__Pituitary
100287284	male__Testis
100287362	male__Pituitary
100287362	male__Prostate
100287362	male__Testis
100287362	male__Thyroid
100287366	male__Brain
100287366	male__Testis
100287482	male__Brain
100287482	male__Pituitary
100287482	male__Testis
100287520	male__Prostate
100287520	male__Salivary Gland
100287520	male__Small Intestine
100287520	male__Spleen
100287520	male__Testis
100287559	male__Brain
100287559	male__Testis
100287592	male__Bladder
100287592	male__Pancreas
100287592	male__Pituitary
100287592	male__Prostate
100287592	male__Stomach
100287639	male__Heart
100287639	male__Lung
100287639	male__Pituitary
100287639	male__Spleen
100287718	male__Brain
100287718	male__Lung
100287718	male__Pituitary
100287718	male__Prostate
100287718	male__Spleen
100287718	male__Testis
100287792	male__Liver
100287792	male__Testis
100287814	male__Salivary Gland
100287814	male__Spleen
100287879	male__Pituitary
100287879	male__Testis
100287898	male__Testis
100287898	male__Thyroid
100287902	male__Pituitary
100287902	male__Spleen
100287902	male__Testis
100288072	male__Brain
100288072	male__Lung
100288072	male__Pituitary
100288072	male__Testis
100288077	male__Bladder
100288077	male__Breast
100288077	male__Colon
100288077	male__Kidney
100288077	male__Nerve
100288077	male__Salivary Gland
100288077	male__Testis
100288079	male__Blood
100288079	male__Pituitary
100288079	male__Testis
100288122	male__Blood Vessel
100288122	male__Breast
100288181	male__Brain
100288181	male__Muscle
100288181	male__Nerve
100288181	male__Pituitary
100288181	male__Testis
100288208	male__Testis
100288486	male__Blood
100288486	male__Testis
100288687	male__Testis
100288695	male__Adrenal Gland
100288695	male__Blood Vessel
100288695	male__Kidney
100288695	male__Pituitary
100288695	male__Testis
100288695	male__Thyroid
100288728	male__Testis
100288797	male__Adipose Tissue
100288797	male__Adrenal Gland
100288797	male__Bladder
100288797	male__Breast
100288797	male__Kidney
100288797	male__Lung
100288797	male__Nerve
100288797	male__Pituitary
100288797	male__Skin
100288797	male__Stomach
100288797	male__Testis
100288801	male__Testis
100288814	male__Lung
100288814	male__Prostate
100288814	male__Testis
100288831	male__Testis
100288866	male__Nerve
100288866	male__Prostate
100289087	male__Testis
100289211	male__Testis
100289473	male__Blood
100289473	male__Brain
100289473	male__Lung
100289473	male__Skin
100289473	male__Spleen
100289473	male__Testis
100289650	male__Adipose Tissue
100289650	male__Adrenal Gland
100289650	male__Brain
100289650	male__Breast
100289650	male__Pituitary
100289650	male__Salivary Gland
100289650	male__Testis
100289650	male__Thyroid
100289656	male__Adrenal Gland
100289656	male__Blood Vessel
100289656	male__Brain
100289656	male__Heart
100289656	male__Pituitary
100289656	male__Testis
100289656	male__Thyroid
100292680	male__Pituitary
100292680	male__Prostate
100292680	male__Salivary Gland
100292680	male__Testis
100294720	male__Skin
100294720	male__Testis
100302128	male__Brain
100302128	male__Kidney
100302128	male__Nerve
100302128	male__Pituitary
100302128	male__Testis
100302158	male__Bladder
100302204	male__Pituitary
100302223	male__Bladder
100302223	male__Nerve
100302223	male__Pituitary
100302223	male__Testis
100302223	male__Thyroid
100302229	male__Blood
100302229	male__Brain
100302229	male__Lung
100302229	male__Nerve
100302229	male__Pancreas
100302229	male__Pituitary
100302229	male__Spleen
100302229	male__Thyroid
100302235	male__Pituitary
100302242	male__Liver
100302277	male__Pituitary
100302283	male__Kidney
100302283	male__Small Intestine
100302283	male__Spleen
100302283	male__Thyroid
100302691	male__Adrenal Gland
100302691	male__Brain
100302691	male__Nerve
100302691	male__Pituitary
100302691	male__Spleen
100302743	male__Bladder
100302743	male__Pituitary
100302743	male__Testis
100310812	male__Spleen
100310812	male__Testis
100310812	male__Thyroid
100313824	male__Testis
100329135	male__Adrenal Gland
100329135	male__Blood Vessel
100329135	male__Brain
100329135	male__Heart
100329135	male__Kidney
100329135	male__Liver
100329135	male__Nerve
100329135	male__Pituitary
100329135	male__Skin
100329135	male__Testis
100379132	male__Lung
100379132	male__Skin
100379132	male__Small Intestine
100379174	male__Testis
100379220	male__Pancreas
100379220	male__Testis
100419008	male__Testis
100422737	male__Kidney
100422737	male__Liver
100422737	male__Pancreas
100422737	male__Salivary Gland
100422737	male__Small Intestine
100422737	male__Stomach
100422737	male__Testis
100422737	male__Thyroid
100422846	male__Bladder
100422846	male__Colon
100422846	male__Esophagus
100422846	male__Prostate
100422957	male__Small Intestine
100422965	male__Adrenal Gland
100422986	male__Adrenal Gland
100422986	male__Heart
100422986	male__Lung
100422986	male__Nerve
100422986	male__Prostate
100422986	male__Spleen
100422986	male__Testis
100423020	male__Adrenal Gland
100423020	male__Skin
100423020	male__Small Intestine
100423020	male__Testis
100423043	male__Muscle
100431172	male__Skin
100431172	male__Small Intestine
100431172	male__Spleen
100431172	male__Testis
100463289	male__Adrenal Gland
100499171	male__Testis
100500809	male__Testis
100500826	male__Blood
100500826	male__Skin
100500829	male__Testis
100500835	male__Thyroid
100500850	male__Adrenal Gland
100500850	male__Brain
100500850	male__Pituitary
100500850	male__Spleen
100500854	male__Bladder
100500854	male__Breast
100500854	male__Nerve
100500854	male__Salivary Gland
100500854	male__Small Intestine
100500857	male__Testis
100500911	male__Small Intestine
100500938	male__Testis
100505474	male__Adipose Tissue
100505474	male__Kidney
100505474	male__Prostate
100505474	male__Small Intestine
100505474	male__Spleen
100505474	male__Testis
100505474	male__Thyroid
100505477	male__Pituitary
100505477	male__Testis
100505478	male__Salivary Gland
100505478	male__Spleen
100505478	male__Testis
100505515	male__Testis
100505540	male__Pituitary
100505540	male__Testis
100505545	male__Bladder
100505545	male__Blood Vessel
100505545	male__Heart
100505545	male__Prostate
100505545	male__Salivary Gland
100505545	male__Spleen
100505545	male__Testis
100505561	male__Brain
100505561	male__Pancreas
100505561	male__Pituitary
100505561	male__Salivary Gland
100505561	male__Skin
100505561	male__Testis
100505566	male__Bladder
100505566	male__Colon
100505566	male__Esophagus
100505566	male__Lung
100505566	male__Prostate
100505566	male__Small Intestine
100505566	male__Stomach
100505583	male__Testis
100505588	male__Brain
100505588	male__Pituitary
100505588	male__Skin
100505588	male__Testis
100505591	male__Testis
100505609	male__Testis
100505619	male__Kidney
100505619	male__Testis
100505621	male__Bladder
100505621	male__Brain
100505621	male__Nerve
100505621	male__Pituitary
100505621	male__Testis
100505622	male__Blood
100505622	male__Lung
100505622	male__Nerve
100505622	male__Small Intestine
100505622	male__Spleen
100505624	male__Testis
100505624	male__Thyroid
100505625	male__Pituitary
100505625	male__Prostate
100505625	male__Testis
100505625	male__Thyroid
100505658	male__Lung
100505658	male__Testis
100505659	male__Bladder
100505659	male__Brain
100505659	male__Muscle
100505659	male__Stomach
100505659	male__Testis
100505664	male__Kidney
100505664	male__Lung
100505664	male__Pituitary
100505664	male__Skin
100505664	male__Testis
100505676	male__Pituitary
100505676	male__Prostate
100505676	male__Stomach
100505676	male__Testis
100505679	male__Nerve
100505679	male__Testis
100505685	male__Brain
100505685	male__Pituitary
100505685	male__Skin
100505685	male__Testis
100505718	male__Adipose Tissue
100505718	male__Blood Vessel
100505718	male__Testis
100505753	male__Blood
100505753	male__Esophagus
100505753	male__Salivary Gland
100505753	male__Skin
100505753	male__Small Intestine
100505753	male__Spleen
100505753	male__Testis
100505768	male__Bladder
100505768	male__Blood Vessel
100505768	male__Brain
100505768	male__Lung
100505768	male__Salivary Gland
100505768	male__Spleen
100505768	male__Testis
100505776	male__Kidney
100505776	male__Testis
100505782	male__Esophagus
100505782	male__Prostate
100505782	male__Salivary Gland
100505782	male__Skin
100505782	male__Testis
100505797	male__Adipose Tissue
100505797	male__Brain
100505797	male__Breast
100505797	male__Nerve
100505797	male__Spleen
100505797	male__Testis
100505811	male__Pituitary
100505811	male__Prostate
100505811	male__Testis
100505817	male__Adipose Tissue
100505817	male__Breast
100505817	male__Pancreas
100505817	male__Testis
100505817	male__Thyroid
100505826	male__Nerve
100505826	male__Skin
100505826	male__Testis
100505826	male__Thyroid
100505839	male__Breast
100505839	male__Nerve
100505839	male__Skin
100505841	male__Breast
100505841	male__Lung
100505841	male__Nerve
100505841	male__Salivary Gland
100505841	male__Skin
100505841	male__Testis
100505841	male__Thyroid
100505851	male__Bladder
100505851	male__Colon
100505851	male__Prostate
100505851	male__Salivary Gland
100505851	male__Small Intestine
100505851	male__Stomach
100505851	male__Testis
100505877	male__Adipose Tissue
100505877	male__Breast
100505877	male__Kidney
100505877	male__Nerve
100505877	male__Pituitary
100505877	male__Prostate
100505877	male__Testis
100505877	male__Thyroid
100505890	male__Testis
100505893	male__Bladder
100505893	male__Blood Vessel
100505893	male__Colon
100505893	male__Esophagus
100505893	male__Lung
100505893	male__Nerve
100505893	male__Prostate
100505893	male__Testis
100505893	male__Thyroid
100505933	male__Brain
100505933	male__Nerve
100505933	male__Pituitary
100505933	male__Testis
100505933	male__Thyroid
100505964	male__Testis
100505967	male__Adipose Tissue
100505967	male__Brain
100505967	male__Breast
100505967	male__Kidney
100505967	male__Muscle
100505967	male__Nerve
100505967	male__Testis
100505975	male__Pituitary
100505975	male__Testis
100505975	male__Thyroid
100505978	male__Brain
100505978	male__Kidney
100505978	male__Pituitary
100505978	male__Spleen
100505978	male__Testis
100505978	male__Thyroid
100505985	male__Kidney
100505985	male__Liver
100505989	male__Bladder
100505989	male__Colon
100505989	male__Lung
100505989	male__Pancreas
100505989	male__Prostate
100505989	male__Salivary Gland
100505989	male__Small Intestine
100505989	male__Stomach
100505993	male__Brain
100505993	male__Breast
100505993	male__Colon
100505993	male__Pancreas
100505993	male__Pituitary
100505993	male__Prostate
100505993	male__Salivary Gland
100505993	male__Skin
100505993	male__Small Intestine
100505993	male__Stomach
100505993	male__Testis
100505996	male__Bladder
100505996	male__Brain
100505996	male__Colon
100505996	male__Esophagus
100505996	male__Nerve
100505996	male__Pituitary
100505996	male__Salivary Gland
100505996	male__Skin
100505996	male__Small Intestine
100505996	male__Stomach
100505996	male__Testis
100506013	male__Kidney
100506013	male__Prostate
100506013	male__Salivary Gland
100506013	male__Skin
100506013	male__Testis
100506025	male__Nerve
100506025	male__Testis
100506025	male__Thyroid
100506049	male__Brain
100506049	male__Testis
100506050	male__Testis
100506068	male__Bladder
100506068	male__Blood Vessel
100506068	male__Prostate
100506068	male__Testis
100506071	male__Pancreas
100506071	male__Pituitary
100506071	male__Prostate
100506071	male__Testis
100506082	male__Nerve
100506082	male__Pituitary
100506082	male__Prostate
100506082	male__Testis
100506082	male__Thyroid
100506085	male__Brain
100506085	male__Kidney
100506085	male__Liver
100506085	male__Nerve
100506085	male__Pituitary
100506085	male__Testis
100506107	male__Testis
100506108	male__Brain
100506108	male__Pancreas
100506108	male__Pituitary
100506108	male__Testis
100506113	male__Adipose Tissue
100506113	male__Blood
100506113	male__Breast
100506113	male__Pituitary
100506113	male__Skin
100506113	male__Testis
100506122	male__Testis
100506125	male__Kidney
100506125	male__Pituitary
100506125	male__Small Intestine
100506125	male__Testis
100506126	male__Pituitary
100506126	male__Testis
100506159	male__Bladder
100506159	male__Blood
100506159	male__Brain
100506159	male__Lung
100506159	male__Prostate
100506159	male__Salivary Gland
100506159	male__Skin
100506159	male__Small Intestine
100506159	male__Spleen
100506159	male__Stomach
100506159	male__Testis
100506164	male__Prostate
100506164	male__Spleen
100506164	male__Testis
100506172	male__Testis
100506195	male__Adipose Tissue
100506195	male__Bladder
100506195	male__Brain
100506195	male__Breast
100506195	male__Colon
100506195	male__Heart
100506195	male__Nerve
100506195	male__Pituitary
100506195	male__Prostate
100506195	male__Small Intestine
100506195	male__Stomach
100506195	male__Testis
100506229	male__Adipose Tissue
100506229	male__Blood
100506229	male__Breast
100506229	male__Kidney
100506229	male__Liver
100506229	male__Lung
100506229	male__Prostate
100506229	male__Spleen
100506237	male__Brain
100506237	male__Lung
100506237	male__Testis
100506237	male__Thyroid
100506241	male__Testis
100506243	male__Testis
100506271	male__Brain
100506271	male__Nerve
100506271	male__Prostate
100506271	male__Testis
100506274	male__Brain
100506274	male__Pancreas
100506274	male__Pituitary
100506274	male__Spleen
100506274	male__Testis
100506275	male__Adipose Tissue
100506275	male__Brain
100506275	male__Breast
100506275	male__Colon
100506275	male__Nerve
100506275	male__Pituitary
100506275	male__Prostate
100506275	male__Salivary Gland
100506275	male__Skin
100506275	male__Testis
100506275	male__Thyroid
100506281	male__Pancreas
100506281	male__Spleen
100506305	male__Kidney
100506305	male__Prostate
100506305	male__Salivary Gland
100506305	male__Skin
100506305	male__Testis
100506305	male__Thyroid
100506319	male__Blood
100506319	male__Lung
100506319	male__Spleen
100506319	male__Testis
100506374	male__Pituitary
100506374	male__Skin
100506374	male__Testis
100506376	male__Adipose Tissue
100506376	male__Breast
100506376	male__Lung
100506376	male__Pituitary
100506376	male__Testis
100506405	male__Muscle
100506405	male__Testis
100506406	male__Testis
100506409	male__Bladder
100506409	male__Brain
100506409	male__Breast
100506409	male__Heart
100506409	male__Liver
100506409	male__Nerve
100506409	male__Pancreas
100506409	male__Pituitary
100506409	male__Prostate
100506409	male__Testis
100506412	male__Brain
100506412	male__Kidney
100506412	male__Skin
100506412	male__Testis
100506413	male__Lung
100506413	male__Nerve
100506413	male__Testis
100506421	male__Adipose Tissue
100506421	male__Brain
100506421	male__Breast
100506421	male__Colon
100506421	male__Kidney
100506421	male__Salivary Gland
100506421	male__Skin
100506422	male__Salivary Gland
100506422	male__Spleen
100506422	male__Testis
100506457	male__Spleen
100506457	male__Testis
100506462	male__Nerve
100506462	male__Testis
100506465	male__Brain
100506465	male__Testis
100506474	male__Adrenal Gland
100506474	male__Nerve
100506474	male__Testis
100506475	male__Testis
100506489	male__Testis
100506492	male__Pituitary
100506492	male__Prostate
100506498	male__Kidney
100506498	male__Pituitary
100506506	male__Testis
100506526	male__Brain
100506526	male__Kidney
100506526	male__Liver
100506526	male__Nerve
100506526	male__Pancreas
100506526	male__Testis
100506527	male__Brain
100506527	male__Testis
100506530	male__Adipose Tissue
100506530	male__Testis
100506540	male__Testis
100506542	male__Adipose Tissue
100506542	male__Bladder
100506542	male__Colon
100506542	male__Esophagus
100506542	male__Lung
100506542	male__Prostate
100506542	male__Small Intestine
100506542	male__Stomach
100506542	male__Testis
100506564	male__Bladder
100506564	male__Colon
100506564	male__Nerve
100506564	male__Skin
100506564	male__Testis
100506622	male__Adrenal Gland
100506622	male__Testis
100506650	male__Testis
100506675	male__Testis
100506677	male__Testis
100506679	male__Brain
100506679	male__Pituitary
100506679	male__Testis
100506680	male__Bladder
100506680	male__Blood Vessel
100506680	male__Pituitary
100506680	male__Prostate
100506680	male__Salivary Gland
100506680	male__Testis
100506682	male__Pancreas
100506682	male__Pituitary
100506682	male__Prostate
100506682	male__Salivary Gland
100506682	male__Stomach
100506682	male__Testis
100506688	male__Heart
100506688	male__Kidney
100506688	male__Spleen
100506688	male__Testis
100506724	male__Testis
100506733	male__Adrenal Gland
100506733	male__Lung
100506733	male__Testis
100506733	male__Thyroid
100506737	male__Testis
100506765	male__Nerve
100506765	male__Testis
100506776	male__Blood
100506776	male__Lung
100506776	male__Prostate
100506776	male__Small Intestine
100506776	male__Spleen
100506776	male__Stomach
100506776	male__Testis
100506790	male__Adrenal Gland
100506790	male__Nerve
100506790	male__Spleen
100506790	male__Testis
100506791	male__Brain
100506791	male__Small Intestine
100506791	male__Spleen
100506791	male__Testis
100506797	male__Pituitary
100506797	male__Prostate
100506797	male__Spleen
100506797	male__Testis
100506810	male__Kidney
100506810	male__Pituitary
100506810	male__Salivary Gland
100506810	male__Thyroid
100506827	male__Brain
100506827	male__Heart
100506827	male__Pituitary
100506827	male__Salivary Gland
100506827	male__Stomach
100506827	male__Testis
100506827	male__Thyroid
100506840	male__Testis
100506869	male__Adipose Tissue
100506869	male__Bladder
100506869	male__Muscle
100506869	male__Salivary Gland
100506869	male__Testis
100506895	male__Kidney
100506895	male__Nerve
100506895	male__Prostate
100506895	male__Testis
100506907	male__Brain
100506907	male__Testis
100506915	male__Blood
100506915	male__Kidney
100506915	male__Lung
100506915	male__Small Intestine
100506915	male__Spleen
100506915	male__Stomach
100506915	male__Testis
100506922	male__Brain
100506922	male__Pituitary
100506922	male__Testis
100506937	male__Testis
100506994	male__Nerve
100506994	male__Pituitary
100506994	male__Testis
100506999	male__Brain
100506999	male__Testis
100507003	male__Blood
100507003	male__Brain
100507003	male__Lung
100507003	male__Testis
100507027	male__Kidney
100507027	male__Muscle
100507027	male__Pancreas
100507027	male__Pituitary
100507027	male__Testis
100507050	male__Adrenal Gland
100507050	male__Brain
100507050	male__Testis
100507055	male__Liver
100507055	male__Lung
100507058	male__Kidney
100507058	male__Testis
100507059	male__Blood Vessel
100507059	male__Testis
100507064	male__Adipose Tissue
100507064	male__Blood Vessel
100507064	male__Breast
100507064	male__Nerve
100507064	male__Testis
100507064	male__Thyroid
100507086	male__Kidney
100507086	male__Pituitary
100507086	male__Prostate
100507086	male__Salivary Gland
100507086	male__Testis
100507086	male__Thyroid
100507091	male__Lung
100507091	male__Testis
100507096	male__Small Intestine
100507096	male__Testis
100507114	male__Testis
100507118	male__Brain
100507118	male__Nerve
100507118	male__Testis
100507127	male__Brain
100507127	male__Kidney
100507127	male__Pituitary
100507127	male__Salivary Gland
100507127	male__Skin
100507127	male__Testis
100507143	male__Testis
100507175	male__Blood Vessel
100507175	male__Brain
100507175	male__Heart
100507175	male__Lung
100507175	male__Muscle
100507175	male__Pituitary
100507175	male__Prostate
100507175	male__Salivary Gland
100507175	male__Small Intestine
100507175	male__Testis
100507175	male__Thyroid
100507203	male__Adrenal Gland
100507203	male__Kidney
100507203	male__Liver
100507203	male__Nerve
100507203	male__Pancreas
100507203	male__Small Intestine
100507203	male__Testis
100507206	male__Lung
100507206	male__Small Intestine
100507206	male__Spleen
100507206	male__Testis
100507210	male__Kidney
100507210	male__Small Intestine
100507240	male__Brain
100507240	male__Pituitary
100507240	male__Testis
100507240	male__Thyroid
100507250	male__Adrenal Gland
100507250	male__Pituitary
100507250	male__Prostate
100507250	male__Spleen
100507250	male__Testis
100507250	male__Thyroid
100507254	male__Adipose Tissue
100507254	male__Nerve
100507254	male__Small Intestine
100507254	male__Testis
100507261	male__Pituitary
100507261	male__Testis
100507274	male__Prostate
100507274	male__Testis
100507277	male__Testis
100507300	male__Testis
100507334	male__Bladder
100507334	male__Blood Vessel
100507334	male__Nerve
100507334	male__Small Intestine
100507334	male__Testis
100507336	male__Blood Vessel
100507336	male__Brain
100507336	male__Lung
100507336	male__Prostate
100507336	male__Testis
100507341	male__Adrenal Gland
100507341	male__Brain
100507341	male__Colon
100507341	male__Esophagus
100507341	male__Kidney
100507341	male__Pancreas
100507341	male__Pituitary
100507341	male__Salivary Gland
100507341	male__Small Intestine
100507341	male__Stomach
100507341	male__Testis
100507362	male__Testis
100507377	male__Brain
100507377	male__Testis
100507384	male__Muscle
100507384	male__Testis
100507388	male__Pituitary
100507388	male__Prostate
100507388	male__Thyroid
100507389	male__Liver
100507389	male__Pituitary
100507389	male__Testis
100507391	male__Nerve
100507391	male__Pituitary
100507391	male__Prostate
100507391	male__Salivary Gland
100507391	male__Testis
100507391	male__Thyroid
100507401	male__Nerve
100507401	male__Skin
100507401	male__Testis
100507406	male__Adrenal Gland
100507406	male__Pituitary
100507406	male__Spleen
100507406	male__Testis
100507428	male__Testis
100507433	male__Brain
100507433	male__Nerve
100507433	male__Pituitary
100507433	male__Testis
100507433	male__Thyroid
100507435	male__Pituitary
100507435	male__Testis
100507461	male__Brain
100507461	male__Testis
100507462	male__Pituitary
100507462	male__Testis
100507462	male__Thyroid
100507464	male__Testis
100507468	male__Bladder
100507468	male__Nerve
100507468	male__Pituitary
100507468	male__Prostate
100507468	male__Testis
100507468	male__Thyroid
100507470	male__Brain
100507470	male__Nerve
100507470	male__Testis
100507470	male__Thyroid
100507477	male__Adrenal Gland
100507477	male__Blood Vessel
100507477	male__Heart
100507477	male__Lung
100507477	male__Spleen
100507477	male__Testis
100507477	male__Thyroid
100507506	male__Adrenal Gland
100507506	male__Pituitary
100507506	male__Spleen
100507506	male__Testis
100507527	male__Testis
100507533	male__Brain
100507533	male__Pituitary
100507533	male__Prostate
100507533	male__Salivary Gland
100507533	male__Skin
100507533	male__Stomach
100507533	male__Testis
100507533	male__Thyroid
100507534	male__Brain
100507534	male__Testis
100507537	male__Kidney
100507537	male__Muscle
100507537	male__Nerve
100507537	male__Salivary Gland
100507564	male__Adrenal Gland
100507564	male__Pituitary
100507564	male__Testis
