experiment	run	sex	age_group	fold
SRP183186	SRR8521494	female	older_adult	4
ERP104864	ERR2179096	female	old_adult	4
ERP104864	ERR2179104	female	old_adult	4
ERP104864	ERR2179168	female	old_adult	4
SRP073253	SRR3383401	female	old_adult	4
SRP073253	SRR3383348	female	old_adult	4
SRP073253	SRR3383402	female	old_adult	4
SRP073253	SRR3383349	female	old_adult	4
ERP104864	ERR2179116	female	old_adult	4
SRP200094	SRR9177701	female	old_adult	4
ERP105150	ERR2193150	female	old_adult	4
ERP105150	ERR2193151	female	old_adult	4
SRP183186	SRR8521527	female	old_adult	4
SRP200094	SRR9177686	female	old_adult	4
SRP183186	SRR8521478	female	old_adult	4
ERP105150	ERR2193146	female	elderly	4
ERP105150	ERR2193147	female	elderly	4
ERP104864	ERR2179147	female	elderly	4
SRP033696	SRR1047312	female	elderly	4
SRP017262	SRR620162	female	elderly	4
SRP017262	SRR620165	female	elderly	4
SRP017262	SRR620164	female	elderly	4
SRP033696	SRR1047308	female	elderly	4
ERP104864	ERR2179094	female	elderly	4
SRP131252	SRR6509780	female	fetus	4
SRP131252	SRR6509781	female	fetus	4
SRP116272	SRR5980587	female	adolescent	2
SRP116272	SRR5980991	female	adolescent	2
SRP116272	SRR5981229	female	adolescent	2
SRP116272	SRR5981386	female	adolescent	2
SRP116272	SRR5981708	female	adolescent	2
SRP116272	SRR5981734	female	adolescent	2
SRP116272	SRR5981705	female	adolescent	2
SRP116272	SRR5980996	female	adolescent	2
SRP116272	SRR5980627	female	adolescent	2
SRP116272	SRR5981257	female	adolescent	2
SRP116272	SRR5981507	female	adolescent	2
SRP116272	SRR5980897	female	adolescent	2
SRP116272	SRR5981972	female	adolescent	2
SRP116272	SRR5981492	female	adolescent	2
SRP116272	SRR5981820	female	adolescent	2
SRP116272	SRR5980824	female	adolescent	2
SRP116272	SRR5981667	female	adolescent	2
SRP116272	SRR5980767	female	adolescent	2
SRP116272	SRR5981676	female	adolescent	2
SRP116272	SRR5981673	female	adolescent	2
SRP116272	SRR5980753	female	adolescent	2
SRP116272	SRR5980432	female	adolescent	2
SRP116272	SRR5980710	female	adolescent	2
SRP116272	SRR5981923	female	adolescent	2
SRP116272	SRR5981707	female	adolescent	2
SRP116272	SRR5980626	female	adolescent	2
SRP116272	SRR5981179	female	adolescent	2
SRP116272	SRR5980830	female	adolescent	2
SRP116272	SRR5980559	female	adolescent	2
SRP116272	SRR5980630	female	adolescent	2
SRP116272	SRR5981144	female	adolescent	2
SRP116272	SRR5980868	female	adolescent	2
SRP116272	SRR5981143	female	adolescent	2
SRP116272	SRR5980490	female	adolescent	2
SRP116272	SRR5980591	female	adolescent	2
SRP116272	SRR5980985	female	adolescent	2
SRP116272	SRR5980769	female	adolescent	2
SRP116272	SRR5981871	female	adolescent	2
SRP116272	SRR5980937	female	adolescent	2
SRP116272	SRR5980859	female	adolescent	2
SRP116272	SRR5980899	female	adolescent	2
SRP116272	SRR5981141	female	adolescent	2
SRP116272	SRR5981243	female	adolescent	2
SRP116272	SRR5980508	female	adolescent	2
SRP116272	SRR5980601	female	adolescent	2
SRP116272	SRR5981482	female	adolescent	2
SRP116272	SRR5981791	female	adolescent	2
SRP116272	SRR5981032	female	adolescent	2
SRP116272	SRR5981303	female	child	2
SRP116272	SRR5981512	female	adolescent	2
SRP116272	SRR5980862	female	adolescent	2
SRP116272	SRR5980502	female	adolescent	2
SRP116272	SRR5981166	female	adolescent	2
SRP116272	SRR5981394	female	adolescent	2
SRP116272	SRR5981199	female	adolescent	2
SRP116272	SRR5981549	female	adolescent	2
SRP116272	SRR5981956	female	adolescent	2
SRP116272	SRR5981669	female	adolescent	2
SRP116272	SRR5981453	female	adolescent	2
SRP116272	SRR5980773	female	adolescent	2
SRP116272	SRR5980476	female	adolescent	2
SRP116272	SRR5980941	female	adolescent	2
SRP116272	SRR5981333	female	adolescent	2
SRP116272	SRR5980858	female	adolescent	2
SRP116272	SRR5981049	female	adolescent	2
SRP116272	SRR5981654	female	adolescent	2
SRP116272	SRR5981855	female	adolescent	2
SRP116272	SRR5980427	female	adolescent	2
SRP116272	SRR5980823	female	adolescent	2
SRP116272	SRR5980863	female	adolescent	2
SRP116272	SRR5980800	female	adolescent	2
SRP116272	SRR5981091	female	adolescent	2
SRP116272	SRR5981148	female	adolescent	2
SRP116272	SRR5981163	female	adolescent	2
SRP116272	SRR5981407	female	adolescent	2
SRP116272	SRR5980564	female	adolescent	2
SRP116272	SRR5981026	female	child	2
SRP116272	SRR5981485	female	adolescent	2
SRP116272	SRR5980595	female	adolescent	2
SRP116272	SRR5981747	female	adolescent	2
SRP116272	SRR5981974	female	adolescent	2
SRP116272	SRR5981137	female	adolescent	2
SRP116272	SRR5981441	female	adolescent	2
SRP116272	SRR5980869	female	adolescent	2
SRP116272	SRR5981513	female	adolescent	2
SRP116272	SRR5981760	female	adolescent	2
SRP116272	SRR5980983	female	adolescent	2
SRP116272	SRR5980798	female	adolescent	2
SRP116272	SRR5982000	female	adolescent	2
SRP116272	SRR5980793	female	adolescent	2
SRP116272	SRR5981131	female	adolescent	2
SRP116272	SRR5980905	female	adolescent	2
SRP116272	SRR5980791	female	adolescent	2
SRP116272	SRR5980935	female	adolescent	2
SRP116272	SRR5980522	female	adolescent	2
SRP116272	SRR5980520	female	adolescent	2
SRP116272	SRR5981039	female	adolescent	2
SRP116272	SRR5980506	female	adolescent	2
SRP116272	SRR5981751	female	adolescent	2
SRP116272	SRR5981159	female	adolescent	2
SRP116272	SRR5980997	female	adolescent	2
SRP116272	SRR5981214	female	adolescent	2
SRP116272	SRR5981156	female	adolescent	2
SRP116272	SRR5981128	female	adolescent	2
SRP116272	SRR5981164	female	adolescent	2
SRP116272	SRR5981721	female	adolescent	2
SRP116272	SRR5981823	female	adolescent	2
SRP116272	SRR5980906	female	adolescent	2
SRP116272	SRR5981160	female	adolescent	2
SRP116272	SRR5981914	female	adolescent	2
SRP116272	SRR5980455	female	adolescent	2
SRP116272	SRR5981571	female	adolescent	2
SRP116272	SRR5980786	female	adolescent	2
SRP116272	SRR5981743	female	adolescent	2
SRP116272	SRR5981930	female	adolescent	2
SRP116272	SRR5981197	female	adolescent	2
SRP116272	SRR5981807	female	adolescent	2
SRP116272	SRR5981979	female	adolescent	2
SRP116272	SRR5980799	female	adolescent	2
SRP116272	SRR5981436	female	adolescent	2
SRP116272	SRR5981155	female	adolescent	2
SRP116272	SRR5981037	female	adolescent	2
SRP116272	SRR5981205	female	adolescent	2
SRP116272	SRR5980504	female	adolescent	2
SRP116272	SRR5981982	female	adolescent	2
SRP116272	SRR5981067	female	adolescent	2
SRP116272	SRR5981306	female	adolescent	2
SRP116272	SRR5980717	female	adolescent	2
SRP116272	SRR5981642	female	adolescent	2
SRP116272	SRR5980718	female	adolescent	2
SRP116272	SRR5980744	female	adolescent	2
SRP116272	SRR5980801	female	adolescent	2
SRP116272	SRR5980682	female	adolescent	2
SRP116272	SRR5981129	female	adolescent	2
SRP116272	SRR5980563	female	adolescent	2
SRP116272	SRR5981646	female	adolescent	2
SRP116272	SRR5980513	female	adolescent	2
SRP116272	SRR5980972	female	adolescent	2
SRP116272	SRR5981695	female	adolescent	2
SRP116272	SRR5981588	female	adolescent	2
SRP116272	SRR5981201	female	adolescent	2
SRP116272	SRR5980533	female	adolescent	2
SRP116272	SRR5980776	female	adolescent	2
SRP116272	SRR5981865	female	adolescent	2
SRP116272	SRR5980725	female	adolescent	2
SRP116272	SRR5980621	female	adolescent	2
SRP116272	SRR5980501	female	adolescent	2
SRP116272	SRR5981657	female	adolescent	2
SRP116272	SRR5980500	female	adolescent	2
SRP116272	SRR5981011	female	adolescent	2
SRP116272	SRR5980464	female	adolescent	2
SRP116272	SRR5980876	female	adolescent	2
SRP116272	SRR5980632	female	adolescent	2
SRP116272	SRR5981779	female	adolescent	2
SRP116272	SRR5981043	female	adolescent	2
SRP116272	SRR5980638	female	adolescent	2
SRP116272	SRR5980569	female	adolescent	2
SRP116272	SRR5981175	female	adolescent	2
SRP116272	SRR5980446	female	adolescent	2
SRP116272	SRR5980886	female	adolescent	2
SRP116272	SRR5981752	female	adolescent	2
SRP116272	SRR5981358	female	adolescent	2
SRP116272	SRR5981838	female	adolescent	2
SRP116272	SRR5980803	female	adolescent	2
SRP116272	SRR5980979	female	adolescent	2
SRP116272	SRR5980871	female	adolescent	2
SRP116272	SRR5980489	female	adolescent	2
SRP116272	SRR5981027	female	adolescent	2
SRP116272	SRR5981133	female	adolescent	2
SRP116272	SRR5981952	female	adolescent	2
SRP116272	SRR5980721	female	adolescent	2
SRP116272	SRR5981784	female	adolescent	2
SRP116272	SRR5980711	female	child	2
SRP116272	SRR5982009	female	adolescent	2
SRP116272	SRR5980878	female	adolescent	2
SRP116272	SRR5980614	female	adolescent	2
SRP116272	SRR5980590	female	adolescent	2
SRP116272	SRR5981100	female	adolescent	2
SRP116272	SRR5981689	female	adolescent	2
SRP116272	SRR5981793	female	adolescent	2
SRP116272	SRR5980698	female	child	2
SRP116272	SRR5981690	female	adolescent	2
SRP116272	SRR5980450	female	adolescent	2
SRP116272	SRR5980441	female	adolescent	2
SRP116272	SRR5980598	female	adolescent	2
SRP116272	SRR5981099	female	adolescent	2
SRP116272	SRR5981088	female	adolescent	2
SRP116272	SRR5980860	female	adolescent	2
SRP116272	SRR5981136	female	adolescent	2
SRP116272	SRR5981101	female	adolescent	2
SRP116272	SRR5980882	female	adolescent	2
SRP116272	SRR5981319	female	adolescent	2
SRP116272	SRR5980861	female	adolescent	2
SRP116272	SRR5981592	female	adolescent	2
SRP116272	SRR5981450	female	adolescent	2
SRP116272	SRR5980643	female	adolescent	2
SRP116272	SRR5981054	female	adolescent	2
SRP116272	SRR5981831	female	adolescent	2
SRP116272	SRR5980602	female	adolescent	2
SRP116272	SRR5981651	female	adolescent	2
SRP116272	SRR5981489	female	adolescent	2
SRP116272	SRR5980645	female	adolescent	2
SRP116272	SRR5980589	female	adolescent	2
SRP116272	SRR5981953	female	adolescent	2
SRP116272	SRR5980758	female	adolescent	2
SRP116272	SRR5980612	female	adolescent	2
SRP116272	SRR5981656	female	adolescent	2
SRP116272	SRR5980511	female	adolescent	2
SRP116272	SRR5980561	female	adolescent	2
SRP116272	SRR5981632	female	adolescent	2
SRP116272	SRR5980567	female	adolescent	2
SRP116272	SRR5981491	female	adolescent	2
SRP116272	SRR5981075	female	adolescent	2
SRP116272	SRR5980456	female	adolescent	2
SRP116272	SRR5980888	female	adolescent	2
SRP116272	SRR5980709	female	adolescent	2
SRP116272	SRR5981432	female	adolescent	2
SRP116272	SRR5981405	female	adolescent	2
SRP116272	SRR5980629	female	adolescent	2
SRP116272	SRR5980831	female	adolescent	2
SRP116272	SRR5980797	female	adolescent	2
SRP116272	SRR5980870	female	adolescent	2
SRP116272	SRR5980708	female	adolescent	2
SRP116272	SRR5980465	female	adolescent	2
SRP116272	SRR5981061	female	adolescent	2
SRP116272	SRR5981165	female	adolescent	2
SRP116272	SRR5981437	female	adolescent	2
SRP116272	SRR5981465	female	adolescent	2
SRP116272	SRR5981022	female	adolescent	2
SRP116272	SRR5980631	female	adolescent	2
SRP116272	SRR5980689	female	adolescent	2
SRP116272	SRR5981031	female	adolescent	2
SRP116272	SRR5980733	female	adolescent	2
SRP116272	SRR5981311	female	adolescent	2
SRP116272	SRR5981816	female	adolescent	2
SRP116272	SRR5980706	female	adolescent	2
SRP116272	SRR5980715	female	adolescent	2
SRP116272	SRR5980540	female	adolescent	2
SRP116272	SRR5980679	female	adolescent	2
SRP116272	SRR5980796	female	adolescent	2
SRP116272	SRR5980788	female	adolescent	2
SRP116272	SRR5981203	female	adolescent	2
SRP116272	SRR5980772	female	adolescent	2
SRP116272	SRR5980445	female	adolescent	2
SRP116272	SRR5981261	female	adolescent	2
SRP116272	SRR5980827	female	adolescent	2
SRP116272	SRR5981001	female	adolescent	2
SRP116272	SRR5981391	female	adolescent	2
SRP116272	SRR5980768	female	adolescent	2
SRP116272	SRR5981679	female	adolescent	2
SRP116272	SRR5981105	female	adolescent	2
SRP116272	SRR5981472	female	adolescent	2
SRP116272	SRR5981140	female	adolescent	2
SRP116272	SRR5980775	female	adolescent	2
SRP116272	SRR5981058	female	adolescent	2
SRP116272	SRR5981227	female	adolescent	2
SRP116272	SRR5981610	female	adolescent	2
SRP116272	SRR5980973	female	adolescent	2
SRP116272	SRR5981020	female	adolescent	2
SRP116272	SRR5980473	female	adolescent	2
SRP116272	SRR5981157	female	adolescent	2
SRP116272	SRR5980908	female	adolescent	2
SRP116272	SRR5981503	female	adolescent	2
SRP116272	SRR5980895	female	adolescent	2
SRP116272	SRR5980774	female	adolescent	2
SRP116272	SRR5980829	female	adolescent	2
SRP116272	SRR5981496	female	adolescent	2
SRP116272	SRR5981005	female	adolescent	2
SRP116272	SRR5981056	female	adolescent	2
SRP116272	SRR5981074	female	adolescent	2
SRP116272	SRR5980894	female	adolescent	2
SRP116272	SRR5981429	female	adolescent	2
SRP116272	SRR5981010	female	adolescent	2
SRP116272	SRR5980832	female	adolescent	2
SRP116272	SRR5981068	female	adolescent	2
SRP116272	SRR5980807	female	adolescent	2
SRP116272	SRR5980593	female	adolescent	2
SRP116272	SRR5980808	female	adolescent	2
SRP116272	SRR5981665	female	adolescent	2
SRP116272	SRR5980611	female	adolescent	2
SRP116272	SRR5981147	female	adolescent	2
SRP116272	SRR5981434	female	adolescent	2
SRP116272	SRR5981647	female	adolescent	2
SRP116272	SRR5980826	female	adolescent	2
SRP116272	SRR5980745	female	adolescent	2
SRP116272	SRR5980644	female	adolescent	2
SRP116272	SRR5980756	female	adolescent	2
SRP116272	SRR5980719	female	adolescent	2
SRP116272	SRR5981198	female	adolescent	2
SRP116272	SRR5980503	female	adolescent	2
SRP116272	SRR5980944	female	adolescent	2
SRP116272	SRR5980930	female	adolescent	2
SRP116272	SRR5980641	female	adolescent	2
SRP116272	SRR5980617	female	adolescent	2
SRP116272	SRR5980604	female	adolescent	2
SRP116272	SRR5980998	female	adolescent	2
SRP116272	SRR5980594	female	adolescent	2
SRP116272	SRR5980964	female	adolescent	2
SRP116272	SRR5981750	female	adolescent	2
SRP116272	SRR5981170	female	adolescent	2
SRP116272	SRR5981674	female	adolescent	2
SRP116272	SRR5981172	female	adolescent	2
SRP116272	SRR5981967	female	adolescent	2
SRP116272	SRR5981826	female	adolescent	2
SRP116272	SRR5980492	female	adolescent	2
SRP116272	SRR5981300	female	adolescent	2
SRP116272	SRR5980789	female	adolescent	2
SRP116272	SRR5981746	female	adolescent	2
SRP116272	SRR5980898	female	adolescent	2
SRP116272	SRR5981975	female	adolescent	2
SRP116272	SRR5980713	female	adolescent	2
SRP116272	SRR5981801	female	adolescent	2
SRP116272	SRR5981038	female	adolescent	2
SRP116272	SRR5980597	female	adolescent	2
SRP116272	SRR5980440	female	adolescent	2
SRP116272	SRR5981493	female	adolescent	2
SRP116272	SRR5981181	female	adolescent	2
SRP116272	SRR5981414	female	adolescent	2
SRP116272	SRR5981637	female	adolescent	2
SRP116272	SRR5981999	female	adolescent	2
SRP116272	SRR5981688	female	adolescent	2
SRP116272	SRR5980822	female	adolescent	2
SRP116272	SRR5981184	female	adolescent	2
SRP116272	SRR5980442	female	adolescent	2
SRP116272	SRR5981185	female	adolescent	2
SRP116272	SRR5980634	female	adolescent	2
SRP116272	SRR5981403	female	adolescent	2
SRP116272	SRR5980454	female	adolescent	2
SRP116272	SRR5980509	female	adolescent	2
SRP116272	SRR5980724	female	adolescent	2
SRP116272	SRR5981018	female	adolescent	2
SRP116272	SRR5980821	female	adolescent	2
SRP116272	SRR5981349	female	adolescent	2
SRP116272	SRR5981696	female	adolescent	2
SRP116272	SRR5981768	female	adolescent	2
SRP116272	SRR5980866	female	adolescent	2
SRP116272	SRR5982073	female	adolescent	2
SRP116272	SRR5980947	female	adolescent	2
SRP116272	SRR5981182	female	adolescent	2
SRP116272	SRR5981483	female	adolescent	2
SRP116272	SRR5980836	female	adolescent	2
SRP116272	SRR5980523	female	adolescent	2
SRP116272	SRR5981986	female	adolescent	2
SRP116272	SRR5980911	female	adolescent	2
SRP116272	SRR5980881	female	adolescent	2
SRP116272	SRR5981609	female	adolescent	2
SRP116272	SRR5980782	female	adolescent	2
SRP116272	SRR5981154	female	adolescent	2
SRP116272	SRR5980913	female	adolescent	2
SRP116272	SRR5981728	female	adolescent	2
SRP116272	SRR5980677	female	adolescent	2
SRP116272	SRR5981459	female	adolescent	2
SRP116272	SRR5980636	female	adolescent	2
SRP116272	SRR5981658	female	adolescent	2
SRP116272	SRR5980975	female	adolescent	2
SRP116272	SRR5981066	female	adolescent	2
SRP116272	SRR5982005	female	adolescent	2
SRP116272	SRR5981057	female	adolescent	2
SRP116272	SRR5981130	female	adolescent	2
SRP116272	SRR5981071	female	adolescent	2
SRP116272	SRR5980723	female	adolescent	2
SRP116272	SRR5981677	female	adolescent	2
SRP116272	SRR5981949	female	adolescent	2
SRP116272	SRR5980778	female	adolescent	2
SRP116272	SRR5980434	female	adolescent	2
SRP116272	SRR5980865	female	adolescent	2
SRP116272	SRR5981226	female	adolescent	2
SRP116272	SRR5980880	female	adolescent	2
SRP116272	SRR5980927	female	adolescent	2
SRP116272	SRR5981324	female	adolescent	2
SRP116272	SRR5981098	female	adolescent	2
SRP116272	SRR5981494	female	adolescent	2
SRP116272	SRR5980765	female	adolescent	2
SRP116272	SRR5981764	female	adolescent	2
SRP116272	SRR5981481	female	adolescent	2
SRP116272	SRR5981350	female	adolescent	2
SRP116272	SRR5980712	female	adolescent	2
SRP116272	SRR5980740	female	adolescent	2
SRP116272	SRR5981932	female	adolescent	2
SRP116272	SRR5980901	female	adolescent	2
SRP116272	SRR5981065	female	adolescent	2
SRP116272	SRR5980766	female	adolescent	2
SRP116272	SRR5980806	female	adolescent	2
SRP116272	SRR5981138	female	adolescent	2
SRP116272	SRR5980566	female	adolescent	2
SRP116272	SRR5981097	female	adolescent	2
SRP116272	SRR5980936	female	adolescent	2
SRP116272	SRR5981586	female	adolescent	2
SRP116272	SRR5980536	female	adolescent	2
SRP116272	SRR5981095	female	adolescent	2
SRP116272	SRR5980802	female	adolescent	2
SRP116272	SRR5980639	female	adolescent	2
SRP116272	SRR5980444	female	adolescent	2
SRP116272	SRR5980835	female	adolescent	2
SRP116272	SRR5981051	female	adolescent	2
SRP116272	SRR5981047	female	adolescent	2
SRP116272	SRR5980655	female	adolescent	2
SRP116272	SRR5980529	female	adolescent	2
SRP116272	SRR5981766	female	adolescent	2
SRP116272	SRR5980654	female	adolescent	2
SRP116272	SRR5980628	female	adolescent	2
SRP116272	SRR5981449	female	adolescent	2
SRP116272	SRR5980623	female	adolescent	2
SRP116272	SRR5980825	female	adolescent	2
SRP116272	SRR5980754	female	adolescent	2
SRP116272	SRR5981367	female	adolescent	2
SRP116272	SRR5981269	female	adolescent	2
SRP116272	SRR5981346	female	adolescent	2
SRP116272	SRR5981470	female	adolescent	2
SRP116272	SRR5981044	female	adolescent	2
SRP116272	SRR5980872	female	adolescent	2
SRP116272	SRR5980495	female	adolescent	2
SRP116272	SRR5980452	female	adolescent	2
SRP116272	SRR5980904	female	adolescent	2
SRP116272	SRR5981009	female	adolescent	2
SRP116272	SRR5980675	female	adolescent	2
SRP116272	SRR5980475	female	adolescent	2
SRP116272	SRR5980618	female	adolescent	2
SRP116272	SRR5981398	female	adolescent	2
SRP116272	SRR5981008	female	adolescent	2
SRP116272	SRR5981265	female	adolescent	2
SRP116272	SRR5980795	female	adolescent	2
SRP116272	SRR5981781	female	adolescent	2
SRP116272	SRR5980734	female	adolescent	2
SRP116272	SRR5980635	female	adolescent	2
SRP116272	SRR5981328	female	adolescent	2
SRP116272	SRR5980491	female	adolescent	2
SRP116272	SRR5981087	female	adolescent	2
SRP116272	SRR5980637	female	adolescent	2
SRP116272	SRR5981834	female	adolescent	2
SRP116272	SRR5980451	female	adolescent	2
SRP116272	SRR5980670	female	adolescent	2
SRP116272	SRR5980497	female	child	2
SRP116272	SRR5981246	female	adolescent	2
SRP116272	SRR5981893	female	adolescent	2
SRP116272	SRR5980770	female	adolescent	2
SRP116272	SRR5980893	female	adolescent	2
SRP116272	SRR5980916	female	adolescent	2
SRP116272	SRR5981959	female	child	2
SRP116272	SRR5981145	female	adolescent	2
SRP116272	SRR5980891	female	adolescent	2
SRP116272	SRR5980820	female	adolescent	2
SRP116272	SRR5981055	female	adolescent	2
SRP116272	SRR5981856	female	adolescent	2
SRP116272	SRR5981171	female	adolescent	2
SRP116272	SRR5981142	female	adolescent	2
SRP136057	SRR6868734	female	child	3
SRP136057	SRR6868577	female	adolescent	3
SRP136057	SRR6868610	female	adolescent	3
SRP136057	SRR6868552	female	infant	3
SRP136057	SRR6868584	female	child	3
SRP136057	SRR6868740	female	adolescent	3
SRP136057	SRR6868601	female	young_child	3
SRP136057	SRR6868678	female	young_child	3
SRP136057	SRR6868555	female	young_child	3
SRP136057	SRR6868637	female	adolescent	3
SRP136057	SRR6868670	female	adolescent	3
SRP136057	SRR6868714	female	child	3
SRP136057	SRR6868561	female	child	3
SRP136057	SRR6868629	female	child	3
SRP136057	SRR6868566	female	infant	3
SRP136057	SRR6868633	female	young_child	3
SRP136057	SRR6868658	female	child	3
SRP136057	SRR6868593	female	child	3
SRP136057	SRR6868712	female	adolescent	3
SRP136057	SRR6868554	female	young_child	3
SRP136057	SRR6868562	female	child	3
SRP136057	SRR6868682	female	young_child	3
SRP136057	SRR6868728	female	young_child	3
SRP136057	SRR6868729	female	adolescent	3
SRP136057	SRR6868549	female	adolescent	3
SRP136057	SRR6868708	female	young_child	3
SRP136057	SRR6868625	female	young_child	3
SRP136057	SRR6868735	female	young_child	3
SRP136057	SRR6868664	female	young_child	3
SRP136057	SRR6868642	female	child	3
SRP136057	SRR6868592	female	child	3
SRP136057	SRR6868710	female	young_child	3
SRP136057	SRR6868556	female	adolescent	3
SRP136057	SRR6868741	female	adolescent	3
SRP136057	SRR6868595	female	child	3
SRP136057	SRR6868594	female	adolescent	3
SRP136057	SRR6868580	female	child	3
SRP136057	SRR6868675	female	young_child	3
SRP136057	SRR6868568	female	young_child	3
SRP136057	SRR6868611	female	child	3
SRP136057	SRR6868731	female	young_child	3
SRP136057	SRR6868738	female	adolescent	3
SRP136057	SRR6868619	female	adolescent	3
SRP136057	SRR6868612	female	child	3
SRP136057	SRR6868733	female	young_child	3
SRP136057	SRR6868669	female	adolescent	3
SRP136057	SRR6868606	female	child	3
SRP136057	SRR6868578	female	adolescent	3
SRP136057	SRR6868550	female	young_child	3
SRP136057	SRR6868640	female	child	3
SRP136057	SRR6868739	female	young_child	3
SRP136057	SRR6868542	female	adolescent	3
SRP136057	SRR6868616	female	child	3
SRP136057	SRR6868732	female	young_child	3
SRP136057	SRR6868547	female	child	3
SRP136057	SRR6868654	female	child	3
SRP136057	SRR6868565	female	young_child	3
SRP136057	SRR6868602	female	adolescent	3
SRP136057	SRR6868596	female	infant	3
SRP136057	SRR6868574	female	adolescent	3
SRP136057	SRR6868677	female	child	3
SRP136057	SRR6868705	female	young_child	3
SRP136057	SRR6868630	female	child	3
SRP136057	SRR6868679	female	child	3
SRP136057	SRR6868583	female	child	3
SRP136057	SRR6868553	female	infant	3
SRP136057	SRR6868674	female	young_child	3
SRP136057	SRR6868603	female	child	3
SRP136057	SRR6868588	female	adolescent	3
SRP136057	SRR6868570	female	young_adult	3
SRP136057	SRR6868564	female	infant	3
SRP136057	SRR6868701	female	adolescent	3
SRP136057	SRR6868730	female	adolescent	3
SRP136057	SRR6868697	female	young_child	3
SRP136057	SRR6868624	female	adolescent	3
SRP136057	SRR6868617	female	young_child	3
SRP136057	SRR6868660	female	infant	3
SRP136057	SRR6868626	female	child	3
SRP136057	SRR6868599	female	child	3
SRP136057	SRR6868737	female	child	3
SRP136057	SRR6868704	female	child	3
SRP149794	SRR7263460	female	young_adult	4
SRP149794	SRR7263461	female	young_adult	4
SRP149794	SRR7263449	female	young_adult	4
SRP150595	SRR7346316	female	middle_adult	4
SRP150595	SRR7346302	female	middle_adult	4
SRP150595	SRR7346336	female	middle_adult	4
SRP150595	SRR7346309	female	middle_adult	4
SRP150595	SRR7346325	female	young_adult	4
SRP150595	SRR7346327	female	young_adult	4
SRP150595	SRR7346312	female	middle_adult	4
SRP150595	SRR7346338	female	older_adult	4
SRP150595	SRR7346344	female	young_adult	4
SRP150595	SRR7346298	female	adult	4
SRP150595	SRR7346303	female	middle_adult	4
SRP150595	SRR7346341	female	old_adult	4
SRP150595	SRR7346305	female	middle_adult	4
SRP150595	SRR7346290	female	older_adult	4
SRP150595	SRR7346339	female	middle_adult	4
SRP150595	SRR7346328	female	old_adult	4
SRP150595	SRR7346318	female	middle_adult	4
SRP150595	SRR7346319	female	adult	4
SRP150595	SRR7346293	female	middle_adult	4
SRP150595	SRR7346331	female	older_adult	4
SRP150595	SRR7346291	female	middle_adult	4
SRP150595	SRR7346342	female	middle_adult	4
SRP150595	SRR7346347	female	middle_adult	4
SRP150595	SRR7346296	female	middle_adult	4
SRP150595	SRR7346333	female	middle_adult	4
SRP150595	SRR7346310	female	older_adult	4
SRP150595	SRR7346346	female	middle_adult	4
SRP150595	SRR7346330	female	older_adult	4
SRP150595	SRR7346292	female	middle_adult	4
SRP150595	SRR7346321	female	middle_adult	4
SRP150595	SRR7346323	female	old_adult	4
SRP150595	SRR7346308	female	older_adult	4
SRP150595	SRR7346300	female	middle_adult	4
SRP150595	SRR7346299	female	elderly	4
SRP150595	SRR7346320	female	middle_adult	4
SRP150595	SRR7346306	female	middle_adult	4
SRP150595	SRR7346324	female	middle_adult	4
SRP150595	SRR7346335	female	middle_adult	4
SRP150595	SRR7346322	female	middle_adult	4
SRP155483	SRR7610232	female	young_adult	3
SRP155483	SRR7610210	female	middle_adult	3
SRP155483	SRR7610238	female	adolescent	3
SRP155483	SRR7610274	female	young_adult	3
SRP155483	SRR7610279	female	young_adult	3
SRP155483	SRR7610243	female	older_adult	3
SRP155483	SRR7610176	female	middle_adult	3
SRP155483	SRR7610222	female	young_adult	3
SRP155483	SRR7610270	female	middle_adult	3
SRP155483	SRR7610177	female	middle_adult	3
SRP155483	SRR7610199	female	middle_adult	3
SRP155483	SRR7610186	female	middle_adult	3
SRP155483	SRR7610220	female	middle_adult	3
SRP155483	SRR7610208	female	middle_adult	3
SRP155483	SRR7610250	female	young_adult	3
SRP155483	SRR7610179	female	old_adult	3
SRP155483	SRR7610264	female	middle_adult	3
SRP155483	SRR7610206	female	young_adult	3
SRP155483	SRR7610180	female	older_adult	3
SRP155483	SRR7610188	female	middle_adult	3
SRP155483	SRR7610212	female	young_adult	3
SRP155483	SRR7610196	female	middle_adult	3
SRP155483	SRR7610255	female	middle_adult	3
SRP155483	SRR7610202	female	old_adult	3
SRP155483	SRR7610239	female	older_adult	3
SRP155483	SRR7610286	female	middle_adult	3
SRP155483	SRR7610187	female	middle_adult	3
SRP155483	SRR7610214	female	old_adult	3
SRP155483	SRR7610271	female	young_adult	3
SRP155483	SRR7610190	female	older_adult	3
SRP155483	SRR7610281	female	middle_adult	3
SRP155483	SRR7610254	female	middle_adult	3
SRP155483	SRR7610257	female	middle_adult	3
SRP155483	SRR7610265	female	adult	3
SRP155483	SRR7610291	female	adult	3
SRP155483	SRR7610198	female	older_adult	3
SRP155483	SRR7610275	female	middle_adult	3
SRP155483	SRR7610233	female	middle_adult	3
SRP155483	SRR7610174	female	old_adult	3
SRP155483	SRR7610219	female	middle_adult	3
SRP155483	SRR7610280	female	older_adult	3
SRP155483	SRR7610211	female	young_adult	3
SRP155483	SRR7610246	female	older_adult	3
SRP155483	SRR7610200	female	young_adult	3
SRP155483	SRR7610182	female	older_adult	3
