sex	age_group	term	combined_zscore
female	adolescent	Adipose-Subcutaneous_female	0.21812538838144074
female	adolescent	Adipose-Subcutaneous_male	-1.4319109805469348
female	adolescent	Adipose-Visceral-Omentum_female	0.21409305639376405
female	adolescent	Adipose-Visceral-Omentum_male	0.20018215298254927
female	adolescent	Adrenal-Gland_female	-1.7301220268798554
female	adolescent	Adrenal-Gland_male	-0.250504521935242
female	adolescent	Artery-Aorta_female	-0.7842723188638842
female	adolescent	Artery-Aorta_male	1.0421372318178974
female	adolescent	Artery-Coronary_female	-0.07403579966656659
female	adolescent	Artery-Coronary_male	1.4804563949796643
female	adolescent	Artery-Tibial_female	-1.6204217687251647
female	adolescent	Artery-Tibial_male	0.16328014857460824
female	adolescent	Brain-Amygdala_female	-0.6455586997657117
female	adolescent	Brain-Amygdala_male	0.516993562220235
female	adolescent	Brain-Anterior-cingulate-cortex-BA24_female	-1.1421985075826655
female	adolescent	Brain-Anterior-cingulate-cortex-BA24_male	0.5559212364790528
female	adolescent	Brain-Caudate-basal-ganglia_female	-0.02870167681856404
female	adolescent	Brain-Caudate-basal-ganglia_male	1.0366085319230771
female	adolescent	Brain-Cerebellar-Hemisphere_female	-0.253893949730857
female	adolescent	Brain-Cerebellar-Hemisphere_male	0.6817149699497638
female	adolescent	Brain-Cerebellum_female	-0.16430361987255035
female	adolescent	Brain-Cerebellum_male	0.8295836905822059
female	adolescent	Brain-Cortex_female	-1.0317747823328804
female	adolescent	Brain-Cortex_male	0.7477799072964182
female	adolescent	Brain-Frontal-Cortex-BA9_female	-1.0413356158603628
female	adolescent	Brain-Frontal-Cortex-BA9_male	0.4175485301035471
female	adolescent	Brain-Hippocampus_female	-0.5204783963967948
female	adolescent	Brain-Hippocampus_male	0.44332435864656133
female	adolescent	Brain-Hypothalamus_female	-0.8421706090904029
female	adolescent	Brain-Hypothalamus_male	1.4417147652745768
female	adolescent	Brain-Nucleus-accumbens-basal-ganglia_female	-0.43831539292183735
female	adolescent	Brain-Nucleus-accumbens-basal-ganglia_male	0.7159601234856666
female	adolescent	Brain-Putamen-basal-ganglia_female	-0.6344259536673872
female	adolescent	Brain-Putamen-basal-ganglia_male	1.1692739892177217
female	adolescent	Brain-Spinal-cord-cervical-c.1_female	-0.8725990448369666
female	adolescent	Brain-Spinal-cord-cervical-c.1_male	0.9414709769771323
female	adolescent	Brain-Substantia-nigra_female	-0.6212568996568435
female	adolescent	Brain-Substantia-nigra_male	0.7374600035532793
female	adolescent	Breast-Mammary-Tissue_female	0.3757513035679363
female	adolescent	Breast-Mammary-Tissue_male	0.4323634057344547
female	adolescent	Cells-Cultured-fibroblasts_female	-0.5279883902676087
female	adolescent	Cells-Cultured-fibroblasts_male	0.7689100819441189
female	adolescent	Cells-EBV.transformed-lymphocytes_female	-1.625469951394368
female	adolescent	Cells-EBV.transformed-lymphocytes_male	0.1624307362903288
female	adolescent	Colon-Sigmoid_female	-0.5197968342649136
female	adolescent	Colon-Sigmoid_male	0.5414474019161036
female	adolescent	Colon-Transverse_female	-0.6604665073041978
female	adolescent	Colon-Transverse_male	0.6719516911469785
female	adolescent	Esophagus-Gastroesophageal-Junction_female	-1.1504345365342281
female	adolescent	Esophagus-Gastroesophageal-Junction_male	-1.5639370554886438
female	adolescent	Esophagus-Mucosa_female	-0.01968273238311472
female	adolescent	Esophagus-Mucosa_male	1.1423238367818362
female	adolescent	Esophagus-Muscularis_female	-0.571377420613238
female	adolescent	Esophagus-Muscularis_male	-1.359168096225652
female	adolescent	Heart-Atrial-Appendage_female	-0.48218581145204703
female	adolescent	Heart-Atrial-Appendage_male	0.757116375381231
female	adolescent	Heart-Left-Ventricle_female	-0.4759743535451918
female	adolescent	Heart-Left-Ventricle_male	-0.16006886624057215
female	adolescent	Kidney-Cortex_female	-2.0187607192216896
female	adolescent	Kidney-Cortex_male	0.2882928508286901
female	adolescent	Liver_female	-1.8375696636508596
female	adolescent	Liver_male	-0.1617120489339961
female	adolescent	Lung_female	-0.05927473291402219
female	adolescent	Lung_male	2.109018499451059
female	adolescent	Minor-Salivary-Gland_female	-2.1520679961168394
female	adolescent	Minor-Salivary-Gland_male	0.4317090953280648
female	adolescent	Muscle-Skeletal_female	-0.970521958437851
female	adolescent	Muscle-Skeletal_male	-0.7695448627438113
female	adolescent	Nerve-Tibial_female	-1.9824897028453092
female	adolescent	Nerve-Tibial_male	1.1736949712957339
female	adolescent	Pancreas_female	-1.6408276747348216
female	adolescent	Pancreas_male	0.43185636235707503
female	adolescent	Pituitary_female	-1.0806322039333938
female	adolescent	Pituitary_male	0.3365781368912044
female	adolescent	Skin-Not-Sun-Exposed-Suprapubic_female	0.6463242288622295
female	adolescent	Skin-Not-Sun-Exposed-Suprapubic_male	-1.056120363034047
female	adolescent	Skin-Sun-Exposed-Lower-leg_female	0.43312307488673096
female	adolescent	Skin-Sun-Exposed-Lower-leg_male	-1.2303709489723351
female	adolescent	Small-Intestine-Terminal-Ileum_female	-0.6790210779422069
female	adolescent	Small-Intestine-Terminal-Ileum_male	1.3263793555011303
female	adolescent	Spleen_female	-2.0825833260226974
female	adolescent	Spleen_male	0.24923321083920827
female	adolescent	Stomach_female	-0.08212080820858444
female	adolescent	Stomach_male	-0.07050577956128506
female	adolescent	Thyroid_female	-1.1685417911376594
female	adolescent	Thyroid_male	0.9102545529347762
female	adolescent	Whole-Blood_female	-1.4451668103832973
female	adolescent	Whole-Blood_male	0.5499689556283097
female	adult	Adipose-Subcutaneous_female	-0.7782008760120253
female	adult	Adipose-Subcutaneous_male	-0.9615091514970616
female	adult	Adipose-Visceral-Omentum_female	0.46106766782790864
female	adult	Adipose-Visceral-Omentum_male	-0.7339806274286502
female	adult	Adrenal-Gland_female	0.18270746517820696
female	adult	Adrenal-Gland_male	0.11012205207585217
female	adult	Artery-Aorta_female	-0.09187275017162258
female	adult	Artery-Aorta_male	0.08108612296728987
female	adult	Artery-Coronary_female	-0.8776728587685326
female	adult	Artery-Coronary_male	-0.4873370880902668
female	adult	Artery-Tibial_female	0.03426984660581073
female	adult	Artery-Tibial_male	-1.1436546037310016
female	adult	Brain-Amygdala_female	-0.7603251707516739
