sex	age_group	term	combined_zscore
female	adolescent	adipose	-1.5685079274346445
female	adolescent	adrenal_gland	-0.05855916673018447
female	adolescent	artery	-0.4847519500390344
female	adolescent	bladder	-0.6978761814591454
female	adolescent	blood	-2.984975568894279
female	adolescent	brain	0.032685059812973295
female	adolescent	breast	-0.16494279812712404
female	adolescent	cervix	-1.433173364008876
female	adolescent	colon	0.04158562503797377
female	adolescent	esophagus	0.1306751500804438
female	adolescent	fallopian_tube	-0.7963979800590291
female	adolescent	fibroblast_cell_line	-0.3766645213041876
female	adolescent	heart	-1.02575063560688
female	adolescent	kidney	-1.2893464259893235
female	adolescent	liver	-1.4320794886126738
female	adolescent	lung	-3.2630177053816336
female	adolescent	lymphocyte_cell_line	-1.89333077818759
female	adolescent	muscle	-1.241566511608662
female	adolescent	nerve	-0.7270624822496686
female	adolescent	ovary	-0.6045346132391757
female	adolescent	pancreas	0.7280374622517237
female	adolescent	pituitary	-0.08914923553464468
female	adolescent	prostate	-0.33707407048704274
female	adolescent	salivary_gland	-0.9787903335176934
female	adolescent	skin	0.095876488683980507
female	adolescent	small_intestine	-1.5438027489500634
female	adolescent	spleen	-2.3193187745074852
female	adolescent	stomach	0.2677438855025781
female	adolescent	testis	-0.2731432718875736
female	adolescent	thyroid	-0.9456303666947502
female	adolescent	uterus	0.016544240060883862
female	adolescent	vagina	-0.1845279914065928
female	adult	adipose	1.2279150090312032
female	adult	adrenal_gland	-0.6580960381707789
female	adult	artery	-1.0163482463539202
female	adult	bladder	0.7600973893165741
female	adult	blood	-3.81262947988227
female	adult	brain	-1.2723850193394375
female	adult	breast	-1.1293089021333893
female	adult	cervix	-0.5240577900385639
female	adult	colon	-0.7080983710153561
female	adult	esophagus	-0.96463356093268
female	adult	fallopian_tube	-1.5761720195424596
female	adult	fibroblast_cell_line	-1.0027603052725762
female	adult	heart	0.390293993041072
female	adult	kidney	-2.2596830031780017
female	adult	liver	-1.4930869741100092
female	adult	lung	-1.1129051494841202
female	adult	lymphocyte_cell_line	0.06305385660977268
female	adult	muscle	-0.11588235981549275
female	adult	nerve	-0.4987138959202413
female	adult	ovary	-0.5543144513571422
female	adult	pancreas	0.5373437156253462
female	adult	pituitary	-0.3332607608486507
female	adult	prostate	1.1756232584301065
female	adult	salivary_gland	0.3730789313717857
female	adult	skin	0.22704883297019307
female	adult	small_intestine	-0.16563467523996728
female	adult	spleen	-0.8615337729136745
female	adult	stomach	-0.25514907967567585
female	adult	testis	-1.0333953945910515
female	adult	thyroid	-0.6904719637012708
female	adult	uterus	-0.5097458359874874
female	adult	vagina	-5.516909054086154e-5
