sex	age_group	term	combined_zscore
female	adolescent	GO:0009895	0.1171695155527062
female	adolescent	GO:0043903	-1.6666006279114427
female	adolescent	GO:0009887	-0.3694201863284305
female	adolescent	GO:0033044	-1.3055600256050728
female	adolescent	GO:0060828	-1.3555827296523246
female	adolescent	GO:1902903	-1.4929424043098984
female	adolescent	GO:0010959	-0.3230731894959973
female	adolescent	GO:0030036	-1.5442722023937974
female	adolescent	GO:0031424	-1.764037630904159
female	adolescent	GO:0048666	1.020011843736314
female	adolescent	GO:0071902	-1.8929935161971723
female	adolescent	GO:0019882	0.6853062056923915
female	adolescent	GO:0046474	0.8430126489583727
female	adolescent	GO:0001558	0.2567961727705274
female	adolescent	GO:0019693	0.29531523240337876
female	adolescent	GO:0051091	-1.8699214838607232
female	adolescent	GO:0002683	-2.4836891367313805
female	adolescent	GO:0007600	0.10404783641870231
female	adolescent	GO:0010594	-1.4199006380628771
female	adolescent	GO:0009259	0.27907029774559905
female	adolescent	GO:0016053	1.9153590131746765
female	adolescent	GO:0046394	1.9148811044605831
female	adolescent	GO:1904951	-1.5109423456196471
female	adolescent	GO:0032956	-1.5844636723539525
female	adolescent	GO:0006066	1.021176141425655
female	adolescent	GO:0032147	0.5371735186903429
female	adolescent	GO:0097435	-1.1942318429456924
female	adolescent	GO:0006402	-1.7410974966840074
female	adolescent	GO:0009150	0.2938091136634676
female	adolescent	GO:0006631	-0.11369429005172069
female	adolescent	GO:0006979	0.2784288628995821
female	adolescent	GO:0010035	-0.13308068617212582
female	adolescent	GO:0050792	-1.4138008242317768
female	adolescent	GO:0000902	0.7941606225214062
female	adolescent	GO:1901991	-0.35945574758028886
female	adolescent	GO:0003013	0.3461510335666019
female	adolescent	GO:0006909	-0.9931908493054517
female	adolescent	GO:0010639	-1.2406171452159929
female	adolescent	GO:0034976	-0.07332848898985475
female	adolescent	GO:0071396	-0.8893883139619021
female	adolescent	GO:1901652	-0.5612761103316481
female	adolescent	GO:0016050	0.02031135873271619
female	adolescent	GO:1902749	0.2671062111285753
female	adolescent	GO:1903037	-1.2352379857177864
female	adolescent	GO:0002791	-1.6831373030131038
female	adolescent	GO:0032984	1.450144602537583
female	adolescent	GO:0044703	0.14292262530473174
female	adolescent	GO:0048002	0.5402437412451225
female	adolescent	GO:0048646	-1.1529764475592215
female	adolescent	GO:1904062	-0.43839373946430904
female	adolescent	GO:0006352	0.5789613194698807
female	adolescent	GO:0045089	-1.7194396920562467
female	adolescent	GO:0090066	-1.063047946506544
female	adolescent	GO:0050867	-0.03281660359798949
female	adolescent	GO:1903829	-1.4433207712925182
female	adolescent	GO:0000956	-1.7488721091255877
female	adolescent	GO:0051222	-1.2071231547363546
female	adolescent	GO:0097190	-0.5755583972154659
female	adolescent	GO:0051896	-1.2616467353202632
female	adolescent	GO:0007417	1.1027500545941138
female	adolescent	GO:0090150	-1.1771499739397564
female	adolescent	GO:2001020	-1.076784865447617
female	adolescent	GO:0002696	-0.2765390311217153
female	adolescent	GO:0019884	0.4562086563600418
female	adolescent	GO:0051169	-0.01998262851844746
female	adolescent	GO:0051348	-0.5950976191484493
female	adolescent	GO:1903522	-0.20542967149198882
female	adolescent	GO:2000116	-0.36735597797641656
female	adolescent	GO:0002478	0.5218147743149185
female	adolescent	GO:0006898	-0.39087678844192325
female	adolescent	GO:0008015	0.33776357374265265
female	adolescent	GO:1903320	0.4512706372910484
female	adolescent	GO:0003012	-0.547103732851983
female	adolescent	GO:0015672	1.9819752392512806
female	adolescent	GO:0006913	-0.07119742070718693
female	adolescent	GO:0050708	-1.7294192740714427
female	adolescent	GO:0071103	-0.27653000254197896
female	adolescent	GO:0031175	0.788668418081734
female	adolescent	GO:0031330	0.6368770181219217
female	adolescent	GO:0070372	0.2587724393148434
female	adolescent	GO:0070482	-0.13860243104777273
female	adolescent	GO:0090287	-0.8276568093461624
female	adolescent	GO:1905114	0.13145086153509303
female	adolescent	GO:0198738	0.04775279510603143
female	adolescent	GO:0009615	0.36385464974768145
female	adolescent	GO:0050863	-0.29577220194060483
female	adolescent	GO:0070085	1.0556253213811513
female	adolescent	GO:0016055	-0.0138189959371189
female	adolescent	GO:0038095	-0.4581883623219016
female	adolescent	GO:0008202	0.2269425886557251
female	adolescent	GO:0045861	0.07235476595808393
female	adolescent	GO:0010389	0.4317875848582151
female	adolescent	GO:0006914	-0.4289218047404247
female	adolescent	GO:0022409	-0.15326590573667562
female	adolescent	GO:0031503	-0.3794406244798473
female	adolescent	GO:0034612	-0.3332187088327632
female	adolescent	GO:0061919	-0.424529965399681
female	adolescent	GO:1901653	-0.45538617175498647
female	adolescent	GO:1903362	0.049057018893875703
female	adolescent	GO:0015849	0.8969758533277075
female	adolescent	GO:0042391	-0.42987446621006636
female	adolescent	GO:0043413	1.140321106245094
female	adolescent	GO:0006486	1.0466722722723671
