sex	age_group	term	combined_zscore
female	adolescent	Adipose_male	-0.914935511971194
female	adolescent	Artery_male	-1.5965961226391467
female	adolescent	Breast_female	-1.9345628842509113
female	adolescent	Breast_male	-1.0866794698563849
female	adolescent	Caudate_male	-1.0320587570728692
female	adolescent	Cerebellum_female	-1.2958891212040213
female	adolescent	Cerebellum_male	-1.7886650906450263
female	adolescent	Cortex_male	-0.9839462870291739
female	adolescent	Dorsolateral-prefrontal-cortex_female	-0.03396540508457809
female	adolescent	Dorsolateral-prefrontal-cortex_male	-2.031716250752638
female	adolescent	Frontal-cortex_female	-1.5281192634692153
female	adolescent	Frontal-cortex_male	-1.7083886354947404
female	adolescent	Heart_female	-1.1280589305773316
female	adolescent	Heart_male	0.4951096778162027
female	adolescent	Hippocampus_male	-1.0868249778759163
female	adolescent	Human-umbilical-vein-endothelial-cells_female	-3.0067914600425247
female	adolescent	Hypothalamus_male	-1.0386339416045776
female	adolescent	Inferior-temporal-cortex_male	-1.8720613217777486
female	adolescent	Lung_male	-1.0327239805657618
female	adolescent	Medial-prefrontal-cortex_male	-0.2806389377284206
female	adolescent	Mediodorsal-nucleus-of-the-thalamus_male	-0.617278425809953
female	adolescent	Monocyte-derived-dendritic-cells_female	0.7215563906952327
female	adolescent	Monocyte-derived-dendritic-cells_male	-0.7265730914956045
female	adolescent	Muscle_male	-0.7858444827543326
female	adolescent	Nerve_male	-0.7081669757354783
female	adolescent	Nucleusaccumbens_male	-1.0426474317202443
female	adolescent	Orbital-prefrontal-cortex_male	-1.4631182436069974
female	adolescent	Peripheral-blood-mononuclear-cells_female	0.6213472226414867
female	adolescent	Peripheral-blood-mononuclear-cells_male	-2.128430258216359
female	adolescent	Posterior-inferior-parietal-cortex_male	-0.5631553509302758
female	adolescent	Primary-auditory-cortex_male	-0.6633271277146968
female	adolescent	Primary-somatosensory-cortex_male	0.1708533837852164
female	adolescent	Primary-visual-cortex_male	-0.16911395067796478
female	adolescent	Skin_male	-1.0019791852820168
female	adolescent	Substantianigra_male	-1.0884547323854414
female	adolescent	Superior-temporal-cortex_male	-1.2285570199047953
female	adolescent	Thalamus_female	0.6178983189535587
female	adolescent	Thyroid_male	-0.8099560778597125
female	adolescent	Ventrolateral-prefrontal-cortex_male	-0.40501089068239965
female	adult	Adipose_male	-0.35263209772928555
female	adult	Artery_male	0.18538661176315674
female	adult	Breast_female	2.686712152765709
female	adult	Breast_male	-0.639301046255777
female	adult	Caudate_male	0.011609209660670784
female	adult	Cerebellum_female	1.1233947942859333
female	adult	Cerebellum_male	0.17023390957269321
female	adult	Cortex_male	-0.6581556470211306
female	adult	Dorsolateral-prefrontal-cortex_female	-0.8730981019898654
female	adult	Dorsolateral-prefrontal-cortex_male	0.22576856272364992
female	adult	Frontal-cortex_female	1.4849170184628329
female	adult	Frontal-cortex_male	0.1851504717114848
female	adult	Heart_female	-0.21862444148417598
female	adult	Heart_male	1.1818462892899442
female	adult	Hippocampus_male	0.01015164104403682
female	adult	Human-umbilical-vein-endothelial-cells_female	1.2363969665488268
female	adult	Hypothalamus_male	-0.22336107406367292
female	adult	Inferior-temporal-cortex_male	-0.2137520054260817
female	adult	Lung_male	0.014510511005026571
female	adult	Medial-prefrontal-cortex_male	-0.09491539041611406
female	adult	Mediodorsal-nucleus-of-the-thalamus_male	-1.3189898637708994
female	adult	Monocyte-derived-dendritic-cells_female	0.6502484073240318
female	adult	Monocyte-derived-dendritic-cells_male	0.6583339725971529
female	adult	Muscle_male	0.2321332333034229
female	adult	Nerve_male	0.6487567897234516
female	adult	Nucleusaccumbens_male	0.013636527015652647
female	adult	Orbital-prefrontal-cortex_male	0.3572049339465937
female	adult	Peripheral-blood-mononuclear-cells_female	-1.417469420927756
female	adult	Peripheral-blood-mononuclear-cells_male	-0.8756394538436443
female	adult	Posterior-inferior-parietal-cortex_male	-1.547712181225481
female	adult	Primary-auditory-cortex_male	-1.0764441823316508
female	adult	Primary-somatosensory-cortex_male	-1.2512908551992992
female	adult	Primary-visual-cortex_male	-1.7094048083750766
female	adult	Skin_male	0.13273305878421654
female	adult	Substantianigra_male	0.010589064314732263
female	adult	Superior-temporal-cortex_male	-1.1076187844999164
female	adult	Thalamus_female	-0.17230150295985777
female	adult	Thyroid_male	0.15566087431774367
female	adult	Ventrolateral-prefrontal-cortex_male	-1.2859179598484265
female	child	Adipose_male	0.9449835178545731
female	child	Artery_male	0.8571422776565434
female	child	Breast_female	-0.999574896739175
female	child	Breast_male	-0.11410406980282216
female	child	Caudate_male	1.4409879668875183
female	child	Cerebellum_female	-1.4642740807226837
female	child	Cerebellum_male	0.006021004914277753
female	child	Cortex_male	2.011146938095166
female	child	Dorsolateral-prefrontal-cortex_female	0.6645623519554563
female	child	Dorsolateral-prefrontal-cortex_male	0.040487214531895056
female	child	Frontal-cortex_female	0.07581311294998491
female	child	Frontal-cortex_male	0.7010956837246936
female	child	Heart_female	1.4933972496710817
female	child	Heart_male	-1.9013148437161205
female	child	Hippocampus_male	1.5087831474596776
female	child	Human-umbilical-vein-endothelial-cells_female	-1.3973110725287816
female	child	Hypothalamus_male	1.3765378270653301
female	child	Inferior-temporal-cortex_male	1.2183814268613042
female	child	Lung_male	1.4433361419159132
female	child	Medial-prefrontal-cortex_male	0.6010575510042995
female	child	Mediodorsal-nucleus-of-the-thalamus_male	1.4762995297158508
female	child	Monocyte-derived-dendritic-cells_female	-0.045851254626491145
female	child	Monocyte-derived-dendritic-cells_male	-0.565078640609255
female	child	Muscle_male	1.2447388220456315
female	child	Nerve_male	1.246996501506632
female	child	Nucleusaccumbens_male	1.5104983799305964
female	child	Orbital-prefrontal-cortex_male	1.6550262212527118
female	child	Peripheral-blood-mononuclear-cells_female	-0.2205145440798533
female	child	Peripheral-blood-mononuclear-cells_male	-3.3672447716613423
female	child	Posterior-inferior-parietal-cortex_male	1.5544093947477438
female	child	Primary-auditory-cortex_male	-0.022146120017649883
female	child	Primary-somatosensory-cortex_male	1.4998197139792986
female	child	Primary-visual-cortex_male	1.4978167115844248
female	child	Skin_male	0.9004351939187366
female	child	Substantianigra_male	1.4975425600765526
female	child	Superior-temporal-cortex_male	-0.13497340119063062
female	child	Thalamus_female	0.1097752289491778
female	child	Thyroid_male	1.3827062660917995
female	child	Ventrolateral-prefrontal-cortex_male	0.7850142491898813
female	infant	Adipose_male	-0.30081056224396463
female	infant	Artery_male	-0.32370283453727944
female	infant	Breast_female	1.4776756758911715
female	infant	Breast_male	0.7897045723595693
female	infant	Caudate_male	0.08293500301409534
female	infant	Cerebellum_female	-1.1228335419892936
female	infant	Cerebellum_male	0.8098144502003374
female	infant	Cortex_male	0.2873853865351318
female	infant	Dorsolateral-prefrontal-cortex_female	0.15104650937019967
female	infant	Dorsolateral-prefrontal-cortex_male	-1.9865683221773964
female	infant	Frontal-cortex_female	-1.036816021704761
female	infant	Frontal-cortex_male	-0.09627235331631312
female	infant	Heart_female	0.18100949705026326
female	infant	Heart_male	-1.3272436006400257
female	infant	Hippocampus_male	0.08736906545590134
female	infant	Human-umbilical-vein-endothelial-cells_female	-1.011825082347593
female	infant	Hypothalamus_male	0.08421149475951496
female	infant	Inferior-temporal-cortex_male	-0.48838973187716367
female	infant	Lung_male	0.08481963130375886
female	infant	Medial-prefrontal-cortex_male	-0.5738829611601279
female	infant	Mediodorsal-nucleus-of-the-thalamus_male	-0.20591892928362865
female	infant	Monocyte-derived-dendritic-cells_female	0.7911403416458069
female	infant	Monocyte-derived-dendritic-cells_male	0.49319542075984646
female	infant	Muscle_male	-0.2026327013918332
female	infant	Nerve_male	0.08707327546175185
female	infant	Nucleusaccumbens_male	0.08284258261598189
female	infant	Orbital-prefrontal-cortex_male	-2.5266409774478062
female	infant	Peripheral-blood-mononuclear-cells_female	3.264280811443303
female	infant	Peripheral-blood-mononuclear-cells_male	-1.432370024715067
female	infant	Posterior-inferior-parietal-cortex_male	0.021461773961299016
female	infant	Primary-auditory-cortex_male	-0.5945859055669399
female	infant	Primary-somatosensory-cortex_male	-0.5095657414449406
female	infant	Primary-visual-cortex_male	0.7218251559893086
female	infant	Skin_male	-0.23591848488653247
female	infant	Substantianigra_male	0.08306045156696788
female	infant	Superior-temporal-cortex_male	0.7646415904623377
female	infant	Thalamus_female	0.23449754913216866
female	infant	Thyroid_male	0.12080047301832632
female	infant	Ventrolateral-prefrontal-cortex_male	-0.6014481542373172
female	middle_adult	Adipose_male	-1.4241310284929778
female	middle_adult	Artery_male	-1.8064053715838924
female	middle_adult	Breast_female	-1.4802706953448035
female	middle_adult	Breast_male	0.5795342657692717
female	middle_adult	Caudate_male	-1.8779748704395167
female	middle_adult	Cerebellum_female	-0.3232464853430737
female	middle_adult	Cerebellum_male	-0.16196573849293033
female	middle_adult	Cortex_male	-0.8543734505323843
female	middle_adult	Dorsolateral-prefrontal-cortex_female	-0.5025543035671982
female	middle_adult	Dorsolateral-prefrontal-cortex_male	0.6627685453178277
female	middle_adult	Frontal-cortex_female	-0.05264174664895043
female	middle_adult	Frontal-cortex_male	-0.8604238194471152
female	middle_adult	Heart_female	0.10903819569909723
female	middle_adult	Heart_male	0.6596013703816183
female	middle_adult	Hippocampus_male	-1.913383328221662
female	middle_adult	Human-umbilical-vein-endothelial-cells_female	3.599071482685174
female	middle_adult	Hypothalamus_male	-1.401790190067892
female	middle_adult	Inferior-temporal-cortex_male	-1.340321626062556
female	middle_adult	Lung_male	-1.8861022153994342
female	middle_adult	Medial-prefrontal-cortex_male	-0.7395014129056435
female	middle_adult	Mediodorsal-nucleus-of-the-thalamus_male	-0.6323281587551512
female	middle_adult	Monocyte-derived-dendritic-cells_female	-0.02747267087903893
female	middle_adult	Monocyte-derived-dendritic-cells_male	-0.7174412608711872
female	middle_adult	Muscle_male	-2.0598166304887915
female	middle_adult	Nerve_male	-1.973978844350942
female	middle_adult	Nucleusaccumbens_male	-2.045455889188628
female	middle_adult	Orbital-prefrontal-cortex_male	-0.9903454273892296
female	middle_adult	Peripheral-blood-mononuclear-cells_female	-2.0701345698658944
female	middle_adult	Peripheral-blood-mononuclear-cells_male	3.2344274481183994
female	middle_adult	Posterior-inferior-parietal-cortex_male	-1.2969296605459677
female	middle_adult	Primary-auditory-cortex_male	-1.484645384311719
female	middle_adult	Primary-somatosensory-cortex_male	-1.7280162400751315
female	middle_adult	Primary-visual-cortex_male	-1.1743320175747554
female	middle_adult	Skin_male	-1.5242315803838749
female	middle_adult	Substantianigra_male	-1.9071601722524474
female	middle_adult	Superior-temporal-cortex_male	1.3224199262081724
female	middle_adult	Thalamus_female	0.1439304820118387
female	middle_adult	Thyroid_male	-2.1266618914841713
female	middle_adult	Ventrolateral-prefrontal-cortex_male	-1.436519055290834
female	old_adult	Adipose_male	3.6114898122307806
female	old_adult	Artery_male	3.8858981056148534
female	old_adult	Breast_female	-0.09225643429991089
female	old_adult	Breast_male	1.670389072405785
female	old_adult	Caudate_male	4.688793254417745
female	old_adult	Cerebellum_female	0.011900078856438701
female	old_adult	Cerebellum_male	1.5248025887391807
female	old_adult	Cortex_male	4.365628948957473
female	old_adult	Dorsolateral-prefrontal-cortex_female	1.5641828013961045
female	old_adult	Dorsolateral-prefrontal-cortex_male	3.966860977251942
female	old_adult	Frontal-cortex_female	2.431211569590859
female	old_adult	Frontal-cortex_male	2.0674101344693683
female	old_adult	Heart_female	-0.8600434331446016
female	old_adult	Heart_male	2.747522651838222
female	old_adult	Hippocampus_male	4.916474410084822
female	old_adult	Human-umbilical-vein-endothelial-cells_female	1.4571854347351358
female	old_adult	Hypothalamus_male	4.461924171947078
female	old_adult	Inferior-temporal-cortex_male	4.78442391063492
female	old_adult	Lung_male	4.690703123361698
female	old_adult	Medial-prefrontal-cortex_male	3.876935136220505
female	old_adult	Mediodorsal-nucleus-of-the-thalamus_male	4.750896384608566
female	old_adult	Monocyte-derived-dendritic-cells_female	-0.37677991729297594
female	old_adult	Monocyte-derived-dendritic-cells_male	3.3616994076751987
female	old_adult	Muscle_male	4.73875298796973
female	old_adult	Nerve_male	3.8570838076823035
female	old_adult	Nucleusaccumbens_male	4.905245905814323
female	old_adult	Orbital-prefrontal-cortex_male	4.050730354944249
female	old_adult	Peripheral-blood-mononuclear-cells_female	-2.065406093078363
female	old_adult	Peripheral-blood-mononuclear-cells_male	4.453207606443671
female	old_adult	Posterior-inferior-parietal-cortex_male	3.4410589092245885
female	old_adult	Primary-auditory-cortex_male	3.120977983948653
female	old_adult	Primary-somatosensory-cortex_male	5.349719671515007
female	old_adult	Primary-visual-cortex_male	4.510694739136706
female	old_adult	Skin_male	3.3938548871654994
female	old_adult	Substantianigra_male	4.900769963013209
female	old_adult	Superior-temporal-cortex_male	2.5781030938867864
female	old_adult	Thalamus_female	0.41665949521337037
female	old_adult	Thyroid_male	4.485668693015083
female	old_adult	Ventrolateral-prefrontal-cortex_male	4.146491101095218
female	older_adult	Adipose_male	0.06101805686593029
female	older_adult	Artery_male	0.18370658097872594
female	older_adult	Breast_female	0.04686011786656772
female	older_adult	Breast_male	0.031100878438181635
female	older_adult	Caudate_male	-0.3365426664164486
female	older_adult	Cerebellum_female	0.24147802735799548
female	older_adult	Cerebellum_male	1.5859447307253722
female	older_adult	Cortex_male	0.13170381723945898
female	older_adult	Dorsolateral-prefrontal-cortex_female	0.10607168787760628
female	older_adult	Dorsolateral-prefrontal-cortex_male	0.6200670273166312
female	older_adult	Frontal-cortex_female	-0.7558046955014909
female	older_adult	Frontal-cortex_male	1.2054287577396
female	older_adult	Heart_female	0.3596585749237378
female	older_adult	Heart_male	1.145410349684485
female	older_adult	Hippocampus_male	-0.39306797964849344
female	older_adult	Human-umbilical-vein-endothelial-cells_female	2.2652059749386337
female	older_adult	Hypothalamus_male	-0.2866428097947738
female	older_adult	Inferior-temporal-cortex_male	-0.8990065933176424
female	older_adult	Lung_male	-0.33989657439807025
female	older_adult	Medial-prefrontal-cortex_male	-1.729661902393193
female	older_adult	Mediodorsal-nucleus-of-the-thalamus_male	-0.8636325433134889
female	older_adult	Monocyte-derived-dendritic-cells_female	2.9553505598856415
female	older_adult	Monocyte-derived-dendritic-cells_male	-0.03164050689265003
female	older_adult	Muscle_male	0.6632324111739692
female	older_adult	Nerve_male	-0.21259305337491433
female	older_adult	Nucleusaccumbens_male	-0.3549723811914844
female	older_adult	Orbital-prefrontal-cortex_male	0.042000514743502165
female	older_adult	Peripheral-blood-mononuclear-cells_female	-2.7099460400278703
female	older_adult	Peripheral-blood-mononuclear-cells_male	5.900050152034863
female	older_adult	Posterior-inferior-parietal-cortex_male	-0.1592024500623639
female	older_adult	Primary-auditory-cortex_male	-0.3713727106343638
female	older_adult	Primary-somatosensory-cortex_male	-1.2064045308571802
female	older_adult	Primary-visual-cortex_male	-0.35803138458333084
female	older_adult	Skin_male	-0.7788553727941648
female	older_adult	Substantianigra_male	-0.3886519908983152
female	older_adult	Superior-temporal-cortex_male	-0.09595311546670483
female	older_adult	Thalamus_female	-0.2416275508179649
female	older_adult	Thyroid_male	-0.4225679379357596
female	older_adult	Ventrolateral-prefrontal-cortex_male	-0.41219273291594827
female	young_adult	Adipose_male	0.5215476515245218
female	young_adult	Artery_male	0.9044389077353104
female	young_adult	Breast_female	-0.779573261301108
female	young_adult	Breast_male	0.9839890854592679
female	young_adult	Caudate_male	0.6946069447132506
female	young_adult	Cerebellum_female	0.3771257126046218
female	young_adult	Cerebellum_male	-0.9654718979910085
female	young_adult	Cortex_male	0.021263723554358512
female	young_adult	Dorsolateral-prefrontal-cortex_female	0.5848143879767483
female	young_adult	Dorsolateral-prefrontal-cortex_male	0.4454344041099591
female	young_adult	Frontal-cortex_female	-0.1858673318069628
female	young_adult	Frontal-cortex_male	-0.1399518771443411
female	young_adult	Heart_female	0.5637530292145857
female	young_adult	Heart_male	-2.1141273394017865
female	young_adult	Hippocampus_male	0.5936793175571747
female	young_adult	Human-umbilical-vein-endothelial-cells_female	-1.1014027895955156
female	young_adult	Hypothalamus_male	0.6462103202829405
female	young_adult	Inferior-temporal-cortex_male	1.1280244201769196
female	young_adult	Lung_male	0.6907402330729806
female	young_adult	Medial-prefrontal-cortex_male	0.9557621705615846
female	young_adult	Mediodorsal-nucleus-of-the-thalamus_male	0.9902514890412377
female	young_adult	Monocyte-derived-dendritic-cells_female	-1.28767758939798
female	young_adult	Monocyte-derived-dendritic-cells_male	-1.408090751044221
female	young_adult	Muscle_male	0.4814207797746129
female	young_adult	Nerve_male	0.6621748475446115
female	young_adult	Nucleusaccumbens_male	0.7625703504573893
female	young_adult	Orbital-prefrontal-cortex_male	0.7843472417559046
female	young_adult	Peripheral-blood-mononuclear-cells_female	4.429668072808961
female	young_adult	Peripheral-blood-mononuclear-cells_male	-3.1519007041258735
female	young_adult	Posterior-inferior-parietal-cortex_male	2.6811075299007183
female	young_adult	Primary-auditory-cortex_male	2.630258008045853
female	young_adult	Primary-somatosensory-cortex_male	1.9488328833106374
female	young_adult	Primary-visual-cortex_male	1.5796269231773363
female	young_adult	Skin_male	1.0660751582711943
female	young_adult	Substantianigra_male	0.5871447880182737
female	young_adult	Superior-temporal-cortex_male	0.31681210309459235
female	young_adult	Thalamus_female	0.7625594681179576
female	young_adult	Thyroid_male	0.8738301367050298
female	young_adult	Ventrolateral-prefrontal-cortex_male	2.1934484471838487
female	young_child	Adipose_male	0.42420569370274336
female	young_child	Artery_male	0.5168236481839683
female	young_child	Breast_female	3.3790706667583263
female	young_child	Breast_male	0.4619015416407161
female	young_child	Caudate_male	0.4640143298671589
female	young_child	Cerebellum_female	1.204085618247069
female	young_child	Cerebellum_male	2.2224670432013913
female	young_child	Cortex_male	0.48202386287962307
female	young_child	Dorsolateral-prefrontal-cortex_female	0.23936542076523487
female	young_child	Dorsolateral-prefrontal-cortex_male	-2.23048633359423
female	young_child	Frontal-cortex_female	0.268938462722085
female	young_child	Frontal-cortex_male	1.0852376712520468
female	young_child	Heart_female	-0.4699321379433598
female	young_child	Heart_male	1.3349068761972256
female	young_child	Hippocampus_male	0.4820293407334604
female	young_child	Human-umbilical-vein-endothelial-cells_female	-2.227288407944513
female	young_child	Hypothalamus_male	0.39219034555736165
female	young_child	Inferior-temporal-cortex_male	0.07701231541958188
female	young_child	Lung_male	0.46508028931359363
female	young_child	Medial-prefrontal-cortex_male	-0.24246875203536428
female	young_child	Mediodorsal-nucleus-of-the-thalamus_male	1.045554767082756
female	young_child	Monocyte-derived-dendritic-cells_female	1.1601167127161234
female	young_child	Monocyte-derived-dendritic-cells_male	0.3944637203422198
female	young_child	Muscle_male	0.6333966064585621
female	young_child	Nerve_male	0.10559481205080065
female	young_child	Nucleusaccumbens_male	0.4809395747566073
female	young_child	Orbital-prefrontal-cortex_male	0.6395764360018688
female	young_child	Peripheral-blood-mononuclear-cells_female	-0.014168612831827018
female	young_child	Peripheral-blood-mononuclear-cells_male	-2.3611177949547946
female	young_child	Posterior-inferior-parietal-cortex_male	0.3473782706287376
