Entrez	tissue
150596	brain
150677	brain
150681	brain
150786	brain
151112	brain
151121	brain
151176	brain
151484	brain
151531	brain
151647	brain
151658	brain
1517	brain
151835	brain
152015	brain
152586	brain
152742	brain
152789	brain
153328	brain
153643	brain
154064	brain
154150	brain
154197	brain
154215	brain
154313	brain
154790	brain
154860	brain
1557	brain
157376	brain
157556	brain
157627	brain
157739	brain
157777	brain
157807	brain
157848	brain
157855	brain
158038	brain
158434	brain
1585	brain
158506	brain
158511	brain
158521	brain
158763	brain
158798	brain
158835	brain
158931	brain
1591	brain
1592	brain
159963	brain
160492	brain
1607	brain
160728	brain
160762	brain
1610	brain
161003	brain
161357	brain
161497	brain
161514	brain
1618	brain
161829	brain
1620	brain
162282	brain
162333	brain
162540	brain
1630	brain
163404	brain
163479	brain
163933	brain
1641	brain
164127	brain
164312	brain
164395	brain
1644	brain
164633	brain
164656	brain
164714	brain
164781	brain
165257	brain
165679	brain
165721	brain
1669	brain
166979	brain
1670	brain
1671	brain
167410	brain
168090	brain
168391	brain
168400	brain
168448	brain
170261	brain
170302	brain
170627	brain
170690	brain
170692	brain
170712	brain
170850	brain
171019	brain
171482	brain
174	brain
1745	brain
1746	brain
1750	brain
1755	brain
1758	brain
1761	brain
1770	brain
1807	brain
181	brain
1812	brain
1813	brain
1821	brain
1826	brain
1852	brain
190	brain
192134	brain
1943	brain
195814	brain
196051	brain
1961	brain
196385	brain
196472	brain
196475	brain
197021	brain
198437	brain
1990	brain
1993	brain
1995	brain
1996	brain
199699	brain
200150	brain
200350	brain
200373	brain
200403	brain
200407	brain
200504	brain
201140	brain
201299	brain
201456	brain
201477	brain
2016	brain
201617	brain
201780	brain
2019	brain
2020	brain
202500	brain
202559	brain
203074	brain
203569	brain
2044	brain
204474	brain
2046	brain
205147	brain
205860	brain
207107	brain
2134	brain
2138	brain
2147	brain
2155	brain
2172	brain
2173	brain
219287	brain
219525	brain
219527	brain
219578	brain
219595	brain
2196	brain
219670	brain
219681	brain
219731	brain
219793	brain
219938	brain
219970	brain
219995	brain
220107	brain
220202	brain
220296	brain
220359	brain
220416	brain
221060	brain
221074	brain
221191	brain
221223	brain
221391	brain
221409	brain
221424	brain
221458	brain
221833	brain
221938	brain
222008	brain
222537	brain
222662	brain
222967	brain
223075	brain
2248	brain
2250	brain
2253	brain
2259	brain
2262	brain
22802	brain
22843	brain
22844	brain
22865	brain
22891	brain
22895	brain
2290	brain
22983	brain
22986	brain
22987	brain
22989	brain
22999	brain
23007	brain
2301	brain
2302	brain
23025	brain
23040	brain
23072	brain
23101	brain
23109	brain
23120	brain
23205	brain
23209	brain
23217	brain
23251	brain
23305	brain
23316	brain
2334	brain
23349	brain
23415	brain
23418	brain
23504	brain
23544	brain
23546	brain
23547	brain
23563	brain
23591	brain
23620	brain
23630	brain
23671	brain
23676	brain
23732	brain
23742	brain
238	brain
242	brain
245806	brain
245972	brain
246176	brain
246213	brain
2488	brain
2492	brain
250	brain
2515	brain
253044	brain
253152	brain
253314	brain
253559	brain
253582	brain
253962	brain
254028	brain
254050	brain
254187	brain
254240	brain
254272	brain
254439	brain
254528	brain
254559	brain
254956	brain
255082	brain
255101	brain
255119	brain
255275	brain
2554	brain
255426	brain
2555	brain
2556	brain
255654	brain
2557	brain
255738	brain
255762	brain
255798	brain
2558	brain
2559	brain
255928	brain
2560	brain
256076	brain
2561	brain
256130	brain
2562	brain
256223	brain
256297	brain
2563	brain
256472	brain
2565	brain
256536	brain
2566	brain
2567	brain
256815	brain
256979	brain
257	brain
2571	brain
2572	brain
257240	brain
25758	brain
257629	brain
25763	brain
25769	brain
25770	brain
25774	brain
25803	brain
25818	brain
25830	brain
25834	brain
25858	brain
25859	brain
2587	brain
25876	brain
2596	brain
26038	brain
260434	brain
26045	brain
26047	brain
26050	brain
26059	brain
26070	brain
26074	brain
26077	brain
26103	brain
26138	brain
26184	brain
26220	brain
26239	brain
26246	brain
26251	brain
26257	brain
26289	brain
26291	brain
26330	brain
2636	brain
2641	brain
2645	brain
26526	brain
2658	brain
26609	brain
26659	brain
26664	brain
2670	brain
26716	brain
26832	brain
26835	brain
2691	brain
2692	brain
2693	brain
26998	brain
27012	brain
27019	brain
27023	brain
27087	brain
27092	brain
27112	brain
27121	brain
27136	brain
27146	brain
27156	brain
27164	brain
27255	brain
27283	brain
27296	brain
27302	brain
2731	brain
27328	brain
2742	brain
2765	brain
2779	brain
2785	brain
279	brain
282966	brain
2830	brain
283150	brain
28316	brain
283165	brain
283212	brain
283332	brain
283352	brain
283385	brain
2834	brain
283404	brain
283420	brain
283455	brain
283461	brain
283480	brain
2835	brain
283514	brain
283521	brain
283547	brain
283576	brain
283592	brain
283601	brain
283673	brain
283685	brain
283688	brain
283692	brain
283731	brain
283748	brain
283761	brain
283767	brain
283856	brain
283867	brain
283888	brain
283902	brain
283914	brain
283971	brain
283985	brain
283994	brain
283999	brain
284067	brain
284071	brain
284085	brain
284100	brain
284111	brain
284124	brain
284191	brain
2842	brain
284241	brain
284274	brain
284293	brain
284312	brain
284338	brain
284339	brain
284355	brain
284395	brain
284415	brain
284418	brain
284422	brain
284424	brain
284427	brain
284434	brain
284467	brain
284485	brain
2845	brain
284521	brain
284525	brain
284576	brain
284656	brain
2847	brain
284798	brain
284800	brain
284801	brain
284835	brain
284930	brain
284933	brain
284948	brain
284998	brain
285045	brain
285093	brain
285126	brain
285175	brain
285194	brain
285220	brain
285224	brain
285231	brain
285370	brain
285375	brain
285389	brain
285441	brain
285501	brain
285525	brain
285577	brain
285588	brain
285641	brain
285643	brain
285668	brain
285692	brain
285735	brain
285780	brain
285800	brain
285834	brain
285888	brain
285905	brain
285954	brain
286	brain
286083	brain
286114	brain
286178	brain
286184	brain
286187	brain
286204	brain
286234	brain
286333	brain
2864	brain
286436	brain
286464	brain
286499	brain
2890	brain
2891	brain
2893	brain
2895	brain
2897	brain
2898	brain
2899	brain
2902	brain
2903	brain
2904	brain
2905	brain
29106	brain
2911	brain
29113	brain
29114	brain
29118	brain
2912	brain
2913	brain
2914	brain
2915	brain
2917	brain
2918	brain
2922	brain
2928	brain
2940	brain
2978	brain
29906	brain
2993	brain
2994	brain
29943	brain
29991	brain
29993	brain
30010	brain
30012	brain
3010	brain
3036	brain
3045	brain
3049	brain
3060	brain
30813	brain
30820	brain
3083	brain
3116	brain
312	brain
3166	brain
3167	brain
3172	brain
317701	brain
3196	brain
3208	brain
3250	brain
326340	brain
3283	brain
3352	brain
3354	brain
3356	brain
3358	brain
3359	brain
3360	brain
3361	brain
3375	brain
338002	brain
3381	brain
338376	brain
338557	brain
338645	brain
338651	brain
338739	brain
338761	brain
338963	brain
339059	brain
339145	brain
339184	brain
339298	brain
339345	brain
339390	brain
339398	brain
339416	brain
339442	brain
339479	brain
339501	brain
339512	brain
339779	brain
339822	brain
340120	brain
340204	brain
340260	brain
340393	brain
340508	brain
340529	brain
340547	brain
340562	brain
340596	brain
340745	brain
340784	brain
340900	brain
340990	brain
341880	brain
341883	brain
342	brain
342346	brain
342850	brain
342865	brain
342918	brain
342933	brain
342977	brain
343	brain
343172	brain
343263	brain
343472	brain
343702	brain
344	brain
3440	brain
344191	brain
344758	brain
344805	brain
344807	brain
344838	brain
344905	brain
345062	brain
345222	brain
345456	brain
345630	brain
346171	brain
346288	brain
346606	brain
346673	brain
347088	brain
347252	brain
347411	brain
347517	brain
347549	brain
347689	brain
347694	brain
347730	brain
347731	brain
347741	brain
348303	brain
3484	brain
348761	brain
348807	brain
348840	brain
348938	brain
348980	brain
353131	brain
353132	brain
353135	brain
353149	brain
3547	brain
3578	brain
3589	brain
3598	brain
359809	brain
360203	brain
360226	brain
361	brain
363	brain
3642	brain
3698	brain
3736	brain
3737	brain
3739	brain
374355	brain
3746	brain
3747	brain
374768	brain
374786	brain
374860	brain
374877	brain
374890	brain
374918	brain
374955	brain
3751	brain
375318	brain
375323	brain
375337	brain
3754	brain
375567	brain
3756	brain
375607	brain
375612	brain
375759	brain
3758	brain
3760	brain
3761	brain
376132	brain
3763	brain
3765	brain
3766	brain
3773	brain
3780	brain
3785	brain
3786	brain
3787	brain
378825	brain
3792	brain
3798	brain
3814	brain
3822	brain
3823	brain
3850	brain
386617	brain
386618	brain
387055	brain
387486	brain
387597	brain
387601	brain
387644	brain
387775	brain
387836	brain
387914	brain
387978	brain
388015	brain
388021	brain
3881	brain
3883	brain
388394	brain
388419	brain
3885	brain
388512	brain
388555	brain
388649	brain
388662	brain
3887	brain
388719	brain
388882	brain
3889	brain
388951	brain
389015	brain
389023	brain
389033	brain
389073	brain
389075	brain
389197	brain
389206	brain
389208	brain
389257	brain
389320	brain
389332	brain
389336	brain
389383	brain
389421	brain
389549	brain
389602	brain
389730	brain
389799	brain
389816	brain
389827	brain
389903	brain
390181	brain
390616	brain
390664	brain
390928	brain
3950	brain
3975	brain
399670	brain
399694	brain
399829	brain
399947	brain
399967	brain
40	brain
400120	brain
400224	brain
400238	brain
4004	brain
400541	brain
400548	brain
400558	brain
400612	brain
400618	brain
400620	brain
400710	brain
400745	brain
400757	brain
400794	brain
400891	brain
400932	brain
400958	brain
401067	brain
401089	brain
401236	brain
401250	brain
401387	brain
401398	brain
401498	brain
401551	brain
402160	brain
402381	brain
4025	brain
402573	brain
402665	brain
403314	brain
4036	brain
404037	brain
404203	brain
404216	brain
4062	brain
406886	brain
406957	brain
407738	brain
408263	brain
4099	brain
4111	brain
414149	brain
414152	brain
415056	brain
416	brain
4168	brain
417	brain
4184	brain
4284	brain
429	brain
4308	brain
431707	brain
432	brain
4336	brain
4340	brain
4342	brain
4353	brain
439927	brain
439933	brain
440023	brain
440040	brain
440050	brain
440077	brain
440097	brain
440184	brain
440243	brain
440279	brain
440307	brain
440356	brain
440435	brain
440518	brain
440699	brain
440730	brain
440757	brain
440829	brain
440896	brain
440910	brain
440934	brain
441061	brain
441151	brain
441452	brain
441459	brain
441601	brain
441818	brain
442028	brain
442117	brain
442247	brain
442421	brain
442444	brain
442523	brain
4435	brain
444882	brain
445577	brain
449520	brain
4496	brain
4504	brain
4543	brain
4588	brain
460	brain
4604	brain
4640	brain
4654	brain
4656	brain
4661	brain
4741	brain
4745	brain
4747	brain
4760	brain
4761	brain
478	brain
479	brain
4808	brain
4821	brain
4825	brain
4829	brain
4842	brain
4852	brain
4868	brain
4879	brain
4884	brain
4887	brain
491	brain
492	brain
4922	brain
4923	brain
493829	brain
493860	brain
494188	brain
495	brain
4956	brain
497190	brain
4973	brain
4974	brain
4978	brain
4986	brain
4988	brain
4990	brain
4992	brain
4995	brain
5013	brain
5015	brain
5020	brain
5021	brain
5047	brain
5053	brain
50614	brain
50617	brain
50632	brain
50700	brain
5076	brain
5077	brain
5080	brain
50801	brain
5081	brain
50834	brain
50859	brain
50944	brain
50945	brain
5100	brain
51046	brain
51059	brain
51083	brain
51151	brain
5122	brain
51268	brain
51286	brain
51298	brain
51305	brain
51364	brain
51412	brain
51440	brain
51555	brain
51617	brain
51666	brain
51686	brain
51725	brain
5173	brain
5174	brain
51761	brain
51764	brain
5179	brain
5276	brain
5301	brain
5313	brain
53353	brain
5367	brain
5368	brain
5375	brain
53828	brain
53919	brain
53942	brain
54072	brain
54112	brain
541466	brain
54207	brain
54212	brain
54329	brain
54363	brain
5444	brain
54457	brain
54514	brain
5453	brain
5454	brain
5455	brain
54550	brain
54551	brain
5456	brain
5457	brain
5458	brain
547	brain
5470	brain
54715	brain
54734	brain
54738	brain
5475	brain
54754	brain
54763	brain
54766	brain
54768	brain
54769	brain
54777	brain
54825	brain
54857	brain
54886	brain
54967	brain
55079	brain
551	brain
55117	brain
55195	brain
5521	brain
55220	brain
55237	brain
552853	brain
552859	brain
553	brain
554202	brain
554226	brain
554235	brain
554282	brain
55511	brain
55515	brain
55521	brain
55530	brain
55531	brain
55532	brain
55539	brain
5568	brain
5582	brain
55879	brain
55964	brain
55997	brain
55999	brain
56	brain
56062	brain
56098	brain
56134	brain
56136	brain
56137	brain
56138	brain
56142	brain
56146	brain
56147	brain
56154	brain
56164	brain
56253	brain
5626	brain
56269	brain
56300	brain
56301	brain
56302	brain
56341	brain
5646	brain
56479	brain
5650	brain
5651	brain
5653	brain
5657	brain
56660	brain
56676	brain
5671	brain
5672	brain
5673	brain
56751	brain
56853	brain
56884	brain
56896	brain
56923	brain
56934	brain
56936	brain
56956	brain
56961	brain
570	brain
57084	brain
57110	brain
57113	brain
57127	brain
57144	brain
57156	brain
57172	brain
57282	brain
57338	brain
57369	brain
57408	brain
574538	brain
5746	brain
57467	brain
57468	brain
57471	brain
57495	brain
57497	brain
57512	brain
57524	brain
57528	brain
57529	brain
57540	brain
57554	brain
57574	brain
57578	brain
57582	brain
57586	brain
57611	brain
57626	brain
57628	brain
57642	brain
57663	brain
57709	brain
57795	brain
57817	brain
57830	brain
5798	brain
5801	brain
58157	brain
58158	brain
5816	brain
58510	brain
58512	brain
58524	brain
58538	brain
5865	brain
59082	brain
5923	brain
59283	brain
59284	brain
59285	brain
59344	brain
594855	brain
5988	brain
5992	brain
5995	brain
6000	brain
6011	brain
6014	brain
6017	brain
606293	brain
60680	brain
6084	brain
6098	brain
610	brain
613126	brain
613211	brain
613212	brain
6247	brain
6261	brain
6295	brain
6323	brain
6326	brain
6327	brain
6334	brain
6370	brain
6374	brain
63827	brain
63928	brain
63930	brain
63950	brain
63970	brain
63973	brain
63974	brain
63982	brain
64106	brain
64137	brain
641515	brain
64211	brain
642345	brain
642394	brain
64241	brain
642597	brain
642633	brain
642636	brain
642864	brain
642938	brain
642968	brain
642987	brain
643037	brain
643160	brain
643236	brain
643714	brain
64377	brain
643965	brain
6440	brain
64405	brain
644093	brain
644139	brain
644186	brain
644444	brain
644524	brain
64478	brain
644890	brain
645202	brain
645323	brain
645355	brain
645369	brain
645426	brain
645434	brain
6456	brain
6457	brain
645961	brain
645974	brain
646096	brain
646486	brain
646522	brain
646603	brain
646625	brain
646627	brain
646643	brain
646658	brain
646799	brain
646892	brain
6469	brain
646960	brain
64714	brain
647166	brain
647286	brain
647309	brain
647589	brain
6476	brain
64850	brain
64902	brain
6492	brain
6493	brain
6496	brain
6506	brain
650655	brain
6511	brain
6521	brain
65217	brain
6528	brain
652972	brain
652991	brain
653073	brain
6531	brain
653149	brain
653316	brain
6534	brain
653437	brain
6538	brain
6540	brain
654231	brain
6543	brain
654429	brain
6547	brain
6549	brain
6557	brain
6561	brain
6572	brain
6579	brain
6585	brain
6588	brain
6620	brain
6656	brain
6658	brain
6664	brain
668	brain
6706	brain
6710	brain
6736	brain
6750	brain
6753	brain
676	brain
6770	brain
6847	brain
6857	brain
6860	brain
6861	brain
6862	brain
6866	brain
6900	brain
6953	brain
6999	brain
7015	brain
7021	brain
7036	brain
7054	brain
7069	brain
7080	brain
7101	brain
7142	brain
7143	brain
7161	brain
7200	brain
7222	brain
723961	brain
724027	brain
7274	brain
7276	brain
727832	brain
727915	brain
728116	brain
728192	brain
728215	brain
728229	brain
728310	brain
728485	brain
728637	brain
729156	brain
729238	brain
729254	brain
729264	brain
729305	brain
729522	brain
729652	brain
729658	brain
729665	brain
729786	brain
729815	brain
7299	brain
729956	brain
729993	brain
730130	brain
730811	brain
732	brain
732253	brain
7356	brain
7379	brain
7401	brain
7425	brain
7447	brain
7471	brain
7476	brain
7477	brain
7478	brain
7545	brain
7546	brain
7547	brain
758	brain
763	brain
765	brain
766	brain
768097	brain
7681	brain
768222	brain
7712	brain
773	brain
774	brain
777	brain
7781	brain
7783	brain
779	brain
780529	brain
7809	brain
7857	brain
786	brain
78997	brain
79012	brain
79054	brain
791114	brain
791115	brain
79187	brain
793	brain
7932	brain
79412	brain
79570	brain
79628	brain
79698	brain
79722	brain
79740	brain
79748	brain
79853	brain
79948	brain
80032	brain
80036	brain
80059	brain
80122	brain
80164	brain
8022	brain
80309	brain
80329	brain
80831	brain
81033	brain
814	brain
81472	brain
81494	brain
815	brain
81501	brain
81551	brain
81569	brain
81793	brain
81832	brain
8193	brain
8224	brain
8320	brain
8332	brain
8335	brain
83417	brain
83445	brain
83446	brain
83447	brain
83482	brain
83546	brain
83639	brain
83656	brain
83659	brain
83661	brain
83697	brain
83698	brain
83723	brain
83795	brain
83851	brain
83873	brain
83876	brain
83881	brain
83889	brain
83894	brain
83998	brain
84059	brain
84063	brain
84084	brain
84107	brain
84109	brain
84218	brain
84229	brain
84239	brain
84249	brain
84258	brain
8433	brain
84332	brain
84435	brain
84443	brain
84465	brain
84466	brain
84467	brain
84504	brain
84528	brain
84530	brain
84618	brain
84620	brain
84623	brain
84630	brain
84631	brain
84634	brain
84643	brain
84647	brain
84660	brain
84675	brain
84684	brain
84688	brain
84690	brain
84691	brain
84699	brain
8471	brain
84735	brain
84839	brain
84867	brain
84871	brain
84889	brain
84929	brain
84944	brain
84970	brain
84983	brain
85300	brain
85320	brain
85366	brain
85397	brain
85416	brain
85438	brain
85443	brain
85445	brain
85452	brain
85455	brain
85508	brain
8601	brain
8618	brain
869	brain
8708	brain
8715	brain
8739	brain
8788	brain
88	brain
8838	brain
885	brain
886	brain
887	brain
8900	brain
8911	brain
8913	brain
8927	brain
8941	brain
8973	brain
89792	brain
8999	brain
90050	brain
90113	brain
90134	brain
90161	brain
90249	brain
9033	brain
9071	brain
9080	brain
9118	brain
9143	brain
9162	brain
91683	brain
91734	brain
91752	brain
9211	brain
92211	brain
92235	brain
9228	brain
9229	brain
92346	brain
92369	brain
9247	brain
9248	brain
927	brain
92736	brain
92749	brain
9283	brain
9312	brain
93190	brain
932	brain
93273	brain
93377	brain
93426	brain
9348	brain
93492	brain
9355	brain
9356	brain
9362	brain
93650	brain
93654	brain
9376	brain
9378	brain
9381	brain
9389	brain
94026	brain
94032	brain
94160	brain
9427	brain
9480	brain
9498	brain
9506	brain
9515	brain
9543	brain
9568	brain
9576	brain
9607	brain
9615	brain
9626	brain
9699	brain
9705	brain
9715	brain
9717	brain
9745	brain
9752	brain
9758	brain
9832	brain
9856	brain
9892	brain
9899	brain
9947	brain
9951	brain
9970	brain
100126791	breast
100128139	breast
100128385	breast
100129520	breast
100129940	breast
100130148	breast
100130827	breast
100131378	breast
100131390	breast
100131496	breast
100131897	breast
100132529	breast
100132979	breast
100144595	breast
100287226	breast
100288077	breast
100288122	breast
100288797	breast
100289650	breast
10050	breast
100505797	breast
100505839	breast
100505841	breast
100505851	breast
100505877	breast
100505967	breast
100505989	breast
100505993	breast
100506013	breast
100506113	breast
100506229	breast
100506305	breast
100506376	breast
100506409	breast
100506421	breast
100507064	breast
100507114	breast
100507584	breast
100507632	breast
100507657	breast
100507661	breast
100509620	breast
100652791	breast
100873939	breast
100874029	breast
100874091	breast
100874093	breast
100874095	breast
100874198	breast
100874282	breast
100874284	breast
100874364	breast
100874366	breast
100874374	breast
100996635	breast
100996645	breast
1010	breast
101055625	breast
101101772	breast
101234261	breast
101926956	breast
101927023	breast
101927096	breast
101927131	breast
101927189	breast
101927318	breast
101927495	breast
101927650	breast
101927698	breast
101927727	breast
101927808	breast
101927934	breast
101927972	breast
101927994	breast
101928141	breast
101928161	breast
101928223	breast
101928557	breast
101928569	breast
101928571	breast
101928677	breast
101928858	breast
101929080	breast
101929127	breast
101929144	breast
101929427	breast
101929552	breast
101929557	breast
101929563	breast
101929602	breast
101929626	breast
101929664	breast
101929726	breast
101954276	breast
10249	breast
102606463	breast
102723487	breast
102724201	breast
102724434	breast
102724699	breast
102725045	breast
104326189	breast
105369739	breast
105369848	breast
105369921	breast
105371485	breast
105372556	breast
105373100	breast
105373757	breast
105375166	breast
105375706	breast
105376557	breast
105377068	breast
105377736	breast
105378933	breast
105379006	breast
105379407	breast
10568	breast
106456574	breast
10647	breast
10655	breast
10690	breast
107984640	breast
107985092	breast
107986266	breast
107986453	breast
10887	breast
10917	breast
110806303	breast
11122	breast
11131	breast
1118	breast
11197	breast
11202	breast
112268408	breast
11254	breast
1128	breast
11280	breast
11283	breast
114770	breast
1149	breast
115795	breast
115827	breast
115861	breast
116085	breast
116255	breast
117159	breast
117195	breast
117532	breast
117579	breast
118430	breast
118611	breast
119548	breast
124	breast
124220	breast
124773	breast
125115	breast
125336	breast
125931	breast
126410	breast
127	breast
127255	breast
127343	breast
127707	breast
1280	breast
128653	breast
13	breast
130399	breast
1308	breast
131177	breast
131873	breast
136259	breast
136263	breast
1394	breast
140689	breast
143662	breast
143941	breast
144195	breast
1446	breast
145258	breast
145264	breast
145873	breast
146754	breast
146852	breast
147183	breast
147700	breast
148145	breast
148545	breast
149461	breast
149563	breast
149773	breast
150280	breast
150572	breast
151112	breast
151234	breast
152015	breast
152742	breast
152831	breast
153201	breast
153328	breast
154064	breast
1551	breast
155465	breast
157855	breast
1579	breast
1581	breast
158835	breast
162540	breast
163589	breast
163720	breast
1641	breast
164153	breast
165257	breast
165721	breast
1668	breast
1669	breast
170370	breast
170626	breast
170692	breast
174	breast
1758	breast
1767	breast
1811	breast
1823	breast
1825	breast
1828	breast
1830	breast
189	breast
195814	breast
195977	breast
196472	breast
196993	breast
2001	breast
201853	breast
2019	breast
203074	breast
203430	breast
2038	breast
206338	breast
207107	breast
2173	breast
2196	breast
219793	breast
219970	breast
220296	breast
221409	breast
222	breast
222662	breast
223075	breast
22917	breast
2299	breast
23316	breast
2348	breast
23591	breast
23627	breast
24	breast
245802	breast
245806	breast
246176	breast
253012	breast
254099	breast
254173	breast
254439	breast
254559	breast
255480	breast
2555	breast
256297	breast
2563	breast
256394	breast
2568	breast
257	breast
25803	breast
25818	breast
25833	breast
25975	breast
25984	breast
260436	breast
26154	breast
26239	breast
26289	breast
26291	breast
26659	breast
26664	breast
266977	breast
2670	breast
26835	breast
26998	breast
27019	breast
27092	breast
27121	breast
27159	breast
2747	breast
283194	breast
283299	breast
283461	breast
283471	breast
2835	breast
283547	breast
283673	breast
284111	breast
284191	breast
284241	breast
284340	breast
284498	breast
284521	breast
284541	breast
284688	breast
284825	breast
284998	breast
285577	breast
285641	breast
285780	breast
285888	breast
2865	breast
2867	breast
286753	breast
287015	breast
2893	breast
2902	breast
2904	breast
29113	breast
2925	breast
2998	breast
29989	breast
29991	breast
3061	breast
3081	breast
3166	breast
319089	breast
3228	breast
3237	breast
3239	breast
3294	breast
338557	breast
338645	breast
338667	breast
338761	breast
338785	breast
339168	breast
339221	breast
339965	breast
340204	breast
340811	breast
341032	breast
341277	breast
341392	breast
342	breast
343172	breast
343578	breast
344905	breast
346171	breast
347088	breast
347365	breast
347688	breast
348158	breast
353132	breast
3736	breast
374308	breast
374454	breast
3747	breast
374860	breast
374864	breast
374918	breast
3773	breast
378825	breast
3804	breast
3809	breast
3854	breast
3857	breast
386757	breast
3868	breast
387601	breast
387914	breast
3882	breast
3883	breast
388381	breast
388406	breast
3887	breast
388714	breast
388743	breast
3889	breast
389033	breast
389336	breast
389383	breast
389816	breast
391267	breast
392636	breast
3929	breast
3952	breast
3973	breast
399717	breast
399888	breast
400084	breast
400258	breast
400612	breast
400618	breast
400643	breast
400655	breast
400746	breast
4010	breast
401109	breast
401236	breast
401250	breast
401265	breast
401546	breast
401934	breast
4036	breast
404203	breast
406925	breast
414301	breast
415056	breast
4250	breast
4314	breast
4321	breast
434	breast
440097	breast
440132	breast
440184	breast
440518	breast
440910	breast
441058	breast
441061	breast
441376	breast
442421	breast
4435	breast
4602	breast
4604	breast
4619	breast
4622	breast
4656	breast
4825	breast
4887	breast
492307	breast
4995	breast
5021	breast
50700	breast
5077	breast
50805	breast
50945	breast
5105	breast
51200	breast
51270	breast
51442	breast
51702	breast
5174	breast
51806	breast
5197	breast
5207	breast
5268	breast
5284	breast
5288	breast
5304	breast
5308	breast
5317	breast
53353	breast
53836	breast
53919	breast
54064	breast
54112	breast
541472	breast
54546	breast
5455	breast
54626	breast
54763	breast
54967	breast
551	breast
552853	breast
55388	breast
554226	breast
5544	breast
55539	breast
55908	breast
55999	breast
56246	breast
56301	breast
5650	breast
5653	breast
5657	breast
566	breast
56670	breast
5671	breast
5672	breast
5673	breast
56964	breast
57096	breast
57144	breast
574016	breast
5746	breast
57495	breast
57795	breast
58503	breast
58524	breast
59344	breast
6019	breast
60529	breast
606293	breast
6289	breast
6290	breast
6291	breast
6329	breast
6362	breast
6367	breast
63923	breast
63946	breast
63973	breast
64066	breast
64102	breast
642587	breast
642636	breast
642864	breast
643160	breast
644844	breast
644943	breast
644997	breast
645027	breast
645528	breast
645864	breast
646	breast
646168	breast
646268	breast
646282	breast
646625	breast
646643	breast
646862	breast
647166	breast
647946	breast
64902	breast
6492	breast
6530	breast
653073	breast
653145	breast
653149	breast
653720	breast
653786	breast
6708	breast
6718	breast
676	breast
6820	breast
6847	breast
6898	breast
6910	breast
6947	breast
7020	breast
7021	breast
7069	breast
7173	breast
7274	breast
727944	breast
728113	breast
728339	breast
729467	breast
730112	breast
732	breast
7363	breast
7366	breast
7369	breast
7472	breast
7477	breast
7498	breast
7546	breast
765	breast
786	breast
790952	breast
79190	breast
79465	breast
79679	breast
79755	breast
79948	breast
79949	breast
79981	breast
80133	breast
80168	breast
80339	breast
80341	breast
8038	breast
80831	breast
81626	breast
8170	breast
81832	breast
83895	breast
84000	breast
84059	breast
84084	breast
8419	breast
84432	breast
84467	breast
8456	breast
84570	breast
84659	breast
84690	breast
84951	breast
85003	breast
8521	breast
85320	breast
85329	breast
85416	breast
85445	breast
8626	breast
8647	breast
866	breast
8788	breast
8843	breast
886	breast
89869	breast
90019	breast
9058	breast
90665	breast
9073	breast
91074	breast
9119	breast
91683	breast
92291	breast
92292	breast
927	breast
92747	breast
93082	breast
9313	breast
932	breast
9333	breast
93432	breast
93661	breast
9370	breast
94025	breast
94160	breast
943	breast
9576	breast
9622	breast
9635	breast
9899	breast
9951	breast
10	cervix
100128006	cervix
100128139	cervix
100128385	cervix
100128554	cervix
100128946	cervix
100129066	cervix
100129128	cervix
100129138	cervix
100129278	cervix
100129540	cervix
100129597	cervix
100129654	cervix
100129924	cervix
100129995	cervix
100130155	cervix
100130264	cervix
100130268	cervix
100130301	cervix
100130954	cervix
100131117	cervix
100131315	cervix
100131320	cervix
100131726	cervix
100132979	cervix
100144595	cervix
100144602	cervix
100151684	cervix
100192386	cervix
100216001	cervix
100287082	cervix
100287226	cervix
100287362	cervix
100287592	cervix
100287792	cervix
100288079	cervix
100288797	cervix
100302128	cervix
100422846	cervix
100463285	cervix
100505474	cervix
100505718	cervix
100505811	cervix
100505841	cervix
100505851	cervix
100505877	cervix
100505893	cervix
100505978	cervix
100505989	cervix
100505993	cervix
100505996	cervix
100506068	cervix
100506071	cervix
100506275	cervix
100506281	cervix
100506413	cervix
100506527	cervix
100506530	cervix
100506564	cervix
100506677	cervix
100506737	cervix
100507254	cervix
100507336	cervix
100507384	cervix
100507391	cervix
100507470	cervix
100507584	cervix
100631378	cervix
100653515	cervix
10071	cervix
100873933	cervix
100873939	cervix
100873942	cervix
100873947	cervix
100873965	cervix
100873976	cervix
100874006	cervix
100874014	cervix
100874029	cervix
100874041	cervix
100874093	cervix
100874178	cervix
100874185	cervix
100874282	cervix
100874284	cervix
100996301	cervix
100996455	cervix
100996490	cervix
100996694	cervix
100996941	cervix
1010	cervix
101060019	cervix
101060544	cervix
1013	cervix
101410536	cervix
101926964	cervix
101927023	cervix
101927034	cervix
101927049	cervix
101927096	cervix
101927189	cervix
101927267	cervix
101927305	cervix
101927318	cervix
101927411	cervix
101927416	cervix
101927492	cervix
101927551	cervix
101927586	cervix
101927596	cervix
101927650	cervix
101927666	cervix
101927727	cervix
101927760	cervix
101927762	cervix
101927787	cervix
101927839	cervix
101927873	cervix
101927921	cervix
101927924	cervix
101927964	cervix
101928033	cervix
101928134	cervix
101928248	cervix
101928401	cervix
101928416	cervix
101928478	cervix
101928535	cervix
101928557	cervix
