gene_id	go_id
3159	GO:0006338
333932	GO:0006338
378708	GO:0006338
387103	GO:0006338
401541	GO:0006338
4602	GO:0006338
4609	GO:0006338
4869	GO:0006338
50511	GO:0006338
5058	GO:0006338
51341	GO:0006338
51412	GO:0006338
51773	GO:0006338
54069	GO:0006338
546	GO:0006338
55011	GO:0006338
55166	GO:0006338
55193	GO:0006338
55320	GO:0006338
55355	GO:0006338
554313	GO:0006338
55839	GO:0006338
56916	GO:0006338
57082	GO:0006338
57673	GO:0006338
57680	GO:0006338
57798	GO:0006338
5925	GO:0006338
5928	GO:0006338
5931	GO:0006338
64105	GO:0006338
64946	GO:0006338
653604	GO:0006338
6594	GO:0006338
6595	GO:0006338
6597	GO:0006338
6598	GO:0006338
6599	GO:0006338
6601	GO:0006338
6602	GO:0006338
6603	GO:0006338
6604	GO:0006338
6605	GO:0006338
6662	GO:0006338
6839	GO:0006338
6944	GO:0006338
7141	GO:0006338
7150	GO:0006338
79019	GO:0006338
79172	GO:0006338
79682	GO:0006338
79723	GO:0006338
80152	GO:0006338
8091	GO:0006338
81611	GO:0006338
8289	GO:0006338
8294	GO:0006338
8350	GO:0006338
8351	GO:0006338
8352	GO:0006338
8353	GO:0006338
8354	GO:0006338
8355	GO:0006338
8356	GO:0006338
8357	GO:0006338
8358	GO:0006338
8359	GO:0006338
8360	GO:0006338
8361	GO:0006338
8362	GO:0006338
8363	GO:0006338
8364	GO:0006338
8365	GO:0006338
8366	GO:0006338
8367	GO:0006338
8368	GO:0006338
8370	GO:0006338
8467	GO:0006338
86	GO:0006338
8607	GO:0006338
8850	GO:0006338
8932	GO:0006338
8968	GO:0006338
9031	GO:0006338
91687	GO:0006338
9557	GO:0006338
9759	GO:0006338
10049	GO:0006457
10130	GO:0006457
10131	GO:0006457
10294	GO:0006457
10574	GO:0006457
10575	GO:0006457
10576	GO:0006457
10681	GO:0006457
10694	GO:0006457
10728	GO:0006457
10856	GO:0006457
10954	GO:0006457
1191	GO:0006457
120526	GO:0006457
126393	GO:0006457
131474	GO:0006457
1457	GO:0006457
1459	GO:0006457
1460	GO:0006457
165721	GO:0006457
1676	GO:0006457
1861	GO:0006457
2280	GO:0006457
2281	GO:0006457
2288	GO:0006457
2289	GO:0006457
22926	GO:0006457
22948	GO:0006457
23071	GO:0006457
23184	GO:0006457
23193	GO:0006457
23640	GO:0006457
23770	GO:0006457
2580	GO:0006457
267	GO:0006457
27000	GO:0006457
2770	GO:0006457
2771	GO:0006457
2773	GO:0006457
2775	GO:0006457
2779	GO:0006457
2780	GO:0006457
2781	GO:0006457
2782	GO:0006457
2783	GO:0006457
2784	GO:0006457
2923	GO:0006457
30001	GO:0006457
325	GO:0006457
3300	GO:0006457
3303	GO:0006457
3304	GO:0006457
3305	GO:0006457
3306	GO:0006457
3309	GO:0006457
3310	GO:0006457
3312	GO:0006457
3315	GO:0006457
3320	GO:0006457
3329	GO:0006457
3336	GO:0006457
3337	GO:0006457
346562	GO:0006457
3998	GO:0006457
4802	GO:0006457
4878	GO:0006457
4879	GO:0006457
4880	GO:0006457
5082	GO:0006457
51035	GO:0006457
51182	GO:0006457
5203	GO:0006457
54331	GO:0006457
54431	GO:0006457
5478	GO:0006457
54788	GO:0006457
5479	GO:0006457
5481	GO:0006457
55466	GO:0006457
55768	GO:0006457
5589	GO:0006457
56605	GO:0006457
56886	GO:0006457
5700	GO:0006457
573	GO:0006457
5824	GO:0006457
5887	GO:0006457
59345	GO:0006457
6000	GO:0006457
6102	GO:0006457
64175	GO:0006457
64714	GO:0006457
64772	GO:0006457
6767	GO:0006457
6902	GO:0006457
6903	GO:0006457
6904	GO:0006457
6905	GO:0006457
6950	GO:0006457
7184	GO:0006457
7203	GO:0006457
7266	GO:0006457
7415	GO:0006457
7466	GO:0006457
7841	GO:0006457
79031	GO:0006457
79139	GO:0006457
79982	GO:0006457
811	GO:0006457
821	GO:0006457
8425	GO:0006457
8787	GO:0006457
8877	GO:0006457
9049	GO:0006457
908	GO:0006457
9218	GO:0006457
9403	GO:0006457
9529	GO:0006457
9530	GO:0006457
9532	GO:0006457
9761	GO:0006457
1026	GO:0031667
1030	GO:0031667
1032	GO:0031667
10325	GO:0031667
10514	GO:0031667
10533	GO:0031667
10631	GO:0031667
10641	GO:0031667
10670	GO:0031667
10919	GO:0031667
11133	GO:0031667
11152	GO:0031667
120892	GO:0031667
143686	GO:0031667
144577	GO:0031667
154743	GO:0031667
1591	GO:0031667
1594	GO:0031667
1611	GO:0031667
1981	GO:0031667
201163	GO:0031667
2029	GO:0031667
213	GO:0031667
220441	GO:0031667
221937	GO:0031667
2242	GO:0031667
22863	GO:0031667
23032	GO:0031667
2308	GO:0031667
2309	GO:0031667
23274	GO:0031667
23334	GO:0031667
23367	GO:0031667
23378	GO:0031667
2348	GO:0031667
2475	GO:0031667
26	GO:0031667
26100	GO:0031667
2621	GO:0031667
2642	GO:0031667
26608	GO:0031667
2696	GO:0031667
27102	GO:0031667
27244	GO:0031667
2771	GO:0031667
3141	GO:0031667
3178	GO:0031667
3309	GO:0031667
3312	GO:0031667
3428	GO:0031667
348	GO:0031667
353500	GO:0031667
355	GO:0031667
360	GO:0031667
389493	GO:0031667
3949	GO:0031667
3992	GO:0031667
406911	GO:0031667
4141	GO:0031667
4217	GO:0031667
440	GO:0031667
440275	GO:0031667
440738	GO:0031667
468	GO:0031667
51100	GO:0031667
51520	GO:0031667
5166	GO:0031667
51765	GO:0031667
5292	GO:0031667
53349	GO:0031667
5366	GO:0031667
5443	GO:0031667
54468	GO:0031667
5468	GO:0031667
55062	GO:0031667
55846	GO:0031667
5587	GO:0031667
5594	GO:0031667
5595	GO:0031667
5599	GO:0031667
5610	GO:0031667
56270	GO:0031667
57521	GO:0031667
57535	GO:0031667
57707	GO:0031667
58528	GO:0031667
5899	GO:0031667
6198	GO:0031667
64121	GO:0031667
6696	GO:0031667
6721	GO:0031667
6750	GO:0031667
7157	GO:0031667
7391	GO:0031667
7392	GO:0031667
7421	GO:0031667
7486	GO:0031667
7538	GO:0031667
7942	GO:0031667
79567	GO:0031667
79726	GO:0031667
8131	GO:0031667
81631	GO:0031667
81788	GO:0031667
81929	GO:0031667
83667	GO:0031667
84219	GO:0031667
8428	GO:0031667
84557	GO:0031667
8473	GO:0031667
8648	GO:0031667
8897	GO:0031667
8915	GO:0031667
8942	GO:0031667
9451	GO:0031667
9506	GO:0031667
9518	GO:0031667
9607	GO:0031667
9681	GO:0031667
9779	GO:0031667
9971	GO:0031667
10125	GO:0032872
10371	GO:0032872
10494	GO:0032872
10550	GO:0032872
10771	GO:0032872
10912	GO:0032872
10987	GO:0032872
11221	GO:0032872
11235	GO:0032872
114609	GO:0032872
1236	GO:0032872
1490	GO:0032872
153090	GO:0032872
153769	GO:0032872
1540	GO:0032872
1647	GO:0032872
171392	GO:0032872
1739	GO:0032872
177	GO:0032872
1843	GO:0032872
1845	GO:0032872
1956	GO:0032872
2047	GO:0032872
2122	GO:0032872
2150	GO:0032872
2185	GO:0032872
2218	GO:0032872
222166	GO:0032872
222643	GO:0032872
2305	GO:0032872
2308	GO:0032872
23236	GO:0032872
23239	GO:0032872
2324	GO:0032872
23328	GO:0032872
23542	GO:0032872
259	GO:0032872
26191	GO:0032872
285613	GO:0032872
2874	GO:0032872
28996	GO:0032872
29108	GO:0032872
2950	GO:0032872
3146	GO:0032872
3265	GO:0032872
3301	GO:0032872
344558	GO:0032872
3476	GO:0032872
3480	GO:0032872
351	GO:0032872
355	GO:0032872
3735	GO:0032872
3952	GO:0032872
3965	GO:0032872
401265	GO:0032872
4055	GO:0032872
406929	GO:0032872
406954	GO:0032872
406955	GO:0032872
406982	GO:0032872
4216	GO:0032872
4221	GO:0032872
4281	GO:0032872
4294	GO:0032872
4296	GO:0032872
4616	GO:0032872
4878	GO:0032872
50488	GO:0032872
51339	GO:0032872
51347	GO:0032872
51384	GO:0032872
5345	GO:0032872
54106	GO:0032872
54910	GO:0032872
54986	GO:0032872
55765	GO:0032872
55801	GO:0032872
5594	GO:0032872
5595	GO:0032872
5604	GO:0032872
5605	GO:0032872
574457	GO:0032872
57551	GO:0032872
5859	GO:0032872
5871	GO:0032872
5911	GO:0032872
60401	GO:0032872
6317	GO:0032872
6363	GO:0032872
6366	GO:0032872
6386	GO:0032872
64127	GO:0032872
64170	GO:0032872
64853	GO:0032872
650	GO:0032872
65018	GO:0032872
6504	GO:0032872
653361	GO:0032872
7042	GO:0032872
7164	GO:0032872
7422	GO:0032872
7430	GO:0032872
7498	GO:0032872
768211	GO:0032872
80149	GO:0032872
8324	GO:0032872
8737	GO:0032872
8841	GO:0032872
8877	GO:0032872
90441	GO:0032872
91862	GO:0032872
9258	GO:0032872
9344	GO:0032872
9448	GO:0032872
9464	GO:0032872
9506	GO:0032872
9611	GO:0032872
9618	GO:0032872
9770	GO:0032872
9867	GO:0032872
9965	GO:0032872
10445	GO:0043543
10474	GO:0043543
10524	GO:0043543
10626	GO:0043543
10629	GO:0043543
10856	GO:0043543
10902	GO:0043543
10933	GO:0043543
10943	GO:0043543
11091	GO:0043543
11143	GO:0043543
112869	GO:0043543
114799	GO:0043543
117143	GO:0043543
122830	GO:0043543
131540	GO:0043543
1387	GO:0043543
15	GO:0043543
157570	GO:0043543
158866	GO:0043543
1738	GO:0043543
1743	GO:0043543
1810	GO:0043543
2033	GO:0043543
23338	GO:0043543
23390	GO:0043543
23411	GO:0043543
23522	GO:0043543
23774	GO:0043543
24142	GO:0043543
253832	GO:0043543
254887	GO:0043543
25921	GO:0043543
25999	GO:0043543
2647	GO:0043543
2648	GO:0043543
27097	GO:0043543
27154	GO:0043543
2752	GO:0043543
283576	GO:0043543
284058	GO:0043543
2959	GO:0043543
29800	GO:0043543
29801	GO:0043543
3054	GO:0043543
339287	GO:0043543
340481	GO:0043543
4137	GO:0043543
4297	GO:0043543
4836	GO:0043543
4967	GO:0043543
51104	GO:0043543
51114	GO:0043543
51125	GO:0043543
51147	GO:0043543
51176	GO:0043543
51201	GO:0043543
51230	GO:0043543
51304	GO:0043543
51471	GO:0043543
51562	GO:0043543
5187	GO:0043543
54107	GO:0043543
54556	GO:0043543
54934	GO:0043543
55167	GO:0043543
55625	GO:0043543
55683	GO:0043543
55689	GO:0043543
55929	GO:0043543
56848	GO:0043543
57325	GO:0043543
57634	GO:0043543
57673	GO:0043543
58489	GO:0043543
58515	GO:0043543
619373	GO:0043543
64429	GO:0043543
64769	GO:0043543
6688	GO:0043543
675	GO:0043543
6871	GO:0043543
6880	GO:0043543
6881	GO:0043543
6883	GO:0043543
6885	GO:0043543
7862	GO:0043543
79075	GO:0043543
7917	GO:0043543
79612	GO:0043543
79683	GO:0043543
79829	GO:0043543
79903	GO:0043543
7994	GO:0043543
79960	GO:0043543
79969	GO:0043543
80155	GO:0043543
80218	GO:0043543
80314	GO:0043543
8089	GO:0043543
81926	GO:0043543
8260	GO:0043543
8295	GO:0043543
84148	GO:0043543
84243	GO:0043543
84287	GO:0043543
84289	GO:0043543
8464	GO:0043543
8473	GO:0043543
84779	GO:0043543
84885	GO:0043543
8520	GO:0043543
86	GO:0043543
8607	GO:0043543
8850	GO:0043543
90070	GO:0043543
9027	GO:0043543
9397	GO:0043543
9575	GO:0043543
9767	GO:0043543
9913	GO:0043543
10048	GO:0048667
1020	GO:0048667
10371	GO:0048667
10381	GO:0048667
10458	GO:0048667
10479	GO:0048667
10818	GO:0048667
10939	GO:0048667
11313	GO:0048667
113246	GO:0048667
1501	GO:0048667
152330	GO:0048667
1600	GO:0048667
1630	GO:0048667
1796	GO:0048667
203228	GO:0048667
220164	GO:0048667
23191	GO:0048667
23237	GO:0048667
23334	GO:0048667
2534	GO:0048667
2549	GO:0048667
2668	GO:0048667
2674	GO:0048667
2675	GO:0048667
2676	GO:0048667
2817	GO:0048667
2885	GO:0048667
2886	GO:0048667
2887	GO:0048667
30011	GO:0048667
3730	GO:0048667
3897	GO:0048667
4131	GO:0048667
4135	GO:0048667
4684	GO:0048667
4744	GO:0048667
4902	GO:0048667
4983	GO:0048667
5015	GO:0048667
5048	GO:0048667
5063	GO:0048667
5076	GO:0048667
51332	GO:0048667
51466	GO:0048667
5290	GO:0048667
5291	GO:0048667
5293	GO:0048667
5295	GO:0048667
5335	GO:0048667
53358	GO:0048667
5457	GO:0048667
54664	GO:0048667
5532	GO:0048667
55715	GO:0048667
55740	GO:0048667
5578	GO:0048667
55816	GO:0048667
5588	GO:0048667
5594	GO:0048667
5595	GO:0048667
5598	GO:0048667
5623	GO:0048667
56288	GO:0048667
5649	GO:0048667
5747	GO:0048667
575	GO:0048667
57731	GO:0048667
5781	GO:0048667
5786	GO:0048667
5797	GO:0048667
5909	GO:0048667
59277	GO:0048667
5979	GO:0048667
6091	GO:0048667
6092	GO:0048667
6259	GO:0048667
627	GO:0048667
6285	GO:0048667
6387	GO:0048667
6405	GO:0048667
64096	GO:0048667
6464	GO:0048667
6477	GO:0048667
6585	GO:0048667
6586	GO:0048667
6654	GO:0048667
6708	GO:0048667
6709	GO:0048667
6710	GO:0048667
6711	GO:0048667
6712	GO:0048667
6714	GO:0048667
6904	GO:0048667
7408	GO:0048667
7430	GO:0048667
7436	GO:0048667
7476	GO:0048667
7852	GO:0048667
7869	GO:0048667
8239	GO:0048667
8399	GO:0048667
84612	GO:0048667
85358	GO:0048667
85440	GO:0048667
85451	GO:0048667
8660	GO:0048667
90249	GO:0048667
9046	GO:0048667
9048	GO:0048667
9211	GO:0048667
92211	GO:0048667
9252	GO:0048667
9260	GO:0048667
9344	GO:0048667
9353	GO:0048667
9369	GO:0048667
9378	GO:0048667
9637	GO:0048667
9638	GO:0048667
9846	GO:0048667
10135	GO:0071375
10312	GO:0071375
10458	GO:0071375
107	GO:0071375
10768	GO:0071375
108	GO:0071375
109	GO:0071375
11031	GO:0071375
111	GO:0071375
11132	GO:0071375
112	GO:0071375
113	GO:0071375
114	GO:0071375
115	GO:0071375
1176	GO:0071375
127124	GO:0071375
132864	GO:0071375
1394	GO:0071375
142	GO:0071375
1442	GO:0071375
155066	GO:0071375
185	GO:0071375
196883	GO:0071375
207	GO:0071375
208	GO:0071375
2303	GO:0071375
23433	GO:0071375
23545	GO:0071375
245972	GO:0071375
245973	GO:0071375
2549	GO:0071375
26060	GO:0071375
2641	GO:0071375
2642	GO:0071375
2688	GO:0071375
2689	GO:0071375
2690	GO:0071375
2822	GO:0071375
2852	GO:0071375
2885	GO:0071375
2931	GO:0071375
324	GO:0071375
3481	GO:0071375
3630	GO:0071375
3643	GO:0071375
3667	GO:0071375
3717	GO:0071375
3718	GO:0071375
3973	GO:0071375
4067	GO:0071375
4141	GO:0071375
4303	GO:0071375
4790	GO:0071375
50617	GO:0071375
5105	GO:0071375
51382	GO:0071375
51606	GO:0071375
5166	GO:0071375
5167	GO:0071375
5170	GO:0071375
51763	GO:0071375
523	GO:0071375
525	GO:0071375
526	GO:0071375
527	GO:0071375
528	GO:0071375
5286	GO:0071375
529	GO:0071375
5290	GO:0071375
5295	GO:0071375
533	GO:0071375
534	GO:0071375
535	GO:0071375
537	GO:0071375
5468	GO:0071375
55532	GO:0071375
5566	GO:0071375
5567	GO:0071375
5568	GO:0071375
5573	GO:0071375
5575	GO:0071375
5576	GO:0071375
5577	GO:0071375
5580	GO:0071375
55829	GO:0071375
5591	GO:0071375
5617	GO:0071375
5618	GO:0071375
5747	GO:0071375
5770	GO:0071375
5829	GO:0071375
5919	GO:0071375
5970	GO:0071375
64506	GO:0071375
6464	GO:0071375
6517	GO:0071375
6654	GO:0071375
677	GO:0071375
6774	GO:0071375
6776	GO:0071375
6777	GO:0071375
7253	GO:0071375
7391	GO:0071375
760	GO:0071375
815	GO:0071375
8412	GO:0071375
84275	GO:0071375
858	GO:0071375
8660	GO:0071375
88	GO:0071375
8835	GO:0071375
8850	GO:0071375
8992	GO:0071375
90423	GO:0071375
9114	GO:0071375
9296	GO:0071375
94056	GO:0071375
9550	GO:0071375
9734	GO:0071375
9847	GO:0071375
9882	GO:0071375
10394	GO:1901568
10728	GO:1901568
109703458	GO:1901568
11283	GO:1901568
11313	GO:1901568
11332	GO:1901568
113612	GO:1901568
123876	GO:1901568
126410	GO:1901568
145482	GO:1901568
1543	GO:1901568
1544	GO:1901568
1545	GO:1901568
1557	GO:1901568
1558	GO:1901568
1559	GO:1901568
1573	GO:1901568
1579	GO:1901568
158584	GO:1901568
158833	GO:1901568
158835	GO:1901568
1646	GO:1901568
1800	GO:1901568
1906	GO:1901568
1907	GO:1901568
197322	GO:1901568
201562	GO:1901568
2052	GO:1901568
2053	GO:1901568
215	GO:1901568
2166	GO:1901568
2180	GO:1901568
2181	GO:1901568
2182	GO:1901568
2194	GO:1901568
221955	GO:1901568
23205	GO:1901568
23305	GO:1901568
239	GO:1901568
240	GO:1901568
241	GO:1901568
242	GO:1901568
246	GO:1901568
247	GO:1901568
2678	GO:1901568
2687	GO:1901568
27306	GO:1901568
284486	GO:1901568
284541	GO:1901568
2876	GO:1901568
2879	GO:1901568
2938	GO:1901568
2944	GO:1901568
2950	GO:1901568
29785	GO:1901568
31	GO:1901568
3155	GO:1901568
3158	GO:1901568
3248	GO:1901568
3295	GO:1901568
38	GO:1901568
3992	GO:1901568
4048	GO:1901568
4051	GO:1901568
4056	GO:1901568
4258	GO:1901568
4259	GO:1901568
4282	GO:1901568
4363	GO:1901568
47	GO:1901568
5019	GO:1901568
50640	GO:1901568
51	GO:1901568
51144	GO:1901568
51703	GO:1901568
5321	GO:1901568
5322	GO:1901568
5444	GO:1901568
5445	GO:1901568
5446	GO:1901568
54511	GO:1901568
54898	GO:1901568
5538	GO:1901568
55711	GO:1901568
56898	GO:1901568
5730	GO:1901568
5740	GO:1901568
5742	GO:1901568
5743	GO:1901568
59344	GO:1901568
60481	GO:1901568
622	GO:1901568
6319	GO:1901568
64064	GO:1901568
64834	GO:1901568
6576	GO:1901568
65985	GO:1901568
6916	GO:1901568
747	GO:1901568
79071	GO:1901568
7920	GO:1901568
7923	GO:1901568
79611	GO:1901568
79966	GO:1901568
79993	GO:1901568
80142	GO:1901568
81616	GO:1901568
83401	GO:1901568
84188	GO:1901568
84649	GO:1901568
84869	GO:1901568
8529	GO:1901568
8644	GO:1901568
873	GO:1901568
8824	GO:1901568
9200	GO:1901568
9261	GO:1901568
9374	GO:1901568
9524	GO:1901568
9536	GO:1901568
972	GO:1901568
10268	GO:1905475
10399	GO:1905475
10490	GO:1905475
10519	GO:1905475
10551	GO:1905475
10971	GO:1905475
112609	GO:1905475
1173	GO:1905475
1213	GO:1905475
125170	GO:1905475
131578	GO:1905475
1445	GO:1905475
1601	GO:1905475
163882	GO:1905475
1739	GO:1905475
1869	GO:1905475
1956	GO:1905475
1969	GO:1905475
2042	GO:1905475
2064	GO:1905475
207	GO:1905475
2181	GO:1905475
23096	GO:1905475
23368	GO:1905475
23433	GO:1905475
245812	GO:1905475
2534	GO:1905475
25921	GO:1905475
26060	GO:1905475
26119	GO:1905475
2633	GO:1905475
2664	GO:1905475
27183	GO:1905475
27237	GO:1905475
2810	GO:1905475
2852	GO:1905475
285966	GO:1905475
29098	GO:1905475
2934	GO:1905475
29801	GO:1905475
3002	GO:1905475
3265	GO:1905475
3630	GO:1905475
367	GO:1905475
3675	GO:1905475
3688	GO:1905475
3745	GO:1905475
377630	GO:1905475
3799	GO:1905475
391	GO:1905475
3958	GO:1905475
4035	GO:1905475
407008	GO:1905475
4323	GO:1905475
4641	GO:1905475
4836	GO:1905475
493	GO:1905475
5071	GO:1905475
51024	GO:1905475
51201	GO:1905475
5170	GO:1905475
5174	GO:1905475
51763	GO:1905475
5366	GO:1905475
54209	GO:1905475
54471	GO:1905475
54550	GO:1905475
54585	GO:1905475
55022	GO:1905475
5525	GO:1905475
5533	GO:1905475
5534	GO:1905475
55625	GO:1905475
5581	GO:1905475
5583	GO:1905475
5599	GO:1905475
56246	GO:1905475
56947	GO:1905475
57120	GO:1905475
572	GO:1905475
57214	GO:1905475
57628	GO:1905475
5780	GO:1905475
5906	GO:1905475
596	GO:1905475
598	GO:1905475
60	GO:1905475
6248	GO:1905475
637	GO:1905475
64114	GO:1905475
65267	GO:1905475
6711	GO:1905475
6809	GO:1905475
6810	GO:1905475
7027	GO:1905475
7029	GO:1905475
7040	GO:1905475
7157	GO:1905475
7159	GO:1905475
7161	GO:1905475
7529	GO:1905475
7531	GO:1905475
7532	GO:1905475
7533	GO:1905475
7534	GO:1905475
8301	GO:1905475
841	GO:1905475
8417	GO:1905475
8500	GO:1905475
85409	GO:1905475
8626	GO:1905475
8650	GO:1905475
8673	GO:1905475
9141	GO:1905475
9270	GO:1905475
9482	GO:1905475
9495	GO:1905475
9528	GO:1905475
9747	GO:1905475
975	GO:1905475
9847	GO:1905475
100101267	GO:0006611
10189	GO:0006611
10204	GO:0006611
10212	GO:0006611
10250	GO:0006611
10482	GO:0006611
10569	GO:0006611
10762	GO:0006611
10898	GO:0006611
10921	GO:0006611
11097	GO:0006611
11260	GO:0006611
11269	GO:0006611
11338	GO:0006611
126549	GO:0006611
129401	GO:0006611
1977	GO:0006611
1984	GO:0006611
199746	GO:0006611
22794	GO:0006611
22916	GO:0006611
23039	GO:0006611
23049	GO:0006611
23165	GO:0006611
23214	GO:0006611
23225	GO:0006611
23279	GO:0006611
23293	GO:0006611
23381	GO:0006611
23511	GO:0006611
23636	GO:0006611
26019	GO:0006611
26097	GO:0006611
27351	GO:0006611
29107	GO:0006611
29894	GO:0006611
3087	GO:0006611
3181	GO:0006611
3267	GO:0006611
348995	GO:0006611
4116	GO:0006611
4686	GO:0006611
4927	GO:0006611
4928	GO:0006611
51068	GO:0006611
51362	GO:0006611
51692	GO:0006611
53371	GO:0006611
53981	GO:0006611
54890	GO:0006611
55110	GO:0006611
55339	GO:0006611
55437	GO:0006611
55706	GO:0006611
55746	GO:0006611
55998	GO:0006611
56000	GO:0006611
56001	GO:0006611
56943	GO:0006611
57122	GO:0006611
57154	GO:0006611
57187	GO:0006611
57510	GO:0006611
5901	GO:0006611
5903	GO:0006611
5976	GO:0006611
6209	GO:0006611
6396	GO:0006611
6426	GO:0006611
6427	GO:0006611
6428	GO:0006611
6429	GO:0006611
6430	GO:0006611
6431	GO:0006611
6432	GO:0006611
65109	GO:0006611
6741	GO:0006611
6815	GO:0006611
7040	GO:0006611
7175	GO:0006611
7248	GO:0006611
728343	GO:0006611
7307	GO:0006611
7514	GO:0006611
7884	GO:0006611
79023	GO:0006611
7919	GO:0006611
79228	GO:0006611
79902	GO:0006611
80145	GO:0006611
8021	GO:0006611
80824	GO:0006611
8086	GO:0006611
8106	GO:0006611
811	GO:0006611
81608	GO:0006611
8189	GO:0006611
81929	GO:0006611
84248	GO:0006611
84271	GO:0006611
84321	GO:0006611
84324	GO:0006611
8480	GO:0006611
8563	GO:0006611
8683	GO:0006611
8888	GO:0006611
91746	GO:0006611
92335	GO:0006611
9295	GO:0006611
9631	GO:0006611
9688	GO:0006611
9775	GO:0006611
9785	GO:0006611
9818	GO:0006611
9877	GO:0006611
9883	GO:0006611
9887	GO:0006611
9939	GO:0006611
9972	GO:0006611
9984	GO:0006611
100101267	GO:0050657
10189	GO:0050657
10211	GO:0050657
10212	GO:0050657
10250	GO:0050657
10482	GO:0050657
10569	GO:0050657
10762	GO:0050657
10898	GO:0050657
10921	GO:0050657
11097	GO:0050657
11260	GO:0050657
11269	GO:0050657
11338	GO:0050657
129401	GO:0050657
1977	GO:0050657
1984	GO:0050657
199746	GO:0050657
22794	GO:0050657
22916	GO:0050657
23049	GO:0050657
23165	GO:0050657
23180	GO:0050657
23225	GO:0050657
23279	GO:0050657
23293	GO:0050657
23381	GO:0050657
23511	GO:0050657
23636	GO:0050657
26019	GO:0050657
26097	GO:0050657
29074	GO:0050657
29107	GO:0050657
29894	GO:0050657
3087	GO:0050657
3178	GO:0050657
3181	GO:0050657
3267	GO:0050657
348995	GO:0050657
4116	GO:0050657
4686	GO:0050657
4904	GO:0050657
4927	GO:0050657
4928	GO:0050657
51068	GO:0050657
51092	GO:0050657
51362	GO:0050657
51637	GO:0050657
51692	GO:0050657
51808	GO:0050657
53371	GO:0050657
53981	GO:0050657
54890	GO:0050657
55110	GO:0050657
55339	GO:0050657
55706	GO:0050657
55746	GO:0050657
55998	GO:0050657
56000	GO:0050657
56001	GO:0050657
56943	GO:0050657
57122	GO:0050657
57187	GO:0050657
57510	GO:0050657
5901	GO:0050657
5903	GO:0050657
5976	GO:0050657
6209	GO:0050657
6396	GO:0050657
6426	GO:0050657
6427	GO:0050657
6428	GO:0050657
6429	GO:0050657
6430	GO:0050657
6431	GO:0050657
6432	GO:0050657
65109	GO:0050657
6741	GO:0050657
677	GO:0050657
7175	GO:0050657
7248	GO:0050657
7263	GO:0050657
728343	GO:0050657
7307	GO:0050657
7514	GO:0050657
7538	GO:0050657
7884	GO:0050657
79023	GO:0050657
7919	GO:0050657
79228	GO:0050657
79902	GO:0050657
80145	GO:0050657
8021	GO:0050657
8086	GO:0050657
8106	GO:0050657
81608	GO:0050657
8189	GO:0050657
81929	GO:0050657
84248	GO:0050657
84271	GO:0050657
84321	GO:0050657
84324	GO:0050657
8480	GO:0050657
8563	GO:0050657
8683	GO:0050657
87178	GO:0050657
8888	GO:0050657
91746	GO:0050657
9295	GO:0050657
9631	GO:0050657
9688	GO:0050657
9775	GO:0050657
9785	GO:0050657
9818	GO:0050657
9877	GO:0050657
9883	GO:0050657
9887	GO:0050657
9939	GO:0050657
9972	GO:0050657
9984	GO:0050657
100101267	GO:0050658
10189	GO:0050658
10211	GO:0050658
10212	GO:0050658
10250	GO:0050658
10482	GO:0050658
10569	GO:0050658
10762	GO:0050658
10898	GO:0050658
10921	GO:0050658
11097	GO:0050658
11260	GO:0050658
11269	GO:0050658
11338	GO:0050658
129401	GO:0050658
1977	GO:0050658
1984	GO:0050658
199746	GO:0050658
22794	GO:0050658
22916	GO:0050658
23049	GO:0050658
23165	GO:0050658
23180	GO:0050658
23225	GO:0050658
23279	GO:0050658
23293	GO:0050658
23381	GO:0050658
23511	GO:0050658
23636	GO:0050658
26019	GO:0050658
26097	GO:0050658
29074	GO:0050658
29107	GO:0050658
29894	GO:0050658
3087	GO:0050658
3178	GO:0050658
3181	GO:0050658
3267	GO:0050658
348995	GO:0050658
4116	GO:0050658
4686	GO:0050658
4904	GO:0050658
4927	GO:0050658
4928	GO:0050658
51068	GO:0050658
51092	GO:0050658
51362	GO:0050658
51637	GO:0050658
51692	GO:0050658
51808	GO:0050658
53371	GO:0050658
53981	GO:0050658
54890	GO:0050658
55110	GO:0050658
55339	GO:0050658
55706	GO:0050658
55746	GO:0050658
55998	GO:0050658
56000	GO:0050658
56001	GO:0050658
56943	GO:0050658
57122	GO:0050658
57187	GO:0050658
57510	GO:0050658
5901	GO:0050658
5903	GO:0050658
5976	GO:0050658
6209	GO:0050658
6396	GO:0050658
6426	GO:0050658
6427	GO:0050658
6428	GO:0050658
6429	GO:0050658
6430	GO:0050658
6431	GO:0050658
6432	GO:0050658
65109	GO:0050658
6741	GO:0050658
677	GO:0050658
7175	GO:0050658
7248	GO:0050658
7263	GO:0050658
728343	GO:0050658
7307	GO:0050658
7514	GO:0050658
7538	GO:0050658
7884	GO:0050658
79023	GO:0050658
7919	GO:0050658
79228	GO:0050658
79902	GO:0050658
80145	GO:0050658
8021	GO:0050658
8086	GO:0050658
8106	GO:0050658
81608	GO:0050658
8189	GO:0050658
81929	GO:0050658
84248	GO:0050658
84271	GO:0050658
84321	GO:0050658
84324	GO:0050658
8480	GO:0050658
8563	GO:0050658
8683	GO:0050658
87178	GO:0050658
8888	GO:0050658
91746	GO:0050658
9295	GO:0050658
9631	GO:0050658
9688	GO:0050658
