gene_id	go_id
2257	GO:0010959
2273	GO:0010959
2280	GO:0010959
2281	GO:0010959
2316	GO:0010959
23171	GO:0010959
23327	GO:0010959
23479	GO:0010959
23630	GO:0010959
255738	GO:0010959
27347	GO:0010959
2745	GO:0010959
283518	GO:0010959
2852	GO:0010959
2859	GO:0010959
2864	GO:0010959
287	GO:0010959
29098	GO:0010959
2916	GO:0010959
2946	GO:0010959
29979	GO:0010959
3064	GO:0010959
3077	GO:0010959
30819	GO:0010959
30820	GO:0010959
3208	GO:0010959
3270	GO:0010959
353514	GO:0010959
3603	GO:0010959
3627	GO:0010959
3741	GO:0010959
3753	GO:0010959
375346	GO:0010959
3757	GO:0010959
3781	GO:0010959
3784	GO:0010959
3799	GO:0010959
387129	GO:0010959
388591	GO:0010959
389816	GO:0010959
3958	GO:0010959
406904	GO:0010959
406922	GO:0010959
406991	GO:0010959
406992	GO:0010959
406994	GO:0010959
407040	GO:0010959
4283	GO:0010959
440699	GO:0010959
4638	GO:0010959
4734	GO:0010959
477	GO:0010959
481	GO:0010959
482	GO:0010959
483	GO:0010959
4842	GO:0010959
4878	GO:0010959
493	GO:0010959
5025	GO:0010959
5027	GO:0010959
5031	GO:0010959
51083	GO:0010959
51297	GO:0010959
5155	GO:0010959
51669	GO:0010959
5170	GO:0010959
51719	GO:0010959
51763	GO:0010959
5311	GO:0010959
5335	GO:0010959
5350	GO:0010959
54106	GO:0010959
54997	GO:0010959
55532	GO:0010959
5566	GO:0010959
55800	GO:0010959
5581	GO:0010959
5664	GO:0010959
567	GO:0010959
56704	GO:0010959
57119	GO:0010959
57158	GO:0010959
57190	GO:0010959
57214	GO:0010959
57338	GO:0010959
57620	GO:0010959
5774	GO:0010959
596	GO:0010959
5987	GO:0010959
6262	GO:0010959
6324	GO:0010959
6327	GO:0010959
6330	GO:0010959
6331	GO:0010959
6347	GO:0010959
6348	GO:0010959
6351	GO:0010959
6352	GO:0010959
6373	GO:0010959
6375	GO:0010959
6376	GO:0010959
6387	GO:0010959
6406	GO:0010959
65267	GO:0010959
65268	GO:0010959
6546	GO:0010959
6548	GO:0010959
6588	GO:0010959
6622	GO:0010959
6640	GO:0010959
6717	GO:0010959
6781	GO:0010959
6786	GO:0010959
7009	GO:0010959
7018	GO:0010959
7220	GO:0010959
7222	GO:0010959
7225	GO:0010959
7341	GO:0010959
7466	GO:0010959
7531	GO:0010959
7533	GO:0010959
775	GO:0010959
776	GO:0010959
781	GO:0010959
782	GO:0010959
783	GO:0010959
785	GO:0010959
7871	GO:0010959
7881	GO:0010959
79026	GO:0010959
799	GO:0010959
80024	GO:0010959
801	GO:0010959
805	GO:0010959
808	GO:0010959
816	GO:0010959
817	GO:0010959
818	GO:0010959
81832	GO:0010959
844	GO:0010959
845	GO:0010959
84502	GO:0010959
84766	GO:0010959
84876	GO:0010959
8514	GO:0010959
857	GO:0010959
859	GO:0010959
88	GO:0010959
8811	GO:0010959
8832	GO:0010959
9002	GO:0010959
90070	GO:0010959
91404	GO:0010959
920	GO:0010959
930	GO:0010959
9446	GO:0010959
945	GO:0010959
9456	GO:0010959
9472	GO:0010959
967	GO:0010959
9722	GO:0010959
9992	GO:0010959
100287171	GO:0030036
10092	GO:0030036
10093	GO:0030036
10094	GO:0030036
10095	GO:0030036
10096	GO:0030036
10097	GO:0030036
10109	GO:0030036
10435	GO:0030036
10459	GO:0030036
10529	GO:0030036
10552	GO:0030036
